dubhghall	d̪ˠʊwəl
cónaithe	kuːn̪ˠiː
dóigh	d̪ˠoː
leis	l̠ʲɛʃ
scéalaí	ʃceːlˠi
déantar	dʲiːn̪ˠt̪ˠəɾˠ
fliuchadh	fʲlʲʊxəx
d'aithníodh	dˠahnʲiːw
clairnéid	klˠɑːɾˠnʲeːdʲ
tithe	tʲiː
chugaibh	huɡiː
deoir	dʲoːɾʲ
mholfadh	vˠɔlˠhəx
iacób	iəkoːbˠ
shábháil	hæːwælʲ
agaibh	aɡiː
páras	pˠæːɾˠəsˠ
cisteanach	cɪʃtʲən̪ˠəx
lúba	l̪ˠuːbˠə
díbríodh	dʲiːbʲɾʲiːtʲ
teach	tʲæːx
bheidh	vʲɛj
dhíom	ɣiːmˠ
dreach	dʲɾʲax
leosan	lʲoːsˠənˠ
mhéadar	vʲeːd̪ˠəɾˠ
chomh	xɔ
duit	d̪ˠɪtʲ
mórmheanma	mˠoːɾˠvʲanˠmˠə
iarraigí	iəɾˠəɟiː
dabhach	d̪ˠəuəx
gil	ɟɪlʲ
sadhbh	sˠəi̯vˠ
cogadh	kʌɡətʲ
corraigh	kɔɾˠɪɟ
pholl	fˠəul̪ˠ
fhonn	ʌn̪ˠ
donas	d̪ˠɔnˠəsˠ
rabharta	ɾˠəuɾˠt̪ˠə
álainn	ɑːl̪ˠɪɲ
roimis	ɾˠɪmʲəʃ
pearsana	pʲaɾˠsˠənˠə
mnaoi	mˠɾˠiː
teilg	tʲɛlʲɪɟ
clogaide	klˠɔɡədʲə
comhrialtas	kuːɾˠiəl̪ˠt̪ˠəsˠ
chugam	aɡəmˠ
con	kɔnˠ
bacaigh	bˠɑkɪɟ
ceathrúnaí	cæːɾˠuːn̪ˠiː
aithne	ænə
raibh	ɾˠo
agam	ɑɡəmˠ
séú	ʃeːu
gaire	ɡaɾʲə
tréad	tʲɾʲeːd̪ˠ
sár	sˠɑːɾˠ
bí	bʲiː
gaineamh	ɡanʲəvˠ
corr	kəuɾˠ
bailte	bˠal̠ʲtʲə
olann	ɔlˠən̪ˠ
colm	kɔl̪ˠəmˠ
d'oilfeadh	d̪ˠɪlʲhətʲ
haon	hiːnˠ
molann	mˠʌlˠən̪ˠ
ocht	ʌxt̪ˠ
firéad	fʲərʲeːd̪ˠ
fáinne	fˠæːn̠ʲə
dúinn	d̪ˠɪn̠ʲ
ceangal	caŋɡəlˠ
troime	t̪ˠɾˠɪmʲə
cucól	kʊkoːl̪ˠ
ceart	caɾˠt̪ˠ
gráin	ɡɾˠɑːnʲ
brá	bˠɾˠɑː
smaoin	sˠmˠɨːn
taidhleoir	t̪ˠeːlʲɔɾʲ
cuireadh	kɪɾʲətʲ
fúithise	fˠuːʃə
carachtar	kaɾˠəxt̪ˠəɾˠ
lámh	l̪ˠɑːvˠ
ag	əɟ
d'altadh	d̪ˠal̪ˠt̪ˠu
roibeárd	ɾˠɛbʲɑːɾˠd̪ˠ
deas	dʲasˠ
naimhde	n̪ˠavʲdʲə
téana	tʲeːnˠə
siúinéara	ʃuːnʲeːɾˠə
fán	fˠæːn̪ˠ
d'fhágadh	d̪ˠɑːɡəx
gaineamh	ɡanʲu
nuair	n̪ˠɔɾʲ
thú	huː
dearthár	dʲæːɾˠhəɾˠ
cuir	kɪɾʲ
ndearna	n̠ʲɑːɾˠn̪ˠə
treo	tʲɾʲɔː
bhrasaíl	vˠɾˠasˠiːlʲ
amhrán	ɑːɾˠɑːnˠ
imeacht	ɪmʲəxt̪ˠ
dian	dʲiənˠ
philéir	fʲɪlʲeɾʲ
seamróg	ʃamˠɾˠaɡ
treo	tʲɾʲoː
asal	asˠəlˠ
stail	sˠt̪ˠalʲ
domhan	d̪ˠaʊn̪ˠ
curaí	kʌɾˠiː
hainmneacha	hanʲəmʲnʲahə
bualadh	bˠuəlˠuː
let	lʲɛt̪ˠ
tae	t̪ˠeː
gcearnóg	ɟɑːɾˠn̪ˠoːɡ
bheas	vʲɛsˠ
pógadh	pˠoːɡəɡ
comhréireach	kˠoːɾˠeːɾʲəxˠ
stoca	sˠt̪ˠɔkə
milseán	mʲɪlʲʃæn̪ˠ
súlach	sˠuːl̪ˠəx
pheacaí	fʲaki
bháis	wæːʃ
thiocfadh	hʊkətʲ
sláinte	sˠl̪ˠan̠ʲtʲə
praghas	pɾˠəisˠ
fuinneoga	fˠɪn̠ʲɔɡə
méar	mʲeːɾˠ
glúin	ɡl̪ˠuːnʲ
spreagadh	sˠpʲɾʲaɡu
bréig	bʲɾʲeːɟ
oibleagáid	əibˠləɡədʲ
glanadh	ɡl̪ˠɑn̪ˠə
teo	tʲɔː
pingine	pʲɪɲɟənʲə
thart	haɾˠt̪ˠ
cuimhne	kɪmʲnə
aird	ɑːɾˠdʲ
lách	l̪ˠɑːx
tuirseach	t̪ˠəɾˠʃax
chuaigh	fˠuə
cathal	kahəlˠ
fúithi	fˠʊhə
fleá	fʲlʲɑː
méadaigh	vʲeːd̪ˠɪɟ
athrú	ɑɾˠuː
ceonna	coːn̪ˠiː
cuntar	kuːn̪ˠt̪ˠəɾˠ
aithne	æn̠ʲə
máthair	mˠahærʲ
badhb	bˠəibˠ
dála	d̪ˠæːlˠə
síneadh	ʃiːnʲəvˠ
curaí	kəɾˠiː
dáta	d̪ˠɑːt̪ˠə
mhá	wæː
dligh	dʲlʲiː
ceimic	cɛmʲɪc
amadán	amˠəd̪ˠanˠ
caill	kɑːl̠ʲ
scréach	ʃcɾʲeːx
bhfiaradh	vʲiəɾˠuː
corrú	kʌɾˠu
ndóchas	n̪ˠoːxəsˠ
scáth	sˠkæː
freastalaí	fʲɾʲasˠt̪ˠəl̪ˠiː
det	dʲɛt̪ˠ
phósadh	fˠɔːsˠətʲ
déanta	dʲiːn̪ˠt̪ˠə
shéabra	heːbˠɾˠə
dúlamán	d̪ˠuːl̪ˠəmˠɑːn̪ˠ
bablóinia	bˠabˠlˠoːnʲiə
lig	l̠ʲɪɟ
tuile	t̪ˠɪlʲə
fágfaidh	fˠɑːkɪɟ
aifreann	ɪfʲɾʲən̪ˠ
múinteoir	mˠuːn̠ʲtʲoːɾʲ
máthair	mˠɑːɾʲ
ndiaidh	n̠ʲiə
asaibh	asˠt̪ˠiː
sparán	sˠpˠəɾˠɑːnˠ
bhláthanna	wl̪ˠæhən̪ˠə
bacadh	bˠakətʲ
cáisc	kæːʃc
gaineamh	ɡanʲuː
sé	ʃɛ
bláithche	bˠlˠaːiçə
scaradh	sˠkɑɾˠəɡ
gcrainn	ɡɾˠɪn̠ʲ
órga	ɔːɾˠɡə
aontú	iːn̪ˠt̪ˠuː
teir	tʲɛɾʲ
peacaí	pʲaki
sula	sˠʊlˠə
urú	ʊɾˠuː
sail	salʲ
leathan	l̠ʲahənˠ
ginn	ɟiːn̠ʲ
cruithneacht	kɾˠɪnʲəxt̪ˠ
liathróid	l̠ʲiəɾhˠoːdʲ
pianadh	pʲiənˠətʲ
óstán	oːsˠt̪ˠɑːnˠ
aibí	apˠi
coire	kɛɾʲə
snáthaid	sˠn̪ˠɑːhədʲ
gcnoic	ɡɾˠɪc
grús	ɡɾˠuːsˠ
míl	mʲiːlʲ
vása	wæːsˠə
mhéir	vʲeːɾʲ
tuig	t̪ˠɪɟ
acht	axt̪ˠ
breithiúnas	bʲɾʲɛhunˠəsˠ
tiomáint	tʲɪmɑːn̠ʲtʲ
beadh	bʲɛx
deimhin	dʲɪvʲənʲ
scuabadh	sˠkuəbˠuː
mó	mˠɔː
dlaoi	d̪ˠlˠiː
athair	æhəɾʲ
sínigh	ʃiːnʲiː
brobh	bˠɾˠɔw
suigh	sˠɪɟ
gí	ɟiː
churach	xʊɾˠəx
m'	mˠ
guigh	ɡiː
scanrú	sˠkɑːn̪ˠɾˠuː
amáireach	əmˠæːɾʲah
tsealg	tʲalˠəɡ
conchobhar	kʊnˠxəwaɾˠ
d'imigh	dʲɪmʲɪɟ
míle	mʲiːlʲə
tsúil	t̪ˠuːlʲ
acu	apˠək
sasanach	sˠasˠənˠəx
leás	l̠ʲɑːsˠ
finn	fʲiːɲ
theach	hax
glanadh	ɡlˠanˠə
chum	xʊnˠ
aischuir	aʃxɪrʲ
sí	ʃiː
faill	fˠɑilʲ
criadh	cɾʲiə
téigh	tʲeːj
preas	pʲɾʲasˠ
airgead	æɾʲɪɟəd̪ˠ
chirce	çɪɾʲcə
puisín	pˠɪʃinʲ
b'	bʲ
critheann	crʲɪhən̪ˠ
oibreacha	əibʲrʲəxiː
blás	blaːs
torc	t̪ˠʌɾˠk
áthas	æhəsˠ
briathar	bʲɾʲiəhəɾˠ
deas	dʲæsˠ
dólámhach	d̪ˠɔːl̪ˠæːwah
lann	l̪ˠan̪ˠ
theacht	hæːxt̪ˠ
anamacha	anˠəmˠəxə
phiocadh	fʲʊkəx
asaibhse	ɑsˠiːʃə
paráiste	pˠɾˠɑːʃtʲə
astu	asˠt̪ˠəbˠ
fear	fʲaɾˠ
garbh	ɡaɾˠu
uaimse	wæmʲʃə
sparán	sˠpˠɔɾˠanˠ
cliath	clʲiə
tabhair	t̪ˠoːɾʲ
cuibhreann	kɪvʲɾʲən̪ˠ
díomá	dʲiːmˠvˠɑː
chonamara	xʊn̪ˠəmaɾˠə
geanntracha	ɟɑːn̪ˠt̪ˠɾˠəxiː
bogadh	bˠɔɡə
smacht	sˠmˠɑxt̪ˠ
d'ith	dʲɪh
garbh	ɡaɾˠuː
éireannach	eːɾʲən̪ˠəx
dáiríre	d̪ˠæɾʲiːɾʲə
leanbh	lʲan̪ˠəvˠ
crann	kɾˠan̪ˠ
mháire	wˠæːɾʲə
aithis	æhəʃ
dlí	dʲlʲiː
india	ɪnʲdʲiə
bhfiaradh	vʲiəɾˠətʲ
comhrá	koːɾˠɑː
buartha	bˠuəɾˠhə
puca	pˠʊkə
fuinneog	fˠən̠ʲoːɡ
reilig	ɾˠɪlʲɪɟ
amadán	ɑmˠəd̪ˠɑːnˠ
chugainn	xuːnʲ
clúdach	kl̪ˠuːd̪ˠəx
chucusan	hɞkəpˠsˠən
claon	kl̪ˠeːn̪ˠ
múnadh	mˠuːnˠətʲ
lic	l̠ʲɪc
asaibh	asˠiː
d'oilfeadh	d̪ˠɛlʲhu
seán	ʃɑːn̪ˠ
each	ax
grúdlann	ɡɾˠuːd̪ˠlˠən̪ˠ
chuán	xuːɑːn̪ˠ
dhaoibh	iːbʲ
sráide	sˠɾˠaːdʲə
cupán	kɔpˠænˠ
tána	t̪ˠæːnˠə
frása	fˠɾˠɑːsˠə
casfaidh	kasˠi
tonn	t̪ˠɔn̪ˠ
chomh	xo
casann	kasən̪ˠ
léachtóir	l̠ʲeːxt̪ˠɔɾʲ
guí	ɡiː
mholadh	vˠɔlˠəx
ciaróg	ciəɾˠaɡ
achadh	axə
bratach	bˠɾˠat̪ˠəx
plódaithe	pˠlˠoːd̪ˠɪhə
bád	bˠɑːd̪ˠ
mbriseadh	mʲɾʲɪʃə
máthair	mˠɑ̃hɪɾʲ
ionsaí	ʊnˠsˠiː
siopadóireacht	ʃʊpˠəd̪ˠoːɾʲəxt̪ˠ
crochadh	kɾˠʌxətʲ
cóirigh	koːɾʲɪɟ
donn	d̪ˠuːn̪ˠ
baisteadh	bˠaʃtʲu
abhainn	oːn̠ʲ
clóiséad	klˠoːʃeːd̪ˠ
laighin	l̪ˠəinʲ
smacht	sˠmˠaxt̪ˠ
phósadh	fˠoːsˠə
leaba	l̠ʲabˠə
gnó	ɡn̪ˠoː
talamh	t̪ˠɑlˠəvˠ
ith	iː
barúlach	bˠaɾˠulˠah
gur	ɡʊɾˠ
leis	lʲɛʃ
fíor	fʲiːɾˠ
ionadh	iːnˠə
ndé	n̠ʲeː
cruitireacht	kɾˠɪtʲəɾʲaht̪ˠ
géagach	ɟeːɡəx
cumann	kʊmˠən̪ˠ
maitheamh	mˠahuː
dream	dˠɾˠaumˠ
mhúchadh	vˠuːxə
fíniúnach	fʲiːnʲuːnˠəx
daltach	d̪ˠal̪ˠt̪ˠəx
marbh	mˠarˠuː
ar	ɛɾʲ
gae	ɡeː
leaba	l̠ʲabˠɪɟ
roinn	ɾˠaiɲ
cúnamh	kuːnˠə
chuireadh	xɪɾʲəx
briste	bʲɾʲɪʃtʲə
gréasán	ɟɾeːsˠɑːnˠ
tinn	tʲiːn̠ʲ
vallúinis	wal̪ˠuːnʲɪʃ
caill	kailʲ
billiún	bʲil̠ʲuːnˠ
taobh	t̪ˠiːw
mac	mˠak
liúit	l̠ʲuːtʲ
inín	ɪnʲiːnʲ
mhall	vˠɑul̪ˠ
áith	æː
gránaigh	ɡɾˠɑːnˠə
dual	d̪ˠuəlˠ
aiste	aʃtʲə
dem	dʲɛmˠ
mháighistreása	wɑːʃtʲɾʲɑːsˠə
chasfadh	kɑsˠəx
aithrí	æɾʲiː
mála	mˠɑːl̪ˠə
gciliméadar	ɟɪlʲəmʲeːd̪ˠəɾˠ
seanbhean	ʃanvʲan
braillín	bˠɑɾʲlʲiːnʲ
acusan	akusˠənˠ
d'éirigh	dʲəiɾʲiː
dháiríre	ɣæɾʲiːɾʲə
tús	t̪ˠuːsˠ
piocadh	pʲɪku
fhágaint	ɑːɡənʲtʲ
airím	aɾʲiːmʲ
rogha	ɾˠou
gcurach	ɡɤɾˠa
cill	ciːlʲ
reo	ɾˠɔː
dhíobhsan	jiːpˠsˠən
is	sˠ
fág	fˠɑːɡ
barúlach	bˠaɾˠuːl̪ˠəx
tachtadh	t̪ˠaxt̪ˠəvˠ
lí	l̠ʲiː
díobh	dʲiːbˠ
chrainn	xɾˠaiɲ
trí	tʲɾʲiː
piocadh	pʲʊkəx
taitnigh	t̪ˠan̠ʲə
iomlán	ʊmˠlˠɑːnˠ
ualach	uəlˠəx
sliabh	ʃl̠ʲiəw
chonaic	hanˠɪc
cnáib	kɾˠæːbʲ
d'fhágfadh	d̪ˠɑːkəx
taoschnó	t̪ˠeːsˠxnˠoː
salann	salˠən̪ˠ
mil	mʲɪlʲ
chugamsa	hɞɡəmˠsˠə
tháinig	hɑːnʲɪc
stócáil	sˠt̪ˠoːkɑːlʲ
tsléibh	tʲlʲeːvʲ
chapall	xapˠəl̪ˠ
nuacht	nˠuˑəxt̪ˠ
chruinne	xɾˠɪɲə
fréamh	fʲɾʲeːvˠ
marcra	mˠɑɾˠkɾˠə
ríomh	ɾˠiːw
duibheagán	d̪ˠɪvʲəɡaːn̪ˠ
bisigh	bʲɪʃiː
án	eːnˠ
fomhuireán	fɔːwərʲænˠ
conchúr	kʊnˠəxuːɾˠ
d'éalaigh	dʲeːlˠə
dhiaidh	jiə
anglais	aŋɡləʃ
snáfa	sˠn̪ˠæːfˠə
mairstean	mˠaɾˠsˠtʲənˠ
aontaigh	iːn̪ˠt̪ˠi
taithí	t̪ˠahiː
laethanta	l̪ˠeːn̪ˠt̪ˠiː
lúcháir	l̪ˠɛwɑːɾʲ
muine	mˠɪnʲə
peall	pʲaul̪ˠ
ga	ɡa
gcuraigh	ɡʊɾˠɪɟ
cúrsa	kuːɾˠsˠə
péinteáilte	pʲeːnʲtʲɑːl̠ʲtʲə
múinteoir	mˠuːn̠ʲtʲɔɾʲ
mór	mˠɔːɾˠ
carbónach	kaɾˠəbˠɔn̪ˠah
gall	ɡɑːl̪ˠ
dtóireacha	d̪ˠɔːɾʲahə
aill	ɑːl̪ˠ
phonc	fˠʊŋk
leagadh	l̠ʲaɡəx
carghas	kɑɾˠuːsˠ
culaith	kɔl̪ˠə
ceap	capˠ
car	karˠ
móide	mˠuːdʲə
peaca	pʲaku
choíche	xiːhə
agus	aɡəsˠ
scanraigh	sˠkɑːn̪ˠɾˠə
duille	d̪ˠɪlʲə
aill	ɑilʲ
dúinne	d̪ˠuːn̠ʲə
dhíotsa	jiːt̪ˠsˠə
braillín	bˠɾˠɑːl̠ʲiːnʲ
foirgneamh	fˠɔɾʲɪɟnʲuː
dia	dʲiə
gur	ɡəɾˠ
cinnire	cɪn̠ʲəɾʲə
argóint	ɑɾˠɡɔnʲtʲ
cultúr	kʊl̪ˠt̪ˠuɾˠ
fága	fˠɑːɡə
bearradh	bʲaɾˠəɡ
fearr	fʲæːɾˠ
sparán	sˠpˠaɾˠanˠ
agat	əɡɑt̪ˠ
iníon	ɪnʲiːnˠ
inneall	ɪn̠ʲəl̪ˠ
bláfar	bˠlˠæːfˠəɾˠ
bogadh	bˠʌɡətʲ
stopadh	sˠt̪ˠɔpˠəɡ
cráite	kɾˠæːtʲə
nguí	ŋiː
spealas	sˠpʲalˠəs
bóithrí	bˠoːɾʲiː
aosta	eːsˠt̪ˠə
am	əmˠ
prioc	pʲɾʲʊk
dhi	iː
cófra	kɔːfˠɾˠə
mhadadh	wad̪ˠə
aisig	aʃɪc
pupall	pubal͈
thiocfainn	hʊkən̠ʲ
léigh	l̠ʲeː
luaith	l̪ˠuə
cead	cad̪ˠ
amhras	əuɾˠəsˠ
amhrán	oːɾˠɑːnˠ
dúisigh	d̪ˠuːʃɪɟ
gearradh	ɟaɾˠəɡ
tosach	t̪ˠəsˠɑx
bás	bˠɑːsˠ
pána	pˠɑːnˠə
siopa	ʃʊpˠə
strainséir	sˠt̪ˠɾˠan̠ʲʃeːɾˠə
feighil	fʲəilʲ
normal	n̪ˠɔɾˠəmˠəlˠ
aimsire	amʲʃəɾʲə
gléasann	ɟlʲeːsən̪ˠ
mháthair	wɑːɾʲ
uaim	wɛmʲ
meitheamh	mʲɛhəvˠ
gob	ɡɔbˠ
bhfeis	vʲɛʃ
truaill	t̪ˠɾˠuəl̠ʲ
tachtadh	t̪ˠɑxt̪ˠəɡ
ceo	coː
seachas	ʃaxəsˠ
fód	fˠɔːd̪ˠ
righ	ɾˠɪɟ
alban	nəhaləbˠənˠ
liopa	lʲɪpˠə
airméin	aɾʲəmʲeːnʲ
uaidhsean	wəisən
pheadar	fʲad̪ˠəɾˠ
ghabhar	ɣəuɾˠ
pian	pʲiənˠ
moladh	mˠɔlˠəɡ
soicind	sˠɛcənʲdʲ
tuill	t̪ˠɪl̠ʲ
ciaróg	ciəɾˠoːɡ
dtrátha	d̪ˠɾˠahə
bogha	bˠou
canadh	kanˠəvˠ
finne	fʲɪn̠ʲə
maíomh	mˠiːw
ceapadh	cæpˠəvˠ
caomh	keːvˠ
dhéanfadh	jiːnəx
aithníodh	ahnʲiːw
cinnidh	cɪn̠ʲiː
seanmóirí	ʃanˠəmoːɾʲiː
crín	cɾʲiːnʲ
cér	ceːɾˠ
chailín	xalʲiːnʲ
cailleach	kəlʲax
bogadh	bˠʌɡu
agatsa	əɡɑt̪ˠsˠə
eol	ɔːlˠ
ardghlórach	ɑːɾˠd̪ˠɣlˠoːɾˠəx
finn	fʲɪn̠ʲ
stopadh	sˠt̪ˠɔpˠəvˠ
móir	mˠɔːɾʲ
diúc	dʲuːk
aspal	ɑpˠsˠtˠəl
cruinn	kɾˠɪn̠ʲ
aimsir	æmʲʃəɾʲ
feiceanna	fʲɛcən̪ˠə
d'aithin	d̪ˠænʲ
mol	mˠɔlˠ
seanbhan	ʃanˠwanˠ
craic	kɾˠac
loim	l̪ˠaimʲ
tachtadh	t̪ˠaxt̪ˠətʲ
céad	ceːd̪ˠ
cumha	kuə
dícheall	dʲiːçəl̪ˠ
scrúdaigh	sˠkɾˠuːd̪ˠə
ciliméadar	cɪlʲəmʲed̪ˠəɾˠ
cáit	kɑːtʲ
éirím	iːɾʲimˠ
bláthach	bˠlˠɑːx
cónaigh	koːn̪ˠɪɟ
stoptha	sˠt̪ˠɔpˠə
bodach	bˠɔd̪ˠəx
fuil	fˠɪlʲ
seanscéal	ʃanˠʃcelˠ
clairnéid	klˠæːɾˠnʲedʲ
táin	t̪ˠɑːnʲ
eolas	oːlˠəsˠ
coróin	kɔɾˠænʲ
caighdeánach	kəidʲænˠah
reilig	ɾˠɛlʲɪɟ
díbir	dʲiːbʲəɾʲ
eisceacht	əʃcaxt̪ˠ
dhíobh	iːbˠ
tuigeann	t̪ˠɪɟən̪ˠ
alban	aləbˠənˠ
ára	ɑːɾˠə
seanmóirí	ʃanˠəmɔɾʲiː
d'altadh	d̪ˠal̪ˠt̪ˠəx
puisín	pˠɪʃiːnʲ
díobh	d̪ˠiːbˠ
chuirfeadh	xɪɾˠhətʲ
tagann	t̪ˠaɡən̪ˠ
gaisce	ɡaʃcɪ
anuas	ən̪ˠuəsˠ
crean	cɾʲanˠ
luach	l̪ˠuəx
réaltra	ɾˠeːl̪ˠt̪ˠɾˠə
phá	fˠæː
haithne	hæːnʲə
trealamh	tʲɾʲalˠəvˠ
nádúr	n̪ˠaːd̪ˠuːɾˠ
thit	hɪtʲ
nádúrthach	n̪ˠɑd̪ˠuːɾˠəx
molas	mˠɔlˠəsˠ
chasfadh	kasˠu
cóiriú	koːɾʲuː
sead	ʃad̪ˠ
ardaingeal	ɑːɾˠdˠæɲɟəl
ullmhaigh	ʊl̪ˠəvˠɪɟ
uaithi	woː
claon	kl̪ˠiːnˠ
féicheamh	fʲeːçuː
ospidéil	ʌspʲədʲælʲ
lá	l̪ˠæː
iníon	n̠ʲiənˠ
pé	pʲeː
bándearg	bˠɑːnˠdʲaɾˠəɡ
seach	ʃax
bpáipéar	bˠæːpʲeɾˠ
críon	cɾʲiːnˠ
saghas	sˠəisˠ
cárbh	kaːɾˠvˠ
d'aithin	d̪ˠæn
eol	oːlˠ
roinn	ɾˠiːn̠ʲ
salach	sˠalˠax
meiriceá	mʲɛɾʲəcɑː
foireann	fˠɪɾʲən̪ˠ
oileann	ɪlʲən̪ˠ
gréasán	ɟɾiasˠɑːn̪ˠ
chugatsa	hɞɡət̪ˠsˠə
fhada	ɑd̪ˠə
sinéad	ʃɪnʲeːd̪ˠ
boga	bˠɔɡə
leagann	l̠ʲaɡən̪ˠ
feadh	fʲaw
chrainn	xɾˠɪn̠ʲ
dhóthain	ɣoːnʲ
éirím	əiɾʲiːmʲ
coiste	kɔʃtʲə
féach	fʲiax
lána	l̪ˠæːnˠə
dtóir	d̪ˠoːɾʲ
láth	l̪ˠɑː
oifigiúil	ɪfʲɪɟuːlʲ
le	lʲɛ
mear	mʲaɾˠ
cinneadh	cɪn̠ʲə
páipéar	pˠæːpʲeɾˠ
am	ɑːmˠ
baois	bˠiːʃ
báine	bˠɑːnʲə
annamh	an̪ˠu
aerach	eːɾˠəx
oil	ɪlʲ
gleann	ɟlʲaːnˠ
dearg	dʲæɾˠəɡ
chuigesean	ɛɟəsˠən
thógaint	hoːɡənʲtʲ
ceonna	cɔːn̪ˠə
cneasta	cɾʲasˠt̪ˠə
cuntas	kʊn̪ˠt̪ˠəsˠ
iarla	iəɾˠl̪ˠə
cló	klˠoː
cinnte	cəinʲtʲə
gasúr	ɡɑsˠuːɾˠ
oird	əuɾˠdʲ
truicear	t̪ˠɾˠɪcəɾˠ
chum	xuːmˠ
báisín	bˠæːʃinʲ
seanmóirí	ʃan̪ˠəmoːɾʲiː
scoláireacht	sˠkʌlˠæɾʲaht̪ˠ
cabáiste	ɡʊbˠɑːʃtʲə
triomach	tʲɾʲɪmah
spáinn	sˠpˠɑːn̠ʲ
criostal	kɾˠɪsˠt̪ˠəlˠ
bhí	vʲiː
faoistin	fˠiːsʲtʲinʲ
oraibhse	ɞrˠiːʃə
ospidéal	ʌsˠpʲədʲælˠ
ainneoin	anʲoːnʲ
díon	dʲiːnˠ
speisialta	sˠpʲɛʃiəl̪ˠt̪ˠə
ceonna	coːn̪ˠə
céir	ceːɾʲ
dóibh	d̪ˠoːbʲ
dearcadh	dʲaɾˠkuː
dearthár	dʲɾʲɑːɾˠ
d'ainneoin	d̪ˠanʲoːnʲ
dúr	d̪ˠuːɾˠ
argóint	ɑɾˠɡoːnʲtʲ
stró	sˠt̪ˠɾˠoː
mháthair	wɑːhəɾʲ
pléigh	pʲlʲeː
dtosach	d̪ˠəsˠɑx
gnás	ɡn̪ˠɑːsˠ
scoileanna	sˠkɛlʲən̪ˠiː
tosnaigh	t̪ˠɔsˠən̪ˠɪɟ
sútra	sˠuːt̪ˠɾˠə
múchadh	mˠuːxə
dúin	d̪ˠuːnʲ
tostar	t̪ˠʌsˠt̪ˠəɾˠ
lúthchleas	l̪ˠuːçlʲasˠ
spúnóg	sˠpˠuːnˠaɡ
curaigh	kʊɾˠɪɟ
tiomáin	tʲɪmˠɑːnʲ
scuabtha	sˠkuəpˠə
cruinnigh	kɾˠɪn̠ʲi
ceintiméadar	cɛnʲtʲəmʲeːd̪ˠəɾˠ
pastae	pˠasˠt̪ˠeː
pianfaidh	pʲiənhiː
lorg	l̪ˠʌɾˠəɡ
seamróga	ʃamˠəɾˠoːɡə
móir	mˠoːɾʲ
min	mʲɪnʲ
comharsa	kuːɾˠsˠə
polláire	pˠɔːlˠɑːɾʲə
trína	tʲɾʲiːnˠə
bain	bˠɪnʲ
gram	ɡɾˠamˠ
óstach	ɔːsˠt̪ˠah
casadh	kasˠətʲ
fé	fʲeː
chonaic	hɛnʲɪc
imeall	ɪmʲəlˠ
deir	dʲɛɾʲ
faoinar	fˠiːnˠəɾˠ
phianadh	fʲiənˠə
lucht	l̪ˠʊxt̪ˠ
dearbh	dʲaɾˠəvˠ
gobadh	ɡɔbˠə
tastáil	t̪ˠasˠt̪ˠɑːlʲ
deirfiúr	dʲɾʲauhəɾˠ
arbhar	ɑɾˠuːɾˠ
pheann	fʲɑːn̪ˠ
beoracha	bʲoːɾˠəxə
snáitheann	sˠn̪ˠæːihən̪ˠ
feabhas	fʲoːsˠ
donn	d̪ˠɔn̪ˠ
chugaibhse	ɑɡiːʃə
micheál	mʲɪçaːlˠ
sona	sˠʊn̪ˠə
sásair	sˠɑːsˠəɾʲ
scaradh	sˠkaɾˠətʲ
seáin	ʃɑːnʲ
dúiseacht	d̪ˠuːʃəxt̪ˠ
fheicfeadh	ɛcəx
compóirt	kuːmˠpˠoːɾˠtʲ
aibí	abʲɪɟ
rith	ɾˠɪh
mbád	mˠɑːd̪ˠ
ghairdín	ɣæːɾˠdʲinʲ
fliuchadh	fʲlʲʊxəvˠ
réidh	ɾˠeː
spalptha	sˠpˠalpiː
bhun	wʌnˠ
im	ɪmˠ
leagadh	l̠ʲaɡəɡ
gníomh	ɟɾʲiːəvˠ
cérbh	ceːɾˠvˠ
tóir	t̪ˠɔːɾʲ
múnadh	mˠuːnˠuː
éisteacht	eːʃtʲaht̪ˠ
leictreachas	l̠ʲɛctʲɾʲəxəsˠ
d'fheicfeadh	dʲɛcəx
bearradh	bʲaɾˠu
loscann	l̪ˠɔsˠkən̪ˠ
feidhmeannach	fʲəimʲən̪ˠəx
adhmad	æːmˠəd̪ˠ
aithníonn	ænʲiːn̪ˠ
seisiún	ʃɛʃunˠ
dhóigh	ɣoːɟ
chuimhnigh	xiːvʲɾʲə
sámh	sˠɑːvˠ
seisiún	ʃɛʃuːn̪ˠ
gcnuic	ɡn̪ˠɪc
faightear	fˠahaɾˠ
coillte	kəil̠ʲtʲə
aiseag	aʃəɡ
deirfiúracha	dʲeɾʲəfʲəɾˠaxə
girseach	ɟɪɾˠʃah
ceannaigh	can̪ˠəɟ
cairdiúil	kɑːɾˠdʲuːlʲ
thúis	huːʃ
chuireas	xɪɾʲəsˠ
bronn	bˠɾˠʌn̪ˠ
iascach	iəskah
cúramach	kuːɾˠəmˠəx
fás	fˠɑːsˠ
sábháil	sˠæːwælʲ
gairleog	ɡɑːɾˠlʲoːɡ
dhóibh	ɣoːbˠ
loisc	l̪ˠɛʃc
doras	d̪ˠɔɾˠəsˠ
beiridh	bʲɛɾʲiːɟ
mac	mˠaːk
cuireann	kɪɾʲən̪ˠ
fisic	fʲɪʃɪc
binn	bʲiːnʲ
anam	ɑn̪ˠəmˠ
gair	ɡaɾʲ
barr	bˠæːɾˠ
ceathrú	caɾˠu
