já	jauː
drjúgur	trjuːʏr
handfylli	hantfɪtlɪ
éta	jɛːta
áræða	auːraiːða
grallari	kratlaːrɪ
stjórn	stjourtn
rák	rauːk
náma	nauːma
vanur	vaːnʏr
pund	pʰʏnt
morthens	mɔr̥tɛns
barein	paːreiːn
mör	mœːr
gæfur	caiːvʏr
lón	louːn
sléttur	stljɛhtʏr
stæði	staiːðɪ
fartölva	far̥tʰœlva
þráðnykra	θrauðnɪːkra
rápa	rauːpa
mærskur	mair̥skʏr
klókur	kʰlouːkʏr
djúp	tjuːp
kára	kʰauːra
bunga	puŋka
dauðarefsing	tøyːðarɛfsiŋk
alþjóðlegur	alθjouðlɛːɣʏr
sálfræðilegur	saulfraiːðilɛːɣʏr
fantur	fan̥tʏr
leir	leiːr
rotna	rɔhtna
flugur	flʏːɣʏr
valhneta	valn̥ɛːta
mynddiskur	mɪnttɪskʏr
álftalaukur	aul̥taløyːkʏr
æfing	aiːviŋk
stjúpdóttir	stjuːptouhtɪr
kafna	kʰapna
fýluferð	fiːlʏfɛrð
fosfór	fɔsfouːr
fíkn	fihkn
grið	krɪːð
dyggur	tɪkːʏr
gæfa	caiːva
völlur	vœtlʏr
hilmir	hɪlmɪːr
brass	prasː
komma	kʰɔmːa
ístra	istra
venja	vɛnja
hreyta	r̥eiːta
kös	kʰœːs
óska	ouska
hampur	ham̥pʏr
bolli	pɔtlɪ
grýttur	krihtʏr
laski	lascɪ
hestur	hɛstʏr
búrma	purma
hortugur	hɔr̥tʏːɣʏr
millipils	mɪtlɪpʰɪls
straumur	strœyːmʏr̥
svar	svaːr
litháen	lɪːthauːɛːn
brauð	prøyːð
kapella	kʰaːpɛtla
fógeti	fouːcɛːtɪ
reyr	reiːr
bekkjarlalli	pɛhcarlatlɪ
girða	cɪrða
dúkkuhús	tuhkʏhuːs
týr	tʰiːr
skegg	scɛkː
skjaldarmerkjafræði	scaltaːrmɛr̥cafraiːðɪ
nafna	nappa
landfræði	lantfraiːðɪ
hjóm	çouːm
hýjungur	hiːjuŋkʏr
dráttartaug	trauhtartʰøyːɣ
nýsjálenskur	niːsjauːlɛnskʏr
dymbilvika	tɪmpɪlvɪːka
ansa	ansa
galli	kalːɪ
bréf	prjɛːv
flekkur	flɛhkʏr
ógna	oukna
rispa	rɪspa
stígvél	stiɣvjɛːl
keðja	cʰɛðja
freista	freista
kaupstefna	kʰøypstɛpna
selma	sɛlma
dröngull	trøyŋkʏtl
markvörður	mar̥kvœrðʏr
sökkull	sœhkʏtl
djákni	tjauhknɪ
glymja	klɪmja
rafali	raːvaːlɪ
afskrá	afskrauː
brómber	proumpɛːr
brimill	prɪːmɪtl
slagharpa	stlaːɣhar̥pa
skriðnablóm	skrɪðnaplouːm
kameldýr	kʰaːmɛltiːr
sannleikur	sanːleiːkʏr
öðlast	œðlast
geisladiskur	ceistlatɪskʏr
kærulaus	cʰaiːrʏløyːs
formáli	fɔrmauːlɪ
abbadís	apːatiːs
pynta	pʰɪn̥ta
grænmetisæta	krainmɛːtɪsaiːta
hjálmar	çaulmar
ósk	ousk
enskur	ɛnskʏr
áheyrn	auːheirtn̥
friðarbogi	frɪːðarpɔːjɪ
slímugur	stliːmʏːɣʏr
rennilás	rɛnːɪlauːs
kok	kʰɔːk
kaaber	kʰɔːpɛr
matarborð	maːtarpɔrð
lélegur	ljɛːlɛːɣʏr
tvívetni	tʰviːvɛhtnɪ
þvarg	θvark
gott	kɔht
bernharður	pɛrnharðʏr
bleyði	pleiːðɪ
bjórvömb	pjourvœmp
fótleggur	fouːtlɛkːʏr
svíi	sviːɪ
reitur	reiːtʏr
veikleiki	veiːkleiːcɪ
villimaður	vɪtlɪmaːðʏr
trefill	tʰrɛːvɪtl
enginn	eiŋcɪnː
slóvenía	stlouːvɛːniːja
dútl	tuhtl
farmur	farmʏr
kyrrþeyr	cʰɪrθeiːr
flauta	fløyːtʰa
rauðkál	røyðkʰauːl
hanskahólf	hanskahoulv
staur	støyːr
blik	plɪːk
flækingur	flaiːciŋkʏr
sauma	søyːma
kolla	kʰɔtla
verkfæri	vɛr̥kfaiːrɪ
bókaútgáfa	pouːkauːtkauːva
hitna	hɪhtna
vinátta	vɪːnauhta
lækjasóley	laiːcasouːleiː
tjakkur	tʰjahkʏr
hrímtittlingur	r̥imtʰɪhtliŋkʏr
merkúr	mɛr̥kʰuːr
suðaustur	sʏːðøystʏr
lögg	lœkː
dádýr	tauːtiːr
vafagepill	vaːvacɛːpɪtl
angóla	aŋkouːla
hnoð	n̥ɔːð
malbik	malpɪːk
andstæðingur	antstaiːðiŋkʏr
vasaþjófur	vaːsaθjouːvʏr
pressa	pʰrɛsːa
banani	paːnanɪ
félagi	fjɛːlaːjɪ
einn	eitn
hviklyndi	kʰvɪːklɪntɪ
sigla	sɪkla
gúrka	kur̥ka
saltur	sal̥tʏr
albanska	alpanska
krossfesting	kʰrɔsːfɛstiŋk
dynja	tɪnja
aðaláhrif	aːðaːlauːr̥ɪːv
launahækkun	løyːnahaihkʏn
rauf	røyːv
hólf	houlv
ákveðinn	auːkʰvɛːðɪnː
gunnlaug	kʏnːløyːɣ
gisting	cɪstiŋk
öryggisgirðing	œːrɪcːɪscɪrðiŋk
rjómakaka	rjouːmakʰaːka
kærasta	cʰaiːrasta
dropi	trɔːpɪ
persneska	pʰɛr̥snɛska
stinnasef	stɪnːasɛːv
ráða	rauːða
ristill	rɪstɪtl
vista	vɪsta
bjúgstör	pjuɣstœːr
brons	prɔns
gissurína	cɪsːʏriːna
gerla	cɛrtla
svikull	svɪːkʏtl
tauta	tʰøyːta
klósettpappír	kʰlouːsɛhtpʰahpiːr
durtur	tʏr̥tʏr
hafdís	havtiːs
sameina	saːmeiːna
hrúður	r̥uːðʏr
fréttablað	frjɛhtaplaːð
konráð	kʰɔnrauːð
tindur	tʰɪntʏr
þurr	θʏrː
skarifífill	skaːrɪfiːvɪtl
eintala	eintʰaːla
allsgáður	alskauːðʏr
bjóst	pjouːst
hegðun	hɛɣðʏn
hugsun	hʏksʏn
heildi	heiltɪ
eyðsla	eiðstla
kennitala	cʰɛnːɪtʰaːla
drjóli	trjouːlɪ
æta	aiːta
bruggari	prʏkːaːrɪ
háhyrningur	hauhɪrtniŋkʏr
þola	θɔːla
hjálparsögn	çaul̥parsœkn
vænn	vaitn
fölur	fœːlʏr
titrari	tʰɪːtrarɪ
farteski	far̥tʰɛscɪ
hlébarði	l̥ɛːparðɪ
tagga	tʰakːa
baðkar	paðkʰaːr
fræðigrein	fraiːðɪkreiːn
grafít	kraːfiːt
rót	rouːt
bæti	paiːtɪ
þríeinn	θriːeitn
hræla	r̥aiːla
hertogi	hɛr̥tʰɔjɪ
hola	hɔːla
pipar	pʰɪːpar
innihalda	ɪnːɪhalta
teðja	tʰɛðja
mítur	miːtʏr
vilja	vɪlja
torkenna	tʰɔr̥cʰɛnːa
kviðslit	kʰvɪðstlɪːt
glódís	klouːtiːs
prentun	pʰrɛn̥tʏn
pússa	pʰusːa
sending	sɛntiŋk
eftir	ɛftɪr
daggarmark	takːarmar̥k
iðunn	ɪːðʏnː
þjóðerni	θjouːðɛrtnɪ
albanía	alpaːniːja
móðir	mouːðɪr
sálfræði	saulfraiːðɪ
högg	hœkː
leiga	leiːɣa
skelfing	scɛlviŋk
afmæli	ammaiːlɪ
austurland	øystʏrlant
sýra	siːra
arngunnur	artnkʏnːʏr
deila	teiːla
sæunn	saiːjʏnː
fjölbreytni	fjœlpreihtnɪ
sitja	sɪːtja
hveiti	kʰveiːtɪ
pínulítill	pʰiːnʏliːtɪtl
styrkja	stɪr̥ca
herðablað	hɛrðaplaːð
biggi	pɪcːɪ
fyl	fɪːl
allsber	alspɛːr
bloti	plɔːtɪ
línuleiki	liːnʏleiːcɪ
blendingur	plɛntiŋkʏr
hnefaleikar	n̥ɛːvaleiːkar
harmóníum	harmouːniːjʏm
þeytari	θeiːtarɪ
dyntóttur	tɪn̥touhtʏr
grágæs	krauːcaiːs
ímynd	iːmɪnt
markúsartorg	mar̥kuːsartʰɔrk
öskur	œskʏr
styggð	stɪɣð
markmaður	mar̥kmaːðʏr
breiða	preiːða
göndull	kœntʏtl
glópagull	klouːpakʏtl
minnihluti	mɪnːɪl̥ʏːtɪ
dæsa	taiːsa
byggð	pɪɣð
gramm	kramː
hylling	hɪtliŋk
reiði	reiːðɪ
aur	øyːr
ónáða	ouːnauːða
rökfræði	rœːkfraiːðɪ
bil	pɪːl
flugmaður	flʏɣmaːðʏr
blekkja	plɛhca
stuttur	stʏhtʏr
mát	mauːt
jafnvægi	japnvaiːjɪ
fjölröddun	fjœlrœtːʏn
út	uːt
strigi	strɪːjɪ
stöðugur	stœːðʏɣʏr
nátthrafn	nauhtr̥apn
orðflokkur	ɔrðflɔhkʏr
framferði	framfɛrðɪ
met	mɛːt
spergilkál	spɛrcɪlkʰauːl
eyðni	eiðnɪ
svara	svaːra
smokkur	smɔhkʏr
gervigras	cɛrvɪkraːs
marsering	mar̥sɛːriŋk
prins	pʰrɪns
lettland	lɛhtlant
lefsa	lɛfsa
fyllirí	fɪtlɪri
þúa	θuːa
göng	køyŋk
pétur	pjɛːtʏr
þorleifína	θɔrleiːviːna
leggja	lɛcːa
þyrping	θɪr̥piŋk
atriði	aːtrɪːðɪ
rafstöð	ravstœːð
álfur	aulvʏr
hvítur	kʰviːtʏr
brum	prʏːm
svili	svɪːlɪ
múrhúð	muːrhuːð
þyrma	θɪrma
dúr	tuːr
hlekkja	l̥ɛhca
skapa	skaːpa
bar	paːr
fílsbein	filspeiːn
forstöðumaður	fɔr̥stœðʏmaːðʏr
stefna	stɛpna
vega	vɛːɣa
lofttæmi	lɔfttʰaiːmɪ
tepra	tʰɛːpra
svíta	sviːta
markslá	mar̥kstlauː
síki	siːcɪ
jakuxi	jaːkʏxsɪ
þrauka	θrøyːka
ægilegur	aiːjɪlɛːɣʏr
fylgifiskur	fɪlcɪfɪskʏr
ýla	iːla
hljómplata	l̥joumpʰlaːta
strengja	streiɲca
hilla	hɪtla
þefa	θɛːva
matreiðslubók	maːtreiðstlʏpouːk
tríósónata	tʰriːjouːsouːnaːta
vínberjalögur	vinpɛrjalœːɣʏr
metan	mɛːtʰaːn
hamra	hamra
tæra	tʰaiːra
hröngl	r̥øyŋl
þunglamalegur	θuŋklaːmalɛːɣʏr
hnallur	n̥atlʏr
afturbeygður	aftʏrpeiɣðʏr
kvöð	kʰvœːð
grúi	kruːɪ
strand	strant
togi	tʰɔːjɪ
þorgilsína	θɔrcɪlsiːna
spakmæli	spaːkmaiːlɪ
sníkja	sniːca
stjörnufræðingur	stjœrtnʏfraiːðiŋkʏr
jöstur	jœstʏr
sérstakur	sjɛr̥staːkʏr
leyniskytta	leiːnɪscɪhta
skrun	skrʏːn
persónulega	pʰɛr̥souːnʏlɛːɣa
argentína	arkɛntʰiːna
tuldur	tʰʏltʏr
búlgarska	pulkar̥ska
skvísa	skviːsa
tætla	tʰaihtla
slag	stlaːɣ
munkahetta	muŋ̊kahɛhta
gaul	køyːl
nautakjöt	nøyːtacʰœːt
misþyrming	mɪːsθɪrmiŋk
kenjar	cʰɛnjar
stjórnmál	stjourtnmauːl
efnasamband	ɛpnasampant
tötrar	tʰœːtrar
víkingur	viːciŋkʏr
símon	siːmɔːn
búð	puːð
afbaka	avpaːka
barnalæknir	partnalaihknɪr
lyfjagras	lɪvjakraːs
flaggskip	flakːscɪːp
hrökkva	r̥œhkva
hvap	kʰvaːp
kör	kʰœːr
múslimi	mustlɪːmɪ
ferstrendingur	fɛr̥strɛntiŋkʏr
lopapeysa	lɔːpapʰeiːsa
smekkur	smɛhkʏr
lægð	laiɣð
eyvindína	eiːvɪntiːna
skrá	skrauː
mistúlka	mɪːstʰul̥ka
alúðlegur	aːluðlɛːɣʏr
ymja	ɪmja
hnoðafræhyrna	n̥ɔːðafraiːhɪrtna
halli	hatlɪ
myrkur	mɪr̥kʏr
kynhvöt	cʰɪːnxʷœːt
tregi	tʰreiːjɪ
þil	θɪːl
langatöng	lauŋkatʰøyŋk
salat	saːlaːt
knippi	kʰnɪhpɪ
láfi	lauːvɪ
surtur	sʏr̥tʏr
kussari	kʰʏsːarɪ
gandur	kantʏr
lím	liːm
afæta	aːvaiːta
krónprinsessa	kʰrounprɪnsɛsːa
hvítlaukspressa	kʰviːtløykspʰrɛsːa
röð	rœːð
ljósastör	ljouːsastœːr
gikkja	cɪhca
aspas	aspas
hringur	r̥iŋkʏr
volga	vɔlka
minnismerki	mɪnːɪsmɛr̥cɪ
ringulreið	riŋkʏlreiːð
skóf	skouːv
leyndarmál	leintarmauːl
vatnsmelóna	vasːmɛːlouːna
einbjörg	einpjœrk
drottnari	trɔhtnarɪ
nói	nouːɪ
núna	nuːna
fróðný	frouðniː
þorsteinína	θɔr̥steiːniːna
vignir	vɪknɪr
beinmergur	peiːnmɛrkʏr
klefi	kʰlɛːvɪ
þar	θaːr
hljóða	l̥jouːða
zoëga	souːɛːkaː
túndra	tʰuntra
björn	pjœrtn
rígur	riːɣʏr
lús	luːs
refur	rɛːvʏr
grófur	krouːvʏr
helvíti	hɛlviːtɪ
blóðmaur	plouːðmøyːr
frekur	frɛːkʏr
ý	iː
sjö	sjø
liðþjálfi	lɪθθjaulvɪ
jöklaklukka	jœhklakʰlʏhka
snjallur	stnjatlʏr
þóroddur	θouːrɔtːʏr
samkeppni	samcʰɛhpnɪ
afturhaldsstefna	aftʏrhaltsstɛpna
hnísa	n̥iːsa
krampi	kʰram̥pɪ
bryggja	prɪcːa
tækla	tʰaihkla
lyng	liŋk
heilla	heitla
svelta	svɛl̥ta
ekkill	ɛhcɪtl
hlunkur	l̥uŋ̊kʏr
sigþrúður	sɪxθruːðʏr
ungi	uŋkɪ
elfa	ɛlva
víti	viːtɪ
skrín	skriːn
limafjörður	lɪːmafjœrðʏr
snotur	stnɔːtʏr
hreindýr	r̥eintiːr
munur	mʏːnʏr
úthaf	uːthaːv
fjörfiskur	fjœrfɪskʏr
flónska	flounska
augljós	øyɣljouːs
matskeið	maːtsceiːð
hnúðurbakur	n̥uːðʏrpaːkʏr
sauðvingull	søyðviŋkʏtl
vindill	vɪntɪtl
syrjóttur	sɪrjouhtʏr
villtur	vɪl̥tʏr
óreiða	ouːreiːða
húfur	huːvʏr
össur	œsːʏr
púma	pʰuːma
þórmundur	θourmʏntʏr
þór	θouːr
gaur	køyːr
hvíld	xʷilt
handbremsubeygja	hantprɛmsʏpeiːja
klukkutími	kʰlʏhkʏtʰiːmɪ
biblía	pɪpliːja
snjóa	snjouːa
kettlingur	cʰɛhtliŋkʏr
kvörn	kʰvœrtn
smóking	smouːcʰiŋk
til	tʰɪːl
mannasiður	manːasɪːðʏr
kviður	kʰvɪːðʏr
rist	rɪst
floti	flɔːtɪ
kynna	cʰɪnːa
festing	fɛstiŋk
nót	nouːt
jarðsaga	jarðsaːɣa
bruma	prʏːma
æðri	aiðrɪ
birna	pɪrtna
dýpt	tift
innihald	ɪnːɪhalt
símtal	simtʰaːl
næla	naiːla
sáning	sauːniŋk
kindugur	cʰɪntʏːɣʏr
tímabelti	tʰiːmapɛl̥tɪ
mýrasef	miːrasɛːv
stoppa	stɔhpa
stuttermabolur	stʏhtɛrmapɔːlʏr
áhrif	auːr̥ɪːv
ýlda	ilta
íkornabygg	iːkʰɔrtnapɪkː
leikritaskáld	leiːkrɪːtaskault
fjöldi	fjœltɪ
tafla	tʰapla
ryðja	rɪðja
hverfill	kʰvɛrvɪtl
kósínus	kʰouːsiːnʏs
amerískur	aːmɛːriskʏr
hyggja	hɪcːa
depla	tɛhpla
lítri	liːtrɪ
geirdís	ceirtiːs
her	hɛːr
prófastur	pʰrouːvastʏr
varða	varða
mata	maːta
efa	ɛːva
galdramaður	kaltramaːðʏr
þrítyngdur	θriːtʰiŋtʏr
fálki	faul̥cɪ
höfnun	hœpnʏn
afbrigðilegur	avprɪɣðɪlɛːɣʏr
jafningi	japniɲcɪ
seifur	seiːvʏr
njóli	njouːlɪ
sveigur	sveiːɣʏr
eðlismunur	ɛðlɪsmʏːnʏr
blekpenni	plɛːkpʰɛnːɪ
völ	vœːl
hugrekki	hʏɣrɛhkɪ
svið	svɪːð
hagnaður	haknaðʏr
kveina	kʰveiːna
ananas	aːnaːnas
blakkneskur	plahknɛskʏr
havaí	haːvaiː
trumba	tʰrʏmpa
hálmur	haulmʏr
stýrikerfi	stiːrɪcʰɛrvɪ
leikhús	leiːkhuːs
vefstóll	vɛfstoutl
ár	auːr̥
bleðill	plɛːðɪtl
pönnukaka	pʰœnːʏkʰaːka
leðja	lɛðja
verðmæti	vɛrðmaiːtɪ
liðamót	lɪːðamouːt
finnast	fɪnːast
norðurljós	nɔrðʏrljouːs
sæti	saiːtɪ
beltisstaður	pɛl̥tɪsstaːðʏr
meirihluti	meiːrɪl̥ʏːtɪ
þórður	θourðʏr
dáti	tauːtɪ
kenning	cʰɛnːiŋk
afvopna	avvɔhpna
sjúkrahús	sjuːkrahuːs
stígur	stiːɣʏr
kaf	kʰaːv
viðtengingarháttur	vɪtʰeiɲciŋkarhauhtʏr
gólf	koulv
orðabók	ɔrðapouːk
haf	haːv
stein	steiːn
nekt	nɛxt
hlátur	l̥auːtʏr
skinn	scɪnː
funa	fʏːna
drösull	trœːsʏtl
glæruvængur	klaiːrʏvaiŋkʏr
sjúkdómafræði	sjuːktouːmafraiːðɪ
hégilja	çɛːkɪlja
stama	staːma
rúbín	ruːpiːn
læða	laiːða
gel	cɛːl
basi	paːsɪ
gera	cɛːra
nyrðra	nɪrðra
vartappi	vaːrtʰahpɪ
laugardagur	løyːɣartaːɣʏr
frádráttur	frautrauhtʏr
ilskór	ɪlskouːr
bakvörður	paːkvœrðʏr
sólsetur	soulsɛːtʏr
slitur	stlɪːtʏr
geimfar	ceimfaːr
bagi	paiːjɪ
mynd	mɪnt
lög	lœːɣ
masa	maːsa
kempa	cʰɛm̥pa
mýrdalur	mirtaːlʏr
tattú	tʰahtuː
flogaveiki	flɔːɣaveiːcɪ
páskabróðir	pʰauskaprouːðɪr
stemma	stɛmːa
viður	vɪːðʏr
aldís	altiːs
sigurðína	sɪːɣʏrðiːna
kelta	cʰɛl̥ta
framkvæmd	framkʰvaimt
breti	prɛːtɪ
ótrúr	ouːtruːr
löggjafarþing	lœɣcaːvarθiŋk
þrettán	θrɛhtauːn
tré	tʰrjɛː
ell	ɛtl
ský	sciː
kofa	kʰɔːva
kalín	kʰaːliːn
ekill	ɛːcɪtl
sjáumst	sjaːuʏm̥st
læri	laiːrɪ
afkomandi	avkʰɔːmantɪ
nóg	nouː
brennivín	prɛnːɪviːn
dund	tʏnt
samkynhneigð	samcʰɪnn̥eiɣð
belgur	pɛlkʏr
laginn	laiːjɪnː
strigaskór	strɪːɣaskouːr
tegund	tʰɛːɣʏnt
engiferöl	eiɲcɪfɛːrœːl
bátsferð	pautsfɛrð
knæpa	kʰnaiːpa
eiður	eiːðʏr
mokka	mɔhka
hundshaus	hʏntshøyːs
paufa	pʰøyːva
bæjar	paiːjar̥
háll	hautl
hræðilegur	r̥aiːðɪlɛːɣʏr
lindi	lɪntɪ
símaklefi	siːmakʰlɛːvɪ
leikbrúða	leiːkpruːða
fasteign	fasteikn
kynni	cʰɪnːɪ
logn	lɔkn
hvel	kʰvɛːl
merkingarþróun	mɛr̥ciŋkarθrouːʏn
orkuver	ɔr̥kʏvɛːr
vætla	vaihtla
klipping	kʰlɪhpiŋk
hrossafluga	r̥ɔsːaflʏːɣa
skark	skar̥k
skytta	scɪhta
kjörbúð	cʰœrpuːð
krafa	kʰraːva
hettupeysa	hɛhtʏpʰeiːsa
kvendýr	kʰvɛntiːr
hyr	hɪːr
glitfífill	klɪːtfiːvɪtl
gatari	kaːtaːrɪ
unglingur	uŋkliŋkʏr
æviágrip	aiːvɪauːkrɪːp
inngrip	ɪnːkrɪːp
belgía	pɛlcija
varpasveifgras	var̥pasveivkraːs
forlát	fɔrlauːt
hádegi	hauːteiːjɪ
miltu	mɪl̥tʏ
rúmur	ruːmʏr
píla	pʰiːla
karmur	kʰarmʏr
orða	ɔrða
lík	liːk
sýna	siːna
söngvari	søyŋkvaːrɪ
sofi	sɔːvɪ
hvikull	kʰvɪːkʏtl
marka	mar̥ka
þrýsta	θrista
valtýr	valtʰiːr
formæling	fɔrmaiːliŋk
hámark	hauːmar̥k
kyrravika	cʰɪrːavɪːka
þrándheimur	θrauntheiːmʏr
lágur	lauːɣʏr̥
óhlýðinn	ouːl̥iːðɪnː
lestarstjóri	lɛstarstjouːrɪ
konungsríki	kʰɔːnuŋksriːcɪ
sigð	sɪɣð
hnefaleikari	n̥ɛːvaleiːkarɪ
kelfa	cʰɛlva
líkami	liːkʰaːmɪ
tökuþýðing	tʰœːkʏθiːðiŋk
kaupa	kʰøyːpa
fótur	fouːtʏr
lyndi	lɪntɪ
hula	hʏːla
róm	rouːm
brjóstsviði	prjoustsvɪːðɪ
kútur	kʰuːtʏr
maís	maːiːs
þeba	θɛːpa
skafl	skapl
urt	ʏr̥t
stöngull	støyŋkʏtl
greniköngull	krɛːnɪkʰøyŋkʏtl
axlabönd	axstlapœnt
sjaldgæfur	sjaltcaiːvʏr
rúgur	ruːʏr
flétta	fljɛhta
vasabók	vaːsapouːk
sjaldan	sjaltan
frumbyggi	frʏmpɪcːɪ
handboltaþjálfari	hantpɔl̥taθjaulvarɪ
næring	naiːriŋk
hornblendi	hɔrtnplɛntɪ
efi	ɛːvɪ
blóðnasir	plouðnaːsɪr
klessa	kʰlɛsːa
lýsing	liːsiŋk
andfélagslega	antfjɛːlaxslɛːɣa
jöfnun	jœpnʏn
systur	sɪstʏr
niðurlægjandi	nɪːðʏrlaiːjantɪ
korkur	kʰɔr̥kʏr
bókaskápur	pouːkaskauːpʏr
ásdís	auːstiːs
armur	armʏr
upp	ʏhp
lensa	lɛnsa
app	ahp
lyklabarn	lɪhklapartn
putta	pʰʏhta
duggönd	tʏkːœnt
bláhrafn	plauːr̥apn
kaldhæðni	kʰalthaiðnɪ
pollagalli	pʰɔtlakalːɪ
orðsifjar	ɔrðsɪvjaːr
slappur	stlahpʏr
sjár	sjauːr
flóð	flouːð
skækill	scaiːcɪtl
ósannindi	ouːsanːɪntɪ
forsíða	fɔr̥siːða
nákvæmlega	nauːkʰvaimlɛːɣa
tá	tʰauː
hvítlauksgeiri	kʰviːtløyksceiːrɪ
fjöldamorðingi	fjœltamɔrðiŋcɪ
pílári	pʰiːlauːrɪ
egg	ɛkː
fallorð	fatlɔrð
hylja	hɪlja
dökkna	tœhkna
nema	nɛːma
máltækni	maultaihknɪ
baða	paːða
horaður	hɔːraðʏr
eyland	eiːlant
mótorhjól	mouːtɔrçouːl
fortíð	fɔr̥tʰiːð
pípuhattur	pʰiːpʏhahtʏr
tamur	tʰaːmʏr
slóvakíska	stlouːvacʰiska
handklæði	hantkʰlaiːðɪ
bugur	pʏːɣʏr
jeminn	jɛːmɪnː
gríð	kriːð
rúnar	ruːnaːr
skrýða	skriːða
smala	smaːla
gráða	krauːða
rekill	rɛːcɪtl
saga	saːɣa
ójafn	ouːjapn
barón	paːrouːn
anda	anta
tröll	tʰrœtl
sorta	sɔr̥ta
friðill	frɪːðɪtl
heimspeki	heimspɛːcɪ
þamba	θampa
þriðji	θrɪðjɪ
von	vɔːn
könguló	kʰøyŋkʏlouː
aldursmunur	altʏrsmʏːnʏr
skemill	scɛːmɪtl
krakki	kʰrahcɪ
karate	kʰaːratɛː
skrifa	skrɪːva
kaffihús	kʰafːɪhuːs
yðar	ɪːðar
orf	ɔrv
hnúfubakur	n̥uːvʏpaːkʏr
pottur	pʰɔhtʏr
koks	kʰɔxs
skírisskógur	sciːrɪsskouːʏr
framhlaðningur	framl̥aðniŋkʏr
ofbirta	ɔvpɪr̥ta
trippi	tʰrɪhpɪ
fjallafræhyrna	fjatlafraiːhɪrtna
suðvestur	sʏːðvɛstʏr
ræma	raiːma
hýr	çiːr
hjáguð	çaukvʏːð
lýður	liːðʏr
karpa	kʰar̥pa
mella	mɛtla
forjaxl	fɔːrjaxstl
trú	tʰr̥uː
farsæld	far̥sailt
silfur	sɪlvʏr
hansína	hansiːna
auðvelda	øyðvɛlta
klemma	kʰlɛmːa
dyggð	tɪɣð
úr	uːr
boð	pɔːð
dóná	touːnauː
markstöng	mar̥kstøyŋk
heiði	heiːðɪ
scheving	scɛːviŋ
neðanjarðarbraut	nɛːðanjarðarprøyːt
reka	rɛːka
bómull	pouːmʏtl
svipta	svɪfta
sögn	sœkn
safírblár	saːfiːrplauːr
meðal	mɛːðal
drungi	truɲcɪ
þingkona	θiŋkʰɔːna
flekkaður	flɛhkaðʏr
hjaltína	çal̥tiːna
tengill	tʰeiɲcɪtl
rólegur	rouːlɛːɣʏr
kvilli	kʰvɪtlɪ
einhyrningur	einhɪrtniŋkʏr
heiðingi	heiːðiɲcɪ
guðríður	kvʏðriːðʏr
heildun	heiltʏn
fylgsni	fɪlkstnɪ
mjólkursúkkulaði	mjoul̥kʏrsuhkʏlaːðɪ
flissa	flɪsːa
skemmta	scɛm̥ta
skötuhjú	skœːtʏçuː
spennandi	spɛnːantɪ
snillingur	stnɪtliŋkʏr
friðlýsa	frɪðliːsa
saft	saft
skutla	skʏhtla
þroski	θrɔscɪ
atorka	aːtɔr̥ka
pardus	pʰartʏs
manni	manːɪ
læknisskoðun	laihknɪsskɔːðʏn
gíbraltar	ciːpral̥taːr
vasaljós	vaːsaljouːs
reykja	reiːca
gamall	kaːmatl
gluggakarmur	klʏkːakʰarmʏr
brautargengi	prøyːtarceiɲcɪ
geimfari	ceimfaːrɪ
kjarkmikill	cʰar̥kmɪːcɪtl
lóga	louːa
leifar	leiːvar
geisla	ceistla
fölna	fœlna
kaplamjólk	kʰahplamjoul̥k
löstur	lœstʏr
lögregluþjónn	lœɣrɛklʏθjoutn
tjull	tʰjʏlː
tokkata	tʰɔhkaːta
hafna	hapna
lesandi	lɛːsantɪ
etýða	ɛːtʰiːða
þverskurður	θvɛrskʏrðʏr
æki	aiːcɪ
morkill	mɔr̥cɪtl
afhending	afhɛntiŋk
heimsendir	heimsɛntɪr
díll	titl
áfangaskýrsla	auːfauŋcascir̥stla
vitrun	vɪːtrʏn
syrta	sɪr̥ta
lúka	luːka
samþykkja	samθɪhca
varpi	var̥pɪ
klórópren	kʰlouːrouːpʰrɛːn
trymbill	tʰrɪmpɪtl
almannatengsl	almannatʰeiŋkstl
mön	mœːn
kóngsbiskup	kʰouŋkspɪskʏp
meðlæti	mɛðlaiːtɪ
eldfimur	ɛltfɪːmʏr
birgir	pɪrcɪr
rúrik	ruːrɪk
medína	mɛːtiːna
augljóslega	øyɣljouːslɛːɣa
táldraga	taultraːɣa
hættulegur	haihtʏlɛːɣʏr
hví	xʷiː
hnjúkur	n̥juːkʏr
orðsifjafræði	ɔrðsɪvjafraiːðɪ
sellerí	sɛlːɛːriː
jól	jouːl
ítrekað	iːtʰrɛːkað
pysja	pʰɪːsja
nevada	nɛːvata
pistill	pʰɪstɪtl
ljósakróna	ljouːsakʰrouːna
gæra	caiːra
sekt	sɛxt
eyrnalokkur	eirtnalɔhkʏr
aukasetning	øyːkasɛhtniŋk
tófa	tʰouːa
sálumessa	sauːlʏmɛsːa
lifur	lɪːvʏr
folald	fɔːlalt
rauðgreni	røyðkrɛːnɪ
hoppa	hɔhpa
erlendur	ɛrlɛntʏr
klúr	kʰluːr
haförn	haːvœrtn
ómega	ouːmɛːka
rola	rɔːla
asía	aːsiːja
réttindi	rjɛhtɪntɪ
ríki	riːcɪ
gil	cɪːl
mágur	mauːʏr
aþena	aːθɛːna
númers	nuːmɛrs
býsn	pistn
tvíhliða	tʰviːl̥ɪːða
raula	røyːla
lega	lɛːɣa
