naabritega	nˈaːbritˌeɡa
õudselt	ˈɵudselt
kurbust	kˈurbust
lühidalt	lˈyhɪdalt
kemikaalidega	kˌemɪkˈaːlidˌeɡa
nädalavahetuse	nˈædɑlˌavahˌetuse
tööstusriikide	tˈøːstusrˈiːkːide
vabanduse	vˈabɑndˌuse
filmil	fˈilmil
tegemist	tˈeɡɛmist
Soomani	sˈoːmani
Hedvig	hˈedviɡ
üha	ˈyhɑ
tubades	tˈubɑdes
niisugusest	nˈiːsuɡusest
taevani	tˈaevˌani
vahetusi	vˈahɛtˌusi
pooldama	pˈoːldama
jaaniööl	jˈaːɲiˈøːl
naerame	nˈaerˌame
kahtlustada	kˈahtlustˌada
kuritahtlik	kˈurɪtˌaht^lik
elujõulisust	ˈelʊjˌɵulisust
leerilapsi	lˈeːrilˌapsi
porgandi	pˈorɡaɲdi
parasiidid	pˌarɑsˈiːdid
asendatud	ˈasɛndatud
emotsionaalseks	ˌemɔˌit^sionˈaːlseks
üleeilset	ylˈeːilset
lubada	lˈubɑda
tiivaga	tˈiːvaɡa
Kohtuekspertiisi	kˌohtuˌekspertˈiːsi
kodud	kˈodʊd
koostööpartneriks	kˈoːstˈøːpːartneriks
Meest	mˈeːst
kvalifikatsioonile	kvˌaʎifikaˌit^siˈoːnile
Rumeeniale	rumˈeːniˌale
kitsaskohtadele	kˈitsaskˌohtadˌele
kohaliku	kˈohɑlˌiku
eset	ˈesɛt
prantslastest	prˈantslastest
hell	hˈeiʎʎ
Kaja	kˈajɑ
lugenud	lˈuɡɛnud
kile	kˈilɛ
alavääristada	ˌalɑvˈæːristˌada
varjamatu	vˈarjamˌatu
väärikusest	vˈæːrikusest
Maavalitsuses	mˈaːvalˌitsuses
ülalpidamist	ˈylɑlpˌidamist
taoliste	tˈaoːlˌiste
rikkad	rˈikːad
tippsporti	tˈipːsporti
isikuomadusi	ˈis^ɪkˌuomˌadusi
vedamist	vˈedɑmist
jätsime	jˈæit^sˌime
elukutse	ˈelʊkˌutse
väikse	vˈæ͡ikse
igatseme	ˈiɡɑtsˌeme
Alustame	ˈalʊstˌame
Tal	tˈal
oskav	ˈoskav
käskude	kˈæskude
Lugege	lˈuɡɛɡe
Väljakutse	vˈæʎjakˌutse
hüppelauaks	hˈypːelˌauwaks
sundraha	sˈundraha
Laste	lˈaste
Uuringufirma	ˈuːriŋɡufˌirma
Karli	kˈarli
kehavigastustega	kˈehɑviɡˌastustˌeɡa
allahindlust	ˈallahˌindlust
hoiatama	hˈoijˌatːama
Visnapuu	vˌisnapˈuː
Joanna	jˈoaːnna
kirjutamine	kˈirjutˌamine
Levicomi	lˈevɪkˌomi
terveneda	tˈervenˌeda
tuulikut	tˈuːʎikut
kõrgkool	kɵrɡkˈoːl
Keskerakondlane	kˈeskerakˌondlane
menetleti	mˈenɛtːlˌeti
mõnitanud	mˈɵɲɪtanud
NSA	nsˈa
juhtunus	jˈuhtunus
valvab	vˈalvab
Pilve	pˈilve
seotakse	sˈeoːtːˌakse
pulgal	pˈulɡal
Vihand	vˈihɑnd
arvutati	ˈarvutˌati
Senimaani	sˌeɲɪmˈaːni
väsinud	vˈæs^ɪnud
ruumipuudusel	rˈuːmipˈuːdusel
eraldavad	ˈerɑldavad
Valimised	vˈaʎɪmised
hobikorras	hˈobɪkˌorras
investeerimisel	ˌinvestˈeːrimisel
Kliinikumi	klˈiːɲikˌumi
inimtegevus	ˈiɲɪmtˌeɡevus
Saabunud	sˈaːbunud
keskkonnahariduse	kˈeskːonnˌaharˌiduse
metallide	mˈetallˌide
LNG	ˈellˌennɡˌeeː
teatav	tˈeatːav
vabastamisest	vˈabɑstˌamisest
reporter	rˈeporter
ohustas	ˈohʊstas
leppega	lˈepːeɡa
Emajõe	ˌemɑjˈɵeː
pöördumisega	pˈøːrdumˌiseɡa
lebab	lˈebɑb
sündima	sˈyɲdima
keskmised	kˈeskmised
maanteed	mˈaːntˈeːd
Noormetsa	nˈoːrmetsa
lõkkes	lˈɵkːes
Citys	sˈitis
lendan	lˈendan
klaasi	klˈaːs^i
börsiguru	pˈørsiɡˌuru
Kohilas	kˈohɪlas
Avalikkus	ˈavɑlˌikːus
Aktiivselt	aktˈiːvselt
kohtumajas	kˈohtumajas
karjamaale	kˌarjamˈaːle
sigadusi	sˈiɡɑdˌusi
kümneid	kˈymneid
pikenevad	pˈikenevad
sisuliste	sˈisʊlˌiste
tilka	tˈilkːa
luksushotellis	lˈuksushotˌellis
käskkirjaga	kˈæskːirjˌaɡa
loovate	lˈoːvate
Sarlini	sˈarlini
lapselastele	lˈapselˌastele
Advokaadi	ˌadvokˈaːdi
Lipponeni	lˈipːonˌeni
tagusesse	tˈaɡʊsˌesse
lehmade	lˈehmade
ajendatud	ˈajɛndatud
revisjon	rˈevɪsjon
kantslerile	kˈantslerˌile
maile	mˈaile
misjoni	mˈis^joni
Väli	vˈæʎɪ
pillatud	pˈillatud
õnnestu	ˈɵnnestu
mehelik	mˈehɛlik
tramm	trˈamm
linnugripi	lˈinnuɡrˌipi
õnnestuks	ˈɵnnestuks
Albu	ˈalbu
Põlda	pˈɵlda
loobitud	lˈoːbitud
käivitada	kˈæ͡ivitˌada
tagamisele	tˈaɡɑmˌisele
ahelad	ˈahɛlad
uppuvalt	ˈupːuvalt
Partei	partˈeiː
ilmnenud	ˈilmnenud
tehniliste	tˈehnilˌiste
Tehes	tˈehɛs
debatist	tˈebɑtist
nali	nˈaʎɪ
Märkasin	mˈærkːasin
aktsionärid	ˈaktsiˌonærid
ärevus	ˈærɛvus
kuurortlinnas	kˈuːrort^lˌinnas
lapsporno	lˈapsporno
Orlov	ˈorlov
levitades	lˈevɪtades
töökojast	tˈøːkːojast
täiuslikuks	tˈæ͡ijuslikuks
täienduse	tˈæ͡ijendˌuse
sõjakooli	sˌɵjɑkˈoːli
MicroLink	mˈikrolˈiŋk
kaitseliitlasi	kˌaitselˈiːtːlasi
Hermet	hˈermet
paiknev	pˈaikːnev
Naat	nˈaːt
kehtestas	kˈehtestas
sõidusoodustuse	sˌɵidusˈoːdustˌuse
põllumaa	pˌɵllumˈaː
lähenevad	lˈæhɛnevad
Nortal	nˈortal
ääremaal	ˈæːremˈaːl
planeeringuga	planˈeːriŋɡˌuɡa
liideti	lˈiːdeti
keeldude	kˈeːldude
traditsiooni	trˌad^iˌit^siˈoːni
piiriläbirääkimiste	pˈiːrilæbirˈæːkːimˌiste
pidevast	pˈidɛvast
sissetulekutest	sˈissetˌulekutest
Taasiseseisvunud	tˈaːs^iseseˌisvunud
teistesse	tˈeistˌesse
Pelgulinnas	pˈelɡulˌinnas
piirid	pˈiːrid
Trepp	trˈepː
üleandmiseks	ˈyleˌandmiseks
hanke	hˈaŋkːe
töölist	tˈøːʎist
Toomkooli	tˈoːmkːˈoːli
kui	kˈuiː
reede	rˈeːde
Amigo	ˈamɪɡo
Käsi	kˈæs^ɪ
Turule	tˈurʊle
Kahest	kˈahɛst
ettevaatlikkusele	ˌetːevˈaːtːlikːˌusele
kalduvad	kˈalduvad
julgemad	jˈulɡemad
tippspordiga	tˈipːspordˌiɡa
astumist	ˈastumist
RAS	rˈas
sunnib	sˈuɲɲib
Õigemini	ˈɵiɡˌemini
EAL	ˈeal
piinlikuks	pˈiːnlikuks
kõrini	kˈɵrɪni
eredamalt	ˈerɛdamalt
intensiivravi	ˌinteɲsˈiːvravi
ettevalmistustest	ˈetːevˌalmistˌustest
vedel	vˈedɛl
meediajuht	mˈeːd^iajuht
mõjutas	mˈɵjʊtas
summades	sˈummades
aastaringne	ˈaːstarˌiŋɡne
Õppida	ˈɵpːida
piirduks	pˈiːrduks
Aslan	ˈaslan
klienditeenindust	klˌieɲditˈeːnindust
vabakaubanduse	vˈabɑkaubˌanduse
vannis	vˈaɲɲis
küündiva	kˈyːɲdiva
puistab	pˈuistab
struktuuriga	struktˈuːriɡa
Indiale	ˈiɲdiˌale
mõistetavad	mˈɵistˌetavad
muutusele	mˈuːtːusˌele
ebamoraalne	ˌebɑmorˈaːlne
puudutavate	pˈuːdutˌavate
meelega	mˈeːleɡa
poele	pˈoele
lõhet	lˈɵhɛt
karjäärinõustaja	karjˈæːrinɵˌustaja
börsilt	pˈørsilt
luugi	lˈuːɡi
Majandusministri	mˈajɑndˌusminˌistri
väljaöeldud	vˌæʎjaˈøeːldud
Jürgenstein	jˈyrɡenstein
Al	ˈal
lumi	lˈumɪ
ehitustel	ˈehɪtˌustel
tõstatas	tˈɵstatas
vallamajja	vˈallamˌajja
toiduainetööstus	tˌoiduainetˈøːstus
hinnatõusu	hˈinnatˌɵusu
puhkusest	pˈuhkusest
korteriühistu	kˈorteriyhˌistu
jaanipäeval	jˈaːɲipˌæeval
kolmesaja	kˈolmesˌaja
Politseile	pˈoʎɪtsˌeile
jalgrattatee	jˌalɡratːatˈeː
tegelejate	tˈeɡɛlˌejate
kliimasoojenemise	klˈiːmasˈoːjenˌemise
veoautole	vˈeoːaˌutːole
Märksa	mˈærksa
Saatsin	sˈaːit^sin
vestlusringides	vˈestlusrˌiŋɡides
ohutut	ˈohʊtut
lemmikule	lˈemmikˌule
osalev	ˈosɑlev
Toomi	tˈoːmi
märgistada	mˈærɡistˌada
valmistamas	vˈalmistamas
tekkimas	tˈekːimas
majapidamisse	mˈajɑpidamˌisse
tõsiste	tˈɵs^ɪste
nähtub	nˈæhtub
Kiisa	kˈiːsa
lihas	lˈihɑs
Jooksu	jˈoːksu
paberimajandus	pˈabɛrimajˌandus
TAK	tˈak
Kadarik	kˈadɑrik
mänedžer	mˈænɛdʒer
tootmise	tˈoːtːmise
Elinord	ˈeʎɪnord
stardijoonele	stˌardijˈoːnele
vastuseks	vˈastuseks
trumbi	trˈummbi
jätkuvaid	jˈætkuvaid
kirjutab	kˈirjutab
olulisem	ˈolʊlisem
Praegused	prˈaeɡused
kiiruspiirang	kˈiːruspˈiːraŋɡ
ühiskonnalt	ˈyhɪskˌonnalt
võimurid	vˈɵimurid
petitsioon	pˌet^iˌit^siˈoːn
kaupmeestele	kˌaupːmˈeːstele
konventsiooni	kˌonventsiˈoːni
pakkumises	pˈakːumises
diasporaa	dˌiasporˈaː
Kuremaal	kˌurɛmˈaːl
nädalaleht	nˈædɑlaleht
omavalitsusreformi	ˈomɑvalˌitsusrefˌormi
poemüüja	pˈoemˌy͡ija
Iseseisvuse	ˈisɛseˌisvuse
kilbile	kˈilbile
üleskutsega	ˈylɛskˌutseɡa
piinavad	pˈiːnavad
Soomega	sˈoːmeɡa
jõulisi	jˈɵulˌisi
Olivier	ˈoʎɪvier
avaldusi	ˈavɑldˌusi
keerulisemate	kˈeːrulˌisemˌate
Kristiines	kris^tˈiːnes
Konkreetselt	koŋkːrˈeːtselt
vastaval	vˈastaval
rohelised	rˈohɛlised
siseministeeriumil	sˌisɛministˈeːriumil
jätkad	jˈætkad
kalameestele	kˌalɑmˈeːstele
Nunne	nˈunne
summasid	sˈummasid
tüüpide	tˈyːpːide
kohvrite	kˈohvrite
noorena	nˈoːrena
avanesid	ˈavɑnesid
Antonov	ˈantonov
isiksuse	ˈis^ɪksˌuse
mehitatud	mˈehɪtatud
Pootsmani	pˈoːtsmani
põhku	pˈɵhku
teatis	tˈeatːis
nahad	nˈahɑd
teosega	tˈeoːsˌeɡa
kriminaalosakonna	krˌiminˈaːlosakˌonna
praktikant	prˈaktikaɲt
hõive	hˈɵive
Autobussikoondis	ˌautːobˌussikˈoːɲdis
toonid	tˈoːɲid
kulutanud	kˈulʊtanud
emadel	ˈemɑdel
tunnustele	tˈunnustˌele
kummitab	kˈummitab
Libliku	lˈibliku
jõudsin	jˈɵudsin
Riigiprokuratuuri	rˈiːɡiprˌokuratˈuːri
Nerijus	nˈerɪjus
menetluskulud	mˈenɛtːlˌuskulud
ahvide	ˈahvide
aktsiaseltsiga	ˈaktsiasˌeltsiɡa
kesksel	kˈesksel
pidurdab	pˈidʊrdab
Lemberi	lˈemmberi
Annaks	ˈannaks
koduomanike	kˈoduˌomanˌike
põllult	pˈɵllult
Vahtrik	vˈahtrik
Ristmägi	rˈistmæɡi
esikusse	ˈes^ɪkˌusse
mehikese	mˈehɪkˌese
Else	ˈelse
Komissar	kˈomɪssar
erastamisega	ˈerɑstˌamisˌeɡa
põhjamaade	pˌɵhjamˈaːde
Ansambli	ˈansammbli
tellida	tˈeʎʎida
ristisid	rˈis^tisid
päkapikk	pˈækapikː
teiega	tˈeijˌeɡa
hoiatust	hˈoijˌatːust
kuupalk	kˈuːpːalk
reageerida	rˌeaɡˈeːrida
eirati	ˈeirˌati
Elmar	ˈelmar
fuajeesse	fˌuajˈeːsse
isandad	ˈisɑndad
tuuliku	tˈuːʎiku
allilma	ˈaʎʎilma
IRLi	ˈirli
Soojuse	sˈoːjuse
süüdimõistmine	sˈyːd^imɵˌistmine
põnevust	pˈɵnɛvust
järgida	jˈærɡida
igatahes	ˈiɡɑtahes
ainukeseks	ˈainˌukeseks
Ürituste	ˈyrɪtˌuste
osaühingut	ˈosayhˌiŋɡut
paigutanud	pˈaiɡˌutanud
kodumeeskond	kˌodʊmˈeːskond
lihast	lˈihɑst
sääl	sˈææːl
Press	prˈeis^s^
lähenesid	lˈæhɛnesid
süüdistustest	sˈyːd^istˌustest
sünniaeg	sˈyɲɲiaeɡ
Tervise	tˈervise
Mitte	mˈitːe
ministeeriumis	mˌiɲɪstˈeːriumis
riigiametnike	rˈiːɡiamˌet^nike
tartlastele	tˈartlastˌele
teismeline	tˈeismˌeline
silmakirjalikkus	sˈilmakˌirjalˌikːus
mõjud	mˈɵjʊd
sellistesse	sˈeʎʎistˌesse
hariduslik	hˈarɪdˌuslik
Millises	mˈiʎʎises
hektarilt	hˈektarilt
pressifoto	prˈes^s^ifˌoto
suulise	sˈuːʎise
jõuluvana	jˈɵulˌuvana
tuleroaks	tˌulɛrˈoaːks
kanta	kˈanta
kohtulik	kˈohtulik
Messias	mˈes^s^ias
vastuvõetava	vˈastuvɵˌetːava
mõnda	mˈɵnda
lehte	lˈehte
taotles	tˈaoːtːles
meeskoor	mˈeːskˈoːr
Sam	sˈam
reetur	rˈeːtːur
kauplejaid	kˈaupːlˌejaid
usaldusväärsuses	ˌusɑldusvˈæːrsuses
lõikame	lˈɵikːˌame
läbib	lˈæbɪb
esikülgedel	ˈes^ɪkˌylɡedel
seismas	sˈeismas
komandör	kˈomɑndør
õige	ˈɵiɡe
Torrimi	tˈorrimi
anonüümset	ˌanɔnˈyːmset
Aini	ˈaini
Eestist	ˈeːs^tist
sarnaneva	sˈarnanˌeva
jätk	jˈætk
ütlusega	ˈytːlusˌeɡa
kaardimakse	kˈaːrdimˌakse
serva	sˈerva
koprad	kˈoprad
KAUNEIM	kˈauneim
Eestimaast	ˈeːs^timˈaːst
pinget	pˈiŋɡet
operaatorfirma	ˌoperˈaːtːorfˌirma
sõdurite	sˈɵdʊrˌite
peatab	pˈeatːab
Milanos	mˈilɑnos
kõlaga	kˈɵlɑɡa
sooritab	sˈoːritab
kauaaegne	kˈauwaaˌeɡne
tulemast	tˈulɛmast
õppetoetust	ˈɵpːetoˌetːust
territooriumi	tˌerritˈoːriˌumi
nõudlusega	nˈɵudlˌuseɡa
vehklemise	vˈehklemˌise
panemisest	pˈanɛmisest
matma	mˈatːma
elasime	ˈelɑsˌime
elukindlustuse	ˈelʊkˌindlustˌuse
kaupadega	kˈaupːˌadeɡa
paganama	pˈaɡɑnˌama
Habakuk	hˈabɑkuk
esindajad	ˈes^ɪndajad
Üksnes	ˈyksnes
infosüsteemid	ˌinfosystˈeːmid
nädalani	nˈædɑlˌani
valetavad	vˈalɛtavad
kehtivast	kˈehtivast
huumoriga	hˈuːmorˌiɡa
väljakutsuvalt	vˈæʎjakˌutsuvalt
õppimist	ˈɵpːimist
Iraagile	irˈaːɡile
alkoholiseaduse	ˈalkːohˌolisˌeadˌuse
Meenutades	mˈeːnutades
õpetajates	ˈɵpetˌajates
Smilers	smˈilers
altkäemaksuga	ˈaltkæemˌaksuɡa
altarile	ˈaltarˌile
Rahvamajas	rˈahvamajas
konkursi	kˈoŋkːursi
väljaastumine	væʎjˈaːstumˌine
turska	tˈurska
säilitamisega	sˈæ͡iʎitˌamisˌeɡa
muidugi	mˈuidˌuɡi
Mercedesega	mˈertsedˌeseɡa
saatjale	sˈaːt^jale
kujud	kˈujʊd
pöördumisele	pˈøːrdumˌisele
põlengu	pˈɵlɛŋɡu
Õpilasesinduste	ˈɵpilasesˌinduste
kasuta	kˈasʊta
reklaamimiseks	rekːlˈaːmimiseks
Hiljemalt	hˈiʎjemalt
tippvormi	tˈipːvormi
tartu	tˈartu
Sergejev	sˈerɡejev
kiidetud	kˈiːdetud
piletita	pˈilɛtˌita
valijamehe	vˈaʎɪjˌamehe
tööandjal	tˈøːaɲdjal
tõttu	tˈɵtːu
domineerimine	tˌomɪnˈeːrimˌine
Allikate	ˈaʎʎikˌate
Väärika	vˈæːrika
entusiasm	ˈentusiasm
radioaktiivne	rˌad^iˈoaːktˈiːvne
läbimisel	lˈæbɪmisel
tulesid	tˈulɛsid
nädalalõpu	nˈædɑlˌalɵpu
kõrgharidus	kˈɵrɡharidus
kultuuripoliitika	kultˈuːripolˈiːtːika
avaringis	ˈavɑrˌiŋɡis
astumise	ˈastumˌise
Puhkuse	pˈuhkuse
Põltsamaa	pˌɵltsamˈaː
põld	pˈɵld
süstima	sˈys^tima
südamerahu	sˈydɑmˌerahu
Korsikal	kˈorsikal
öeldud	ˈøeːldud
pappi	pˈapːi
vanadest	vˈanɑdest
organisatsioonidel	ˌorɡanisaˌit^siˈoːnidel
tööpakkumisi	tˈøːpːakːˌumisi
suvepuhkus	sˈuvɛpˌuhkus
Langenud	lˈaŋɡenud
staatuses	stˈaːtːuses
eluski	ˈelʊski
Autod	ˈautːod
seakasvatus	sˈeakːˌasvatus
skeemide	skˈeːmide
särava	sˈærɑva
kavasse	kˈavɑsse
lõigata	lˈɵiɡˌata
nakkus	nˈakːus
külvama	kˈylvama
võitma	vˈɵitːma
Taavile	tˈaːvile
rakendusi	rˈakendˌusi
Olvi	ˈolvi
Ujumise	ˈujʊmˌise
meisterlikult	mˈeistˌerlikult
riigitööle	rˈiːɡitˈøːle
kommude	kˈommude
kohalikuks	kˈohɑlikuks
kajastamisel	kˈajɑstˌamisel
motiiviks	mot^ˈiːviks
müstika	mˈys^tika
murra	mˈurra
lubasid	lˈubɑsid
koolid	kˈoːʎid
radari	rˈadɑri
ärahellitatud	ˈærɑhˌellitatud
piiriks	pˈiːriks
panku	pˈaŋkːu
noil	nˈoil
raviasutuse	rˈaviˌasutˌuse
vähesuse	vˈæhɛsˌuse
Konks	kˈoŋks
ultimaatumi	ˌuʎtimˈaːtːumi
vananeda	vˈanɑnˌeda
miljard	mˈiʎjard
Ilmi	ˈilmi
laheda	lˈahɛda
sotsiaalkeskuse	sˌoit^siˈaːlkːeskˌuse
täitunud	tˈæ͡itːunud
tähtsas	tˈæhtsas
Avalike	ˈavɑlˌike
rikkaim	rˈikːaim
kuke	kˈuke
Innar	ˈinnar
Rong	rˈoŋɡ
volitused	vˈoʎɪtused
oldaks	ˈoldaks
suuremad	sˈuːremad
aktsiate	ˈaktsiˌatːe
tähtpäevade	tˈæhtpæˌevade
õppimisega	ˈɵpːimˌiseɡa
Mõningaid	mˈɵɲɪŋɡaid
aktsiaturgudel	ˈaktsiˌatːurɡudel
ansamblit	ˈansammblit
ülekaalukas	ˌylɛkˈaːlukas
Kubja	kˈubja
läbinud	lˈæbɪnud
spordisaalis	spˌordisˈaːlis
abordi	ˈabɔrdi
kaubanduskeskusesse	kˈaubˌanduskˌeskusˌesse
leida	lˈeida
sõitjatel	sˈɵitjatel
elupaigast	ˈelʊpˌaiɡast
pisivaras	pˈis^ɪvaras
tsehhis	tsˈehhis
Taanile	tˈaːɲile
inimkonnast	ˈiɲɪmkːˌonnast
istutama	ˈistutˌama
Neitsitorni	nˈeiˌit^sitˌorni
Mario	mˈario
vajaliku	vˈajɑlˌiku
ametnikuga	ˈamɛt^nˌikuɡa
Gazeta	kˈazeta
sooritusega	sˈoːritˌuseɡa
alas	ˈalɑs
karastusjookide	kˌarɑstusjˈoːkːide
maksnud	mˈaksnud
kasutamisel	kˈasʊtˌamisel
pakatav	pˈakatav
jumalateenistuste	jˌumɑlatˈeːnistˌuste
sellega	sˈelleɡa
siseministeeriumis	sˌisɛministˈeːriumis
pastakas	pˈastakas
laekuvast	lˈaekːuvast
Pappel	pˈapːel
jõulukinke	jˈɵulukˌiŋkːe
vasakule	vˈasɑkˌule
hääldada	hˈæːldada
kommuuni	kommˈuːni
poolt	pˈoːlt
Kõigekõrgema	kˈɵiɡekˌɵrrɡema
liikumisharrastuse	lˈiːkːumˌisharrˌastuse
elad	ˈelɑd
maaletoojate	mˈaːletˈoːjate
kehastab	kˈehɑstab
Teenitud	tˈeːɲitud
riigitöö	rˈiːɡitˈøː
tõsiseltvõetava	tˈɵs^ɪsˌeltvɵˌetːava
tervishoiuameti	tˈervishˌoijˌuamˌeti
oblasti	ˈoblas^ti
paremaks	pˈarɛmaks
Kutman	kˈutːman
Pühapäev	pˈyhɑpæev
Kauplus	kˈaupːlus
kergejõustikuhallis	kˈerrɡejɵˌus^tikuhˌallis
tagasihoidlikkus	tˈaɡɑsihoˌidlikːus
tembeldatud	tˈemmbeldatud
loetaks	lˈoetːaks
küsiksid	kˈys^ɪksid
sissetoodud	sˌissetˈoːdud
meenuvad	mˈeːnuvad
paisata	pˈaisˌata
toimuksid	tˈoimˌuksid
rahulikum	rˈahʊlikum
emissioonist	ˌemɪssiˈoːnist
rohtude	rˈohtude
Haagi	hˈaːɡi
ulatusega	ˈulɑtˌuseɡa
saatev	sˈaːtːev
troonil	trˈoːɲil
Reedest	rˈeːdest
õpetasid	ˈɵpetasid
haldusreformiga	hˈaldusrefˌormiɡa
kanal	kˈanɑl
tasus	tˈasʊs
Degtjov	tˈeɡtjov
liiati	lˈiːjatːi
suruks	sˈurʊks
allikast	ˈaʎʎikast
põhjaga	pˈɵhjaɡa
salakaval	sˈalɑkaval
juhtidest	jˈuhtidest
ennistamist	ˈeɲɲistamist
spordipargis	spˈordipˌarɡis
Meedi	mˈeːd^i
allikale	ˈaʎʎikˌale
harjumus	hˈarjumus
kukutamiseks	kˈukutˌamiseks
saag	sˈaaːɡ
asuvast	ˈasʊvast
Cinamoni	tsˈinɑmˌoni
sidususe	sˈidʊsˌuse
Einar	ˈeinar
Heinar	hˈeinar
Paulo	pˈaulo
arendades	ˈarɛndades
Mistõttu	mˈistɵtːu
töötavale	tˈøːtːavˌale
käputäis	kˈæputæ͡is
naftavarud	nˈaftavarud
töörühmade	tˈøːryhmˌade
logopeed	lˌoɡɔpˈeːd
otra	ˈotːra
ununeda	ˈunʊnˌeda
koolitustellimuse	kˈoːʎitˌustellˌimuse
majapidamise	mˈajɑpˌidamˌise
sõitmata	sˈɵitːmˌatːa
tööalane	tˈøːalˌane
paistnud	pˈaistnud
projektiks	prˈojektiks
konsistoorium	kˌoɲsistˈoːrium
Adolf	ˈadɔlf
taunimisväärset	tˌaunimisvˈæːrset
mulluste	mˈulluste
Maccabi	mˈakkabi
Tasakaal	tˌasɑkˈaːl
tuulde	tˈuːlde
koguduselt	kˈoɡʊduselt
istumine	ˈistumˌine
tagauksest	tˈaɡaˌuksest
brändide	prˈæɲdide
päästaks	pˈæːstaks
staadionile	stˈaːd^iˌonile
AASTAT	ˈaːstat
teenisid	tˈeːɲisid
ettevõttest	ˈetːevˌɵtːest
seesama	sˈeːsama
laiemat	lˈaijemat
esindajaist	ˈes^ɪndˌajaist
Lille	lˈille
kulutatakse	kˈulʊtatˌakse
abipalve	ˈabɪpˌalve
nautinud	nˈautːinud
tingitud	tˈiŋɡitud
täiuslik	tˈæ͡ijuslik
vormistama	vˈormistˌama
Jääks	jˈæːks
avaetapp	ˈavaˌetːapː
tooniga	tˈoːɲiɡa
ande	ˈande
publikuhuvi	pˈublikˌuhuvi
kukkumisi	kˈukːumˌisi
ranniku	rˈaɲɲiku
Siinkohal	sˈiːŋkːohal
käivitumist	kˈæ͡ivitumist
kõneldes	kˈɵnɛldes
karjusid	kˈarjusid
saadudki	sˈaːdudki
Edgars	ˈedɡars
joone	jˈoːne
varieeruvad	vˌariˈeːruvad
Valgustatud	vˈalɡustatud
esinemistes	ˈes^ɪnemˌistes
garnisoni	kˈarnisˌoni
kirutud	kˈirʊtud
soomukid	sˈoːmukid
otsingutega	ˈoit^sˌiŋɡutˌeɡa
Sachs	sˈakhs
Orkla	ˈorkːla
juhuse	jˈuhʊse
teenistust	tˈeːɲistust
kapitalistlik	kˈapitalˌist^lik
Jõulutunnel	jˈɵulutˌunnel
hiljutises	hˈiʎjutises
meistritiitlit	mˌeistritˈiːtːlit
arusaadavamaks	ˌarʊsˈaːdavamaks
tööleasumist	tˈøːleˌasumist
Poolast	pˈoːlast
residendid	rˈes^ɪdˌeɲdid
rahvuskoondis	rˌahvuskˈoːɲdis
endi	ˈeɲdi
puhkudel	pˈuhkudel
Ellermann	ˈellermann
kuludest	kˈulʊdest
leerikursus	lˈeːrikˌursus
loodut	lˈoːdut
sõrmejälgi	sˈɵrmejˌæʎɡi
otsesemalt	ˈotsesemalt
lühimenetluse	lˈyhɪmenˌetːluse
saastaks	sˈaːstaks
sekkumisest	sˈekːumisest
piinatakse	pˈiːnatˌakse
ainsad	ˈainsad
kuhjunud	kˈuhjunud
kongressiks	kˈoŋɡressiks
müügihinnaks	mˈyːɡihˌinnaks
aegu	ˈaeɡu
kuulasime	kˈuːlasˌime
istunud	ˈistunud
memmede	mˈemmede
Heinaru	hˈeinˌaru
ringkondades	rˈiŋɡkondades
Kalduri	kˈalduri
arvamuse	ˈarvamˌuse
Tähele	tˈæhɛle
Beyond	pˈeiond
eraisikud	ˈeraˌisikud
Valdavalt	vˈaldavalt
Ettevõtja	ˈetːevˌɵtja
modernne	mˈodɛrnne
ühingu	ˈyhɪŋɡu
puhkuste	pˈuhkuste
kohtunike	kˈohtunˌike
Õnnetu	ˈɵnnetu
raamatutele	rˈaːmatˌutele
loetust	lˈoetːust
loodaks	lˈoːdaks
Idla	ˈidla
Meenutagem	mˈeːnutaɡem
kümnes	kˈymnes
rikkuse	rˈikːuse
kõlab	kˈɵlɑb
Süüria	sˈyːria
rühmitused	rˈyhmitused
kubiseb	kˈubɪseb
dikteerib	diktˈeːrib
kaunistas	kˈaunˌistas
kogudusse	kˈoɡʊdˌusse
kauplemisega	kˈaupːlˌemisˌeɡa
kihva	kˈihva
söök	sˈøːk
kirjastaja	kˈirjastˌaja
perenaist	pˈerɛnaist
Laaniste	lˈaːɲiste
loetletud	lˈoetːletud
ARHIIVIST	arhˈiːvist
muretsetakse	mˈurɛtsetˌakse
Nõus	nˈɵus
Politseist	pˈoʎɪtseist
kõnealusele	kˈɵneˌalusˌele
naabrivalve	nˈaːbrivˌalve
poolfinaalis	pˈoːlfinˈaːlis
rääkijad	rˈæːkːijad
otsingud	ˈoit^sˌiŋɡud
innustust	ˈinnustust
Priinits	prˈiːɲits
kuulsad	kˈuːlsad
Palo	pˈalɔ
saavutuste	sˈaːvutˌuste
Viljar	vˈiʎjar
äärsete	ˈæːrsete
eelarvamuste	ˈeːlarvamˌuste
ruumidega	rˈuːmidˌeɡa
hulle	hˈulle
kottidega	kˈot^ːidˌeɡa
alatult	ˈalɑtult
labida	lˈabɪda
vahesid	vˈahɛsid
Savisaarte	sˌavɪsˈaːrte
langetada	lˈaŋɡetˌada
ühisstardist	ˈyhɪsstˌardist
parlamendile	pˈarlamˌeɲdile
palgatõus	pˈalɡatɵus
teistel	tˈeistel
tuul	tˈuuːl
Piletilevis	pˈilɛtˌilevis
doonorluse	tˈoːnorlˌuse
