bekerjasama	bəkərdʒasama
membawang	məmbawaŋ
didukung	didukuŋ
selarak	səlaraʔ
sementang	səməntaŋ
lenyéh	ləɲeh
diét	diet
kep	kəp
wasiat	wasiat
gembira	gəmbira
kemocéng	kəmotʃeŋ
ké	ke
didengar	didəŋar
mazhab	mazhab
cengam	tʃəŋam
pencederaan	pəntʃədəraʔan
hangus	haŋus
melempem	mələmpəm
kecekungan	kətʃəkuŋan
adiknya	adiʔɲa
terucap	tərutʃap
kolésterol	kolestərol
terléna	tərlena
cegukan	tʃəgukan
bangkis	baŋkis
memuliakan	məmuliakan
lesu	ləsu
dakik	dakiʔ
pecal	pətʃal
mencupar	məntʃupar
ditugaskan	ditugaskan
beberapa	bəbərapa
kerenting	kərəntiŋ
memukulnya	məmukulɲa
mengusulkan	məŋusulkan
blazer	blazər
menimbuni	mənimbuni
diusik	diusiʔ
babak	babaʔ
menyelar	məɲəlar
golék	goleʔ
dahriah	dahriah
terbuntang	tərbuntaŋ
wisatawan	wisatawan
novis	novis
kedaifan	kədaifan
acuhan	atʃuhan
menyergap	məɲərgap
dititipkan	dititipkan
tembusan	təmbusan
tikai	tikai
alam	alam
sekawan	səkawan
diisinya	diʔisiɲa
hidraulika	hidraulika
éco	etʃo
menerjemahkan	mənərdʒəmahkan
akor	akor
menguras	məŋuras
juara	dʒuara
mengontak	məŋontaʔ
berasas	bərasas
salam	salam
téji	tedʒi
penggiat	pəŋgiat
membiak	məmbiaʔ
adunan	adunan
memakai	məmakai
penyela	pəɲəla
meringkik	məriŋkiʔ
sastrawan	sastrawan
tunda	tunda
pelucutan	pəlutʃutan
menimbulkan	mənimbulkan
alaikum	alaikum
pasif	pasif
batasnya	batasɲa
pengaktif	pəŋaʔtif
berguk	bərguʔ
beribadat	bəribadat
keselesaian	kəsələsaian
dimilikinya	dimilikiɲa
pemboikot	pəmboikot
berpasukan	bərpasukan
keriningan	kəriniŋan
kepada	kəpada
absénsi	absensi
hadang	hadaŋ
mengabet	məŋabət
parodi	parodi
setom	sətom
cindé	tʃinde
takungan	takuŋan
dispénsasi	dispensasi
meraga	məraga
terperangkap	tərpəraŋkap
menjiwai	məndʒiwai
barut	barut
menghala	məŋhala
bahunya	bahuɲa
tersumbat	tərsumbat
héro	hero
berkeriau	bərkəriau
sia	sia
kabarét	kabaret
jahatnya	dʒahatɲa
membantut	məmbantut
terimanya	tərimaɲa
cadas	tʃadas
mendorong	məndoroŋ
menyusuri	məɲusuri
ékskrési	eʔsʔresi
kompanyon	kompaɲon
perambut	pərambut
penyebarluasan	pəɲəbarluasan
pengerih	pəŋərih
sanjung	sandʒuŋ
sebanjar	səbandʒar
memandangi	məmandaŋi
final	final
bincacak	bintʃatʃaʔ
penurut	pənurut
memajukan	məmadʒukan
penjinak	pəndʒinaʔ
berseluar	bərsəluar
penguasaan	pəŋuasaʔan
toman	toman
cengkerawak	tʃəŋkərawaʔ
sénggol	seŋgol
mencéboki	məntʃeboki
donder	dondər
menyelot	məɲəlot
kejernihan	kədʒərnihan
murad	murad
apilan	apilan
menghisap	məŋhisap
tuba	tuba
berdesis	bərdəsis
menyusun	məɲusun
jolok	dʒoloʔ
terencat	tərəntʃat
fana	fana
degam	dəgam
menggairahkan	məŋgairahkan
pencatuan	pəntʃatuan
mengadukkan	məŋaduʔkan
telak	təlaʔ
mendompak	məndompaʔ
layaknya	lajaʔɲa
penundaan	pənundaʔan
kaut	kaut
sehasta	səhasta
kesenyapan	kəsəɲapan
diperbarui	dipərbarui
tubir	tubir
nakal	nakal
locéng	lotʃeŋ
menebaskan	mənəbaskan
sikit	sikit
sontékan	sontekan
membabak	məmbabaʔ
ceriga	tʃəriga
rondé	ronde
tercaplok	tərtʃaploʔ
baringan	bariŋan
sardén	sarden
antrasit	antrasit
mewujud	məwudʒud
orangtuamu	oraŋtuamu
dipatahkan	dipatahkan
kayuh	kajuh
pelancongan	pəlantʃoŋan
berduru	bərduru
perlambang	pərlambaŋ
perantauan	pərantauan
caturwulan	tʃaturwulan
kelurut	kəlurut
kependiaman	kəpəndiaman
diterapkan	ditərapkan
sungguh	suŋguh
pendélégasian	pəndelegasian
mengental	məŋəntal
beluwek	bəluwəʔ
penelantaran	pənəlantaran
syafaat	sjafaʔat
sirkus	sirkus
lebah	ləbah
rélévan	relevan
lebih	ləbih
dos	dos
kerotot	kərotot
berlantai	bərlantai
tersekap	tərsəkap
kanguru	kaŋuru
berbimbing	bərbimbiŋ
cemat	tʃəmat
kelepat	kələpat
terpelosot	tərpəlosot
sepégoh	səpegoh
bomoh	bomoh
sergapan	sərgapan
éndokrin	endoʔrin
mengerut	məŋərut
tan	tan
lépra	lepra
menumpaskan	mənumpaskan
seletuk	sələtuʔ
taring	tariŋ
compréng	tʃompreŋ
didapatkan	didapatkan
kosakata	kosakata
bingkis	biŋkis
sayu	saju
pengajaran	pəŋadʒaran
berandam	bərandam
jantan	dʒantan
pembayar	pəmbajar
membenum	məmbənum
embarau	əmbarau
ditandai	ditandai
dijemur	didʒəmur
dai	dai
taksub	taʔsub
mentang	məntaŋ
kelegaan	kələgaʔan
kusam	kusam
teguh	təguh
menelentang	mənələntaŋ
setinggi	sətiŋgi
angkél	aŋkel
sirkit	sirkit
kentut	kəntut
kelemayuh	kələmajuh
berkeringat	bərkəriŋat
rompak	rompaʔ
tubi	tubi
polusi	polusi
perkemasan	pərkəmasan
sorot	sorot
mempersekutukan	məmpərsəkutukan
keinginan	kəiŋinan
tetas	tətas
tetangga	tətaŋga
rébah	rebah
béga	bega
perkayuan	pərkajuan
comék	tʃomeʔ
rentang	rəntaŋ
secolék	sətʃoleʔ
menyentosakan	məɲəntosakan
tombak	tombaʔ
mengucapkan	məŋutʃapkan
pendendaan	pəndəndaʔan
mendémonstrasikan	məndemonstrasikan
lembur	ləmbur
bandusa	bandusa
beranggota	bəraŋgota
telanjang	təlandʒaŋ
pemeriksaan	pəməriʔsaʔan
bandulan	bandulan
abdas	abdas
brevét	brəvet
kedut	kədut
fungisida	fuŋisida
kesesuaian	kəsəsuaian
gaharu	gaharu
tercenung	tərtʃənuŋ
seratah	səratah
membiakkan	məmbiaʔkan
berproduksi	bərproduʔsi
sépak	sepaʔ
dicukur	ditʃukur
membengkar	məmbəŋkar
tarikan	tarikan
mengarit	məŋarit
maupun	maupun
seng	səŋ
piano	piano
buta	buta
menolakkan	mənolaʔkan
diang	diaŋ
taman	taman
kelajuan	kəladʒuan
bando	bando
genap	gənap
spésial	spesial
intéléktual	inteleʔtual
memegas	məməgas
semunding	səmundiŋ
ketu	kətu
untung	untuŋ
kala	kala
proyéknya	projeʔɲa
diambil	diambil
sérap	serap
beslahan	bəslahan
ganténg	ganteŋ
dempul	dəmpul
penyekapan	pəɲəkapan
menyumbangkan	məɲumbaŋkan
perwira	pərwira
kelim	kəlim
dimandikan	dimandikan
pemboikotan	pəmboikotan
ceronggah	tʃəroŋgah
sengkayan	səŋkajan
perbuatannya	pərbuatanɲa
dia	dia
pemakan	pəmakan
dikalikan	dikalikan
metal	mətal
intai	intai
selundupan	səlundupan
bertekun	bərtəkun
sénggang	seŋgaŋ
fantastis	fantastis
législatif	legislatif
menyérok	məɲeroʔ
selubung	səlubuŋ
brem	brəm
permisi	pərmisi
singgah	siŋgah
jorong	dʒoroŋ
sanding	sandiŋ
analog	analog
kacau	katʃau
harfiah	harfiah
kelalaian	kəlalaian
teraduk	təraduʔ
sepertimana	səpərtimana
sejajar	sədʒadʒar
pintunya	pintuɲa
léwat	lewat
kerucut	kərutʃut
petah	pətah
teratak	tərataʔ
pamit	pamit
kelakuan	kəlakuan
pekau	pəkau
mencuca	məntʃutʃa
kita	kita
garisan	garisan
pesing	pəsiŋ
hasut	hasut
pemimpi	pəmimpi
disemayamkan	disəmajamkan
céking	tʃekiŋ
ketegangan	kətəgaŋan
mengumpar	məŋumpar
jurus	dʒurus
anih	anih
mengetemukan	məŋətəmukan
cubitan	tʃubitan
caci	tʃatʃi
mencongklang	məntʃoŋʔlaŋ
éktohormon	eʔtohormon
ketitiran	kətitiran
pertarungan	pərtaruŋan
tebat	təbat
korting	kortiŋ
kesesatan	kəsəsatan
pengeliruan	pəŋəliruan
penenung	pənənuŋ
bahar	bahar
kaki	kaki
burhan	burhan
bercermin	bərtʃərmin
mengékstrak	məŋeʔstraʔ
padamu	padamu
ditimbulkan	ditimbulkan
hanggar	haŋgar
keluan	kəluan
majalah	madʒalah
kawalan	kawalan
mengganyang	məŋgaɲaŋ
gemerlap	gəmərlap
lemas	ləmas
kaci	katʃi
mencelis	məntʃəlis
kecébong	kətʃeboŋ
mengelai	məŋəlai
sepai	səpai
terharu	tərharu
subur	subur
buni	buni
kiblat	kiblat
sulung	suluŋ
telempap	tələmpap
posisi	posisi
taplak	taplaʔ
mengamputasi	məŋamputasi
kada	kada
dénak	denaʔ
terbungkus	tərbuŋkus
pembasahan	pəmbasahan
konvénsional	konvensional
mereput	mərəput
bercatut	bərtʃatut
belia	bəlia
keteraturan	kətəraturan
pembendung	pəmbənduŋ
kemudi	kəmudi
kerosong	kərosoŋ
mendakikan	məndakikan
dersana	dərsana
pengusik	pəŋusiʔ
menjajah	məndʒadʒah
beti	bəti
kelalang	kəlalaŋ
memecut	məmətʃut
dikau	dikau
adoptif	adoptif
prédikat	predikat
sepat	səpat
sélar	selar
mencerowok	məntʃərowoʔ
bintangnya	bintaŋɲa
mencacah	məntʃatʃah
kurva	kurva
berkecandan	bərkətʃandan
mempertegas	məmpərtəgas
cetera	tʃətəra
bronkus	bronkus
rématik	rematiʔ
capik	tʃapiʔ
kiamat	kiamat
atar	atar
menéngok	məneŋoʔ
penenang	pənənaŋ
hidupmu	hidupmu
keserbagunaan	kəsərbagunaʔan
ciar	tʃiar
bergésékan	bərgesekan
umrah	umrah
kontinén	kontinen
secuil	sətʃuil
bersenang	bərsənaŋ
bersépah	bərsepah
membanyak	məmbaɲaʔ
membuat	məmbuat
hinakan	hinakan
sepelémpar	səpəlempar
kerpas	kərpas
pembening	pəmbəniŋ
pencarian	pəntʃarian
dilakukan	dilakukan
menyegarkan	məɲəgarkan
ganggang	gaŋgaŋ
pemboncéng	pəmbontʃeŋ
mengulurkan	məŋulurkan
miliunér	miliuner
ikhtiar	iʔhtiar
berhémat	bərhemat
sokoguru	sokoguru
nécis	netʃis
wewenang	wəwənaŋ
rimba	rimba
bersujud	bərsudʒud
mengupas	məŋupas
berkelompok	bərkəlompoʔ
menceritakan	məntʃəritakan
tersengat	tərsəŋat
beluk	bəluʔ
kejapan	kədʒapan
ménténg	menteŋ
petas	pətas
pembenaran	pəmbənaran
bikir	bikir
jikalau	dʒikalau
angglap	aŋglap
teralun	təralun
sendam	səndam
seléndangnya	səlendaŋɲa
saintis	saintis
kelangkan	kəlaŋkan
semprot	səmprot
longgar	loŋgar
serani	sərani
baruh	baruh
bengék	bəŋeʔ
mencélak	məntʃelaʔ
terkucil	tərkutʃil
partikelir	partikəlir
kelepir	kələpir
menantikan	mənantikan
bidadari	bidadari
lega	ləga
pemandian	pəmandian
mohor	mohor
melesek	mələsəʔ
menerap	mənərap
mensyaratkan	mənsjaratkan
perlunya	pərluɲa
bijak	bidʒaʔ
merbah	mərbah
mengaitkan	məŋaitkan
jumaat	dʒumaʔat
bedolan	bədolan
berkilau	bərkilau
fundaméntalis	fundamentalis
disharmoni	disharmoni
oriéntasi	orientasi
senjolong	səndʒoloŋ
bidar	bidar
éjékan	edʒekan
bertélé	bərtele
petala	pətala
polis	polis
acau	atʃau
topéng	topeŋ
konsultan	konsultan
oportunis	oportunis
paparan	paparan
kebilangan	kəbilaŋan
pétrol	petrol
belawan	bəlawan
benua	bənua
menyentak	məɲəntaʔ
pendigulan	pəndigulan
terbukti	tərbuʔti
penjaja	pəndʒadʒa
mempercantik	məmpərtʃantiʔ
antikarat	antikarat
dipakai	dipakai
melimpahi	məlimpahi
alku	alku
sediaan	sədiaʔan
sebelanga	səbəlaŋa
terbangun	tərbaŋun
tempatan	təmpatan
menggila	məŋgila
lembayung	ləmbajuŋ
muskil	muskil
mengentuti	məŋəntuti
bengep	bəŋəp
keanékaan	kəanekaʔan
atasan	atasan
riwayat	riwajat
éleméntér	eləmenter
bolot	bolot
nuriah	nuriah
sérai	serai
anafrodisiak	anafrodisiaʔ
kéro	kero
badut	badut
zakat	zakat
penyelinapan	pəɲəlinapan
pulangan	pulaŋan
belandung	bəlanduŋ
kegilaan	kəgilaʔan
kerabu	kərabu
tilam	tilam
menyemayamkan	məɲəmajamkan
kerécéng	kəretʃeŋ
projék	prodʒeʔ
berpangku	bərpaŋku
ketara	kətara
jerjak	dʒərdʒaʔ
ekar	əkar
berduri	bərduri
helah	həlah
tukang	tukaŋ
ditemukan	ditəmukan
keletik	kələtiʔ
memperlancar	məmpərlantʃar
bacik	batʃiʔ
gambarannya	gambaranɲa
berkelumun	bərkəlumun
binaraga	binaraga
memengat	məməŋat
cuik	tʃuiʔ
berpentas	bərpəntas
berkepanjangan	bərkəpandʒaŋan
mengkhawatirkan	məŋʔhawatirkan
ayunda	ajunda
gerigi	gərigi
perkiraan	pərkiraʔan
jaminan	dʒaminan
menyerot	məɲərot
sanjak	sandʒaʔ
menyetop	məɲətop
setiap	sətiap
teluki	təluki
pemidangan	pəmidaŋan
samakan	samakan
percaya	pərtʃaja
proyéksi	projeʔsi
tahyul	tahjul
bermunculan	bərmuntʃulan
sekang	səkaŋ
terala	tərala
tawar	tawar
kécé	ketʃe
asak	asaʔ
menggenapkan	məŋgənapkan
menganéka-ragamkan	məŋaneka-ragamkan
teperam	təpəram
aéronautika	aeronautika
poligon	poligon
kuatnya	kuatɲa
berdémpétan	bərdempetan
kondénsasi	kondensasi
sékretariat	seʔrətariat
memepah	məməpah
disiram	disiram
kerintil	kərintil
serdam	sərdam
pencédok	pəntʃedoʔ
mengerapkan	məŋərapkan
menangisi	mənaŋisi
kontinuitas	kontinuitas
invois	invois
belebat	bələbat
melepaskan	mələpaskan
berkhasiat	bərʔhasiat
génetis	genətis
soalnya	soalɲa
mengerlap	məŋərlap
kas	kas
degan	dəgan
cantas	tʃantas
pengayoman	pəŋajoman
frasa	frasa
réntak	rentaʔ
menyelamkan	məɲəlamkan
méri	meri
mendambakan	məndambakan
seludang	səludaŋ
pendukungan	pəndukuŋan
menjadikan	məndʒadikan
adad	adad
petunjuk	pətundʒuʔ
terumbuk	tərumbuʔ
poster	postər
sembul	səmbul
tersendam	tərsəndam
persentuhan	pərsəntuhan
jénggot	dʒeŋgot
kerik	kəriʔ
belebas	bələbas
seloyong	səlojoŋ
membagikan	məmbagikan
désimal	desimal
pendaging	pəndagiŋ
semulia	səmulia
hipotenusa	hipotənusa
penyemu	pəɲəmu
berambin	bərambin
pérsik	persiʔ
mengejutkan	məŋədʒutkan
menyokong	məɲokoŋ
kebangsaan	kəbaŋsaʔan
mendalam	məndalam
kitab	kitab
adaptasi	adaptasi
urusan	urusan
gilir	gilir
muat	muat
mendoncang	məndontʃaŋ
menimbang	mənimbaŋ
spéktrum	speʔtrum
dawai	dawai
afiliasi	afiliasi
tersedot	tərsədot
mencerca	məntʃərtʃa
sipir	sipir
tudungnya	tuduŋɲa
mengéja	məŋedʒa
perancis	pərantʃis
kepung	kəpuŋ
gangguan	gaŋguan
puluh	puluh
intérpretasi	interprətasi
berikan	bərikan
mengkilap	məŋkilap
mandiri	mandiri
tumit	tumit
belandar	bəlandar
caing	tʃaiŋ
mencengut	məntʃəŋut
définitif	definitif
kara	kara
menyeranikan	məɲəranikan
asusila	asusila
belas	bəlas
berlalu	bərlalu
jalinan	dʒalinan
canguk	tʃaŋuʔ
pengekalan	pəŋəkalan
ditumpangi	ditumpaŋi
tepok	təpoʔ
véna	vena
dilayangkan	dilajaŋkan
mengunjungi	məŋundʒuŋi
memulakan	məmulakan
réformasi	reformasi
sékah	sekah
salak	salaʔ
centét	tʃəntet
peranan	pəranan
berpoligami	bərpoligami
peranjingan	pərandʒiŋan
pendataan	pəndataʔan
interviu	intərviu
penjeprétan	pəndʒəpretan
liga	liga
decup	dətʃup
menyumpah	məɲumpah
terusan	tərusan
mengurang	məŋuraŋ
em	əm
keberterimaan	kəbərtərimaʔan
kelimut	kəlimut
anéhnya	anehɲa
ditabrak	ditabraʔ
kohérén	koheren
serindit	sərindit
kalénder	kalendər
arca	artʃa
pelaksana	pəlaʔsana
menghindar	məŋhindar
fokus	fokus
badur	badur
tahajud	tahadʒud
darmawisata	darmawisata
ketam	kətam
limau	limau
délik	deliʔ
pepéling	pəpeliŋ
sepenjara	səpəndʒara
berbini	bərbini
abjadiah	abdʒadiah
menyerikati	məɲərikati
telatah	təlatah
-sedarah	-sədarah
allah	allah
selarung	səlaruŋ
kecondongan	kətʃondoŋan
medit	mədit
pégang	pegaŋ
tendangan	təndaŋan
animis	animis
kuota	kuota
samaran	samaran
retas	rətas
mengakurkan	məŋakurkan
asteroid	astəroid
anjak	andʒaʔ
mendétasir	məndetasir
kesima	kəsima
insulin	insulin
hendap	həndap
perléng	pərleŋ
semeluk	səməluʔ
menerkap	mənərkap
bokser	boʔsər
ciptaannya	tʃiptaʔanɲa
ratap	ratap
pengendali	pəŋəndali
médik	mediʔ
lengan	ləŋan
membolos	məmbolos
langgar	laŋgar
gaun	gaun
pengaliran	pəŋaliran
amatlah	amatlah
teduhan	təduhan
bulannya	bulanɲa
pemecatan	pəmətʃatan
dedas	dədas
tempelak	təmpəlaʔ
bajakan	badʒakan
pengeboman	pəŋəboman
bercébok	bərtʃeboʔ
bréndi	brendi
meluncurkan	məluntʃurkan
cecer	tʃətʃər
ébro	ebro
mengékol	məŋekol
bergerigi	bərgərigi
ékspérimén	eʔsperimen
bermusuhan	bərmusuhan
emas	əmas
sembelihan	səmbəlihan
urun	urun
berutang	bərutaŋ
verbal	vərbal
menerbitkan	mənərbitkan
dialéktik	dialeʔtiʔ
menjelaskan	məndʒəlaskan
rayau	rajau
terbahana	tərbahana
pemikir	pəmikir
gergaji	gərgadʒi
berperasaan	bərpərasaʔan
meluruskan	məluruskan
takut	takut
adikara	adikara
memprosés	məmproses
kelihaian	kəlihaian
belayar	bəlajar
hasutan	hasutan
urai	urai
tandukan	tandukan
mencamurkan	məntʃamurkan
membidik	məmbidiʔ
kekariban	kəkariban
cantél	tʃantel
kembara	kəmbara
perantara	pərantara
berkesan	bərkəsan
nifas	nifas
mengautopsi	məŋautopsi
bermusim	bərmusim
pengerasan	pəŋərasan
langit	laŋit
gemulai	gəmulai
membacai	məmbatʃai
bubuhan	bubuhan
seperdua	səpərdua
pengangkutan	pəŋaŋkutan
imam	imam
penyéléksian	pəɲeleʔsian
lébar	lebar
sempit	səmpit
kewajiban	kəwadʒiban
bukung	bukuŋ
langgam	laŋgam
dominasi	dominasi
égo	ego
l-abi	l-abi
réspondén	responden
keraguan	kəraguan
menggonggong	məŋgoŋgoŋ
mencandu	məntʃandu
perekat	pərəkat
berlekuk	bərləkuʔ
telimpuh	təlimpuh
mengakalkan	məŋakalkan
kesedapan	kəsədapan
mengacukan	məŋatʃukan
cir	tʃir
popok	popoʔ
mengaplikasikan	məŋaplikasikan
apé	ape
sekolahan	səkolahan
berdambin	bərdambin
pérsuasi	persuasi
tercoréng	tərtʃoreŋ
keserampangan	kəsərampaŋan
nukléus	nuʔleus
curiga	tʃuriga
militér	militer
bertunang	bərtunaŋ
cungkup	tʃuŋkup
ketenaga-nukliran	kətənaga-nuʔliran
sukma	suʔma
kitir	kitir
caraka	tʃaraka
kelancaran	kəlantʃaran
penukar	pənukar
jenazah	dʒənazah
téndénsius	tendensius
bango	baŋo
diharuskan	diharuskan
intérlokal	interlokal
lamaran	lamaran
zaman	zaman
setana	sətana
abadikan	abadikan
guntur	guntur
pengelolaan	pəŋəlolaʔan
bidur	bidur
balalaika	balalaika
penyendatan	pəɲəndatan
menyertu	məɲərtu
ketirah	kətirah
notasi	notasi
binasakan	binasakan
keturunannya	kəturunanɲa
kemasan	kəmasan
pencaplokan	pəntʃaplokan
ketajaman	kətadʒaman
molekul	moləkul
azerbaijan	azərbaidʒan
membidangkan	məmbidaŋkan
bercakak	bərtʃakaʔ
pencukuran	pəntʃukuran
pesut	pəsut
perpeloncoan	pərpəlontʃoan
walhasil	walhasil
hibur	hibur
dicadangkan	ditʃadaŋkan
apérsépsi	apersepsi
habislah	habislah
berkedut	bərkədut
pembélaan	pəmbelaʔan
visa	visa
tifus	tifus
tungau	tuŋau
penampakan	pənampakan
beranggar	bəraŋgar
menyadur	məɲadur
perkuburan	pərkuburan
termengkelan	tərməŋkəlan
ahwal	ahwal
agul	agul
gotong	gotoŋ
menghantui	məŋhantui
pengionan	pəŋionan
menegangkan	mənəgaŋkan
beslit	bəslit
janda	dʒanda
kesébatan	kəsebatan
juntai	dʒuntai
kebinasaan	kəbinasaʔan
sénior	senior
sepuhan	səpuhan
basal	basal
keras	kəras
menderau	məndərau
aziz	aziz
berawas	bərawas
kerapu	kərapu
anyaman	aɲaman
gulai	gulai
selesma	sələsma
telas	təlas
mendagel	məndagəl
berkursus	bərkursus
ahmar	ahmar
wira	wira
penyéléksi	pəɲeleʔsi
pembubukan	pəmbubukan
berbenggil	bərbəŋgil
bertangkup	bərtaŋkup
mendegilkan	məndəgilkan
mencangkuk	məntʃaŋkuʔ
sripanggung	sripaŋguŋ
membelenggu	məmbələŋgu
berselékoh	bərsəlekoh
dibagikan	dibagikan
ditanam	ditanam
digalang	digalaŋ
sepanduk	səpanduʔ
mengumpat	məŋumpat
spanduk	spanduʔ
menyelembana	məɲələmbana
bengul	bəŋul
pengajuan	pəŋadʒuan
tergadai	tərgadai
fulus	fulus
tadbir	tadbir
ketambak	kətambaʔ
bodoh	bodoh
pengetul	pəŋətul
cupai	tʃupai
penyumbang	pəɲumbaŋ
meliputi	məliputi
lungsuran	luŋsuran
tela	təla
bahaduri	bahaduri
bawasir	bawasir
perencanaan	pərəntʃanaʔan
dibongkar	diboŋkar
pemimpinnya	pəmimpinɲa
bubu	bubu
ceték	tʃəteʔ
makin	makin
usah	usah
mencukurkan	məntʃukurkan
foto	foto
pesisir	pəsisir
sendirinya	səndiriɲa
harimau	harimau
berbéntéh	bərbenteh
ganteng	gantəŋ
mencelat	məntʃəlat
namanya	namaɲa
interprétasi	intərpretasi
manggis	maŋgis
kericau	kəritʃau
kenés	kənes
bimbang	bimbaŋ
imut	imut
menghiraukan	məŋhiraukan
sekumpulan	səkumpulan
berbélok	bərbeloʔ
peredam	pərədam
lantik	lantiʔ
téring	teriŋ
pekakak	pəkakaʔ
keluar	kəluar
menuruni	mənuruni
terbengang	tərbəŋaŋ
berkelip	bərkəlip
terkempa	tərkəmpa
mengkuang	məŋkuaŋ
rama-rama	rama-rama
apanya	apaɲa
gajinya	gadʒiɲa
méns	mens
kelola	kəlola
sekadarnya	səkadarɲa
ceng	tʃəŋ
penjelasan	pəndʒəlasan
sila	sila
ruji	rudʒi
pencét	pəntʃet
seharian	səharian
dwiarti	dwiarti
jujur	dʒudʒur
suami	suami
pélo	pelo
pelestarian	pələstarian
tembakau	təmbakau
keterkaitan	kətərkaitan
berikutnya	bərikutɲa
capuk	tʃapuʔ
mengecéwakan	məŋətʃewakan
dirilah	dirilah
sejarawan	sədʒarawan
balapan	balapan
kepakaran	kəpakaran
garuk	garuʔ
staf	staf
konvénsi	konvensi
sirkulér	sirkuler
memperuntukkan	məmpəruntuʔkan
péot	peot
mencemburukan	məntʃəmburukan
terbuku	tərbuku
kebugaran	kəbugaran
pinang	pinaŋ
sepembedil	səpəmbədil
bagan	bagan
disanggah	disaŋgah
berkeriutan	bərkəriutan
mohon	mohon
merjan	mərdʒan
mempersendakan	məmpərsəndakan
pendamaian	pəndamaian
déponir	deponir
kibar	kibar
dakwah	daʔwah
keéféktifan	kəefeʔtifan
pemercontoh	pəmərtʃontoh
épigram	epigram
bersembah	bərsəmbah
berpartisipasi	bərpartisipasi
pen	pən
pemberani	pəmbərani
sélébriti	selebriti
dikejar	dikədʒar
kompeténsi	kompətensi
kolaborasi	kolaborasi
oral	oral
dril	dril
magrib	magrib
pencerahan	pəntʃərahan
menyeberangi	məɲəbəraŋi
terdengar	tərdəŋar
kebapakan	kəbapakan
penjualan	pəndʒualan
tertelentang	tərtələntaŋ
pembinaan	pəmbinaʔan
digoncang	digontʃaŋ
korék	koreʔ
persangkaan	pərsaŋkaʔan
monorél	monorel
terpadu	tərpadu
senangin	sənaŋin
senta	sənta
rekam	rəkam
perceraian	pərtʃəraian
berwali	bərwali
kiat	kiat
congol	tʃoŋol
dobi	dobi
bertindik	bərtindiʔ
dihitung	dihituŋ
lomba	lomba
batagor	batagor
pendayung	pəndajuŋ
voltase	voltasə
sangsi	saŋsi
guling	guliŋ
kelapa	kəlapa
kelarah	kəlarah
dablek	dabləʔ
anggul	aŋgul
pembotolan	pəmbotolan
menuju	mənudʒu
sémafor	semafor
membelakangkan	məmbəlakaŋkan
silaturrahmi	silaturrahmi
barid	barid
merdangga	mərdaŋga
évangéli	evaŋeli
peneluran	pənəluran
menyebalkan	məɲəbalkan
subuh	subuh
dahi	dahi
menggorési	məŋgoresi
memunggah	məmuŋgah
konstan	konstan
manasuka	manasuka
pastor	pastor
banzai	banzai
mencampak	məntʃampaʔ
-mahasiswa	-mahasiswa
karsinogénik	karsinogeniʔ
berbangkit	bərbaŋkit
mengalokasikan	məŋalokasikan
penangguhan	pənaŋguhan
gondok	gondoʔ
membunting	məmbuntiŋ
mencengkeramkan	məntʃəŋkəramkan
bengkalai	bəŋkalai
caping	tʃapiŋ
pemohon	pəmohon
tercekluk	tərtʃəʔluʔ
muafakat	muafakat
penduduk	pənduduʔ
membesarkan	məmbəsarkan
kembatu	kəmbatu
mangkubumi	maŋkubumi
kelumpuhan	kəlumpuhan
proksi	proʔsi
éltor	eltor
pemakanan	pəmakanan
bersenam	bərsənam
ansur	ansur
menyederajatkan	məɲədəradʒatkan
massal	massal
mendarab	məndarab
bidik	bidiʔ
berangin	bəraŋin
bom	bom
kemungkus	kəmuŋkus
alangan	alaŋan
pengawas	pəŋawas
pikirannya	pikiranɲa
mengelepik	məŋələpiʔ
tinggal	tiŋgal
celep	tʃələp
adonan	adonan
émanasi	emanasi
pesai	pəsai
aksioma	aʔsioma
orangtuanya	oraŋtuaɲa
berdecut	bərdətʃut
angguk	aŋguʔ
kontur	kontur
capal	tʃapal
menggaungkan	məŋgauŋkan
niat	niat
mengelar	məŋəlar
rombak	rombaʔ
riwayatnya	riwajatɲa
avérsi	aversi
bumiah	bumiah
serumpu	sərumpu
ramuan	ramuan
keré	kəre
culun	tʃulun
adagio	adagio
kepimpinan	kəpimpinan
ayahmu	ajahmu
berlain	bərlain
tenung	tənuŋ
membelar	məmbəlar
empang	əmpaŋ
kesudahannya	kəsudahanɲa
jiwanya	dʒiwaɲa
membaliki	məmbaliki
pendistribusian	pəndistribusian
méncos	mentʃos
kepadaku	kəpadaku
astrolog	astrolog
dicicipinya	ditʃitʃipiɲa
sengkelat	səŋkəlat
puding	pudiŋ
konsol	konsol
mendélégasikan	məndelegasikan
makalah	makalah
mengerok	məŋəroʔ
