tříštěn	tr̝̊iːʃcɛn
zkrat	skrat
zmocněnec	zmot͡sɲɛnɛt͡s
mortalita	mortalɪta
soustava	sou̯stava
leštidlo	lɛʃcɪdlo
fóra	foːra
hyperinflace	ɦɪpɛrɪnflat͡sɛ
úhel	uːɦɛl
štědrý	ʃcɛdriː
čítankový	t͡ʃiːtaŋkoviː
lingvista	lɪŋɡvɪsta
klínopisný	kliːnopɪsniː
hotový	ɦotoviː
mácha	maːxa
záloze	zaːlozɛ
neefektivní	nɛɛfɛktɪvɲiː
schnouce	sxnou̯t͡sɛ
iráčan	ɪraːt͡ʃan
topologický	topoloɡɪt͡skiː
rovnoběžný	rovnobjɛʒniː
ondatra	ondatra
napoleonem	napolɛonɛm
viněny	vɪɲɛnɪ
válej	vaːlɛj
zářivější	zaːr̝ɪvjɛjʃiː
dávána	daːvaːna
mršina	mr̩ʃɪna
podnebí	podnɛbiː
dezerce	dɛzɛrt͡sɛ
fanoušek	fanou̯ʃɛk
měl	mɲɛl
košťál	koʃcaːl
hoří	ɦor̝iː
rouno	rou̯no
ohnivzdorný	oɦɲɪvzdorniː
šťavnatý	ʃcavnatiː
šoproň	ʃoproɲ
smýkat	smiːkat
vincenc	vɪnt͡sɛnt͡s
plíšť	pliːʃc
drzejší	dr̩zɛjʃiː
poruše	poruʃɛ
ochránce	oxraːnt͡sɛ
malířčin	maliːr̝̊t͡ʃɪn
dubiózní	dubɪoːzɲiː
obtěžovat	opcɛʒovat
obsadit	opsaɟɪt
žláza	ʒlaːza
pesech	pɛsɛx
dravčí	draft͡ʃiː
devětkrát	dɛvjɛtkraːt
rodím	roɟiːm
smyrek	smɪrɛk
sváda	svaːda
rozena	rozɛna
stračí	strat͡ʃiː
nožička	noʒɪt͡ʃka
táhnu	taːɦnu
hltanový	ɦl̩tanoviː
šrínagar	ʃriːnaɡar
dlužit	dluʒɪt
sobectví	sobɛt͡stviː
dobročinný	dobrot͡ʃɪniː
zujou	zujou̯
idylka	ɪdɪlka
tichomoří	cɪxomor̝iː
hoři	ɦor̝ɪ
nitroděložní	ɲɪtroɟɛloʒɲiː
sobotka	sobotka
předsíň	pr̝̊ɛtsiːɲ
řepu	r̝ɛpu
prolomit	prolomɪt
meritokratický	mɛrɪtokratɪt͡skiː
měřitelnost	mɲɛr̝ɪtɛlnost
středověký	str̝̊ɛdovjɛkiː
prosťáček	proscaːt͡ʃɛk
farářův	faraːr̝uːf
moneta	monɛta
sporadický	sporadɪt͡skiː
rodný	rodniː
drážďany	draːʒɟanɪ
prohledavši	proɦlɛdafʃɪ
nepřímý	nɛpr̝̊iːmiː
povrch	povr̩x
durch	durx
vrstevnice	vr̩stɛvɲɪt͡sɛ
dominovat	domɪnovat
alička	alɪt͡ʃka
směšný	sm̩ɲɛʃniː
raroh	rarox
tráva	traːva
tlumočník	tlumot͡ʃɲiːk
čichu	t͡ʃɪxu
závislost	zaːvɪslost
úzkost	uːskost
puče	put͡ʃɛ
ředitelský	r̝ɛɟɪtɛlskiː
vnitřní	vɲɪtr̝̊ɲiː
hrubka	ɦrupka
diktát	dɪktaːt
sirotčinec	sɪrot͡ʃɪnɛt͡s
maruška	maruʃka
češi	t͡ʃɛʃɪ
tuba	tuba
popelín	popɛliːn
lučině	lut͡ʃɪɲɛ
kuchtě	kuxcɛ
kukal	kukal
orlovu	orlovu
umanutý	umanutiː
vědouc	vjɛdou̯t͡s
směre	sm̩ɲɛrɛ
letkyně	lɛtkɪɲɛ
pitvat	pɪtvat
ryzí	rɪziː
imunoterapie	ɪmunotɛrapɪjɛ
parkinsonův	parkɪnsonuːf
sehnu	sɛɦnu
zastupovat	zastupovat
zkoušený	skou̯ʃɛniː
zapisovač	zapɪsovat͡ʃ
rozvod	rozvot
trevír	trɛviːr
rozvláčný	rozvlaːt͡ʃniː
odrážkový	odraːʃkoviː
husám	ɦusaːm
dispozice	dɪspozɪt͡sɛ
vedlejší	vɛdlɛjʃiː
naplnit	napl̩ɲɪt
mokřejší	mokr̝̊ɛjʃiː
bouřný	bou̯r̝niː
flétnistka	flɛːtnɪstka
žuch	ʒux
paříž	par̝iːʃ
hasili	ɦasɪlɪ
dobrý	dobriː
zdrobnělina	zdrobɲɛlɪna
slezů	slɛzuː
hledáček	ɦlɛdaːt͡ʃɛk
ekvivalence	ɛkvɪvalɛnt͡sɛ
sípání	siːpaːɲiː
schovávat	sxovaːvat
raným	raniːm
stehnem	stɛɦnɛm
pijeme	pɪjɛmɛ
chytlavý	xɪtlaviː
afrodita	afrodɪta
flek	flɛk
monetarista	monɛtarɪsta
baterka	batɛrka
hoši	ɦoʃɪ
rozpustnost	rospustnost
čním	t͡ʃɲiːm
kohoutův	koɦou̯tuːf
otevřen	otɛvr̝ɛn
charvát	xarvaːt
jářku	jaːr̝̊ku
projet	projɛt
bříško	br̝iːʃko
sušený	suʃɛniː
porod	porot
domča	domt͡ʃa
prostředek	prostr̝̊ɛdɛk
sobotní	sobotɲiː
hlupák	ɦlupaːk
ochota	oxota
vsetín	fsɛciːn
mrdat	mr̩dat
slují	slujiː
hrozit	ɦrozɪt
vřelá	vr̝ɛlaː
důkladný	duːkladniː
panovníkův	panovɲiːkuːf
nevědomec	nɛvjɛdomɛt͡s
nesrovnatelný	nɛsrovnatɛlniː
nechodit	nɛxoɟɪt
matematika	matɛmatɪka
mřít	mr̝iːt
nádhera	naːdɦɛra
kvantita	kvantɪta
nerozhodnutelný	nɛrozɦodnutɛlniː
populační	populat͡ʃɲiː
matrjoška	matr̩joʃka
sypat	sɪpat
řízkovat	r̝iːskovat
demografie	dɛmoɡrafɪjɛ
rozbalit	rozbalɪt
pitka	pɪtka
sponzorovat	sponzorovat
ječmen	jɛt͡ʃmɛn
hypoteční	ɦɪpotɛt͡ʃɲiː
makovice	makovɪt͡sɛ
rotačka	rotat͡ʃka
vídeň	viːdɛɲ
fén	fɛːn
dementní	dɛmɛntɲiː
tramvajenka	tramvajɛŋka
vetřelkyně	vɛtr̝̊ɛlkɪɲɛ
činohra	t͡ʃɪnoɦra
biatlon	bɪjatlon
kongres	koŋɡrɛs
kočkovitý	kot͡ʃkovɪtiː
bulharský	bulɦarskiː
šťavel	ʃcavɛl
omnipotentní	omɲɪpotɛntɲiː
tchořice	txor̝ɪt͡sɛ
údovi	uːdovɪ
rukavička	rukavɪt͡ʃka
římský	r̝iːmskiː
legitimní	lɛɡɪtɪmɲiː
děkuju	ɟɛkuju
květ	kvjɛt
homeopatie	ɦomɛopatɪjɛ
monastýr	monastiːr
plochu	ploxu
dřen	dr̝ɛn
děčínský	ɟɛt͡ʃiːnskiː
pilíř	pɪliːr̝̊
vysát	vɪsaːt
pokusit	pokusɪt
exoplaneta	ɛksoplanɛta
polní	polɲiː
ukřižovat	ukr̝̊ɪʒovat
naprogramovat	naproɡramovat
dravec	dravɛt͡s
podezřelý	podɛzr̝ɛliː
kovy	kovɪ
narvalí	narvaliː
hrdinský	ɦr̩ɟɪnskiː
lhaly	lɦalɪ
vím	viːm
dusila	dusɪla
nadhodnotit	nadɦodnocɪt
čestně	t͡ʃɛstɲɛ
bazický	bazɪt͡skiː
hlinitan	ɦlɪɲɪtan
smeťák	smɛcaːk
míru	miːru
kaly	kalɪ
fón	foːn
emigrantka	ɛmɪɡrantka
integrovaný	ɪntɛɡrovaniː
kapsářka	kapsaːr̝̊ka
poznáno	poznaːno
moravec	moravɛt͡s
planá	planaː
zalitavsko	zalɪtafsko
pesimistický	pɛsɪmɪstɪt͡skiː
vybodnout	vɪbodnou̯t
štěpit	ʃcɛpɪt
systematický	sɪstɛmatɪt͡skiː
napadat	napadat
minuti	mɪnucɪ
krásní	kraːsɲiː
potřebný	potr̝̊ɛbniː
účetnictví	uːt͡ʃɛtɲɪt͡stviː
euforický	ɛu̯forɪt͡skiː
polanský	polanskiː
skadar	skadar
dehte	dɛxtɛ
úkazu	uːkazu
odkdy	odɡdɪ
cynik	t͡sɪnɪk
exkomunikovat	ɛkskomunɪkovat
veterinární	vɛtɛrɪnaːrɲiː
zásilka	zaːsɪlka
tlama	tlama
bakalář	bakalaːr̝̊
vitěbsk	vɪcɛpsk
rajce	rajt͡sɛ
anténa	antɛːna
dynamo	dɪnamo
sexualita	sɛksualɪta
slovníkářství	slovɲiːkaːr̝̊stviː
stabilita	stabɪlɪta
nová	novaː
naučiť	nau̯t͡ʃɪc
procesí	prot͡sɛsiː
administrátor	admɪnɪstraːtor
vztahovačnost	fstaɦovat͡ʃnost
sochou	soxou̯
zběhnutí	zbjɛɦnuciː
cihla	tsɪɦla
polopřímka	polopr̝̊iːmka
mrkl	mr̩kl̩
průvan	pruːvan
rozšiřovat	rosʃɪr̝ovat
objekt	objɛkt
pahorek	paɦorɛk
kladla	kladla
věcička	vjɛt͡sɪt͡ʃka
spím	spiːm
nemotora	nɛmotora
píšťalička	piːʃcalɪt͡ʃka
zdymadlo	zdɪmadlo
koloběžka	kolobjɛʃka
ostrochvostka	ostroxfostka
krysí	krɪsiː
vadíš	vaɟiːʃ
sebevztažnost	sɛbɛfstaʒnost
ovse	ofsɛ
generál	ɡɛnɛraːl
rojí	rojiː
běsů	bjɛsuː
daniel	daɲɪɛl
poskok	poskok
sekundární	sɛkundaːrɲiː
nese	nɛsɛ
pohostinství	poɦoscɪnstviː
mnít	mɲiːt
spánkový	spaːŋkoviː
techno	tɛxno
zdi	zɟɪ
vosku	vosku
žatecko	ʒatɛt͡sko
zdem	zdɛm
skoupý	skou̯piː
bití	bɪciː
nuda	nuda
dnám	dnaːm
abrahám	abraɦaːm
vidělo	vɪɟɛlo
požehnat	poʒɛɦnat
rázům	raːzuːm
pokožka	pokoʃka
potil	pocɪl
změknout	zm̩ɲɛknou̯t
bílým	biːliːm
smysluplnost	smɪslupl̩nost
slať	slac
nudíc	nuɟiːt͡s
blazí	blaziː
aorist	aorɪst
posláni	poslaːɲɪ
fitko	fɪtko
archivář	arxɪvaːr̝̊
lokativ	lokatɪf
závěsný	zaːvjɛsniː
bisexuál	bɪsɛksuaːl
jaru	jaru
osvítit	osviːcɪt
plátno	plaːtno
beránek	bɛraːnɛk
kosu	kosu
kilobyte	kɪlobajt
mdlo	mdlo
ladem	ladɛm
turíňan	turiːɲan
znovuzrození	znovuzrozɛɲiː
horám	ɦoraːm
mezčí	mɛst͡ʃiː
sebereference	sɛbɛrɛfɛrɛnt͡sɛ
kůzle	kuːzlɛ
pravdivý	pravɟɪviː
honza	ɦonza
fanouš	fanou̯ʃ
vízový	viːzoviː
dvorek	dvorɛk
tajemství	tajɛmstviː
ocenění	ot͡sɛɲɛɲiː
rámus	raːmus
pitný	pɪtniː
uherský	uɦɛrskiː
duše	duʃɛ
bohuslavin	boɦuslavɪn
povel	povɛl
rouhačský	rou̯ɦat͡ʃskiː
plovárna	plovaːrna
žeň	ʒɛɲ
forman	forman
domovina	domovɪna
osobnostní	osobnostɲiː
barnard	barnart
srpna	sr̩pna
pozemšťan	pozɛmʃcan
kočárek	kot͡ʃaːrɛk
polák	polaːk
potentočkovat	potɛntot͡ʃkovat
pergola	pɛrɡola
spouštěč	spou̯ʃcɛt͡ʃ
průsečík	pruːsɛt͡ʃiːk
starověký	starovjɛkiː
flus	flus
poliš	polɪʃ
drdůlek	dr̩duːlɛk
jablečný	jablɛt͡ʃniː
populismus	populɪzmus
úzkostný	uːskostniː
planí	plaɲiː
vyčíslit	vɪt͡ʃiːslɪt
makový	makoviː
pracoviště	prat͡sovɪʃcɛ
augmentativum	au̯ɡmɛntatɪvum
zakrýt	zakriːt
kině	kɪɲɛ
nejtěžší	nɛjcɛʃiː
interpretovat	ɪntɛrprɛtovat
kukla	kukla
alarmista	alarmɪsta
aneb	anɛp
zapomenout	zapomɛnou̯t
cestovatel	t͡sɛstovatɛl
puse	pusɛ
neúspěch	nɛuːspjɛx
nadkoule	natkou̯lɛ
ujgurština	ujɡurʃcɪna
rozptyl	rosptɪl
břízí	br̝iːziː
laosanka	laosaŋka
patřit	patr̝̊ɪt
stydlivě	stɪdlɪvjɛ
zahradnický	zaɦradɲɪt͡skiː
lín	liːn
mořeni	mor̝ɛɲɪ
tury	turɪ
epizoda	ɛpɪzoda
činka	t͡ʃɪŋka
míšin	miːʃɪn
samičí	samɪt͡ʃiː
samostatnost	samostatnost
zatčení	zat͡ʃɛɲiː
pěje	pjɛjɛ
inventář	ɪnvɛntaːr̝̊
mečíř	mɛt͡ʃiːr̝̊
řepo	r̝ɛpo
zpaměti	spamɲɛcɪ
režisérčin	rɛʒɪsɛːrt͡ʃɪn
sebehodnocení	sɛbɛɦodnot͡sɛɲiː
společenskost	spolɛt͡ʃɛnskost
krušnou	krʊʃnoʊ̯
bubny	bubnɪ
věži	vjɛʒɪ
obryně	obrɪɲɛ
uzurpátor	uzurpaːtor
žgrt	ʒɡr̩t
štěpánův	ʃcɛpaːnuːf
registrace	rɛɡɪstrat͡sɛ
volů	voluː
líp	liːp
ájurvéda	aːjurvɛːda
ústup	uːstup
škodlivina	ʃkodlɪvɪna
nití	ɲɪciː
holička	ɦolɪt͡ʃka
objemný	objɛmniː
třípětinový	tr̝̊iːpjɛcɪnoviː
žij	ʒɪj
slize	slɪzɛ
židu	ʒɪdu
čuvašský	t͡ʃuvaʃskiː
ředidlo	r̝ɛɟɪdlo
hody	ɦodɪ
kapsa	kapsa
milé	mɪlɛː
saháš	saɦaːʃ
voňavka	voɲafka
odkládání	otklaːdaːɲiː
horizont	ɦorɪzont
předpovídat	pr̝̊ɛtpoviːdat
cyan	t͡sɪjan
nezničitelný	nɛzɲɪt͡ʃɪtɛlniː
slonu	slonu
světový	svjɛtoviː
samé	samɛː
sáhnu	saːɦnu
albům	albuːm
mořen	mor̝ɛn
sladit	slaɟɪt
brůny	bruːnɪ
chtíč	xciːt͡ʃ
výbor	viːbor
pídích	piːɟiːx
nesčetný	nɛst͡ʃɛtniː
refaktorování	rɛfaktorovaːɲiː
opakovat	opakovat
jílu	jiːlu
tovární	tovaːrɲiː
vězeňský	vjɛzɛɲskiː
mladíkův	mlaɟiːkuːf
střeše	str̝̊ɛʃɛ
veku	vɛku
králičí	kraːlɪt͡ʃiː
kalendářní	kalɛndaːr̝ɲiː
lhalo	lɦalo
fotřík	fotr̝̊iːk
podmořský	podmor̝̊skiː
polyglot	polɪɡlot
úřad	uːr̝at
konal	konal
klíčů	kliːt͡ʃuː
hladinka	ɦlaɟɪŋka
maže	maʒɛ
ostraha	ostraɦa
manšestr	manʃɛstr̩
chetitština	xɛtɪtʃcɪna
árijec	aːrɪjɛt͡s
žitný	ʒɪtniː
ztvrdnout	stvr̩dnou̯t
naplavit	naplavɪt
cestou	t͡sɛstou̯
kočičí	kot͡ʃɪt͡ʃiː
kolumbie	kolumbɪjɛ
sídle	siːdlɛ
tuzí	tuziː
honzíček	ɦonziːt͡ʃɛk
daníme	daɲiːmɛ
vyniknout	vɪɲɪknou̯t
šumovat	ʃumovat
potenciální	potɛnt͡sɪaːlɲiː
plul	plul
dalibor	dalɪbor
pořad	por̝at
namítat	namiːtat
mazal	mazal
šíp	ʃiːp
hozeny	ɦozɛnɪ
nařknout	nar̝̊knou̯t
rosoly	rosolɪ
churavý	xuraviː
skluzavka	skluzafka
pásek	paːsɛk
tuchlo	tuxlo
sakumpak	sakumpak
ch	x
viníš	vɪɲiːʃ
shazovat	zɦazovat
utne	utnɛ
dialekt	dɪjalɛkt
minuta	mɪnuta
vodička	voɟɪt͡ʃka
pozitronový	pozɪtronoviː
replika	rɛplɪka
komáří	komaːr̝iː
zhasínat	zɦasiːnat
učenlivý	ut͡ʃɛnlɪviː
bezmocný	bɛzmot͡sniː
apolitický	apolɪtɪt͡skiː
glycid	ɡlɪt͡sɪt
hvězdář	ɦvjɛzdaːr̝̊
hawkingův	ɦoːkɪŋɡuːf
stejnost	stɛjnost
droždí	droʒɟiː
hulákat	ɦulaːkat
kličkovat	klɪt͡ʃkovat
válo	vaːlo
zly	zlɪ
vrozený	vrozɛniː
romský	romskiː
nedůvěryhodný	nɛduːvjɛrɪɦodniː
kout	kou̯t
čad	t͡ʃat
marťan	marcan
váhání	vaːɦaːɲiː
mládí	mlaːɟiː
pažní	paʒɲiː
štětička	ʃcɛcɪt͡ʃka
rasa	rasa
náladový	naːladoviː
dálkový	daːlkoviː
organický	orɡanɪt͡skiː
viděni	vɪɟɛɲɪ
slabost	slabost
podšálek	potʃaːlɛk
vítáš	viːtaːʃ
dovedný	dovɛdniː
vybavený	vɪbavɛniː
můr	muːr
kretén	krɛtɛːn
roztahovat	rostaɦovat
ovdovět	ovdovjɛt
tenzor	tɛnzor
slede	slɛdɛ
mysu	mɪsu
tokijec	tokɪjɛt͡s
údajně	uːdajɲɛ
směnný	sm̩ɲɛniː
sáto	saːto
krčit	kr̩t͡ʃɪt
botanický	botanɪt͡skiː
pohnu	poɦnu
majitel	majɪtɛl
šestero	ʃɛstɛro
silikóza	sɪlɪkoːza
nejsem	nɛjsɛm
džibuťan	dʒɪbucan
žínka	ʒiːŋka
inference	ɪnfɛrɛnt͡sɛ
šíjí	ʃiːjiː
serte	sɛrtɛ
bezmála	bɛzmaːla
logičtěji	loɡɪt͡ʃcɛjɪ
zavrávorat	zavraːvorat
arturek	arturɛk
dráb	draːp
intenze	ɪntɛnzɛ
devadesátiletý	dɛvadɛsaːcɪlɛtiː
laní	laɲiː
kýlní	kiːlɲiː
gazela	ɡazɛla
poznej	poznɛj
krátkozraký	kraːtkozrakiː
implantovat	ɪmplantovat
mele	mɛlɛ
reparace	rɛparat͡sɛ
slum	slum
pult	pult
závěj	zaːvjɛj
dochan	doxan
zručnost	zrut͡ʃnost
hulit	ɦulɪt
sjet	sjɛt
kroutit	krou̯cɪt
britkou	brɪtkou̯
kikirikí	kɪkɪrɪkiː
bezbřehý	bɛzbr̝ɛɦiː
pravoúhelník	pravouːɦɛlɲiːk
mráček	mraːt͡ʃɛk
omotat	omotat
vlhkoměr	vl̩xkomɲɛr
abelovský	abɛlofskiː
básník	baːsɲiːk
péct	pɛːt͡st
bohunka	boɦuŋka
zahraniční	zaɦraɲɪt͡ʃɲiː
růženec	ruːʒɛnɛt͡s
natírat	naciːrat
hastroš	ɦastroʃ
opery	opɛrɪ
broj	broj
gruzínština	ɡruziːnʃcɪna
cembalista	t͡sɛmbalɪsta
češtinář	t͡ʃɛʃcɪnaːr̝̊
blbuvzdorný	bl̩buvzdorniː
několikrát	ɲɛkolɪkraːt
pošpinit	poʃpɪɲɪt
poranění	poraɲɛɲiː
galvanizovat	ɡalvanɪzovat
otesávat	otɛsaːvat
seno	sɛno
kolaterální	kolatɛraːlɲiː
kotlety	kotlɛtɪ
mechovák	mɛxovaːk
škudlil	ʃkudlɪl
nejdobráčtější	nɛjdobraːt͡ʃcɛjʃiː
bulvární	bulvaːrɲiː
uspořádat	uspor̝aːdat
packy	pat͡skɪ
slezák	slɛzaːk
pních	pɲiːx
tvrzení	tvr̩zɛɲiː
nechal	nɛxal
zobem	zobɛm
zorat	zorat
chlapík	xlapiːk
investovat	ɪnvɛstovat
neziskový	nɛzɪskoviː
poruchovost	poruxovost
křiž	kr̝̊ɪʃ
skopal	skopal
tlumočit	tlumot͡ʃɪt
botník	botɲiːk
cítíš	t͡siːciːʃ
vložit	vloʒɪt
berte	bɛrtɛ
alb	alp
prozrazovat	prozrazovat
prodlužovat	prodluʒovat
ropu	ropu
propiska	propɪska
kmotra	kmotra
střelit	str̝̊ɛlɪt
přihláška	pr̝̊ɪɦlaːʃka
unavit	unavɪt
detektiv	dɛtɛktɪf
aristokracie	arɪstokrat͡sɪjɛ
spojovat	spojovat
explodovat	ɛksplodovat
nepatrný	nɛpatr̩niː
homský	ɦomskiː
deformovat	dɛformovat
obvinit	obvɪɲɪt
opičit	opɪt͡ʃɪt
žitava	ʒɪtava
odpudit	otpuɟɪt
anabolický	anabolɪt͡skiː
částečný	t͡ʃaːstɛt͡ʃniː
upoutávat	upou̯taːvat
zatrápený	zatraːpɛniː
smutnílek	smutɲiːlɛk
faktuální	faktuaːlɲiː
společnost	spolɛt͡ʃnost
orlosup	orlosup
koželužna	koʒɛluʒna
potřásajíc	potr̝̊aːsajiːt͡s
raženo	raʒɛno
nesoudržný	nɛsou̯dr̩ʒniː
kopřiva	kopr̝̊ɪva
senzomotorický	sɛnzomotorɪt͡skiː
pěšina	pjɛʃɪna
čerta	t͡ʃɛrta
kosmodrom	kosmodrom
citech	t͡sɪtɛx
vanete	vanɛtɛ
bromid	bromɪt
syslí	sɪsliː
stařenka	star̝ɛŋka
vystrojit	vɪstrojɪt
slavný	slavniː
novinka	novɪŋka
anarchie	anarxɪjɛ
undekan	undɛkan
vousem	vou̯sɛm
zasnoubení	zasnou̯bɛɲiː
kotlík	kotliːk
demokratizace	dɛmokratɪzat͡sɛ
epitel	ɛpɪtɛl
anglická	aŋɡlɪt͡skaː
klást	klaːst
odhlásit	odɦlaːsɪt
průmyslový	pruːmɪsloviː
čuráček	t͡ʃuraːt͡ʃɛk
nehet	nɛɦɛt
vítaný	viːtaniː
brankář	braŋkaːr̝̊
kulturista	kulturɪsta
milenec	mɪlɛnɛt͡s
panenko	panɛŋko
židech	ʒɪdɛx
pestrý	pɛstriː
pochovat	poxovat
znepokojený	znɛpokojɛniː
krasohled	krasoɦlɛt
čečna	t͡ʃɛt͡ʃna
dráždivý	draːʒɟɪviː
hojení	ɦojɛɲiː
vinní	vɪɲiː
asonance	asonant͡sɛ
bodům	boduːm
kata	kata
kalandra	kalandra
širokospektrální	ʃɪrokospɛktraːlɲiː
plaťte	plactɛ
bolejíc	bolɛjiːt͡s
žide	ʒɪdɛ
fouse	fou̯sɛ
dolina	dolɪna
bobech	bobɛx
spíc	spiːt͡s
altánek	altaːnɛk
hostinský	ɦoscɪnskiː
hausnumero	ɦau̯snumɛro
virový	vɪroviː
mlíka	mliːka
lexikograf	lɛksɪkoɡraf
doktorát	doktoraːt
eduard	ɛduart
hindština	ɦɪntʃcɪna
úsporně	uːsporɲɛ
opalovat	opalovat
dřeni	dr̝ɛɲɪ
pórek	poːrɛk
slove	slovɛ
opsat	opsat
víceslovný	viːt͡sɛslovniː
mořily	mor̝ɪlɪ
žaloba	ʒaloba
sonička	soɲɪt͡ʃka
platíc	placiːt͡s
agapornis	aɡapornɪs
skalka	skalka
pochopení	poxopɛɲiː
havěť	ɦavjɛc
kry	krɪ
chladit	xlaɟɪt
poměrový	pomɲɛroviː
malík	maliːk
hovno	ɦovno
teďka	tɛcka
datlíček	datliːtʃɛk
almanach	almanax
ranit	raɲɪt
půdami	puːdamɪ
nemorální	nɛmoraːlɲiː
četl	t͡ʃɛtl̩
chytřejší	xɪtr̝̊ɛjʃiː
přezdívka	pr̝̊ɛzɟiːfka
vnouček	vnou̯t͡ʃɛk
usnadnit	usnadɲɪt
mozek	mozɛk
mzda	mzda
meť	mɛc
východotimořan	viːxodotɪmor̝an
koncem	kont͡sɛm
kyvadélko	kɪvadɛːlko
plavčík	plaft͡ʃiːk
zpěvaččin	spjɛvat͡ʃt͡ʃɪn
subsonický	supsonɪt͡skiː
orobinec	orobɪnɛt͡s
tajům	tajuːm
protiřečit	procɪr̝ɛt͡ʃɪt
alois	aloɪs
přepracovaný	pr̝̊ɛprat͡sovaniː
minulo	mɪnulo
poustevník	pou̯stɛvɲiːk
psina	psɪna
zprznit	spr̩zɲɪt
úroda	uːroda
suk	suk
vyvíjet	vɪviːjɛt
adamec	adamɛt͡s
zdrcený	zdr̩t͡sɛniː
sudetoněmecký	sudɛtoɲɛmɛt͡skiː
objev	objɛf
komunikativní	komunɪkatɪvɲiː
osvědčený	osvjɛt͡ʃɛniː
konický	konɪt͡skiː
tentýž	tɛntiːʃ
bitý	bɪtiː
dialog	dɪjalok
grodno	ɡrodno
afrikáta	afrɪkaːta
irena	ɪrɛna
rozostřit	rɔzɔstr̝ɪt
laso	laso
circa	t͡sɪrka
sysel	sɪsɛl
bríza	briːza
žíti	ʒiːcɪ
stenóza	stɛnoːza
salamandr	salamandr̩
zhudebnit	zɦudɛbɲɪt
vlčí	vl̩t͡ʃiː
hostů	ɦostuː
poznamenávat	poznamɛnaːvat
klíštěcí	kliːʃcɛt͡siː
draci	drat͡sɪ
vůle	vuːlɛ
třese	tr̝̊ɛsɛ
výstaviště	viːstavɪʃcɛ
uhasit	uɦasɪt
opít	opiːt
vzduchoplavec	vzduxoplavɛt͡s
lišejník	lɪʃɛjɲiːk
optimální	optɪmaːlɲiː
rozklepaný	rosklɛpaniː
sběr	zbjɛr
dogmatismus	doɡmatɪzmus
dovoz	dovos
muzicírovat	muzɪt͡siːrovat
kladena	kladɛna
patách	pataːx
okázalost	okaːzalost
růžovka	ruːʒofka
řípou	r̝iːpou̯
temeni	tɛmɛɲɪ
sykavý	sɪkaviː
kulhat	kulɦat
předmluva	pr̝̊ɛdm̩luva
táňa	taːɲa
determinista	dɛtɛrmɪnɪsta
vyjádřitelný	vɪjaːdr̝ɪtɛlniː
berenika	bɛrɛɲɪka
znalkyně	znalkɪɲɛ
poruch	porux
hádá	ɦaːdaː
všeuměl	fʃɛu̯mɲɛl
demotivovat	dɛmotɪvovat
supe	supɛ
strašit	straʃɪt
kamelot	kamɛlot
poznatek	poznatɛk
plešoun	plɛʃou̯n
jeskyňka	jɛskɪɲka
metrický	mɛtrɪt͡skiː
víla	viːla
dlouhý	dlou̯ɦiː
věž	vjɛʃ
suneš	sunɛʃ
vršek	vr̩ʃɛk
negativní	nɛɡatɪvɲiː
vzkvétat	fskvɛːtat
obrali	obralɪ
věješ	vjɛjɛʃ
břeh	br̝ɛx
sňali	sɲalɪ
mongolský	moŋɡolskiː
pokrytecký	pokrɪtɛt͡skiː
sňato	sɲato
pár	paːr
dělíce	ɟɛliːt͡sɛ
kverulantka	kvɛrulantka
pochybný	poxɪbniː
afgánistán	avɡaːɲɪstaːn
vestfálský	vɛstfaːlskiː
hrachovka	ɦraxofka
dumat	dumat
sajrajt	sajrajt
předně	pr̝̊ɛdɲɛ
čnít	t͡ʃɲiːt
premiérka	prɛmɪɛːrka
alexandřin	alɛksandr̝ɪn
vládce	vlaːt͡sɛ
trestat	trɛstat
pokálet	pokaːlɛt
lenost	lɛnost
skrývat	skriːvat
shrnutí	zɦr̩nuciː
dukce	dukt͡sɛ
členství	t͡ʃlɛnstviː
výška	viːʃka
skartace	skartat͡sɛ
klamů	klamuː
nosilo	nosɪlo
lehkomyslnost	lɛxkomɪsl̩nost
žebř	ʒɛpr̝̊
zvracet	zvrat͡sɛt
kupám	kupaːm
tahy	taɦɪ
lehkomyslně	lɛxkomɪsl̩ɲɛ
kazisvět	kazɪsvjɛt
konfiskovat	konfɪskovat
buldoci	buldot͡sɪ
více	viːt͡sɛ
taťána	tacaːna
kratochvíl	kratoxviːl
žemlovka	ʒɛmlofka
strukturovaný	strukturovaniː
drábek	draːbɛk
hanoj	ɦanoj
boccacciovský	bokat͡ʃofskiː
pákách	paːkaːx
proudi	prou̯ɟɪ
trójan	troːjan
hry	ɦrɪ
prosadit	prosaɟɪt
shluk	zɦluk
lakota	lakota
rozloučit	rozlou̯t͡ʃɪt
kalilo	kalɪlo
vězeňkyně	vjɛzɛɲkɪɲɛ
španělština	ʃpaɲɛlʃcɪna
ostrou	ostrou̯
krachovat	kraxovat
cítí	t͡siːciː
valentin	valɛncɪn
dojímat	dojiːmat
vokál	vokaːl
opozice	opozɪt͡sɛ
zadnice	zadɲɪt͡sɛ
šeherezáda	ʃɛɦɛrɛzaːda
letecký	lɛtɛt͡skiː
terapie	tɛrapɪjɛ
pružnost	pruʒnost
lipid	lɪpɪt
flegmatik	flɛɡmatɪk
pákou	paːkou̯
útržek	uːtr̩ʒɛk
diskuse	dɪskusɛ
severoamerický	sɛvɛroamɛrɪt͡skiː
