experimentar	iʃpɨɾimẽtaɾ
nevoeiro	nɨvwɐjɾu
planear	plɐnjaɾ
aperto	ɐpeɾtu
penela	pɨnɛlɐ
destacamento	dɨʃtakɐmẽtu
interessante	ĩtɨɾɨsɐ̃tɨ
rancor	ʁɐ̃koɾ
estômago	ɨʃtomɐɣu
oitocentos	ojtusẽtuʃ
andam	ɐ̃dɐ̃w̃
pender	pẽdeɾ
abel	abɛɫ
abertas	ɐβɛɾtɐʃ
setúbal	sɨtubaɫ
quarta	kwaɾtɐ
estreia	iʃtɾejɐ
em	ɐ̃j̃
viajante	vjɐʒɐ̃tɨ
padeiro	padɐjɾu
hécate	ɛkɐtɨ
filha	fiʎɐ
â	ɐ
ancora	ɐ̃kɔɾɐ
sintoma	sĩtomɐ
banana	bɐnɐnɐ
mêda	meðɐ
groselha	ɡɾɔzejʎɐ
femicídio	femisidʒju
provocador	pɾuvukɐdoɾ
sapatos	sɐpatuʃ
cartune	kaɾtunɨ
mesmas	meʒmɐʃ
terminar	tɨɾminaɾ
esperar	ʃpɨɾaɾ
heptágono	ɛptaɣunu
guai	ɡwaj
busca	buʃkɐ
atarracado	ataʁakadu
pneu	pnew
indivíduo	ĩdividuu
armas	aɾmɐʃ
cálice	kalisɨ
atribuir	ɐtɾiβwiɾ
revestimento	ʁɨvɨʃtimẽtu
admoestar	ɐdmwɛʃtar
pinto	pĩtu
omitir	omitiɾ
poltrona	poɫtɾonɐ
coleção	kulɛsɐ̃w̃
alijó	ɐliʒɔ
fertilizante	fɛɾtilizɐ̃tɨ
extremista	ɨʃtɾɨmiʃtɐ
vulto	vuɫtu
exibir	izɨbiɾ
impressionado	ĩpɾɨsjunaðu
salgueiro	saɫɡejɾu
cesto	seʃtu
faísca	fɐiʃkɐ
alfazema	aɫfɐzemɐ
leito	lɐjtu
mora	mɔɾɐ
esteira	iʃtɐjɾɐ
rato	ʁatu
excelente	ɐjʃsɨlẽtɨ
batata	bɐtatɐ
herdar	eɾdaɾ
neles	nelɨʃ
lá	la
alcatifa	aɫkɐtifɐ
emular	imulaɾ
reformista	ʁɨfɔɾmiʃtɐ
consolo	kõsolu
guapo	ɡwapu
boleia	bulɐjɐ
aljezur	ɐɫʒɨzuɾ
atitude	ɐtituðɨ
às	aʃ
tijolo	tiʒolu
belicista	bɛlisiʃtɐ
lítio	litiu
alpiarça	ɐɫpiaɾsɐ
cismar	siʒmaɾ
lucro	lukɾu
península	pɨnĩsulɐ
cio	siu
bípede	bipedʒi
charuto	ʃɐɾutu
correia	kuʁejɐ
coveiro	kuvejɾu
aposentar	ɐpuzẽtaɾ
aliança	aliɐ̃sɐ
ver	veɾ
pipa	pipɐ
boquiaberto	bukjɐβɛɾtu
blenda	blẽdɐ
produtor	pɾuðutoɾ
veículo	vɐikulu
distância	diʃtɐ̃sjɐ
coberta	kuβɛɾtɐ
adiante	ɐðjɐ̃tɨ
parabéns	pɐɾɐβɐ̃j̃ʃ
fixe	fiksɨ
senão	sɨnɐ̃w̃
elucubrar	elukubraɾ
bola	bɔlɐ
agá	ɐɣa
finar	finaɾ
cuca	kukɐ
profundamente	pɾufũdɐmẽtɨ
rodrigues	ʁudɾiɡɨʃ
carnaval	kɐɾnɐvaɫ
esmagamento	ɨʒmɐɣɐmẽtu
achou	ɐʃow
menu	mɨnu
buraco	buɾaku
arrabalde	ɐʁɐβaɫðɨ
noia	nɔjɐ
lindos	lĩduʃ
penamacor	penɐmɐkoɾ
trazem	tɾazɐ̃j̃
estatura	iʃtatuɾɐ
veja	vɐjʒɐ
superveniência	supeɾveniẽsja
pronto	pɾõtu
andrajoso	ɐ̃dɾaʒozo
último	uɫtimu
perspetiva	pɨɾʃpɛtiva
segar	sɨɣaɾ
abafadiço	ɐbɐfɐdisu
tranca	tɾɐ̃kɐ
vagos	vaɣuʃ
distinção	diʃtĩsɐ̃w̃
nababesco	nababejʃku
pseudónimo	psewðɔnimu
crepes	kɾɛpiʃ
chico	ʃiku
pata	patɐ
cágado	kaɣɐðu
forma	foɾmɐ
arrepio	ɐʁɨpiu
invariavelmente	ĩvɐɾjavɛɫmẽtɨ
parará	pɐɾɐɾa
maluco	mɐluku
casula	kɐzulɐ
salvar	saɫvaɾ
doente	dwẽtɨ
afixar	ɐfiksaɾ
jacaré	ʒɐkɐɾɛ
comercial	kumɨɾsjaɫ
ágrafo	aɣɾɐfu
económico	ikunɔmiku
cobrir	kuβɾiɾ
propaganda	pɾupɐɣɐ̃dɐ
preparar	pɾɨpɐɾaɾ
elevar	ilɨvaɾ
comete	komɛtʃi
sacrossanto	sakɾusɐ̃tu
exequibilidade	ezekwibilidadʒi
envólucro	ĩvɔlukɾu
botequim	butɨkĩ
contacto	kõtaktu
rei	ʁej
fábula	fabulɐ
urrar	uʁaɾ
cristão	kɾiʃtɐ̃w̃
broa	bɾowɐ
exsudar	ɐjʃsuðaɾ
antebraço	ɐ̃tɨbɾasu
ionosfera	jonosfɛɾa
compreender	kõpɾjẽdeɾ
movimentado	muvimẽtaðu
vivem	vivɐ̃j̃
canhão	kɐɲɐ̃w̃
enorme	inɔɾmɨ
cerca	seɾkɐ
arregimentar	aʁeʒimẽtaʁ
reto	ʁɛtu
àqueles	akelɨʃ
sede	seðɨ
mulherão	muʎɛɾɐ̃w̃
fins	fĩʃ
envio	ẽviu
forçado	fuɾsaðu
trezentos	tɾɨzẽtuʃ
escumalha	iʃkumaʎa
acerto	asɛɾtu
disponibilizar	diʃpuniβilizaɾ
chaminé	ʃɐminɛ
graal	ɡɾaal
escumalho	iʃkumaʎu
medronheiro	mɨðɾuɲejɾu
corrimão	kuʁimɐ̃w̃
aja	aʒɐ
uno	unu
deflagrar	deflaɡɾaɾ
dezanove	dzɐnɔvɨ
censo	sẽsu
diz	diʃ
devia	dɨviɐ
oxigénio	ɔksiʒɛnju
capturo	kaptuɾu
estrume	ɨʃtɾumɨ
formigueiro	fuɾmiɣɐjɾu
sorridente	suʁiðẽtɨ
toupeira	towpɐjɾɐ
dançarino	dɐ̃sɐɾinu
print	pɾĩtʃi
pera	peɾɐ
incrível	ĩkɾivɛɫ
presidente	pɾɨzidẽtɨ
norte	nɔɾtɨ
alfacinha	aɫfɐsiɲɐ
lontra	lontɾɐ
assalariado	ɐsɐlɐɾjaðu
colesterol	kɔlɨʃtɨɾɔɫ
espora	ɨʃpɔɾɐ
deflagração	deflaɡɾasɐ̃w̃
frângão	fɾɐ̃ɣɐ̃w̃
autoestima	awtɔʃtimɐ
certos	sɛɾtuʃ
morador	muɾɐðoɾ
resposta	ʁɨʃpɔʃtɐ
navios	nɐviuʃ
almeida	aɫmejðɐ
trono	tɾonu
fase	fazɨ
seguridade	sɨɣuɾiðaðɨ
viva	vivɐ
gostar	ɡuʃtaɾ
aposentos	ɐpuzẽtuʃ
manipulação	mɐnipulɐsɐ̃w̃
manada	manada
carácter	kɐɾaktɛɾ
sebo	seβu
grenha	ɡɾeɲɐ
abandono	ɐβɐ̃dɔnu
nariz	nɐɾiʃ
portar	puɾtaɾ
deixara	dɐjʃaɾɐ
daquelas	dɐkɛlɐʃ
eixo	ejʃu
triturado	tɾituɾaðu
caprichar	kapɾiʃar
enjoar	ẽʒwaɾ
gordura	ɡuɾðuɾɐ
natal	nɐtaɫ
vim	vĩ
repórter	ʁɨpɔɾtɛɾ
atirador	ɐtiɾɐðoɾ
príncipe	pɾĩsipɨ
alhur	ɐʎuɾ
boca	bokɐ
deputado	dɨputaðu
cantor	kɐ̃toɾ
mona	mona
imediatamente	imɨðjatɐmẽtɨ
igualdade	iɣwaɫdaðɨ
vozear	voziaɾ
aumentar	awmẽtaɾ
fragilidade	fɾɐʒiliðaðɨ
profecia	pɾufɨsiɐ
entalhe	ẽtaʎɨ
câncer	kɐ̃sɛɾ
equivocou	ekivokow
navalha	nɐvaʎɐ
baile	bajlɨ
estónia	ɨʃtɔniɐ
manuscrito	mɐnuʃkɾitu
refeição	ʁɨfɐjsɐ̃w̃
apertando	ɐpɨɾtɐ̃du
rovaniemi	ʁuvɐnjɛmi
gaiatar	ɡajataɾ
bobinar	buβinaɾ
janeireiro	ʒɐnɐjɾɐjɾu
ambas	ɐ̃bɐʃ
coro	koɾu
criticar	kɾitikaɾ
brando	bɾɐ̃du
imprevisto	ĩpɾɨviʃtu
prender	pɾẽdeɾ
amém	amẽj̃
chegara	ʃɨɣaɾɐ
dito	ditu
gentil	ʒẽtɨɫ
pontualmente	põtwaɫmẽtɨ
morada	muɾaðɐ
pior	pjɔɾ
dissertação	disɨɾtɐsɐ̃w̃
pardal	pɐɾðaɫ
indiferença	ĩdifɨɾẽsɐ
fungou	fũɡow
prefeito	pɾɨfɐjtu
amavio	amaviu
sonhos	soɲuʃ
pitéu	pitɛw
brutal	bɾutaɫ
pressionar	pɾɨsjunaɾ
selecionar	sɨlɛsjunaɾ
moreira	muɾejɾɐ
diabo	djaβu
orégano	uɾɛɣɐnu
como	komu
oração	ɔɾɐsɐ̃w̃
rigidamente	ʁiʒiðɐmẽtɨ
andando	ɐ̃dɐ̃du
estrutura	ʃtɾutuɾɐ
lavar	lɐvaɾ
ceuta	sewtɐ
tortura	tuɾtuɾa
bielorrússia	bjɛlɔʁusjɐ
calcada	kaɫkaðɐ
cimento	simẽtu
reforçar	ʁɨfuɾsaɾ
almodôvar	aɫmudovaɾ
vocabulário	vukɐβulaɾju
escadaria	eskadaɾia
espinafre	iʃpinafɾɨ
apertar	ɐpɨɾtaɾ
gabinete	ɡɐβinetɨ
traço	tɾasu
oleiros	olɐjɾuʃ
sentimento	sẽtimẽtu
abalava	ɐbɐlavɐ
felicidade	fɨlɨsiðaðɨ
cigarro	siɣaʁu
azia	ɐziɐ
nhanhanhã	ɲɐɲɐɲɐ̃
vogar	vuɣaɾ
geringonça	ʒɨɾĩɡõsɐ
neste	neʃtɨ
bulgária	buɫɣaɾjɐ
arremete	aʁemɛtʃi
acaba	ɐkaβɐ
penha	pejɲɐ
noroeste	nɔɾwɛʃtɨ
vitamina	vitaminɐ
abundar	ɐbũdaɾ
prejudicar	pɾɨʒuðikaɾ
beijo	bɐjʒu
betume	bɨtumɨ
insulina	ĩsulinɐ
respeitar	ʁɨʃpejtaɾ
gata	ɡatɐ
margarina	mɐɾɣɐɾinɐ
confiança	kõfjɐ̃sɐ
caminhando	kɐmiɲɐ̃du
sobejo	suβeʒu
despedir	dɨʃpɨðiɾ
medalha	mɨðaʎɐ
anchoveta	ɐ̃ʃuvetɐ
picareta	pikɐɾetɐ
encostar	ẽkuʃtaɾ
conselheiro	kõsɨʎɐjɾu
barraca	bɐʁakɐ
unilateralismo	unilateɾalijʃmu
torturar	tuɾtuɾaɾ
mete	mɛtʃi
tribunal	tɾiβunaɫ
andorra	ɐ̃doʁɐ
barrancos	bɐʁɐ̃kuʃ
confusão	kõfuzɐ̃w̃
comunicado	kumunikaðu
tender	tẽdeɾ
surrão	suʁɐ̃w̃
caroça	kɐɾɔsɐ
amarelo	ɐmɐɾɛlu
renda	ʁẽdɐ
apreço	ɐpɾesu
acrescentar	ɐkɾɨʃsẽtaɾ
saudar	sɐuðaɾ
terceiro	tɨɾsejɾu
piloto	pilɔtu
portas	pɔɾtɐʃ
azulejos	ɐzuleʒuʃ
telhar	tɨʎaɾ
violento	vjulẽtu
benefício	bɨnɨfisju
tingir	tĩʒiɾ
construção	kõʃtɾusɐ̃w̃
distinguiam	diʃtĩɡiɐ̃w̃
chinelo	ʃinɛlu
cinza	sĩzɐ
vestir	vɨʃtiɾ
pedido	pɨðiðu
falava	fɐlavɐ
divã	divɐ̃
aprendizagem	ɐpɾẽdizaʒɐ̃j̃
desorganizado	dɨzɔɾɣɐnizaðu
sutiã	sutjɐ̃
esconjurar	iʃkõʒuɾaɾ
afora	ɐfɔɾɐ
inviabilidade	ĩviabilidadʒi
fornalha	fuɾnaʎɐ
condizer	kõdizeɾ
bastante	bɐʃtɐ̃tɨ
sofrimento	sufɾimẽtu
culposamente	kuɫpozɐmẽtɨ
honesto	unɛʃtu
autoria	awtuɾiɐ
simplificar	sĩplifikaɾ
psicólogo	psikɔloɡu
avisar	ɐvizaɾ
açoite	ɐsojtɨ
desejo	dɨzɐjʒu
armamentista	aʁmamẽtʃijʃta
rapar	ʁɐpaɾ
começar	kumɨsaɾ
ouriço	owɾisu
quis	kiʃ
palha	paʎɐ
gadanha	ɡɐðɐɲɐ
inepto	inɛptu
inocente	inusẽtɨ
outeiro	owtɐjɾu
cambalhota	kɐ̃bɐʎɔtɐ
curtume	kuɾtumɨ
bolha	boʎɐ
inventar	ĩvẽtaɾ
enchimento	ẽʃimẽtu
assoalho	ɐswaʎu
acabou	ɐkɐβow
consentimento	kõsẽtimẽtu
necessitar	nɨsɨsitaɾ
pesar	pɨzaɾ
estacionamento	iʃtɐsjunɐmẽtu
grisu	ɡɾizu
adélio	adɛlju
esposo	iʃpozu
abaixar	ɐbɐjʃaɾ
arrepender	ɐʁɨpẽdeɾ
alarve	ɐlaɾvɨ
tal	taɫ
oratório	ɔɾɐtɔɾju
ferreiro	fɨʁɐjɾu
pensou	pẽsow
casar	kɐzaɾ
projétil	pɾuʒɛtiɫ
elas	ɛlɐʃ
enquanto	ẽkwɐ̃tu
nascer	nɐʃseɾ
trom	tɾõ
pudim	puðĩ
agradar	ɐɡɾɐdaɾ
escura	iʃkuɾɐ
braga	bɾaɣɐ
fonêmico	fonemiku
notícias	nutisjɐʃ
fingimento	fĩʒimẽtu
jardinar	ʒɐɾðinaɾ
marcar	mɐɾkaɾ
devagarinho	dɨvɐɣɐɾiɲu
polimento	pulimẽtu
nele	nelɨ
esmola	iʒmɔlɐ
atraso	ɐtɾazu
vieram	vjɛɾɐ̃w̃
eloquência	ilukwẽsjɐ
dosso	dosu
mourisma	mowɾiʒmɐ
feira	fɐjɾɐ
trégua	tɾɛɡwɐ
separar	sɨpɐɾaɾ
perdido	pɨɾðiðu
desviar	dɨʒvjaɾ
nona	nona
possível	psivɛɫ
apesar	ɐpɨzaɾ
vestuário	vɨʃtwaɾju
botões	butõj̃ʃ
administrador	ɐdminiʃtɾɐdoɾ
incêndio	ĩsẽdiu
exequível	izɨkwivɛɫ
dindim	dĩdĩ
aparatoso	ɐpɐɾɐtozu
tarraxa	tɐʁaʃɐ
viajar	viɐʒaɾ
togliatti	tuʎati
cansar	kɐ̃saɾ
notário	nutaɾju
negociar	nɨɣusjaɾ
amazonita	ɐmɐzunitɐ
bico	biku
impingir	ĩpĩʒiɾ
podrão	podɾɐ̃w̃
vomitar	vumitaɾ
cheio	ʃɐju
cachar	kɐʃaɾ
solteiro	sultɐjɾu
estragar	iʃtɾɐɣaɾ
trampolim	tɾɐ̃polĩ
amazônia	amazonja
recetor	ʁɨsɛtoɾ
consequência	kõsɨkwẽsjɐ
bregueço	bɾeɡesu
arrefecimento	ɐʁɨfɛsimẽtu
desapercebido	dezapeɾsebidu
boçal	bosaw
moreno	muɾenu
hein	ẽj̃
cume	kumɨ
mimimi	mimimi
fatal	fɐtaɫ
vós	vɔʃ
mano	mɐnu
flecha	flɛʃɐ
enfurecer	ẽfuɾɨseɾ
agouros	ɐɣowɾuʃ
baião	bajɐ̃w
domingueiro	dumĩɡɐjɾu
peteminion	peteminjõ
solidez	suliðeʃ
choupo	ʃowpu
constipação	kõʃtipɐsɐ̃w̃
tarraxar	tɐʁɐʃaɾ
ridiculamente	ʁɨðikulɐmẽtɨ
biónico	bioniku
soma	somɐ
ouvisto	owviʃtu
vila	vilɐ
simbolizando	sĩbulizɐ̃du
costumava	kuʃtumavɐ
delírio	dɨliɾju
copla	kɔplɐ
paraíso	pɐɾɐizu
dava	davɐ
treva	tɾɛvɐ
beladona	bɛlɐdonɐ
esteio	iʃtɐju
tinhoso	tij̃ozu
apenas	ɐpenɐʃ
mando	mɐ̃du
uniforme	unifɔɾmɨ
lar	laɾ
outeiro	owtejɾu
pendão	pẽdɐ̃w̃
estrumpfe	ɨʃtɾũfɨ
sacristia	sakɾiʃtiɐ
azeite	ɐzejtɨ
violento	viulẽtu
cúmulo	kumulu
investigar	ĩvɨʃtiɣaɾ
selo	sɛlu
grama	ɡɾɐ̃mɐ
devagar	dɨvɐɣaɾ
mascote	mɐʃkɔtɨ
giga	ʒiɣɐ
verdade	vɨɾðaðɨ
orgulhar	oɾɡuʎaɾ
acusar	ɐkuzaɾ
ninho	niɲu
felino	fɨlinu
agiotagem	ɐʒjutaʒɐ̃j̃
trepar	tɾɨpaɾ
pedreira	pɨðɾɐjɾɐ
diminuir	diminwiɾ
protelar	pɾotelaɾ
conceição	kõsɐjsɐ̃w̃
aparente	ɐpɐɾẽtɨ
jacto	ʒaktu
resignação	ʁɨziɡnɐsɐ̃w̃
debilidade	dɨβɨliðaðɨ
entruido	ĩtɾujðu
fumígeno	fumiʒenu
ginga	ʒĩɡɐ
salmo	saɫmu
criptogâmico	kɾipɡɐmiku
isentar	izẽtaɾ
maravilha	mɐɾɐviʎɐ
mudança	muðɐ̃sɐ
acho	aʃu
bão	bɐ̃w̃
designadamente	dɨziɣnaðɐmẽtɨ
nascer	nɐseɾ
liderar	liðɨɾaɾ
rédea	ʁɛðjɐ
nadir	nɐðiɾ
sentada	sẽtaðɐ
corporal	kuɾpuɾaɫ
sargento	sɐɾʒẽtu
quão	kwɐ̃w̃
prússia	pɾusja
estivera	iʃtivɛɾɐ
plotar	plotaɾ
broa	bɾoɐ
chorinho	ʃuriɲu
metido	mɨtiðu
lembrava	lẽbɾavɐ
semeador	sɨmjɐðoɾ
atrasado	ɐtɾɐzaðu
fugindo	fuʒĩdu
lousa	lowzɐ
flúmen	flumɛn
pera	pɛɾɐ
natalino	natalinu
inspirado	ĩʃpiɾaðu
risonho	ʁizoɲu
oceano	ɔsjɐnu
adentrar	adẽtɾaʁ
abastar	ɐβɐʃtaɾ
lançando	lɐ̃sɐ̃du
honrado	õʁaðu
indo	ĩdu
alumiar	ɐlumjaɾ
procedência	pɾusɨðẽsjɐ
valeu	vɐlew
farinha	fɐɾiɲɐ
feminino	fɨmininu
começa	kumɛsɐ
prólogo	pɾɔluɣu
tampouco	tɐ̃w̃powku
muçununga	musunũɡɐ
imitar	imitaɾ
criptoanalista	kɾiptoanalista
honroso	õʁozu
brecha	bɾɛʃɐ
também	tɐ̃bɐ̃j̃
mercadoria	mɨɾkɐðuɾiɐ
publicitado	puβlisitaðu
polo	polu
cal	kaɫ
sumo	sumu
quitinete	kitʃinɛtʃi
decisivo	dɨsizivu
divulgar	divuɫɣaɾ
afiançar	ɐfjɐ̃saɾ
ocarina	okɐɾinɐ
bengali	bẽɡali
datiloscopia	dɐktilɔʃkupiɐ
chamejar	ʃɐmeʒaɾ
tolice	tulisɨ
trato	tɾatu
barcelos	bɐɾsɛluʃ
distúrbio	dɨʃtuɾβju
tutelar	tutɨlaɾ
daqui	dɐki
momice	momisi
paredes	pɐɾeðɨʃ
preconceito	pɾɨkõsɐjtu
taça	tasɐ
entender	ẽtẽdeɾ
latão	lɐtɐ̃w̃
tomado	tumaðu
triangular	tɾiɐ̃ɡulaɾ
lavagem	lɐvaʒɐ̃j̃
entusiasmar	ẽtuzjɐʒmaɾ
aterrar	ɐtɨʁaɾ
subversão	suβɨvɨɾsɐ̃w̃
pronunciar	pɾunũsjaɾ
desonroso	dɨzõʁozu
aludir	ɐluðiɾ
minério	minɛɾju
monarquia	munɐɾkiɐ
feminilidade	fɨmɨniliðaðɨ
velhos	vɛʎuʃ
ansião	ɐ̃siɐ̃w
lógico	lɔʒiku
coche	kɔʃɨ
aparecer	ɐpɐɾɨseɾ
vara	vaɾɐ
pedreiro	pɨðɾɐjɾu
odor	oðoɾ
armário	ɐɾmaɾju
circulação	siɾkulɐsɐ̃w̃
ensinar	ẽsinaɾ
subjetivamente	subʒɛtivɐmẽtɨ
filme	fiɫmɨ
esquecer	iʃkɨseɾ
posterioridade	puʃtɨɾjoɾiðaðɨ
vilão	vilɐ̃w̃
bolota	bulɔtɐ
nascente	nɐʃsẽtɨ
invólucro	ĩvɔlukɾu
oxe	oʃi
besta	beʃtɐ
pareciam	pɐɾɨsiɐ̃w̃
ativador	ativɐðoɾ
lho	ʎu
realidade	ʁjɐliðaðɨ
sologamia	sɔloɡɐ̃mia
infeção	ĩfɛsɐ̃w̃
cobertas	kuβɛɾtɐʃ
conselho	kõsɐjʎu
sepultar	sɨpuɫtaɾ
tirano	tiɾɐnu
generosidade	ʒɨnɨɾuziðaðɨ
mudar	muðaɾ
autómato	awtɔmɐtu
sorrir	suʁiɾ
picar	pikaɾ
previsto	pɾɨviʃtu
saiu	sɐiw
rompeu	ʁõpew
orquídea	ɔɾkiðjɐ
vaidade	vajðaðɨ
expandir	iʃpɐ̃diɾ
oiteiro	ojtejɾu
cientista	sjẽtiʃtɐ
acrescentou	ɐkɾɨʃsẽtow
emigrante	emiɣɾɐ̃tɨ
rótulo	ʁɔtulu
poste	pɔʃtɨ
espinela	ɨʃpinɛlɐ
criptoscopia	kɾiptoʃkopia
dessa	dɛsɐ
divino	divinu
pães	pɐ̃j̃ʃ
nona	nonɐ
absolutamente	ɐbsulutɐmẽtɨ
azulejos	ɐzulɛʒuʃ
aportar	ɐpuɾtaɾ
pascácio	pajʃkasju
leste	leʃtɨ
janelas	ʒɐnɛlɐʃ
conceito	kõsɐjtu
excitador	ɐjʃsitɐðoɾ
avental	ɐvẽtaɫ
lampião	lɐ̃piɐ̃w̃
brisa	bɾizɐ
souto	sowtu
empenho	ẽpeɲu
altitude	aɫtituðɨ
disse	disɨ
lilongwe	lilõɡwɛ
féria	fɛɾjɐ
acontecer	ɐkõtɨseɾ
raiar	ʁajaɾ
montanha	mõtɐɲɐ
cousa	kowzɐ
serenidade	sɨɾɨniðaðɨ
agrafo	ɐɡɾafu
cachorro	kɐʃoʁu
caô	kao
breja	bɾeʒa
mirra	miʁɐ
autoestrada	awtɔʃtɾaðɐ
céu	sɛw
charrete	ʃaʁɛtʃi
rodeado	ʁuðjaðu
competir	kõpɨtiɾ
caguetar	kaɡwetaɾ
toma	tɔmɐ
imaginário	imɐʒinaɾiu
trabalhar	tɾɐβɐʎaɾ
símbolo	sĩbulu
afastado	ɐfɐʃtaðu
anil	ɐniɫ
sanfona	sɐ̃fonɐ
leque	lɛkɨ
centrípeto	sẽtɾipetu
receberá	ʁɨsɨβɨɾa
ronrons	ʁõʁõs
ação	ɐsɐ̃w̃
caneca	kɐnɛkɐ
imprimir	ĩpɾimiɾ
torna	tɔɾnɐ
social	susjaɫ
nulidade	nuliðaðɨ
copo	kɔpu
bebo	bebu
machico	mɐʃiku
pelo	pelu
confeição	kõfejsɐ̃w̃
cávado	kavɐðu
contactar	kõtɐktaɾ
desgostar	dɨʒɣuʃtaɾ
feudalismo	fewdalismu
abusar	ɐbuzaɾ
saca	sakɐ
piroxena	piɾɔksɛnɐ
usso	usu
divãs	divɐ̃ʃ
rua	ʁuɐ
lhas	ʎɐʃ
fixar	fiksaɾ
amarelar	ɐmɐɾɨlaɾ
veneno	vɨnenu
moda	mɔðɐ
transporte	tɾɐ̃ʃpɔɾtɨ
trevoso	tɾɨvozu
euro	ewɾɔ
maleficiar	malefisiaɾ
urupemense	uɾupemẽsi
assar	ɐsaɾ
lírico	liɾiku
mutuamente	mutwɐmẽtɨ
salazar	sɐlɐzaɾ
bar	baɾ
colorido	kuluɾiðu
bota	bɔtɐ
desconhecido	dɨʃkuɲɨsiðu
clandestino	klɐ̃dɨʃtinu
forrado	fuʁaðu
manchester	mɐ̃tʃɛstɨɾ
tição	tisɐ̃w̃
viagem	vjaʒɐ̃j̃
ficção	fiksɐ̃w̃
custódia	kuʃtɔðjɐ
calor	kɐloɾ
reforma	ʁɨfɔɾmɐ
vuvuzela	vuvuzɛla
joão	ʒwɐ̃w̃
roer	ʁueɾ
furto	fuɾtu
ardente	ɐɾdẽtɨ
esta	ɛʃtɐ
zangão	zɐ̃ɡɐ̃w̃
saída	sɐiðɐ
tinto	tĩtu
esquisito	iʃkɨzitu
cachopo	kɐʃopu
item	itɐ̃j̃
baleeiro	bɐljɐjɾu
fábrica	faβɾikɐ
monogamia	monoɡɐ̃mia
gesto	ʒɛʃtu
senheiro	sɨɲejɾu
quinhentos	kiɲẽtuʃ
credo	kɾɛðu
boné	bɔnɛ
original	ɔɾiʒinaɫ
afinal	ɐfinaɫ
poltrona	puɫtɾonɐ
adorar	ɐðuɾaɾ
viola	vjɔlɐ
trama	tɾɐmɐ
aragem	ɐɾaʒẽj̃
paquera	pakɛɾa
belo	bɛlu
peixe	pejʃɨ
pactuar	pɐktwaɾ
desequilibrou	dezekilibɾow
cauda	kawðɐ
exonerar	izunɨɾaɾ
astenia	ajʃtenia
respeitável	ʁɨʃpɐjtavɛɫ
arrais	ɐʁajʃ
controlo	kõtɾɔlu
pezinho	peziɲu
docemente	dosɨmẽtɨ
findar	fĩdaɾ
engarrafamento	ẽɡɐʁɐfɐmẽtu
regressar	ʁɨɣɾɨsaɾ
estupro	istupɾu
excessivamente	iʃsɨsivɐmẽtɨ
açude	ɐsuðɨ
moirama	mojɾɐmɐ
objetivo	ɔbʒɛtivu
fundição	fũdisɐ̃w̃
lenta	lẽtɐ
década	dɛkɐðɐ
graça	ɡɾasɐ
velocidade	vɨlusiðaðɨ
atirou	ɐtiɾow
mendigar	mẽdiɣaɾ
comum	kumũ
blocagem	blokaʒẽj̃
muita	mũj̃tɐ
queimar	kɐjmaɾ
ultimamente	uɫtimɐmẽtɨ
presa	pɾezɐ
monumento	munumẽtu
vaticano	vɐtikanu
calcâneo	kaɫkɐnju
pezinho	pɛziɲu
cultural	kuɫtuɾaɫ
lamego	lɐmeɣu
espectro	ɨʃpɛtɾu
obedecer	ɔβɨðɨseɾ
passará	pɐsɐɾa
desconhecer	dɨʃkuɲɨseɾ
mineiro	minɐjɾu
almoço	aɫmosu
semelhança	sɨmɨʎɐ̃sɐ
ucraniano	ukɾɐniɐnu
dependência	dɨpẽdẽsjɐ
papelão	pɐpɨlɐ̃w̃
coruja	kuɾuʒɐ
chorar	ʃuɾaɾ
rodas	ʁɔðɐʃ
concretizar	kõkɾɨtizaɾ
bela	bɛlɐ
astrolábio	ɐʃtɾɔlaβju
agora	ɐɡɔɾɐ
nova	nɔvɐ
centeio	sẽtɐju
efetivo	efetʃivu
tera	tɛra
pato	patu
fartura	faɾtuɾa
malta	maɫtɐ
talento	tɐlẽtu
rosas	ʁɔzɐʃ
alfândega	aɫfɐ̃dɨɣɐ
auga	awɡɐ
letra	letɾɐ
evitar	ivitaɾ
pirralho	piʁaʎu
geladaria	ʒɨlɐðɐɾiɐ
vivar	vivaɾ
cegonha	sɨɣoɲɐ
fama	fɐmɐ
insistir	ĩsiʃtiɾ
experto	ɐjʃpɛɾtu
provavelmente	pɾuvavɛɫmẽtɨ
clemente	klɨmẽtɨ
sentimental	sẽtimẽtaɫ
amores	ɐmoɾɨʃ
narval	naɾval
olhinho	oʎĩɲu
apareceu	ɐpɐɾɨsew
sessenta	sɨsẽtɐ
pires	piɾis
renegado	ʁɨnɨɣaðu
publicano	puβlikɐnu
casos	kazuʃ
estreitar	iʃtɾɐjtaɾ
história	iʃtɔɾjɐ
bélgica	bɛɫʒikɐ
base	bazɨ
glande	ɡlɐ̃dɨ
natação	nɐtɐsɐ̃w̃
nações	nɐsõj̃ʃ
aproximar	ɐpɾɔsimaɾ
costumar	kuʃtumaɾ
bolo	bolu
óbolo	ɔβulu
produção	pɾuðusɐ̃w̃
procura	pɾɔkuɾɐ
voragem	vuɾaʒɐ̃j̃
guiar	ɡiaɾ
pretexto	pɾɨtɐjʃtu
abade	ɐbadɨ
impertinente	ĩpɨɾtɨnẽtɨ
rola	ʁɔla
poluir	pulwiɾ
crente	kɾẽtɨ
