organizatora	ˈorɡænˌɪzætˌoræ
prirodni	pɾˈirodnɪ
hemijskim	xˈɛmɪjskɪm
različitost	ɾˈazlɪt͡ʃˌɪtost
Bergman	bˈɛrɡmæn
pojavljivanju	pˈojævljˌɪvæɲʊ
ponavljanja	pˈonævljˌæɲæ
imovine	ˈimovˌɪnɛ
OS	ˈosˌə
industrijom	ˈindʊstɾˌɪjom
Rob	ɾˈob
ratovima	ɾˈatovˌɪmæ
kći	kt͡ɕˈi
Who	fhˈo
botanički	bˈotænˌɪt͡ʃkɪ
anatomije	ˈanætˌomɪje
odsjeku	ˈotsjekʊ
mješovite	mjˈeʃovˌɪtɛ
crno	t͡srnˈo
kape	kˈapɛ
k	kˈə
dopustio	dˈopʊstˌɪo
disperzije	dˈispɛrzˌɪje
bogatog	bˈoɡætoɡ
oživljavanje	ˈoʒɪvljˌævæɲe
odgoditi	ˈodɡodˌɪtɪ
hifa	xˈifæ
pomjera	pˈomjeræ
Mala	mˈalæ
Gvineja	ɡvˈinejæ
će	t͡ɕˈɛ
hvatanje	xvˈatæɲe
Spiegel	spˈiɛɡɛl
jezgra	jˈezɡɾæ
ministru	mˈinɪstɾʊ
precizne	pɾˈɛt͡sɪznɛ
Dodatno	dˈodætno
ivica	ˈivɪt͡sæ
pobjegao	pˈobjeɡˌæo
Borac	bˈoræt͡s
napuštena	nˈapʊʃtˌɛnæ
Prosječna	pɾˈosjet͡ʃnæ
postao	pˈostæo
Linnaeus	lˈinnæˌɛʊs
otpuštanje	ˈotpʊʃtˌæɲe
emitirati	ˈɛmɪtˌɪrætɪ
Saveznika	sˈavɛznˌɪkæ
radarom	ɾˈadɑrom
poštovanje	pˈoʃtovˌæɲe
Vidi	vˈidɪ
samohodne	sˈamohˌodnɛ
učestvovali	ˈut͡ʃɛstvˌovælɪ
oslovljavanje	ˈoslovljˌævæɲe
brazilskom	bɾˈazɪlskom
daljinama	dˈaʎɪnˌæmæ
Rezultati	ɾˈɛzʊltˌætɪ
pošiljke	pˈoʃɪʎkɛ
značio	znˈat͡ʃɪo
Redoslijed	ɾˈɛdoslˌɪjed
najvažnija	nˈɑjvæʒnˌɪjæ
Kuči	kˈut͡ʃɪ
Pokémoni	pˈokeːmˌonɪ
efikasne	ˈɛfɪkˌæsnɛ
geometrijskim	ɡˈɛomˌɛtɾɪjskɪm
topova	tˈopovæ
raspoređen	ɾˈasporˌɛd͡ʑɛn
reljefi	ɾˈɛʎefɪ
Simpson	sˈimpson
groblje	ɡɾˈobʎe
isto	ˈisto
zelenim	zˈɛlɛnɪm
Nova	nˈovæ
zidova	zˈidovæ
kukuruza	kˈukʊrˌʊzæ
seksualni	sˈɛksʊˌælnɪ
gradu	ɡɾˈadʊ
postati	pˈostætɪ
gušterače	ɡˈuʃtɛrˌæt͡ʃɛ
osudila	ˈosʊdˌɪlæ
hrskavica	xrskˈavɪt͡sæ
himna	xˈimnæ
Austria	ˈaʊstɾˌɪæ
Turke	tˈurkɛ
prepreke	pɾˈɛpɾɛkɛ
stajati	stˈɑjætɪ
ispaljivati	ˈispæʎˌɪvætɪ
zaštititi	zˈaʃtɪtˌɪtɪ
nosači	nˈosæt͡ʃɪ
predstavljanja	pɾˈɛtstævljˌæɲæ
svodu	svˈodʊ
Sofi	sˈofɪ
Kabe	kˈabɛ
nastavni	nˈastævnɪ
prikazuju	pɾˈikæzˌʊjʊ
zemljanim	zˈɛmʎænɪm
vježbi	vjˈeʒbɪ
obuće	ˈobʊt͡ɕɛ
ostaci	ˈostæt͡sɪ
pomorsku	pˈomorskʊ
Edwarda	ˈɛdvɑrdæ
vojskovođa	vˈojskovˌod͡ʑæ
Batman	bˈatmæn
darovima	dˈɑrovˌɪmæ
Standard	stˈandɑrd
osobi	ˈosobɪ
svrhu	svrhˈu
vlasniku	vlˈasnɪkʊ
ministara	mˈinɪstˌɑræ
rivalstva	ɾˈivælstvæ
svrgnut	svrɡnˈut
predsjedavajućeg	pɾˈɛtsjedˌævɑjˌʊt͡ɕɛɡ
Bizanta	bˈizæntæ
masivne	mˈasɪvnɛ
diviziju	dˈivɪzˌɪjʊ
vladama	vlˈadæmæ
Inside	ˈinsɪdɛ
tuču	tˈut͡ʃʊ
prerasta	pɾˈɛræstæ
protein	pɾˈotɛɪn
zlatnu	zlˈatnʊ
parenja	pˈɑrɛɲæ
Aktivnost	ˈaktɪvnost
bivše	bˈifʃɛ
Trap	tɾˈap
različiti	ɾˈazlɪt͡ʃˌɪtɪ
podršku	pˈodrʃkʊ
naseljenost	nˈasɛʎˌenost
bit	bˈit
kompleksna	kˈomplɛksnæ
ometa	ˈomɛtæ
popularan	pˈopʊlˌɑræn
jedra	jˈedɾæ
Zelandu	zˈɛlændʊ
mužjake	mˈuʒjækɛ
Djela	djˈelæ
gasova	ɡˈasovæ
Robbie	ɾˈobbɪɛ
najčešćih	nˈɑjt͡ʃɛʃt͡ɕɪh
bronzanih	bɾˈonzænɪh
prešla	pɾˈɛʃlæ
Florey	flˈorɛj
Suprotno	sˈupɾotno
dužem	dˈuʒɛm
dopunjen	dˈopʊɲen
ep	ˈɛp
ždrijelo	ʒdɾˈijelo
kupola	kˈupolæ
razmjerima	ɾˈazmjerˌɪmæ
trijemom	tɾˈijemom
odjednom	ˈodjednom
Poljaka	pˈoʎækæ
presjeku	pɾˈɛsjekʊ
stanici	stˈanɪt͡sɪ
osjetno	ˈosjetno
transkript	tɾˈanskɾɪpt
ukusa	ˈukʊsæ
Mount	mˈo͡ʊnt
Morris	mˈorrɪs
formaciji	fˈormæt͡sˌɪjɪ
prolaznika	pɾˈolæznˌɪkæ
talente	tˈalɛntɛ
Berbera	bˈɛrbɛræ
naslovnoj	nˈaslovnoj
nijansi	nˈijænsɪ
mirovanju	mˈirovˌæɲʊ
priznale	pɾˈiznælɛ
različitom	ɾˈazlɪt͡ʃˌɪtom
Sovjetskim	sˈovjetskɪm
pružio	pɾˈuʒɪo
dijalekte	dˈijælˌɛktɛ
rastućih	ɾˈastʊt͡ɕɪh
kontrolirane	kˈontɾolˌɪrænɛ
protesti	pɾˈotɛstɪ
porasla	pˈoræslæ
mikroskopom	mˈikɾoskˌopom
komandanti	kˈomændˌæntɪ
Općini	ˈopt͡ɕɪnɪ
mjeriti	mjˈerɪtɪ
ceremonija	t͡sˈɛrɛmˌonɪjæ
supstancama	sˈupstænt͡sˌæmæ
nedelje	nˈɛdɛʎe
standarda	stˈandɑrdæ
priredila	pɾˈirɛdˌɪlæ
prijateljstvo	pɾˈijætˌɛʎstvo
Planovi	plˈanovɪ
istovremeno	ˈistovɾˌɛmɛno
okvira	ˈokvɪræ
Četvrtog	t͡ʃˈɛtvrtoɡ
dresova	dɾˈɛsovæ
dugo	dˈuɡo
Zone	zˈonɛ
kolonizaciju	kˈolonˌɪzæt͡sˌɪjʊ
sarajevskog	sˈɑrɑjˌefskoɡ
odbrambena	ˈodbɾæmbˌɛnæ
norveškom	nˈorvɛʃkom
Brijeg	bɾˈijeɡ
ulaze	ˈulæzɛ
Monfils	mˈonfɪls
moćnu	mˈot͡ɕnʊ
ujedini	ˈujedˌɪnɪ
izvršnu	ˈizvrʃnʊ
obnovili	ˈobnovˌɪlɪ
posebice	pˈosɛbˌɪt͡sɛ
taktiku	tˈaktɪkʊ
najprestižnijih	nˈɑjpɾɛstˌɪʒnɪjɪh
konzolu	kˈonzolʊ
multinacionalne	mˈultɪnˌæt͡sɪˌonælnɛ
karakteriziraju	kˈɑræktˌɛrɪzˌɪrɑjʊ
prenosila	pɾˈɛnosˌɪlæ
psihološka	psˈiholˌoʃkæ
izjavljuje	ˈizjævljˌʊje
raspalo	ɾˈaspælo
Podijeljena	pˈodɪjˌeʎenæ
ciljeva	t͡sˈiʎevæ
Sama	sˈamæ
katolici	kˈatolˌɪt͡sɪ
otkazao	ˈotkæzˌæo
Put	pˈut
citata	t͡sˈitætæ
Crvenoj	t͡srvˈɛnoj
kohorti	kˈohortɪ
daju	dˈɑjʊ
poljskim	pˈoʎskɪm
Velikoj	vˈɛlɪkoj
antičkom	ˈantɪt͡ʃkom
školskog	ʃkˈolskoɡ
načelnika	nˈat͡ʃɛlnˌɪkæ
Mihailo	mˈihæˌɪlo
glasilo	ɡlˈasɪlo
Usora	ˈusoræ
momčadi	mˈomt͡ʃædɪ
spavaonice	spˈavæˌonɪt͡sɛ
testisi	tˈɛstɪsɪ
OI	ˈoɪ
takmičari	tˈakmɪt͡ʃˌɑrɪ
Ratovi	ɾˈatovɪ
testove	tˈɛstovɛ
hrišćanstva	xɾˈiʃt͡ɕænstvæ
stabilnija	stˈabɪlnˌɪjæ
naslove	nˈaslovɛ
naslovom	nˈaslovom
oružanu	ˈorʊʒˌænʊ
Slytherin	slˈithɛrɪn
zauzimanja	zˈaʊzˌɪmæɲæ
lisice	lˈisɪt͡sɛ
vladu	vlˈadʊ
ušću	ˈuʃt͡ɕʊ
teorije	tˈɛorˌɪje
zamijeni	zˈamɪjˌenɪ
divi	dˈivɪ
palača	pˈalæt͡ʃæ
potkoljenice	pˈotkoʎˌenɪt͡sɛ
oblikovani	ˈoblɪkˌovænɪ
matematičke	mˈatɛmˌætɪt͡ʃkɛ
Brennan	bɾˈɛnnæn
korteksa	kˈortɛksæ
Fu	fˈu
srebrne	sɾˈɛbrnɛ
spomenikom	spˈomɛnˌɪkom
procijenjena	pɾˈot͡sɪjˌeɲenæ
prisustvuje	pɾˈisʊstvˌʊje
lošiji	lˈoʃɪjɪ
meditacije	mˈɛdɪtˌæt͡sɪje
biljci	bˈiʎt͡sɪ
predsjednica	pɾˈɛtsjednˌɪt͡sæ
Baxter	bˈakstɛr
dugim	dˈuɡɪm
frejma	fɾˈejmæ
zato	zˈato
binarna	bˈinɑrnæ
verzije	vˈɛrzɪje
mokraćni	mˈokɾæt͡ɕnɪ
direktno	dˈirɛktno
Štajerske	ʃtˈɑjerskɛ
spektar	spˈɛktɑr
eliminacije	ˈɛlɪmˌɪnæt͡sˌɪje
Java	jˈavæ
online	ˈonlɪnɛ
Mozarta	mˈozɑrtæ
nemogućnost	nˈɛmoɡˌʊt͡ɕnost
fiziologije	fˈizɪˌoloɡˌɪje
Toronto	tˈoronto
antropologije	ˈantɾopˌoloɡˌɪje
dnevnom	dnˈɛvnom
Opisana	ˈopɪsˌænæ
vjerovao	vjˈerovˌæo
vijenaca	vˈijenˌæt͡sæ
Wilson	vˈilson
poena	pˈoɛnæ
ritualima	ɾˈitʊˌælɪmæ
molekulama	mˈolɛkˌʊlæmæ
Osobina	ˈosobˌɪnæ
revoluciju	ɾˈɛvolˌʊt͡sɪjʊ
meso	mˈɛso
Ose	ˈosɛ
izgrađena	ˈizɡɾæd͡ʑˌɛnæ
loših	lˈoʃɪh
Ovo	ˈovo
režirati	ɾˈɛʒɪrˌætɪ
jedinice	jˈedɪnˌɪt͡sɛ
rukavaca	ɾˈukævˌæt͡sæ
termina	tˈɛrmɪnæ
Doktor	dˈoktor
Nick	nˈit͡sk
najranijih	nˈɑjɾænˌɪjɪh
poprečnog	pˈopɾɛt͡ʃnoɡ
pojedinog	pˈojedˌɪnoɡ
Branko	bɾˈaŋko
izvozna	ˈizvoznæ
ubacuju	ˈubæt͡sˌʊjʊ
miks	mˈiks
pisanje	pˈisæɲe
Bošnjaka	bˈoʃɲækæ
kocka	kˈot͡skæ
jaku	jˈakʊ
Pokrajine	pˈokɾɑjˌɪnɛ
pjevao	pjˈevæo
jugoslavensku	jˈuɡoslˌævɛnskʊ
kulta	kˈultæ
Izvor	ˈizvor
Cara	t͡sˈɑræ
Monike	mˈonɪkɛ
tumačenja	tˈumæt͡ʃˌɛɲæ
komandom	kˈomændom
govora	ɡˈovoræ
iskazao	ˈiskæzˌæo
pružanja	pɾˈuʒæɲæ
šeste	ʃˈɛstɛ
Melissa	mˈɛlɪssæ
humor	xˈumor
Bar	bˈɑr
sastavljeni	sˈastævljˌenɪ
Palestina	pˈalɛstˌɪnæ
Napoléon	nˈapolˌeːon
konzumiranje	kˈonzʊmˌɪræɲe
Upravljanje	ˈupɾævljˌæɲe
otpušten	ˈotpʊʃtɛn
Mihail	mˈihæɪl
Narnije	nˈɑrnɪje
procenat	pɾˈot͡sɛnæt
osoblja	ˈosobʎæ
najsnažnije	nˈɑjsnæʒnˌɪje
raspolaže	ɾˈaspolˌæʒɛ
omiljene	ˈomɪʎˌenɛ
gimnaziji	ɡˈimnæzˌɪjɪ
ekvator	ˈɛkvætor
Ruka	ɾˈukæ
gustinom	ɡˈustɪnom
štitu	ʃtˈitʊ
odlučan	ˈodlʊt͡ʃæn
izuzev	ˈizʊzɛv
dominantnih	dˈomɪnˌæntnɪh
srednjovjekovnu	sɾˈɛdɲovjˌekovnʊ
pogubljenje	pˈoɡʊbʎˌeɲe
uredio	ˈurɛdˌɪo
monomeri	mˈonomˌɛrɪ
nekropola	nˈɛkɾopˌolæ
Titu	tˈitʊ
Pokazao	pˈokæzˌæo
Krima	kɾˈimæ
medicinsku	mˈɛdɪt͡sˌɪnskʊ
ubijani	ˈubɪjˌænɪ
GM	ɡˈəmˌə
bankar	bˈaŋkɑr
manju	mˈaɲʊ
Giovannija	ɡˈiovˌænnɪjæ
plastični	plˈastɪt͡ʃnɪ
osiguravajući	ˈosɪɡˌʊrævˌɑjʊt͡ɕɪ
strelica	stɾˈɛlɪt͡sæ
Gledano	ɡlˈɛdæno
ustavnu	ˈustævnʊ
konstrukcijom	kˈonstɾʊkt͡sˌɪjom
Warden	vˈɑrdɛn
Mequinenza	mˈɛkvɪnˌɛnzæ
pokretom	pˈokɾɛtom
odvela	ˈodvɛlæ
morskog	mˈorskoɡ
Ujedinjenom	ˈujedˌɪɲenom
demo	dˈɛmo
snimljena	snˈimʎenæ
mogla	mˈoɡlæ
stigao	stˈiɡæo
dodatke	dˈodætkɛ
krivični	kɾˈivɪt͡ʃnɪ
predložio	pɾˈɛdloʒˌɪo
simfoniju	sˈimfonˌɪjʊ
čineći	t͡ʃˈinɛt͡ɕɪ
kompilacijski	kˈompɪlˌæt͡sɪjskɪ
Društvo	dɾˈuʃtvo
upoznavanje	ˈupoznˌævæɲe
rasponi	ɾˈasponɪ
planetarni	plˈanɛtˌɑrnɪ
brige	bɾˈiɡɛ
Prvo	prvˈo
dizelskim	dˈizɛlskɪm
životinjskim	ʒˈivotˌɪɲskɪm
gubljenje	ɡˈubʎeɲe
Hyde	xˈidɛ
zalazi	zˈalæzɪ
predviđaju	pɾˈɛdvɪd͡ʑˌɑjʊ
prirasta	pɾˈiræstæ
časopisima	t͡ʃˈasopˌɪsɪmæ
Misli	mˈislɪ
odlučnost	ˈodlʊt͡ʃnost
nekoliko	nˈɛkolˌɪko
generator	ɡˈɛnɛrˌætor
nastupiti	nˈastʊpˌɪtɪ
cijelu	t͡sˈijelʊ
Idući	ˈidʊt͡ɕɪ
Djeluje	djˈelʊje
određuje	ˈodɾɛd͡ʑˌʊje
sporove	spˈorovɛ
izuzetkom	ˈizʊzˌɛtkom
sira	sˈiræ
magnetnom	mˈaɡnɛtnom
april	ˈapɾɪl
Vidio	vˈidɪo
modernije	mˈodɛrnˌɪje
poljoprivrednika	pˈoʎopɾˌɪvɾɛdnˌɪkæ
ukupnost	ˈukʊpnost
pokretni	pˈokɾɛtnɪ
Stone	stˈonɛ
slijedećih	slˈijedˌɛt͡ɕɪh
komadanta	kˈomædˌæntæ
liberala	lˈibɛrˌælæ
večere	vˈɛt͡ʃɛrɛ
polinomi	pˈolɪnˌomɪ
praha	pɾˈahæ
vidjeli	vˈidjelɪ
pristanak	pɾˈistænæk
upisalo	ˈupɪsˌælo
registrirano	ɾˈɛɡɪstɾˌɪræno
rekord	ɾˈɛkord
dodaci	dˈodæt͡sɪ
insuficijencija	ˈinsʊfˌɪt͡sɪjˌent͡sɪjæ
vanjska	vˈaɲskæ
prednjeg	pɾˈɛdɲeɡ
afričkog	ˈafɾɪt͡ʃkoɡ
Nogomet	nˈoɡomɛt
akutna	ˈakʊtnæ
seljaka	sˈɛʎækæ
sekvence	sˈɛkvɛnt͡sɛ
bijelih	bˈijelɪh
gubitku	ɡˈubɪtkʊ
označavanje	ˈoznæt͡ʃˌævæɲe
dostupnim	dˈostʊpnɪm
Tabela	tˈabɛlæ
Herberta	xˈɛrbɛrtæ
bošnjački	bˈoʃɲæt͡ʃkɪ
Nenada	nˈɛnædæ
elektrona	ˈɛlɛktɾˌonæ
samog	sˈamoɡ
Tolstoj	tˈolstoj
moćan	mˈot͡ɕæn
Mnogi	mnˈoɡɪ
prekrivena	pɾˈɛkɾɪvˌɛnæ
Sljedeći	sʎˈedɛt͡ɕɪ
astronom	ˈastɾonom
biskupi	bˈiskʊpɪ
kolicima	kˈolɪt͡sˌɪmæ
samostalnosti	sˈamostˌælnostɪ
suda	sˈudæ
Vjetrovi	vjˈetɾovɪ
očev	ˈot͡ʃɛv
operativne	ˈopɛrˌætɪvnɛ
služila	slˈuʒɪlæ
predloženi	pɾˈɛdloʒˌɛnɪ
istezanje	ˈistɛzˌæɲe
nacionalnom	nˈat͡sɪˌonælnom
mača	mˈat͡ʃæ
Božije	bˈoʒɪje
primarni	pɾˈimɑrnɪ
Krista	kɾˈistæ
stanovništvu	stˈanovnˌɪʃtvʊ
prelaznog	pɾˈɛlæznoɡ
različitim	ɾˈazlɪt͡ʃˌɪtɪm
imate	ˈimætɛ
Billy	bˈillɪ
problematična	pɾˈoblɛmˌætɪt͡ʃnæ
pokazuje	pˈokæzˌʊje
Koreji	kˈorejɪ
slonovače	slˈonovˌæt͡ʃɛ
široke	ʃˈirokɛ
religijski	ɾˈɛlɪɡˌɪjskɪ
kasarnu	kˈasɑrnʊ
Sauron	sˈaʊron
vlakana	vlˈakænæ
sveta	svˈɛtæ
vraćena	vɾˈat͡ɕɛnæ
cvijetu	t͡svˈijetʊ
kofaktora	kˈofæktˌoræ
vojvodu	vˈojvodʊ
djelu	djˈelʊ
kolumne	kˈolʊmnɛ
pripajanje	pɾˈipɑjˌæɲe
CAH	t͡sˈah
nerv	nˈɛrv
abnormalno	ˈabnormˌælno
dugogodišnjim	dˈuɡoɡˌodɪʃɲɪm
doprinijeli	dˈopɾɪnˌɪjelɪ
funkciji	fˈuŋkt͡sɪjɪ
hilafeta	xˈilæfˌɛtæ
pitanje	pˈitæɲe
gubitkom	ɡˈubɪtkom
pismom	pˈismom
nadzire	nˈad͡ʑɪrɛ
Line	lˈinɛ
gomile	ɡˈomɪlɛ
žicu	ʒˈit͡sʊ
Ubuntu	ˈubʊntʊ
blokatori	blˈokætˌorɪ
davala	dˈavælæ
sitno	sˈitno
mladunci	mlˈadʊnt͡sɪ
obavljao	ˈobævljˌæo
posjeda	pˈosjedæ
obradio	ˈobɾædˌɪo
Italijanska	ˈitælˌɪjænskæ
ekipama	ˈɛkɪpˌæmæ
iznenadno	ˈiznɛnˌædno
kičmenjaka	kˈit͡ʃmɛɲˌækæ
prijestolnice	pɾˈijestˌolnɪt͡sɛ
krštenje	krʃtˈɛɲe
viole	vˈiolɛ
kvadratnom	kvˈadɾætnom
divljih	dˈivljɪh
okupirali	ˈokʊpˌɪrælɪ
Mostar	mˈostɑr
oporezivanja	ˈoporˌɛzɪvˌæɲæ
korijenima	kˈorɪjˌenɪmæ
leta	lˈɛtæ
Dostupan	dˈostʊpæn
podnožju	pˈodnoʒjʊ
Tad	tˈad
braće	bɾˈat͡ɕɛ
soul	sˈo͡ʊl
Brazilski	bɾˈazɪlskɪ
neprofitna	nˈɛpɾofˌɪtnæ
složeniji	slˈoʒɛnˌɪjɪ
Mehanizam	mˈɛhænˌɪzæm
austrijska	ˈaʊstɾˌɪjskæ
vrati	vɾˈatɪ
Ovidije	ˈovɪdˌɪje
tekija	tˈɛkɪjæ
njenu	ɲˈenʊ
Italije	ˈitælˌɪje
Hart	xˈɑrt
oslabljeni	ˈoslæbʎˌenɪ
pobuni	pˈobʊnɪ
hemiju	xˈɛmɪjʊ
Ni	nˈi
otrovno	ˈotɾovno
metro	mˈɛtɾo
Veća	vˈɛt͡ɕæ
inostranstvu	ˈinostɾˌænstvʊ
putnika	pˈutnɪkæ
rivala	ɾˈivælæ
Mirsad	mˈirsæd
listi	lˈistɪ
identitet	ˈidɛntˌɪtɛt
Frankopana	fɾˈaŋkopˌænæ
ugraditi	ˈuɡɾædˌɪtɪ
Osamdesetih	ˈosæmdˌɛsɛtɪh
medijalnog	mˈɛdɪjˌælnoɡ
zabavnim	zˈabævnɪm
upoznala	ˈupoznˌælæ
traku	tɾˈakʊ
Southern	sˈo͡ʊthɛrn
hrvatske	xrvˈaːtskɛ
redovnu	ɾˈɛdovnʊ
epu	ˈɛpʊ
dramskih	dɾˈamskɪh
soj	sˈoj
izvoz	ˈizvoz
iznosio	ˈiznosˌɪo
izdaje	ˈizdɑje
Skoplje	skˈopʎe
nazvanu	nˈazvænʊ
vidljivog	vˈidʎɪvoɡ
poželjna	pˈoʒɛʎnæ
nosivosti	nˈosɪvˌostɪ
Hoenn	xˈoɛnn
vrijednost	vɾˈijednost
učesnicima	ˈut͡ʃɛsnˌɪt͡sɪmæ
hemijskih	xˈɛmɪjskɪh
Gay	ɡˈaj
svetac	svˈɛtæt͡s
tendencija	tˈɛndɛnt͡sˌɪjæ
diferenciraju	dˈifɛrˌɛnt͡sɪrˌɑjʊ
Alternativno	ˈaltɛrnˌætɪvno
Ciljevi	t͡sˈiʎevɪ
plemića	plˈɛmɪt͡ɕæ
nekretnine	nˈɛkɾɛtnˌɪnɛ
arhivu	ˈɑrhɪvʊ
komade	kˈomædɛ
onemogućuje	ˈonɛmˌoɡʊt͡ɕˌʊje
glumi	ɡlˈumɪ
naredbu	nˈɑrɛdbʊ
Jednako	jˈednæko
prisiljena	pɾˈisɪʎˌenæ
šejha	ʃˈejhæ
završnih	zˈavrʃnɪh
šavom	ʃˈavom
scenarista	st͡sˈɛnɑrˌɪstæ
pristaje	pɾˈistɑje
Husein	xˈusɛɪn
ovakve	ˈovækvɛ
intervjue	ˈintɛrvjˌʊɛ
Središnji	sɾˈɛdɪʃɲɪ
Karin	kˈɑrɪn
pH	pˈəxˈə
grupne	ɡɾˈupnɛ
šestog	ʃˈɛstoɡ
ugrađuju	ˈuɡɾæd͡ʑˌʊjʊ
prijetnjama	pɾˈijetɲˌæmæ
vezama	vˈɛzæmæ
kameo	kˈamɛo
stabljikom	stˈabʎɪkom
početnom	pˈot͡ʃɛtnom
Pissarro	pˈissɑrro
energetske	ˈɛnɛrɡˌɛtskɛ
pretvorena	pɾˈɛtvorˌɛnæ
svjetlosni	svjˈetlosnɪ
ograničeno	ˈoɡɾænˌɪt͡ʃɛno
kuhanje	kˈuhæɲe
Gibb	ɡˈibb
prelamanja	pɾˈɛlæmˌæɲæ
sveukupnim	svˈɛʊkˌʊpnɪm
Smješten	smjˈeʃtɛn
raspasti	ɾˈaspæstɪ
kompoziciju	kˈompozˌɪt͡sɪjʊ
prenese	pɾˈɛnɛsɛ
Usore	ˈusorɛ
označiti	ˈoznæt͡ʃˌɪtɪ
agregacije	ˈaɡɾɛɡˌæt͡sɪje
naučnicima	nˈaʊt͡ʃnˌɪt͡sɪmæ
etničke	ˈɛtnɪt͡ʃkɛ
elektroni	ˈɛlɛktɾˌonɪ
sklopova	sklˈopovæ
Interu	ˈintɛrʊ
vlada	vlˈadæ
normalnog	nˈormælnoɡ
sporovi	spˈorovɪ
Vlada	vlˈadæ
odlaska	ˈodlæskæ
Secret	sˈɛt͡sɾɛt
dinara	dˈinɑræ
napeti	nˈapɛtɪ
Stub	stˈub
sadržaj	sˈadrʒɑj
moju	mˈojʊ
izražavao	ˈizɾæʒˌævæo
Pravi	pɾˈavɪ
upućene	ˈupʊt͡ɕˌɛnɛ
Den	dˈɛn
opasnošću	ˈopæsnˌoʃt͡ɕʊ
izvršio	ˈizvrʃɪo
malena	mˈalɛnæ
Mladena	mlˈadɛnæ
Somerset	sˈomɛrsɛt
streaming	stɾˈɛæmɪŋɡ
istočnim	ˈistot͡ʃnɪm
grafikonu	ɡɾˈafɪkˌonʊ
engleska	ˈɛŋɡlɛskæ
plasman	plˈasmæn
Forbes	fˈorbɛs
košarci	kˈoʃɑrt͡sɪ
Drugim	dɾˈuɡɪm
naseljene	nˈasɛʎˌenɛ
Franca	fɾˈant͡sæ
vojnoj	vˈojnoj
školstvo	ʃkˈolstvo
svjetlosne	svjˈetlosnɛ
pauza	pˈaʊzæ
biraju	bˈirɑjʊ
Veleža	vˈɛlɛʒæ
čitave	t͡ʃˈitævɛ
biologiju	bˈiolˌoɡɪjʊ
Njegovim	ɲˈeɡovɪm
predgrađu	pɾˈɛdɡɾæd͡ʑʊ
napuštali	nˈapʊʃtˌælɪ
toga	tˈoɡæ
alel	ˈalɛl
Saudijska	sˈaʊdˌɪjskæ
Spot	spˈot
nedostatke	nˈɛdostˌætkɛ
van	vˈan
sopstveni	sˈopstvɛnɪ
muslimanskog	mˈuslɪmˌænskoɡ
opcije	ˈopt͡sɪje
Bad	bˈad
glumicom	ɡlˈumɪt͡som
Postojanje	pˈostojˌæɲe
ansambla	ˈansæmblæ
Kelta	kˈɛltæ
pokupi	pˈokʊpɪ
Pacifika	pˈat͡sɪfˌɪkæ
okusom	ˈokʊsom
Republici	ɾˈɛpʊblˌɪt͡sɪ
austrijskim	ˈaʊstɾˌɪjskɪm
komadu	kˈomædʊ
grupirani	ɡɾˈupɪrˌænɪ
Gasqueta	ɡˈaskvɛtæ
priči	pɾˈit͡ʃɪ
kulturnom	kˈultʊrnom
sp	sˈəpˌə
izvana	ˈizvænæ
političko	pˈolɪtˌɪt͡ʃko
navodnjavanja	nˈavodɲˌævæɲæ
izbijanja	ˈizbɪjˌæɲæ
limfnim	lˈimfnɪm
polimeraza	pˈolɪmˌɛræzæ
Kako	kˈako
rute	ɾˈutɛ
Direktor	dˈirɛktor
ribari	ɾˈibɑrɪ
polako	pˈolæko
sakuplja	sˈakʊpʎæ
infrastrukturom	ˈinfɾæstɾˌʊktʊrom
udio	ˈudɪo
plus	plˈus
ulazi	ˈulæzɪ
svim	svˈim
Saarlouis	sˈaɑrlˌo͡ʊɪs
fine	fˈinɛ
Olga	ˈolɡæ
pokaže	pˈokæʒɛ
situacije	sˈitʊˌæt͡sɪje
Mewtwo	mˈɛftvo
Delaware	dˈɛlævˌɑrɛ
municijom	mˈunɪt͡sˌɪjom
mučiti	mˈut͡ʃɪtɪ
protivnom	pɾˈotɪvnom
poraza	pˈoræzæ
sociologiju	sˈot͡sɪˌoloɡˌɪjʊ
vektorskog	vˈɛktorskoɡ
gol	ɡˈol
kongres	kˈoŋɡɾɛs
radijusa	ɾˈadɪjˌʊsæ
razbijenog	ɾˈazbɪjˌenoɡ
pedesetih	pˈɛdɛsˌɛtɪh
Nina	nˈinæ
Di	dˈi
grede	ɡɾˈɛdɛ
dogovaraju	dˈoɡovˌɑrɑjʊ
krunisanja	kɾˈunɪsˌæɲæ
obične	ˈobɪt͡ʃnɛ
računar	ɾˈat͡ʃʊnɑr
konačnici	kˈonæt͡ʃnˌɪt͡sɪ
šahovskog	ʃˈahofskoɡ
modni	mˈodnɪ
mesu	mˈɛsʊ
suštinskog	sˈuʃtɪnskoɡ
domu	dˈomʊ
brzini	brzˈinɪ
produženja	pɾˈodʊʒˌɛɲæ
turbeta	tˈurbɛtæ
kuhati	kˈuhætɪ
skupih	skˈupɪh
melodiju	mˈɛlodˌɪjʊ
pohvalili	pˈohvælˌɪlɪ
studenata	stˈudɛnˌætæ
zaštitio	zˈaʃtɪtˌɪo
Bosna	bˈosnæ
hormoni	xˈormonɪ
nekima	nˈɛkɪmæ
Raya	ɾˈajæ
Grove	ɡɾˈovɛ
manastiru	mˈanæstˌɪrʊ
astronomi	ˈastɾonˌomɪ
