vedeckému	vˈedʲet͡skˌeːmu
sústreďujú	sˈuːstredʲˌujuː
kaderníctvo	kˈaderɲˌiːt͡stvo
nezamestnaní	ɲˈezamˌestnaɲiː
priečelia	priˈet͡ʃelia
opatrovateľské	ˈopatrˌovatʲˌeʎskeː
rezortu	rˈezortu
Manhattane	mˈanhattˌaɲe
saleziánske	sˈalezˌiaːnske
hojné	hˈojneː
reprodukovať	rˈeprodˌukovatʲ
Drahá	drˈahaː
potlačením	pˈotlat͡ʃˌeɲiːm
Picasso	pˈit͡sasso
vianočnej	viˈanot͡ʃnej
odbory	ˈodbori
bazáre	bˈazaːre
Dectane	dʲˈet͡staɲe
material	mˈaterial
dip	dˈip
dramaticky	drˈamatˌit͡ski
obdobne	ˈobdobɲe
Záhorskej	zˈaːhorskej
čižmičky	t͡ʃˈiʒmit͡ʃki
napísanie	nˈapiːsˌaɲie
extraktov	ˈekstraktow
¹tátov	jˈedentˈaːtow
ublížila	ˈubliːʒˌila
neplánovali	ɲˈeplaːnˌovali
pedagogická	pˈedaɡˌoɡit͡skaː
sezón	sˈezoːn
prinajlepšom	prˈinajlˌepʃom
zaniknúť	zˈaɲiknuːtʲ
hneď	hɲˈetʲ
počkám	pˈot͡ʃkaːm
aplikovala	ˈaplikˌovala
zapadlo	zˈapadlo
citit	t͡sˈitʲit
triumf	triˈumf
nepotrebovala	ɲˈepotrˌebovˌala
usmieval	ˈusmiˌeval
slávnych	slˈaːvnix
prváčikov	pˈr̩vaːt͡ʃˌikow
Nezostáva	ɲˈezostˌaːva
séria	sˈeːria
zlá	zlˈaː
odevmi	ˈodʲewmi
fermentácie	fˈermentˌaːt͡sie
manžela	mˈanʒela
JARNÁ	jˈarnaː
vyniesli	vˈiɲiˌesli
Spojte	spˈojtʲe
birmovania	bˈirmovˌaɲia
nakonfigurovať	nˈakonfˌiɡurˌovatʲ
motorizmu	mˈotorˌizmu
experimentovania	ˈeksperˌimentˌovaɲia
Zvonček	zvˈont͡ʃek
najdôležitejšia	nˈajduˌoleʒˌitʲejʃia
otvori	ˈotvori
masívny	mˈasiːvni
príchodu	prˈiːxodu
manzelom	mˈanzelom
Pozerajte	pˈozerˌajtʲe
potrubia	pˈotrubia
vydavateľ	vˈidavˌatʲeʎ
rovnomerné	rˈovnomˌerneː
najväčšia	nˈajvet͡ʃʃia
vymedzeného	vˈimed͡ʑˌeneːho
plameňom	plˈameɲom
masívnych	mˈasiːvnix
náhradnom	nˈaːhradnom
mikrovlákno	mˈikrowlˌaːkno
pokladmi	pˈokladmi
hradná	hrˈadnaː
ľudskými	ʎˈutskiːmi
nezmyselný	ɲˈezmisˌelniː
Penový	pˈenoviː
zachytený	zˈaxitʲˌeniː
tvorcovia	tvˈort͡sovia
dotvárať	dˈotvaːratʲ
súkromia	sˈuːkromia
Námestí	nˈaːmestʲiː
Zateplená	zˈatʲeplˌenaː
Puzdro	pˈuzdro
prechádzať	prˈexaːd͡ʑatʲ
Giorgio	ɡˈiorɡˌio
strelné	strˈelneː
rešpektujem	rˈeʃpektˌujem
kuchyna	kˈuxina
EK	ˈek
Football	fˈoodbˌall̩
spomínajú	spˈomiːnˌajuː
Kaliňáka	kˈaliɲˌaːka
Accessoires	ˈat͡st͡sessˌoires
Oravice	ˈoravˌit͡se
delegátov	dˈeleɡˌaːtow
prímestskej	prˈiːmestskej
Lavínová	lˈaviːnˌovaː
PRO	prˈo
Ultrazvukový	ˈultrazvˌukoviː
mikina	mˈikina
Záverečné	zˈaːverˌet͡ʃneː
súťažnej	sˈuːtʲaʒnej
Limited	lˈimitʲet
prastaré	prˈastareː
prepojením	prˈepojˌeɲiːm
štátnou	ʃtˈaːtno͡ʊ
posed	pˈoset
génov	ɡˈeːnow
saunový	sˈaunˌoviː
závere	zˈaːvere
drážok	drˈaːʒok
auru	ˈauru
kŕč	kˈr̩ːt͡ʃ
domácimi	dˈomaːt͡sˌimi
športovať	ʃpˈortovatʲ
občania	ˈopt͡ʃaɲia
rovnakej	rˈovnakej
rozšírila	rˈosʃiːrˌila
CDCP	t͡sˈeːdˌeːt͡sˌeːpˌeː
nezabudnime	ɲˈezabˌudɲime
Nemala	ɲˈemala
hygienu	hˈiɡiˌenu
Ham	hˈam
posunut	pˈosunut
Mimochodom	mˈimoxˌodom
okresmi	ˈokresmi
darčekovom	dˈart͡ʃekˌovom
mŕtva	mˈr̩ːtva
priateľskí	priˈatʲeʎskiː
kosí	kˈosiː
angažovali	ˈaŋɡaʒˌovali
vyhýbať	vˈihiːbatʲ
OnlineOnline	ˈonliɲeˈonliɲe
tanierom	tˈaɲiˌerom
rozdeleniu	rˈozdʲelˌeɲiu
tuhej	tˈuhej
Literárny	lˈiterˌaːrni
operáciu	ˈoperˌaːt͡siu
stratiť	strˈatʲitʲ
odsúdiť	ˈotsuːdʲitʲ
staroveké	stˈarovˌekeː
Designer	dˈesiɡɲer
významový	vˈiːznamˌoviː
potrebné	pˈotrebneː
Cvičte	t͡svˈit͡ʃtʲe
NILFISK	ɲˈilfisk
opravného	ˈopravnˌeːho
Rodák	rˈodaːk
jasá	jˈasaː
pokusom	pˈokusom
podmienky	pˈodmiˌeŋki
odbila	ˈodbila
databáze	dˈatabˌaːze
uzatvoril	ˈuzatvˌoril
virtuálny	vˈirtuˌaːlni
pocitaca	pˈot͡sitˌat͡sa
Konstantin	kˈonstantin
štvrtina	ʃtvˈr̩tʲina
REALITY	rˈealˌiti
zákroky	zˈaːkroki
mužská	mˈuʃskaː
mužmi	mˈuʒmi
život	ʒˈivot
vybavenú	vˈibavˌenuː
Turnaji	tˈurnaji
nepriateľov	ɲˈepriˌatʲeʎow
legendu	lˈeɡendu
vstrebáva	fstrˈebaːva
spontánnosť	spˈontaːnnostʲ
slobodný	slˈobodniː
sústrasť	sˈuːstrastʲ
Magura	mˈaɡura
definícii	dˈefinˌiːt͡sii
duté	dˈuteː
rastúca	rˈastuːt͡sa
Pôsobia	pˈuosˌobia
mnícha	mɲˈiːxa
pohybov	pˈohibow
nedohľadne	ɲˈedohʎˌadɲe
nápojmi	nˈaːpojmi
rímskeho	rˈiːmskeho
Hovoriť	hˈovoritʲ
sadom	sˈadom
silnejších	sˈilɲejʃiːx
Ľudovíta	ʎˈudovˌiːta
doložená	dˈoloʒˌenaː
sprostredkovateľské	sprˈostretkˌovatʲˌeʎskeː
fixný	fˈiksniː
hadíc	hˈadʲiːt͡s
webov	vˈebow
Ferguson	fˈerɡuson
morálnych	mˈoraːlnix
prísnejší	prˈiːsɲejʃiː
zaberá	zˈaberaː
kompliment	kˈompliment
Viacej	viˈat͡sej
zdolalo	zdˈolalo
colnému	t͡sˈolneːmu
prechodne	prˈexodɲe
Hz	hˈaːzˌet
bufety	bˈufeti
prúdenie	prˈuːdʲeɲie
bezplatný	bˈesplatniː
Slonoviny	slˈonovˌini
štylisticky	ʃtˈilistˌit͡ski
oslovuje	ˈoslovˌuje
klam	klˈam
hororovej	hˈororˌovej
subdodávateľom	sˈubdodˌaːvatʲˌeʎom
Serena	sˈerena
vývojári	vˈiːvojˌaːri
chorobnosti	xˈorobnˌostʲi
Esprit	ˈesprit
poradovníka	pˈoradˌovɲiːka
smrteľnom	smˈr̩tʲeʎnom
Európsky	ˈeurˌoːpski
poslucháčov	pˈosluxˌaːt͡ʃow
ukladaní	ˈukladˌaɲiː
zorganizovať	zˈorɡanˌizovatʲ
Pepe	pˈepe
žľaby	ʒʎˈabi
Paradox	pˈaradoks
pyrotechniku	pˈirotʲˌexniku
väzy	vˈezi
najradsej	nˈajratsej
Juana	jˈuana
priedušnosti	priˈeduʃnˌostʲi
hviezdne	hviˈezdɲe
desiatkam	dʲˈesiˌatkam
meniť	mˈeɲitʲ
konkrétnej	kˈoŋkreːtnej
hradených	hrˈadeniːx
Choď	xˈotʲ
indexy	ˈindeksi
Pravidelné	prˈavidʲˌelneː
čiary	t͡ʃiˈari
očná	ˈot͡ʃnaː
zriadením	zriˈadeɲiːm
Výstupné	vˈiːstupneː
Prevádzková	prˈevaːt͡skˌovaː
VaV	vˈavˈeː
podporný	pˈotporniː
Suzuki	sˈuzuki
autoriek	ˈautˌoriek
zmeníte	zmˈeɲiːtʲe
Ríša	rˈiːʃa
odlišovali	ˈodliʃˌovali
zomierajú	zˈomiˌerajuː
nabáda	nˈabaːda
orange	ˈoraŋɡe
študentskej	ʃtˈudentskej
sťažené	stʲˈaʒeneː
kamienkom	kˈamiˌeŋkom
kariérne	kˈariˌeːrɲe
zistené	zˈistʲeneː
Mihála	mˈihaːla
kefy	kˈefi
štadióna	ʃtˈadiˌoːna
origináli	ˈoriɡˌinaːli
ľahším	ʎˈahʃiːm
galérií	ɡˈaleːrˌiiː
spracovania	sprˈat͡sovˌaɲia
náplasť	nˈaːplastʲ
lámali	lˈaːmali
ACER	ˈat͡ser
uvarili	ˈuvarˌili
Informujte	ˈinformˌujtʲe
Replay	rˈeplai
ťažkej	tʲˈaʃkej
Všeobecnými	fʃˈeobˌet͡sniːmi
nábrežia	nˈaːbreʒia
zámene	zˈaːmeɲe
Vajnory	vˈajnori
doplníte	dˈopl̩ɲˌiːtʲe
vyradených	vˈiradˌeniːx
upierajú	ˈupiˌerajuː
vypracovať	vˈiprat͡sˌovatʲ
Igorom	ˈiɡorom
naučilo	nˈaut͡ʃˌilo
privedie	prˈivedʲie
šatu	ʃˈatu
odmietne	ˈodmiˌetɲe
cestom	t͡sˈestom
Turistická	tˈuristˌit͡skaː
posilnenia	pˈosilɲˌeɲia
nadnárodného	nˈadnaːrˌodneːho
banským	bˈanskiːm
Predmety	prˈedmeti
týždňu	tˈiːʒdɲu
poriadna	pˈoriˌadna
klientskej	kliˈentskej
obmedzených	ˈobmed͡ʑˌeniːx
solí	sˈoliː
Plná	pˈl̩naː
mohutným	mˈohutniːm
cim	t͡sˈim
schváli	sxvˈaːli
pracovisku	prˈat͡sovˌisku
stretnutie	strˈetnutʲie
úpravách	ˈuːpravaːx
firemnou	fˈiremno͡ʊ
prezieravo	prˈeziˌeravo
podnikanie	pˈodɲikˌaɲie
sadli	sˈadli
Vagač	vˈaɡat͡ʃ
Nór	nˈoːr
objednanú	ˈobjednˌanuː
Dodacia	dˈodat͡sia
svetrov	svˈetrow
vzbudiť	vzbˈudʲitʲ
spojených	spˈojeniːx
vážnejšej	vˈaːʒnejʃej
limit	lˈimit
vykúpení	vˈikuːpˌeɲiː
pomôcť	pˈomuot͡stʲ
Hľadám	hʎˈadaːm
rôznorodosťou	rˈuoznˌorodˌostʲo͡ʊ
GP	ɡˈeːpˌeː
slovnom	slˈovnom
menšinových	mˈenʃinˌoviːx
potlačí	pˈotlat͡ʃiː
lepšie	lˈepʃie
Kurinec	kˈuriɲet͡s
sluha	slˈuha
kalamita	kˈalamˌita
sorry	sˈori
odovzdala	ˈodowzdˌala
FIMO	fˈimo
presvedèený	prˈesvedʲˌeeniː
štyridsiatky	ʃtˈiritsiˌatki
Mountfield	mˈo͡ʊntfielt
dovidenia	dˈovidˌeɲia
múre	mˈuːre
ušil	ˈuʃil
futbalovými	fˈudbalˌoviːmi
snažia	snˈaʒia
Srbsko	sˈr̩psko
začiatočným	zˈat͡ʃiˌatot͡ʃniːm
zachranit	zˈaxraɲit
Odvody	ˈodvodi
vynahradí	vˈinahrˌadʲiː
desiateho	dʲˈesiˌateho
zásobách	zˈaːsobaːx
dobrovoľnou	dˈobrovˌoʎno͡ʊ
Alco	ˈalt͡so
predstaveným	prˈetstavˌeniːm
stiahne	stʲiˈahɲe
BNP	bˈeːˌenpˌeː
Luník	lˈuɲiːk
hlasné	hlˈasneː
migrantmi	mˈiɡrantmi
šálku	ʃˈaːlku
neznámom	ɲˈeznaːmom
Vráť	vrˈaːtʲ
narušený	nˈaruʃˌeniː
sekretár	sˈekretaːr
Elvisa	ˈelvisa
Pass	pˈass
čestnú	t͡ʃˈestnuː
dynamicky	dˈinamˌit͡ski
britský	brˈitskiː
spúšte	spˈuːʃtʲe
salaši	sˈalaʃi
Welcome	vˈelt͡some
Rovnakým	rˈovnakiːm
rozlišujeme	rˈozliʃˌujeme
zaujal	zˈaujal
predám	prˈedaːm
vyvýšené	vˈiviːʃˌeneː
vínny	vˈiːnni
Pomsta	pˈomsta
formálnych	fˈormaːlnix
päťdesiatimi	pˈedʲdʲesiˌatʲimi
zavádzaní	zˈavaːd͡ʑˌaɲiː
Taliansku	tˈaliˌansku
zaľúbení	zˈaʎuːbˌeɲiː
dolný	dˈolniː
Brezno	brˈezno
incidente	ˈint͡sidˌentʲe
absolvent	ˈapsolvent
vyvíjal	vˈiviːjal
spisovateľmi	spˈisovˌatʲeʎmi
Pixar	pˈiksar
Nestačí	ɲˈestat͡ʃiː
Svet	svˈet
zameranú	zˈamerˌanuː
Vojny	vˈojni
Európskemu	ˈeurˌoːpskemu
príbuzných	prˈiːbuzniːx
talóne	tˈaloːɲe
socialnych	sˈot͡siˌalnix
jedinými	jˈedʲinˌiːmi
dobrovoľná	dˈobrovˌoʎnaː
NAKA	nˈaka
horákmi	hˈoraːkmi
block	blˈot͡sk
FCHPT	ˈeft͡sˌeːhˌaːpˌeːtˌeː
literárnej	lˈiterˌaːrɲej
obsiahnuť	ˈopsiˌahnutʲ
súborom	sˈuːborom
letnou	lˈetno͡ʊ
Strelil	strˈelil
vysypeme	vˈisipˌeme
vnášať	vnˈaːʃatʲ
Penguins	pˈeŋɡuins
rozvaľkáme	rˈozvaʎkˌaːme
KPÚ	kpˈuː
varianty	vˈariˌanti
Nivea	ɲˈivea
nominácie	nˈominˌaːt͡sie
dlhoročný	dˈl̩horˌot͡ʃniː
Domove	dˈomove
Spätné	spˈetneː
Dôsledkom	dˈuoslˌetkom
úväzok	ˈuːvezok
podrobnú	pˈodrobnuː
Curaprox	t͡sˈuraproks
Čosi	t͡ʃˈosi
vchodmi	fxˈodmi
laserového	lˈaserˌoveːho
salóniku	sˈaloːɲˌiku
zahlási	zˈahlaːsi
sliepok	sliˈepok
prejavovali	prˈejavˌovali
poskytovala	pˈoskitˌovala
uzavretých	ˈuzavrˌetiːx
povier	pˈovier
podstatnou	pˈotstatno͡ʊ
ekologických	ˈekolˌoɡit͡skiːx
výklady	vˈiːkladi
projektora	prˈojektˌora
nezameniteľná	ɲˈezamˌeɲitʲˌeʎnaː
ca	t͡sˈa
kroky	krˈoki
Airbrush	ˈairbrusx
zažite	zˈaʒitʲe
adresára	ˈadresˌaːra
podbradník	pˈodbradɲiːk
nedopatrením	ɲˈedopˌatreɲiːm
vizuál	vˈizuaːl
lebiek	lˈebiek
látkami	lˈaːtkami
knaz	knˈas
mimoriadnej	mˈimoriˌadnej
Slnečníky	sˈl̩ɲet͡ʃɲˌiːki
profilom	prˈofilom
priznanie	prˈiznaɲie
zapojená	zˈapojˌenaː
srdiečka	sˈr̩dʲiˌet͡ʃka
procesné	prˈot͡sesneː
naivní	nˈaivɲiː
Rasťa	rˈastʲa
juniorskej	jˈuɲiˌorskej
oddeleniu	ˈoddʲelˌeɲiu
vzácnejšie	vzˈaːt͡sɲejʃie
vyviera	vˈiviˌera
minulú	mˈinuluː
informatikyKatedra	ˈinformˌatikikˈatedra
Skúsil	skˈuːsil
vyučoval	vˈiut͡ʃˌoval
farský	fˈarskiː
spáchania	spˈaːxaɲia
východom	vˈiːxodom
Knauf	knˈauf
nedávno	ɲˈedaːvno
manuálne	mˈanuˌaːlɲe
ÚK	ˈuːk
počítačovej	pˈot͡ʃiːtˌat͡ʃovej
predavačka	prˈedavˌat͡ʃka
iniciálky	ˈinit͡sˌiaːlki
reštart	rˈeʃtart
transportných	trˈansportniːx
uznaný	ˈuznaniː
započítaní	zˈapot͡ʃˌiːtaɲiː
LITA	lˈita
pokroky	pˈokroki
trestá	trˈestaː
spred	sprˈet
uzatvoria	ˈuzatvˌoria
nerozprával	ɲˈerosprˌaːval
Šťastná	ʃtʲˈastnaː
challenge	xˈalleŋɡe
sporiteľov	spˈoritʲˌeʎow
Dvojitý	dvˈojitiː
inštalačnej	ˈinʃtalˌat͡ʃnej
živočíchy	ʒˈivot͡ʃˌiːxi
distribútorov	dˈistribˌuːtorow
tag	tˈak
problematickej	prˈoblemˌatit͡skej
zamyslieť	zˈamislietʲ
životmi	ʒˈivotmi
TASR	tˈasr̩
pastorácia	pˈastorˌaːt͡sia
káble	kˈaːble
fenka	fˈeŋka
latexové	lˈateksˌoveː
svedectvo	svˈedʲet͡stvo
Pečeň	pˈet͡ʃeɲ
znesú	zɲˈesuː
rozložení	rˈozloʒˌeɲiː
VZT	vˈeːzˌettˌeː
Krásny	krˈaːsni
biskupských	bˈiskupskiːx
potvrdenie	pˈotvr̩dʲˌeɲie
materiálnom	mˈaterˌiaːlnom
číry	t͡ʃˈiːri
sálavé	sˈaːlaveː
ošetril	ˈoʃetril
archívoch	ˈarxiːvox
zaujímave	zˈaujˌiːmave
pub	pˈup
podobní	pˈodobɲiː
oslabený	ˈoslabˌeniː
kurióznych	kˈuriˌoːznix
bohatí	bˈohatʲiː
Madaj	mˈadaj
parížskom	pˈariːʃskom
vychutnáte	vˈixutnˌaːtʲe
MA	mˈa
Ventil	vˈentil
rúžu	rˈuːʒu
kryštál	krˈiʃtaːl
putovanie	pˈutovˌaɲie
vlažná	vlˈaʒnaː
Dávate	dˈaːvatʲe
časová	t͡ʃˈasovaː
spravy	sprˈavi
grafikou	ɡrˈafiko͡ʊ
Little	lˈittle
úplatok	ˈuːplatok
amatérskej	ˈamatˌeːrskej
Kúpeľov	kˈuːpeʎow
blahoslaveného	blˈahoslˌavenˌeːho
produktovom	prˈoduktˌovom
ľutoval	ʎˈutoval
vtelenia	ftʲˈeleɲia
intelektuál	ˈintelˌektuaːl
konkrétnu	kˈoŋkreːtnu
stanom	stˈanom
Mara	mˈara
nosnosti	nˈosnostʲi
zvieratkám	zviˈeratkaːm
povinnému	pˈovinnˌeːmu
ozaj	ˈozaj
molekule	mˈolekˌule
pomôžete	pˈomuˌoʒetʲe
nepriaznivom	ɲˈepriˌazɲivom
manželmi	mˈanʒelmi
Čechom	t͡ʃˈexom
vnímali	vɲˈiːmali
zachráni	zˈaxraːɲi
termínované	tˈermiːnˌovaneː
vzbudila	vzbˈudʲila
ovplyvňujúcich	ˈowplivɲˌujuːt͡six
Johnson	jˈohnson
zaskočila	zˈaskot͡ʃˌila
obrat	ˈobrat
SLP	ˈesˌelpˌeː
Akvinský	ˈakvinskiː
vysvetľovať	vˈisvetʎˌovatʲ
skontroloval	skˈontrolˌoval
Emma	ˈemma
naložili	nˈaloʒˌili
podmienkami	pˈodmiˌeŋkami
zadávateľov	zˈadaːvˌatʲeʎow
Sociálni	sˈot͡siˌaːlni
úsmevom	ˈuːsmevom
absolventov	ˈapsolvˌentow
remizoval	rˈemizˌoval
vrhajú	vˈr̩hajuː
Kotlebovi	kˈotlebˌovi
pruhu	prˈuhu
nasávania	nˈasaːvˌaɲia
chalupy	xˈalupi
šoféri	ʃˈofeːri
chrbtica	xˈr̩ptʲit͡sa
objavmi	ˈobjawmi
klávesnicu	klˈaːvesɲˌit͡su
zostaví	zˈostaviː
najchudobnejších	nˈajxudˌobɲejʃiːx
hodnovernosti	hˈodnovˌernostʲi
Novinka	nˈoviŋka
Vložíme	vlˈoʒiːme
tie¾	tiˈetrˈiʃtvˈr̩tʲini
Synovi	sˈinovi
dejinami	dʲˈejinˌami
Hrnček	hˈr̩nt͡ʃek
plasticky	plˈastit͡ski
dlhoch	dˈl̩hox
hranicami	hrˈaɲit͡sˌami
pokial	pˈokial
kúpeľmi	kˈuːpeʎmi
akýmkoľvek	ˈakiːmkˌoʎvek
eliminovat	ˈelimˌinovat
výraznými	vˈiːraznˌiːmi
solárna	sˈolaːrna
žilinský	ʒˈilinskiː
hliníkovými	hlˈiɲiːkˌoviːmi
prežití	prˈeʒitʲiː
sterilný	stˈerilniː
navrhovaný	nˈavr̩hˌovaniː
polovičkou	pˈolovˌit͡ʃko͡ʊ
zápasí	zˈaːpasiː
prejdú	prˈejduː
vytvorte	vˈitvortʲe
škandálov	ʃkˈandaːlow
Vladimírovi	vlˈadʲimˌiːrovi
výkresu	vˈiːkresu
Tattini	tˈattʲiɲi
štvrťrok	ʃtvˈr̩tʲrok
užila	ˈuʒila
profesijný	prˈofesˌijniː
Pochváliť	pˈoxvaːlitʲ
plynových	plˈinoviːx
klipov	klˈipow
tisícov	tʲˈisiːt͡sow
predstavovalo	prˈetstavˌovalo
skamarátili	skˈamarˌaːtʲili
volí	vˈoliː
posolstva	pˈosolstva
poľovníckom	pˈoʎovɲˌiːt͡skom
uskutočnené	ˈuskutˌot͡ʃɲeneː
Mladej	mlˈadej
výdatnom	vˈiːdatnom
medziročný	mˈed͡ʑirˌot͡ʃniː
propagande	prˈopaɡˌandʲe
konkurenčnom	kˈoŋkurˌent͡ʃnom
Rusov	rˈusow
zosilňovačom	zˈosilɲˌovat͡ʃom
hostinu	hˈostʲinu
používaním	pˈo͡ʊʒiːvˌaɲiːm
požiada	pˈoʒiˌada
POPIS	pˈopis
Príslušník	prˈiːsluʃɲiːk
Komisie	kˈomisie
promo	prˈomo
vtipu	ftʲˈipu
zlou	zlˈo͡ʊ
štvrtiach	ʃtvˈr̩tʲiax
zneškodnenie	zɲˈeʃkodɲˌeɲie
nasadenia	nˈasadˌeɲia
umelou	ˈumelo͡ʊ
prechádzkou	prˈexaːt͡sko͡ʊ
tragédie	trˈaɡeːdʲie
stanov	stˈanow
Krátke	krˈaːtke
Plastic	plˈastit͡s
zaregistrované	zˈareɡˌistrovˌaneː
skleníkový	sklˈeɲiːkˌoviː
kovy	kˈovi
Vyriešte	vˈiriˌeʃtʲe
bezpečnostný	bˈespet͡ʃnˌostniː
hlásali	hlˈaːsali
Jedálny	jˈedaːlni
naznačila	nˈaznat͡ʃˌila
pestovateľské	pˈestovˌatʲeʎskeː
vzťahmi	fstʲˈahmi
Sokratovho	sˈokratˌowho
prihrávok	prˈihraːvok
vyťahujú	vˈitʲahˌujuː
zľave	zʎˈave
Rybníček	rˈibɲiːt͡ʃek
oznámiť	ˈoznaːmitʲ
zadky	zˈatki
pyšní	pˈiʃɲiː
Riešiť	riˈeʃitʲ
pálením	pˈaːleɲiːm
nijak	ɲˈijak
súťažný	sˈuːtʲaʒniː
rozsiahlymi	rˈossiˌahlimi
bicykla	bˈit͡sikla
prirýchlo	prˈiriːxlo
lovec	lˈovet͡s
HK	hˈaːkˌaː
povzbudenie	pˈowzbudʲˌeɲie
spomínanie	spˈomiːnˌaɲie
Rozboril	rˈozboril
černíc	t͡ʃˈerɲiːt͡s
druhy	drˈuhi
Lahodné	lˈahodneː
kofeínu	kˈofeˌiːnu
volicov	vˈolit͡sow
zobrazeného	zˈobrazˌeneːho
Reklamovaný	rˈeklamˌovaniː
dostaviť	dˈostavitʲ
linkou	lˈiŋko͡ʊ
podlahový	pˈodlahˌoviː
centimetroch	t͡sˈentimˌetrox
multi	mˈulti
miláčikovChartitatívne	mˈilaːt͡ʃˌikowxˈartʲitˌatiːvɲe
anestézii	ˈaɲestˌeːzii
mýtoch	mˈiːtox
formy	fˈormi
záväzkom	zˈaːveskom
zabrali	zˈabrali
informaciu	ˈinformˌat͡siu
Pasante	pˈasantʲe
radosťou	rˈadostʲo͡ʊ
Dubníku	dˈubɲiːku
športiak	ʃpˈortʲiak
zarobíte	zˈarobˌiːtʲe
Komárnu	kˈomaːrnu
Hôrka	hˈuorka
povestná	pˈovestnaː
zaostali	zˈaostˌali
trojlôžková	trˈojluˌoʃkovaː
pozvanými	pˈozvanˌiːmi
dievca	dʲiˈewt͡sa
neobjavuje	ɲˈeobjˌavuje
Platobná	plˈatobnaː
rodové	rˈodoveː
palivom	pˈalivom
jubilantom	jˈubilˌantom
realizačného	rˈealˌizat͡ʃnˌeːho
skutočnú	skˈutot͡ʃnuː
fermacell	fˈermat͡sˌell̩
kúpu	kˈuːpu
Baťa	bˈatʲa
ŠHK	ˈeʃhˌaːkˌaː
kandidatúre	kˈandʲidˌatuːre
svätcov	svˈett͡sow
Kuchynské	kˈuxinskeː
vynášajú	vˈinaːʃˌajuː
El	ˈel
kastrácia	kˈastraːt͡sia
prepravovať	prˈepravˌovatʲ
vzhµad	vzhˈaːmˈiːadˈeː
Svoj	svˈoj
Escape	ˈest͡sape
samovražedných	sˈamovrˌaʒedniːx
alternatív	ˈalternˌatiːw
manželovej	mˈanʒelˌovej
základ	zˈaːklat
Celkovú	t͡sˈelkovuː
predstavoval	prˈetstavˌoval
Wilhelm	vˈilhelm
debaty	dʲˈebati
byvam	bˈivam
apoštola	ˈapoʃtˌola
stenu	stʲˈenu
rôčik	rˈuot͡ʃik
Daniel	dˈaɲiel
bytom	bˈitom
príležitostné	prˈiːleʒˌitostneː
dušiam	dˈuʃiam
taktie¾	tˈaktietrˈiʃtvˈr̩tʲini
Kaukaz	kˈaukas
akumulačné	ˈakumˌulat͡ʃneː
Otvorte	ˈotvortʲe
silnou	sˈilno͡ʊ
Emeráma	ˈemerˌaːma
ProCare	prˈot͡sˈare
nastrúhame	nˈastruːhˌame
ochranaOpíšte	ˈoxranaˈopiːʃtʲe
Spartaka	spˈartaka
protišmykovou	prˈotʲiʃmˌikovo͡ʊ
Ševčík	ʃˈewt͡ʃiːk
Izraelu	ˈizraˌelu
zdanlivej	zdˈanlivej
uvarenej	ˈuvarˌeɲej
pocitov	pˈot͡sitow
krstyKlubové	kˈr̩stiklˈuboveː
prezeral	prˈezeral
potrebny	pˈotrebni
adaptačné	ˈadaptˌat͡ʃneː
nosnú	nˈosnuː
Avery	ˈaveri
Borovica	bˈorovˌit͡sa
prelet	prˈelet
Zázrivej	zˈaːzrivej
zaspávanie	zˈaspaːvˌaɲie
uživateľov	ˈuʒivˌatʲeʎow
súboji	sˈuːboji
inovatívnu	ˈinovˌatiːvnu
Jordánsku	jˈordaːnsku
tyzdne	tˈizdɲe
osvetlením	ˈosvetlˌeɲiːm
utok	ˈutok
Téryho	tˈeːriho
nefungujú	ɲˈefuŋɡˌujuː
monarchia	mˈonarxia
Stávalo	stˈaːvalo
Kos	kˈos
islamom	ˈislamom
Cristiano	t͡srˈistʲiˌano
mainstream	mˈainstrˌeam
teplých	tʲˈepliːx
neveľké	ɲˈeveʎkeː
òu	ˈo͡ʊ
veranda	vˈeranda
kvapalného	kvˈapalnˌeːho
chodíme	xˈodʲiːme
Petrovi	pˈetrovi
okrúhlych	ˈokruːhlix
zamierili	zˈamiˌerili
partneri	pˈartneri
rana	rˈana
BR	bˈr̩
prezentačné	prˈezentˌat͡ʃneː
Pracujeme	prˈat͡sujˌeme
sochárske	sˈoxaːrske
Pracujte	prˈat͡sujtʲe
činnostíObchodná	t͡ʃˈinnostʲiːˈopxodnaː
členiek	t͡ʃlˈeɲiek
spoločnosti	spˈolot͡ʃnˌostʲi
masážnom	mˈasaːʒnom
Federera	fˈederˌera
ponad	pˈonat
poli	pˈoli
prichádzali	prˈixaːd͡ʑˌali
nádrží	nˈaːdr̩ʒiː
Triatlon	triˈatlon
Hrnko	hˈr̩ŋko
Blanco	blˈant͡so
Vasej	vˈasej
rozprávaním	rˈospraːvˌaɲiːm
ucelenej	ˈut͡selˌeɲej
Vozár	vˈozaːr
originálnu	ˈoriɡˌinaːlnu
priesmyku	priˈesmiku
pozície	pˈoziːt͡sie
žalobcu	ʒˈalopt͡su
rešpektu	rˈeʃpektu
Hollého	hˈolleːho
blizko	blˈisko
Pohoda	pˈohoda
severovýchodne	sˈeverˌoviːxˌodɲe
priateľka	priˈatʲeʎka
Peračník	pˈerat͡ʃɲiːk
liečia	liˈet͡ʃia
záujmov	zˈaːujmow
Mohla	mˈohla
živila	ʒˈivila
froté	frˈoteː
vyplnenie	vˈipl̩ɲˌeɲie
pribudla	prˈibudla
