millorat	miʎuɾat
agnès	əɡnɛs
aprimada	apɾimada
commemoració	kumməmuɾəsio
acusat	əkuzat
ocultats	okultats
llaguna	ʎəɡunə
involucrat	imvolukɾat
justificat	ʒustifikat
sumari	sumaɾi
valer	vələ
afartats	əfərtats
fluvial	flubial
vitamina	vitamina
esmenada	ezmenada
terroritzada	təroɾid͡zadə
salvat	səlbat
ravals	rəbals
cubicar	kubikaɾ
oligúria	oliɡuɾia
comandes	kumandəs
atrotinat	atɾotinat
rejovenides	rəʒubənidəs
inspeccionar	inspəksiuna
reflector	rəfləkto
sofertes	sofɛɾtes
peülla	peuʎa
perforat	peɾfoɾat
quadruplicats	kwadɾuplikats
afegides	afed͡ʒides
fondre	fondɾe
bobinat	bubinat
patentar	pətənta
contades	kuntadəs
arsenal	ərsənal
muntanyosa	muntaɲoza
donació	dunəsio
extravagància	ekstɾavaɡansia
concorregut	kuŋkurəɡut
coreanes	koɾeanəs
europi	əwɾɔpi
espasme	əspazmə
honrats	unrats
carnudes	kəɾnudəs
majestuós	mad͡ʒestuos
cuba	kuba
irrogaria	iruɡəɾiə
gallina	ɡaʎina
nul·les	nulles
determinaria	dətəɾminəɾiə
escopidora	əskupidoɾə
rectangular	rəktəŋɡula
entrevistats	əntɾəvistats
bones	bɔnes
cometa	kumɛtə
descontentarem	dəskuntəntəɾɛm
udmúrtia	udmurtiə
esquilats	eskilats
bres	bɾəs
abonats	əbunats
italianes	italianes
pistola	pistɔlə
coagular	koəɡula
tombada	tombadə
netejats	nətəʒats
edificats	edifikats
pirotècnica	piɾutɛɡnikə
nodrides	nodɾides
fosfè	fosfə
anirà	aniɾa
llogada	ʎuɡadə
magisteri	məʒistɛɾi
uniformats	unifurmats
conca	kɔŋka
disfressada	disfɾəsadə
consell	konseʎ
imposada	impuzadə
transmès	tɾanzmes
alfil	alfil
mocassí	mokəsi
predicats	pɾedikats
trivialitzat	tɾiviəlid͡zat
home	ɔmə
aromàtics	əɾumatiks
implantar	implantaɾ
presumpció	pɾezumsio
dormides	doɾmides
blancor	blaŋkoɾ
deposada	dəpuzadə
fusionada	fuziunadə
compulsió	kumpulsio
competitiu	kumpətitiw
rival	rival
rebutjades	rəbud͡ʒadəs
substituïdes	supstituides
immunitzada	immunizada
aviaria	əviəɾiə
madrastra	madɾastɾa
desaparèixer	dəzəpəɾəʃə
turca	tuɾka
nacionalisme	nəsiunəlizmə
buina	bujnə
pèssim	pɛsim
pedalar	pədəla
constituïdes	konstituides
macròfag	makɾɔfak
xinesos	ʃinɛzus
mencionis	mənsiɔnis
quintar	kintaɾ
lateralitzar	lateɾalizaɾ
esperat	espeɾat
rejovenir	rəʒubəni
destorbades	dəsturbadəs
meravellades	məɾəbəʎadəs
obrer	obɾeɾ
desgranat	dəzɡɾənat
reclutats	reklutats
tètanus	tɛtənus
fam	fam
quiròfans	kiɾɔfans
teixidor	təʃido
verbalitzada	veɾbalizada
suggerides	sud͡ʒəɾidəs
aconsellables	əkonsəʎabləs
endossar	endosaɾ
sortits	suɾtits
caldejat	kalded͡ʒat
rocós	rukos
serrà	sera
somàtiques	sumatikəs
calgudes	kalɡudes
distingida	distiɲʒidə
estesos	əstəzos
destrossades	dəstɾosadəs
tendenciós	təndənsios
bruscos	bɾuskus
titllada	tilladə
orelludes	uɾəʎudəs
ingràvid	iŋɡɾabit
apaivagats	apajvaɡats
dignitat	diɡnitat
pinya	piɲə
quitades	kitadəs
rovell	rubɛʎ
interpreti	intərpɾɛti
estropiar	estɾopiaɾ
eludit	eludit
proveïdors	pɾubəidos
sales	sales
ampa	ampa
bicameral	bikəməɾal
travessar	tɾəvəsa
repercutir	rəpərkuti
portable	poɾtablə
real	real
potabilitzar	potəbilid͡za
cronòleg	kɾonɔlek
encomanades	eŋkomanades
foradats	foɾadats
expressivitat	ekspɾesivitat
contraplacar	kontɾəpləka
desmarcades	dəzmərkadəs
rovellats	roveʎats
apòcrif	apɔkɾif
plaguts	pləɡuts
frustrar	fɾustɾa
manllevat	məɲʎəvat
disseques	disekes
restitució	rəstitusio
descarrilada	deskarilada
disposades	dispuzadəs
juntes	ʒuntəs
anèmic	anɛmik
animalitzes	əniməlid͡zəs
senglar	səŋɡla
guanyat	ɡwaɲat
abordar	əburda
periquitos	peɾikitos
congregació	koŋɡɾəɡəsio
productors	pɾoduktoɾs
jaquit	ʒəkit
assaltar	əsəlta
predominades	pɾedominades
bessones	besones
rosegó	ruzəɡo
promocionades	pɾomosionades
etapa	etapa
sobrepassada	sobɾepasada
crisantem	kɾizəntɛm
sovintejar	sovinted͡ʒaɾ
porqueria	poɾkeɾia
navegada	naveɡada
quixotesc	kiʃutɛsk
toquem	tokɛm
unilateralitat	unilateɾalitat
fúngics	fuɲd͡ʒiks
gasós	ɡazos
esglaonats	əzɡləunats
pasteuritzats	pastewɾizats
emportades	əmpurtadəs
galleda	ɡəʎɛdə
anestèsic	ənəstɛzik
fúngics	fuɲʒiks
torturar	toɾtuɾa
arquitecta	aɾkitekta
gatzares	ɡad͡zaɾes
accident	əksiden
millorat	miʎoɾat
arqueòleg	aɾkeɔlek
aborígens	aboɾid͡ʒens
senilitat	senilitat
progressada	pɾoɡɾesada
psicoanàlisi	psikoanalizi
extramatrimonial	əkstɾəmətɾimunial
assegurança	aseɡuɾansa
posseït	pusəit
inexacte	inəɡzaktə
viscudes	viskudəs
suposada	supozada
anunciat	anunsiat
verbal	bərbal
enrossida	ənrusidə
dominicà	dominika
altercat	əltərkat
emparar	empaɾaɾ
gastrotomia	ɡastɾotomia
matacà	mətəka
sostingut	sustiŋɡut
vertebrades	vəɾtəbɾadəs
testimoni	təstimɔni
dirigent	diɾiʒen
aclamares	aklamaɾes
extravagant	əkstɾəbəɡan
badallat	badaʎat
competides	kompetides
cronologia	kɾonoluʒiə
nogut	noɡut
telegràfic	teleɡɾafik
comunicar	komunikaɾ
moltes	mɔltes
afegit	afed͡ʒit
rebotre	rəbotɾə
parlant	pərlan
esquiades	əskiadəs
alumínics	aluminiks
somiar	somiaɾ
comeses	komezes
escandaloses	eskandalozes
inhalar	inəla
grandalla	ɡɾəndaʎə
nanes	nanəs
redactada	redaktada
preciso	pɾəsizu
fiascos	fiaskos
turbina	tuɾbina
bombejades	bombəʒadəs
colorímetre	koloɾimetɾe
omòplat	omɔplat
sacrificares	səkɾifikaɾəs
terroritzat	teroɾizat
tronc	tɾoŋ
dividides	dividides
ofegàveu	ofeɡavew
sortits	soɾtits
hagi	aʒi
homenatjats	omənəd͡ʒats
solucionats	solusionats
hematúria	ematuɾia
intuïtiu	intuitiw
vociferada	busifəɾadə
aviada	əbiadə
flac	flak
exclusiu	ekskluziw
torta	tɔrtə
victòria	viktɔɾia
ferrats	fərats
trapezi	tɾəpɛzi
periòdic	peɾiɔdik
abrandades	əbɾəndadəs
anotades	ənotadəs
ciment	simen
acostava	əkostavə
altruisme	əltɾuizmə
sobreeixir	sobɾəəʃi
dormir	doɾmiɾ
rebutjats	rebud͡ʒats
contribuïdes	kuntɾibuidəs
desaprovades	dəzəpɾubadəs
contribuït	kuntɾibuit
evident	əvident
turíngia	tuɾiɲd͡ʒia
alenades	ələnadəs
cosmòleg	kozmɔlek
acarnissades	əkəɾnisadəs
congregades	kuŋɡɾəɡadəs
pelicà	pelika
carxofa	kaɾt͡ʃɔfa
lliurament	ʎiwɾament
escultura	eskultuɾa
andorrana	andorana
lluna	ʎuna
registraren	red͡ʒistɾaɾen
embotit	embotit
seguici	səɡisi
parcial	pəɾsial
triomfador	tɾiomfədo
doblatge	dublad͡ʒə
hematúriques	ematuɾikes
cohort	koɔɾt
ampliar	əmplia
mortifico	moɾtifiko
pakistan	pəkistan
pita	pitə
explorar	əkspluɾa
creta	kɾətə
conto	konto
ensopegat	ənsopəɡat
goma	ɡomə
meua	mewə
brama	bɾama
cuirassat	kujɾəsat
independitzades	indəpəndid͡zadəs
voto	botu
saturn	satuɾn
exportades	əkspurtadəs
degotar	dəɡuta
ontàrio	ontaɾio
abreviats	abɾeviats
topades	topadəs
dantesc	dəntesk
constatats	konstətats
ampliacions	əmpliəsions
tràquea	tɾakeə
agradats	aɡɾadats
econòmic	əkunɔmik
batec	batek
pastisseria	pastiseɾia
euclidians	əwklidians
destrossat	dəstɾusat
invertides	imveɾtides
vehicular	vəikula
automàtic	awtomatik
abastí	əbəsti
sàlvia	salvia
blancaneus	bləŋkənews
aquós	akwos
causaria	kawzaɾia
sobresortides	sobɾəsuɾtidəs
desorganitzar	dəzurɡənid͡za
malvenuts	məlbənuts
conjunt	kuɲʒun
quirúrgics	kiɾuɾʒiks
tailàndia	tajlandia
bacterièmia	bəktəɾiəmiə
estèpica	əstɛpikə
racionalitat	rəsionəlitat
verificada	bəɾifikadə
sal	sal
grècia	ɡɾəsiə
exculpats	əkskulpats
supins	supins
atròfia	ətɾɔfiə
inoblidable	inoblidablə
explicatius	əksplikətiws
gerro	ʒɛro
fui	fuj
parlant	pəɾlant
suplicar	suplika
analític	ənəlitik
perforades	pəɾfoɾadəs
internacionalitzats	intərnəsiunəlid͡zats
espantar	espantaɾ
relaxar	rələksa
cunyada	kuɲadə
alarmada	ələɾmadə
dedicades	dedikades
llapis	ʎapis
gras	ɡɾas
conflagració	kumfləɡɾəsio
enllestir	əɲʎəsti
enfondre	emfondɾe
completats	kompletats
albà	əlba
supermercat	supəɾməɾkat
profanar	pɾofəna
destrucció	destɾuksio
orgue	ɔrɡə
troia	tɾɔjə
cariada	kaɾiada
bellesa	bəʎəzə
enraonades	enraonades
ocupats	okupats
immigrades	immiɡɾadəs
cumpleanys	kumpleaɲʃ
apresos	əpɾəzos
collonuda	kuʎunudə
brandejada	bɾanded͡ʒada
aguaitades	əɡwəjtadəs
tastades	təstadəs
alienats	əliənats
amarat	əməɾat
assignats	əsiɡnats
privació	pɾivəsio
nevada	nəbadə
tafaner	tafaneɾ
dimitir	dimiti
aclamo	əklamu
diu	diw
recomençades	rəkumənsadəs
vicenç	visɛns
posposades	puspuzadəs
peregrinades	pəɾəɡɾinadəs
inconstant	iŋkunstan
concreció	koŋkɾəsio
murri	muri
influïdes	imfluides
plasmar	plazmaɾ
carrerany	kərəɾaɲ
esperança	əspəɾansə
piemontès	piemontes
estereofònic	əstəɾəufɔnik
confirmes	komfiɾmes
enutjada	ənud͡ʒadə
aromada	əɾumadə
rememorades	rememoɾades
ingúixia	iŋɡujʃia
gravetat	ɡɾavetat
xenó	ksəno
provocar	pɾubuka
apaivagats	əpəjvəɡats
persignat	pərsiɡnat
tribulades	tɾibuladəs
orientat	oɾientat
banquet	bəŋkɛt
urbanitzada	uɾbanizada
llaç	ʎas
zona	zonə
desestabilitzats	dəzəstəbilid͡zats
assolides	asolides
llicenciada	ʎisensiada
enginyer	əɲʒiɲe
personal	pəɾsonal
anèmics	anɛmiks
adorem	əduɾɛm
associacions	asosiasions
ratolí	rətuli
abastava	abastava
besades	bəzadəs
tòrcer	tɔɾsə
xofer	ʃofe
carnós	kəɾnos
ventilades	vəntiladəs
espanyol	espaɲɔl
ejaculada	ed͡ʒakulada
pudida	pudida
coreanes	kuɾeanəs
manlleu	maɲʎew
punyent	puɲen
rebolcat	rəbulkat
protegí	pɾotəʒi
constades	konstades
romaní	roməni
descartat	dəskəɾtat
suma	suma
trillant	tɾiʎant
enfonsats	əmfonzats
subhastar	supastaɾ
oblidoses	oblidozes
tram	tɾam
prosseguida	pɾosəɡidə
cavalls	kəvaʎs
aportació	əpurtəsio
xopades	ʃopadəs
improvisar	impɾovizaɾ
reservades	rəzərbadəs
imprudent	impɾuden
escombrat	eskombɾat
estovalles	əstovaʎəs
cargolada	kəɾɡoladə
hospitalitat	uspitəlitat
captivat	kaptivat
reclamades	rəkləmadəs
allunyant	əʎuɲan
esgarrar	ezɡaraɾ
esnifats	əznifats
ratificar	ratifikaɾ
amenitats	əmənitats
apercebent	apeɾsebent
caracteritzades	kaɾakteɾizades
santificades	səntifikadəs
vibres	vibɾes
angoixada	aŋɡojʃada
congelada	koɲʒəladə
anivellades	ənibəʎadəs
acomiadar	əkomiəda
bobinada	bubinadə
comandava	koməndavə
galtudes	ɡəltudəs
previstes	pɾevistes
tustada	tustada
dàlmata	dalmətə
constitutiu	konstitutiw
malmesa	məlməzə
alienada	əliənadə
confiar	komfia
dialectal	diələktal
anheli	ənɛli
exacta	əɡzaktə
filats	filats
hongria	oŋɡɾia
registrada	red͡ʒistɾada
assamès	əsəmɛs
estructurat	əstɾuktuɾat
buscares	buskaɾes
abaltit	abaltit
encarregats	əŋkərəɡats
immoralitat	immuɾəlitat
fava	favə
cobris	kɔbɾis
aragó	aɾaɡo
fina	finə
investides	imvəstidəs
forçats	fursats
triomfats	tɾiomfats
facilitat	fasilitat
pràctic	pɾaktik
sigudes	siɡudəs
estiuejada	estiwed͡ʒada
acostumat	əkustumat
mentè	məntɛ
desgranades	dəzɡɾənadəs
alliberant	əʎibəɾant
comarca	kumarkə
refredades	rəfɾədadəs
retiro	rətiɾo
adobats	adobats
fèmur	fɛmur
adoro	adoɾo
dialogades	diəluɡadəs
abastada	abastada
plegat	pleɡat
sitja	sid͡ʒə
aneguet	ənəɡɛt
ornamentades	urnəməntadəs
assolant	əsolant
vibració	bibɾəsio
immunitzades	immunid͡zadəs
sobtar	soptaɾ
venerades	bənəɾadəs
beneficià	bənəfisia
invitades	imbitadəs
somriure	somɾiwɾe
brindava	bɾindabə
ofegàrem	ofəɡaɾəm
desembocats	dəzəmbokats
estalviades	estalviades
obligació	obliɡasio
comprometia	kumpɾumətiə
adoctrinat	adoktɾinat
olorats	uluɾats
assaltat	asaltat
contravingudes	kuntɾəbiŋɡudəs
metall	metaʎ
destil·lades	destillades
verificada	veɾifikada
marcares	maɾkaɾes
activista	əktibistə
plàtan	platan
beata	beata
situo	situo
previngut	pɾeviŋɡut
ingressats	iŋɡɾesats
isolat	izolat
sexar	seksaɾ
aviares	aviaɾes
brandejar	bɾanded͡ʒaɾ
aprovades	apɾovades
forçaria	fursəɾiə
blindar	blinda
regits	red͡ʒits
tortosina	toɾtozina
vigilats	vid͡ʒilats
circulàrem	sirkulaɾəm
refrescades	refɾeskades
ventila	ventila
distingits	distiɲd͡ʒits
esmolada	əzmuladə
collida	kuʎidə
tapades	tapades
catàleg	kətalək
anglicitzant	əŋɡlisid͡zan
infeccionar	imfəksiona
semblades	semblades
criquet	kɾiket
gual	ɡwal
guarits	ɡwəɾits
esperpèntiques	espeɾpɛntikes
actuarem	əktuəɾəm
erotismes	əɾutizməs
nombrosa	nombɾozə
fraternitzades	fɾateɾnizades
musicòloga	muzikɔluɡə
marítim	məɾitim
rendit	rəndit
simpatitzades	simpətid͡zadəs
darwinisme	daɾwinizme
bocamolles	bokamɔʎes
venjada	vəɲʒadə
regats	rəɡats
corprenedor	kɔɾpɾənədo
preparem	pɾəpəɾɛm
suma	sumə
portaveu	pɔrtəbɛw
plovisquejar	plubiskəʒa
exportarem	ekspoɾtaɾem
oració	uɾəsio
incomodat	iŋkomodat
interaccionats	inteɾaksionats
tardat	taɾdat
comprometre	kompɾomətɾə
manipuladores	mənipulədoɾəs
nomenat	numənat
correcció	korəksio
exiliar	əɡzilia
importància	impurtansiə
mencionàrem	mənsionaɾəm
envaïdes	əmbəidəs
subratllades	subɾəʎʎadəs
rematada	rematada
combatudes	kombətudəs
anàlisi	ənalizi
abonyegar	əboɲəɡa
grues	ɡɾuəs
quinzè	kinzɛ
indicada	indikada
caçar	kəsa
pecada	pekada
tori	tɔɾi
escopidor	əskupido
tibar	tibaɾ
minimitzats	minimizats
plantada	pləntadə
evitades	əvitadəs
pava	pava
ocórrer	okorə
vibres	bibɾəs
intercessió	intərsəsio
pietat	piətat
escata	əskatə
descendit	dəsəndit
conceptual	konsəptual
dirigires	diɾiʒiɾəs
obscur	opskuɾ
inhumà	inuma
consolidat	konsolidat
comercialització	kumərsiəlid͡zəsio
penalitzar	pənəlid͡za
rebotat	rebotat
programats	pɾoɡɾəmats
monologada	monoloɡada
espatlles	espalles
vinguda	viŋɡudə
abordares	əboɾdaɾəs
pera	pəɾə
bresca	bɾəskə
reconquerit	rəkoŋkəɾit
permís	peɾmis
cartutx	kaɾtut͡ʃ
pantaló	pantalo
subhastats	supastats
receptor	rəsəpto
carèlia	kəɾəliə
portugal	purtuɡal
metal·lúrgia	mətəlluɾʒiə
troià	tɾuja
ferrer	fereɾ
distintiva	distintivə
enzim	ənzim
citada	sitada
bocamoll	bukəmɔʎ
conservador	kunsərbədo
cansades	kənsadəs
demolits	dəmulits
piulada	piwladə
enraonats	ənrəunats
emprenyats	empɾeɲats
sagnats	səɡnats
rèptil	rɛptil
suportar	supoɾta
vòmit	vɔmit
restaurar	rəstəwɾa
encreuat	əŋkɾəwat
maltractat	maltɾaktat
proclamat	pɾoklamat
coreografiades	koɾeoɡɾafiades
esmussats	əzmusats
prevaricar	pɾevaɾikaɾ
significo	siɡnifiko
votarem	votəɾəm
acumulacions	əkumuləsions
calcificats	kəlsifikats
perfecte	peɾfɛkte
cornada	koɾnadə
minvades	mimbadəs
llibertat	ʎibərtat
geologia	ʒəoluʒiə
actues	aktues
covades	kovades
dominat	duminat
plató	plato
euclidiana	əwklidianə
hipocorístic	ipokoɾistik
farsa	farsə
matrícula	matɾikula
excavada	əkskəvadə
carbó	kəɾbo
vençuts	vənsuts
incolors	iŋkolos
ensordir	ənsuɾdi
radó	rədo
qüestionada	kwestionada
esvoranc	ezvoɾaŋk
estimats	estimats
poligonal	puliɡunal
universal	univeɾsal
analitzats	analizats
primera	pɾimeɾə
qatarià	kataɾia
apalatxes	apalat͡ʃes
alabança	alabansa
lletuga	ʎetuɡa
supervisar	supəɾviza
plau	plaw
ofegarem	ufəɡəɾɛm
buscar	buskaɾ
fumigares	fumiɡaɾes
transmigrats	tɾanzmiɡɾats
brutalitats	bɾutəlitats
incomestible	iŋkomestible
tardades	tərdadəs
indignada	indiɡnadə
benvolguda	bəmbulɡudə
continental	kontinental
especificades	əspəsifikadəs
medalla	mədaʎə
espinós	espinos
agafada	əɡəfadə
erèctil	əɾɛktil
objectivitat	obʒəktivitat
quòniam	kwɔniəm
astròloga	astɾɔloɡa
restoble	rəstoblə
atribució	ətɾibusio
restar	restaɾ
majoritari	məʒuɾitaɾi
fraternitzades	fɾətəɾnid͡zadəs
anormalitat	ənurməlitat
articulada	ərtikuladə
violí	biuli
banquet	bəŋkət
assolit	əsulit
capitulada	kəpituladə
nebodastre	nebodastɾe
bàscula	baskulə
auscultades	əwskultadəs
espatllats	əspəʎats
legislats	led͡ʒizlats
estropia	əstɾupiə
federal	fedeɾal
estany	əstaɲ
italians	italians
contaminants	kuntəminans
coratjoses	koɾəd͡ʒozəs
esquivada	əskibadə
traces	tɾasəs
complicares	komplikaɾəs
afirmàrem	afiɾmaɾem
manipula	mənipulə
iraniana	iɾənianə
recerca	rəsɛɾkə
altruisme	altɾuizme
gralla	ɡɾaʎa
mètode	mətodə
repetits	repetits
blancaneus	blaŋkanews
bahrain	bəɾajn
atabalar	ətəbəla
estant	estant
verinós	bəɾinos
fabulós	fabulos
v	be
titules	tituləs
penjades	peɲd͡ʒades
contravenir	kontɾəvəni
emasculada	emaskulada
apostatats	apostatats
ennuvolats	ənnuvolats
paratge	pəɾad͡ʒə
italianitzats	italianizats
copejares	kopəʒaɾəs
entretenir	əntɾətəni
turó	tuɾo
saquejat	səkəʒat
escon	eskon
encarnades	əŋkəɾnadəs
fecundar	fekundaɾ
literari	litəɾaɾi
raïa	rəiə
actor	əkto
prestigi	pɾəstiʒi
abrandava	abɾandava
acollides	əkuʎidəs
acceptat	akseptat
evolucionis	evolusiɔnis
assolellar	əsuləʎa
ivori	ivɔɾi
guarit	ɡwaɾit
amplària	amplaɾia
eixe	ejʃe
contradit	kontɾadit
trona	tɾɔnə
sodomitzar	sodomizaɾ
cicló	siklo
camp	kam
empalar	əmpəla
administrades	ədministɾadəs
xafarotejat	t͡ʃafaɾoted͡ʒat
mencionava	mənsionavə
besneboda	bezneboda
esbandits	ezbandits
naval	nəval
esperar	əspəɾa
frau	fɾaw
constatades	kunstətadəs
xivarri	ʃivari
oportú	opuɾtu
embutxacades	əmbut͡ʃəkadəs
legalitzar	leɡalizaɾ
fera	feɾa
existits	eɡzistits
sona	sɔnə
irrupció	irupsio
promulgades	pɾomulɡadəs
constituent	konstituent
declarats	deklaɾats
hiperventilar	ipərbəntila
desobeïda	dəzobəidə
rentadora	rəntədoɾə
clapada	kləpadə
ballar	baʎaɾ
al·leluia	əlləlujə
subsegüent	supsəɡwent
remeiada	remejada
cultural	kultuɾal
seaborgi	sibɔrɡi
corporis	koɾpɔɾis
embadalits	embadalits
ambientades	ambientades
esperada	əspəɾadə
erra	erə
sanitàries	sanitaɾies
continguts	kontiŋɡuts
setmanari	səmmənaɾi
vulcà	vulka
accedides	aksedides
apel·lar	apellaɾ
ventilada	bəntiladə
estacada	əstəkadə
menys	mɛɲs
comptar	komtaɾ
periòdic	pəɾiɔdik
programat	pɾuɡɾəmat
oxiür	oksiuɾ
examinat	eɡzaminat
argumentats	ərɡuməntats
cèdula	sədulə
productor	pɾodukto
quotidiana	kwutidianə
confucianisme	komfusiənizmə
arreglats	ərəɡlats
fantasiat	fəntəziat
maquillats	məkiʎats
cursats	kursats
alleujades	əʎəwʒadəs
duplicada	duplikada
enterbolit	əntərbulit
regularitat	reɡulaɾitat
reformats	refoɾmats
totalitzades	totalizades
ós	os
diamant	diəmant
cordat	koɾdat
desbrossats	dəzbɾosats
saó	səo
esbombats	əzbumbats
ununsepti	ununsɛpti
cometeres	kometeɾes
ada	adə
república	rəpublikə
humanista	umanista
caiman	kajman
desistides	dəzistidəs
micobacteri	mikobaktɛɾi
honrades	unradəs
facilitats	fasilitats
raguts	rəɡuts
corrompudes	kurumpudəs
momificat	mumifikat
apel·lant	əpəllant
heure	ɛwɾe
pneumotòrax	pnəwmutɔɾəks
basculats	baskulats
presumpció	pɾəzumsio
fertilitzada	fərtilid͡zadə
suavitzar	suəvid͡za
esposa	əspɔzə
abordar	aboɾdaɾ
dramatitzat	dɾəmətid͡zat
escassetat	əskəsətat
peptídic	peptidik
estomacat	əstoməkat
sotmès	summɛs
absolts	əpsɔls
llémena	ʎemena
oscil·lat	usillat
tonatge	tonad͡ʒe
curs	kuɾs
convulsiva	kumbulsibə
transfigurat	tɾansfiɡuɾat
cornut	kuɾnut
admirables	ədmiɾabləs
ferrades	fəradəs
suprimit	supɾimit
unflat	umflat
parada	paɾada
cinta	sintə
insistència	insistɛnsia
saturem	sətuɾɛm
franquisme	fɾaŋkizme
acostat	akostat
natació	natasio
fragata	fɾəɡatə
agençades	əʒənsadəs
quilocaloria	kilokaloɾia
cerimonial	səɾimunial
rejovenit	red͡ʒovenit
ídol	idol
ganyota	ɡəɲɔtə
colorímetres	koluɾimətɾəs
enllestit	əɲʎəstit
esmolats	ezmolats
digitats	did͡ʒitats
mul	mul
creuada	kɾəwadə
jonàs	ʒunas
ossera	useɾə
congelat	koɲd͡ʒelat
establerta	əstəblɛɾtə
positiva	puzitibə
salamanca	sələmaŋkə
constatació	kunstətəsio
alleujar	aʎewd͡ʒaɾ
segregat	səɡɾəɡat
burgeses	buɾʒəzəs
benvingudes	bemviŋɡudes
escurada	əskuɾadə
mesitilè	mezitile
condensat	kondənsat
reprès	repɾes
aerodinàmic	əeɾudinamik
repudiats	rəpudiats
acta	akta
orelluda	uɾəʎudə
agònics	əɡɔniks
escombraries	əskumbɾəɾiəs
petats	petats
distorsionar	distoɾsionaɾ
portador	purtədo
extrets	əkstɾəts
espècie	espɛsie
entrenador	əntɾənədo
barretines	bərətinəs
afirmes	əfiɾməs
favorites	fəvuɾitəs
veler	veleɾ
llibreter	ʎibɾəte
senyalar	səɲəla
trasllat	tɾəzʎat
accidentades	əksidəntadəs
obreampolles	obɾeampoʎes
ossificats	usifikats
vexatori	vəksətɔɾi
abaixant	əbəʃant
desplegat	despleɡat
avisats	əbizats
versatilitat	vəɾsətilitat
florista	fluɾistə
trillada	tɾiʎadə
asturianes	əstuɾianəs
despatxar	dəspət͡ʃa
paladejats	pələdəʒats
rescatat	rəskətat
amarats	əməɾats
colpejada	kolped͡ʒada
exportats	ekspoɾtats
transferit	tɾansfeɾit
dors	dos
argila	aɾd͡ʒila
definides	definides
insistir	insisti
requerides	rekeɾides
desitjada	dəzid͡ʒadə
magnetòmetre	maɡnetɔmetɾe
promocionat	pɾomosionat
acredites	akɾedites
crucificades	kɾusifikadəs
evidenciat	əbidənsiat
birmània	biɾmania
salvà	səlba
rescatar	reskataɾ
etzibats	ed͡zibats
peculiaritats	pəkuliəɾitats
sadollar	səduʎa
irresponsable	irəspunsablə
clandestinitat	klandestinitat
codificat	kudifikat
descontentes	deskontentes
netedat	nətədat
apartament	əpərtəmen
pelades	pelades
sovintejats	sovintəʒats
citòleg	sitɔlek
botswana	botsuana
dogmatitzat	doɡmatizat
tàcita	tasita
tron	tɾɔn
fraternitzats	fɾətərnid͡zats
ascendir	asendiɾ
esqueixats	eskejʃats
determinació	dətərminəsio
enregistrar	ənrəʒistɾa
dentifrici	dentifɾisi
rodatge	rudad͡ʒə
imaginis	imad͡ʒinis
contractual	kuntɾəktual
comprensió	kumpɾənsio
