մռու	məɾu
ստավրոպոլ	əstɑvɾɔbɔl
երեքշաբթի	jɛɾɛkʰʃɑpʰtʰi
կաղկանձել	ɡɑʁɡɑnt͡sʰɛl
երաժշտություն	jɛɾɑʃtutʰʏn
հուսահատեցնող	husɑhɑdɛt͡sʰnɔʁ
ջայլամ	t͡ʃʰɑjlɑm
վրեպ	vəɾɛb
արեւելագետ	ɑɾɛvɛlɑkʰɛd
քուջ	kʰut͡ʃʰ
կափույր	ɡɑpʰujɾ
ատիլիոս	ɑdilijɔs
օրենբուրգ	ɔɾɛnpʰuɾkʰ
կակալա	ɡɑɡɑlɑ
երկայնել	jɛɾɡɑjnɛl
արժեք	ɑɾʒɛkʰ
պոռոտախոս	bɔɾɔdɑχɔs
վարդապետ	vɑɾtʰɑbɛd
ղասաբյան	ʁɑsɑpʰjɑn
ուտիերեն	udijɛɾɛn
այտուց	ɑjdut͡sʰ
անանուխ	ɑnɑnuχ
անհատակ	ɑnhɑdɑɡ
խսհմ	χəsəhəmə
կարատե	ɡɑɾɑdɛ
գրաբար	kʰəɾɑpʰɑɾ
իր	iɾ
օրոցք	ɔɾɔt͡sʰkʰ
պետպատվեր	bɛdbɑdvɛɾ
երվինյան	jɛɾvinjɑn
խուսափել	χusɑpʰɛl
կրակմարիչ	ɡəɾɑɡmɑɾit͡ʃʰ
ճակատագիր	d͡ʒɑɡɑdɑkʰiɾ
պորտ	bɔɾd
ռայպուր	ɾɑjbuɾ
զարար	zɑɾɑɾ
զղջալ	zəχt͡ʃʰɑl
հյուրանոց	hʏɾɑnɔt͡sʰ
արօս	ɑɾɔs
ծալծալ	d͡zɑld͡zɑl
տորդիկ	dɔɾtʰiɡ
մոշենի	mɔʃɛni
առձեռն	ɑɾt͡sʰɛɾən
ջիբրալթար	t͡ʃʰipʰɾɑltʰɑɾ
ծովակով	d͡zɔvɑɡɔv
սարումյան	sɑɾumjɑn
ել	jɛl
նախապես	nɑχɑbɛs
առաջատար	ɑɾɑt͡ʃʰɑdɑɾ
միմներմոս	mimnɛɾmɔs
ձաղտել	t͡sʰɑχtɛl
բացում	pʰɑt͡sʰum
տարսոն	dɑɾsɔn
անվճռականություն	ɑnvəd͡ʒɾɑɡɑnutʰʏn
ներածություն	nɛɾɑd͡zutʰʏn
գիտակարգ	kʰidɑɡɑɾkʰ
բերան	pʰɛɾɑn
ցամաք	t͡sʰɑmɑkʰ
բուխ	pʰuχ
սիրամարգ	siɾɑmɑɾkʰ
ափափա	ɑpʰɑpʰɑ
ժաժիկ	ʒɑʒiɡ
թախանձել	tʰɑχɑnt͡sʰɛl
կոալա	ɡɔɑlɑ
տի	di
տավուշ	dɑvuʃ
արատ	ɑɾɑd
պատմական	bɑdmɑɡɑn
խոտակեր	χɔdɑɡɛɾ
հատում	hɑdum
շուկա	ʃuɡɑ
մեմնոն	mɛmnɔn
պնդակազմ	bəntʰɑɡɑzm
բախյուն	pʰɑχʏn
բացահայտում	pʰɑt͡sʰɑhɑjdum
հնչյունային	hənt͡ʃʰʏnɑjin
աննկուն	ɑnːəɡun
որոջ	vɔɾɔt͡ʃʰ
օջախ	ɔt͡ʃʰɑχ
տոկալ	dɔɡɑl
տիրացու	diɾɑt͡sʰu
սիրտ	siɾd
տեսնել	dɛsnɛl
երբեք	jɛɾpʰɛkʰ
ֆլանդրիա	flɑntʰɾjɑ
ըմպելիք	əmbɛlikʰ
ենթարկելիություն	jɛntʰɑɾɡɛliutʰʏn
առավելություն	ɑɾɑvɛlutʰʏn
մարդագայլ	mɑɾtʰɑkʰɑjl
ստվարաթիվ	əstəvɑɾɑtʰiv
վայրկյան	vɑjɾɡjɑn
ինստիտուտ	instidud
ուսանող	usɑnɔʁ
խալիֆաթ	χɑlifɑtʰ
անկված	ɑŋɡvɑd͡z
հայկյան	hɑjɡjɑn
շնորհել	ʃənɔɾɛl
խոստովանել	χɔstɔvɑnɛl
վերջոտնել	vɛɾt͡ʃʰɔdnɛl
պաշտել	bɑʃtɛl
հարբենալ	hɑɾpʰɛnɑl
գիրքը	kʰiɾkʰə
հանդիսասրահ	hɑntʰisɑsəɾɑh
աստիճան	ɑstid͡ʒɑn
օվկիանիա	ɔvɡijɑnjɑ
վարչապետ	vɑɾt͡ʃʰɑbɛd
հենան	hɛnɑn
կապվել	ɡɑbvɛl
ածել	ɑd͡zɛl
տնտես	dəndɛs
մոտավորապես	mɔdɑvɔɾɑbɛs
քարշ	kʰɑɾʃ
մարտնչել	mɑɾdənt͡ʃʰɛl
բուրաստան	pʰuɾɑstɑn
նկարեն	nəɡɑɾɛn
տպավորվել	dəbɑvɔɾvɛl
տուբերկուլյոզ	dupʰɛɾɡuljɔz
արժույթ	ɑɾʒujtʰ
փաստարկություն	pʰɑstɑɾɡutʰʏn
անհուն	ɑnhun
անզոր	ɑnzɔɾ
պատկերասրահ	bɑdɡɛɾɑsəɾɑh
այլանդակություն	ɑjlɑntʰɑɡutʰʏn
ֆեյք	fɛjkʰ
աթոռ	ɑtʰɔɾ
ռիցա	ɾit͡sʰɑ
վեցերորդ	vɛt͡sʰɛɾɔɾtʰ
հեռու	hɛɾu
կրեատիվ	ɡɾɛɑdiv
խնկել	χəŋɡɛl
դայլայլ	tʰɑjlɑjl
դառնենի	tʰɑɾnɛni
ոհմակ	vɔhmɑɡ
փաթեթ	pʰɑtʰɛtʰ
բորշչ	pʰɔɾʃt͡ʃʰ
հետամուտ	hɛdɑmud
ճաշասեղան	d͡ʒɑʃɑsɛʁɑn
մաստուրբացիա	mɑstuɾpʰɑt͡sʰjɑ
քարտ	kʰɑɾd
պահանջ	bɑhɑnt͡ʃʰ
եբրայեցի	jɛpʰɾɑjɛt͡sʰi
եղեգ	jɛʁɛkʰ
ճաշասրահ	d͡ʒɑʃɑsəɾɑh
ծիծաղել	d͡zid͡zɑʁɛl
սատանա	sɑdɑnɑ
ռախմանինով	ɾɑχmɑninɔv
կառույց	ɡɑɾujt͡sʰ
ստրիպտիզ	əstɾibdiz
պարծանք	bɑɾd͡zɑŋkʰ
բեովտիա	pʰɛɔvdjɑ
ընթերցողուհի	əntʰɛɾt͡sʰɔʁuhi
կճղակ	ɡəd͡ʒʁɑɡ
օգնակոչ	ɔkʰnɑɡɔt͡ʃʰ
րաֆֆի	ɾɑfːi
փեսացու	pʰɛsɑt͡sʰu
վտանգում	vədɑŋkʰum
օյին	ɔjin
տորմ	dɔɾm
խմորիչ	χəmɔɾit͡ʃʰ
թութունջյան	tʰutʰunt͡ʃʰjɑn
անտիոք	ɑndiɔkʰ
աած	ɑɑd͡zə
փաղփ	pʰɑχpʰ
դույն	tʰujn
զարդարանք	zɑɾtʰɑɾɑŋkʰ
ճարահատյալ	d͡ʒɑɾɑhɑdjɑl
անել	ɑnɛl
չվերթ	t͡ʃʰəvɛɾtʰ
ջրամբար	t͡ʃʰəɾɑmpʰɑɾ
բասկերեն	pʰɑskɛɾɛn
պիտի	bidi
աշխարհահայացք	ɑʃχɑɾɑhɑjɑt͡sʰkʰ
վահան	vɑhɑn
ագեվազ	ɑkʰɛvɑz
տաղտկանալ	dɑʁdɡɑnɑl
քարուկիր	kʰɑɾuɡiɾ
մոգ	mɔkʰ
թերթ	tʰɛɾtʰ
եվրահանձնաժողով	jɛvɾɑhɑnt͡sʰnɑʒɔʁɔv
անպատասխանատու	ɑnbɑdɑsχɑnɑdu
ֆիլիպինցի	filibint͡sʰi
բազմապատկել	pʰɑzmɑbɑdɡɛl
կեսգիշեր	ɡɛskʰiʃɛɾ
զառամ	zɑɾɑm
մերօրյա	mɛɾɔɾjɑ
հիմնադրություն	himnɑtʰɾutʰʏn
ածուխ	ɑd͡zuχ
խստոր	χəstɔɾ
մարդաբան	mɑɾtʰɑpʰɑn
մախաչկալա	mɑχɑt͡ʃʰkɑlɑ
ժընեւ	ʒənɛv
հիսուս	hisus
բռինչ	pʰəɾint͡ʃʰ
ոգի	vɔkʰi
քմեր	kʰəmɛɾ
փեշ	pʰɛʃ
հաղարջենի	hɑʁɑɾt͡ʃʰɛni
լիկիա	liɡjɑ
հռոմեական	həɾɔmjɑɡɑn
հոս	hɔs
բրազիլիա	pʰɾɑziljɑ
մգանալ	məkʰɑnɑl
կարստ	ɡɑɾst
հիպնոս	hibnɔs
հիգիենա	hikʰjɛnɑ
տենդ	dɛntʰ
քաշան	kʰɑʃɑn
հավելված	hɑvɛlvɑd͡z
կնունք	ɡənuŋkʰ
դժբախտ	tʰəʒpʰɑχt
կտտացնել	ɡədːɑt͡sʰənɛl
սեփականություն	sɛpʰɑɡɑnutʰʏn
աղքատները	ɑχkʰɑdnɛɾə
հավետ	hɑvɛd
արագիլ	ɑɾɑkʰil
տգետ	dəkʰɛd
ձավար	t͡sʰɑvɑɾ
տարածք	dɑɾɑt͡sʰkʰ
զրիշկ	zəɾiʃk
ուրֆա	uɾfɑ
գազ	kʰɑz
փոխան	pʰɔχɑn
գալիում	kʰɑlijum
թաթուլ	tʰɑtʰul
պատահել	bɑdɑhɛl
բիրոբիջան	pʰiɾɔpʰit͡ʃʰɑn
վարաժնունի	vɑɾɑʒnuni
բերնային	pʰɛɾnɑjin
փայտածուխ	pʰɑjdɑd͡zuχ
աապ	ɑɑbə
հոբելյանական	hɔpʰɛljɑnɑɡɑn
կապան	ɡɑbɑn
բազմազանություն	pʰɑzmɑzɑnutʰʏn
մեշին	mɛʃin
դարձգիր	tʰɑɾt͡sʰkʰiɾ
սարդեր	sɑɾtʰɛɾ
պաղ	bɑʁ
սկեսրար	əskɛsɾɑɾ
պարկ	bɑɾɡ
հասած	hɑsɑd͡z
դատարկուն	tʰɑdɑɾɡun
պրայա	bɾɑjɑ
մեսիջ	mɛsit͡ʃʰ
քիմիա	kʰimjɑ
գահասրահ	kʰɑhɑsəɾɑh
գուսան	kʰusɑn
քուլա	kʰulɑ
դաջվածք	tʰɑt͡ʃʰvɑt͡sʰkʰ
մարսողություն	mɑɾsɔʁutʰʏn
ճիրան	d͡ʒiɾɑn
գալակտիկական	kʰɑlɑɡdiɡɑɡɑn
ֆիննուհի	finːuhi
խոպոպացնել	χɔbɔbɑt͡sʰənɛl
դիմելաձեւ	tʰimɛlɑt͡sʰɛv
ֆոտոխցիկ	fɔdɔχət͡sʰiɡ
սկոպյե	əskɔbjɛ
բանվոր	pʰɑnvɔɾ
բազմապատկիչ	pʰɑzmɑbɑdɡit͡ʃʰ
մլաղաց	məlɑʁɑt͡sʰ
յախնի	jɑχni
բող	pʰɔʁ
խորթ	χɔɾtʰ
երինջ	jɛɾint͡ʃʰ
ադամ	ɑtʰɑm
սուլուգունի	sulukʰuni
կորսիկա	ɡɔɾsiɡɑ
թմբուկ	tʰəmpʰuɡ
զոդում	zɔtʰum
վարքականոն	vɑɾkʰɑɡɑnɔn
տիք	dikʰ
կտուց	ɡədut͡sʰ
վինդհուկ	vintʰhuɡ
արտեմիս	ɑɾdɛmis
կարդում	kɑɾtʰum
քեռեկին	kʰɛɾɛɡin
աղախին	ɑʁɑχin
լոս	lɔs
օրեկան	ɔɾɛɡɑn
պարզ	bɑɾz
բարաք	pʰɑɾɑkʰ
ծանր	d͡zɑnəɾ
կատաղություն	ɡɑdɑʁutʰʏn
նենգ	nɛŋkʰ
մադրիդ	mɑtʰɾitʰ
շաքարավազ	ʃɑkʰɑɾɑvɑz
զոքանչ	zɔkʰɑnt͡ʃʰ
առանձին	ɑɾɑnt͡sʰin
մեռյալ	mɛɾjɑl
մորմենի	mɔɾmɛni
քոս	kʰɔs
պատառել	bɑdɑɾɛl
խորշ	χɔɾʃ
թերի	tʰɛɾi
հարց	hɑɾt͡sʰ
սյունիք	sʏnikʰ
վերջամուտ	vɛɾt͡ʃʰɑmud
ազնիվ	ɑzniv
էլ	ɛl
փուքս	pʰukʰs
կռճիկ	ɡəɾd͡ʒiɡ
դիպակ	tʰibɑɡ
ագամեմնոն	ɑkʰɑmɛmnɔn
տրանսպորտ	dəɾɑnspɔɾd
մսեղ	məsɛʁ
ալուցք	ɑlut͡sʰkʰ
չարաշահել	t͡ʃʰɑɾɑʃɑhɛl
լեզվակ	lɛzvɑɡ
նվագ	nəvɑkʰ
ջղային	t͡ʃʰəʁɑjin
բակլա	pʰɑɡlɑ
կամրջից	ɡɑməɾt͡ʃʰit͡sʰ
վերջնանպատակ	vɛɾt͡ʃʰnɑnəbɑdɑɡ
վերանվաճում	vɛɾɑnəvɑd͡ʒum
լիբրացիա	lipʰɾɑt͡sʰjɑ
զեբր	zɛpʰəɾ
թեմ	tʰɛm
ազդակ	ɑstʰɑɡ
թելեֆոն	tʰɛlɛfɔn
քննադատություն	kʰənːɑtʰɑdutʰʏn
վարժարան	vɑɾʒɑɾɑn
ադամանդագործություն	ɑtʰɑmɑntʰɑkʰɔɾd͡zutʰʏn
փեթակ	pʰɛtʰɑɡ
օրդուբադ	ɔɾtʰupʰɑtʰ
գանգրիկ	kʰɑŋkʰɾiɡ
դեզօքսիռիբոնուկլեինաթթու	tʰɛzɔkʰsiɾipʰɔnuɡlɛinɑtʰətʰu
եռանդագին	jɛɾɑntʰɑkʰin
չարանալ	t͡ʃʰɑɾɑnɑl
փաղեժ	pʰɑʁɛʒ
շփոթվել	ʃəpʰɔtʰvɛl
նավակատիկ	nɑvɑɡɑdiɡ
հայելի	hɑjɛli
օլիմպոս	ɔlimbɔs
մինասյան	minɑsjɑn
տարենտ	dɑɾɛnd
վյուն	vʏn
քուղ	kʰuʁ
արվեստագետ	ɑɾvɛstɑkʰɛd
հառնել	hɑɾnɛl
վաչագան	vɑt͡ʃʰɑkʰɑn
ստերջ	əstɛɾt͡ʃʰ
զուգել	zukʰɛl
չիդար	t͡ʃʰitʰɑɾ
մամլյուք	mɑmlʏkʰ
կռփազենք	ɡəɾpʰɑzɛŋkʰ
դաստակերտ	tʰɑstɑɡɛɾd
դիսկոտեկ	tʰiskɔdɛɡ
բելմոպան	pʰɛlmɔbɑn
դելֆիս	tʰɛlfis
հանդիսավորապես	hɑntʰisɑvɔɾɑbɛs
հարբած	hɑɾpʰɑd͡z
դորպատ	tʰɔɾbɑd
հոմս	hɔms
ձրի	t͡sʰəɾi
հավերժություն	hɑvɛɾʒutʰʏn
լիքն	likʰən
առնանդամ	ɑɾnɑntʰɑm
ճապոներեն	d͡ʒɑbɔnɛɾɛn
քե	kʰɛ
հաստված	hɑstvɑd͡z
ձեռնարկ	t͡sʰɛɾnɑɾɡ
բողկուկ	pʰɔχkuɡ
հարգել	hɑɾkʰɛl
հնէաբան	hənɛɑpʰɑn
զրո	zəɾɔ
կռնակ	ɡəɾnɑɡ
սսկվել	səskəvɛl
սիրո	siɾɔ
տյումեն	dʏmɛn
պարացելս	bɑɾɑt͡sʰɛls
դաշն	tʰɑʃən
ինգուշիա	iŋkʰuʃjɑ
բաղբաջանք	pʰɑχpʰɑt͡ʃʰɑŋkʰ
կապիտալիստական	ɡɑbidɑlistɑɡɑn
բամբիշ	pʰɑmpʰiʃ
կրթել	ɡəɾtʰɛl
հավասարում	hɑvɑsɑɾum
ֆրանկերեն	fəɾɑŋɡɛɾɛn
կարեւոր	ɡɑɾɛvɔɾ
կոնական	ɡɔnɑɡɑn
հավես	hɑvɛs
պատմուճան	bɑdmud͡ʒɑn
սենատ	sɛnɑd
մեխիկո	mɛχiɡɔ
գազավոն	kʰɑzɑvɔn
հաշմանդամություն	hɑʃmɑntʰɑmutʰʏn
այդտեղ	ɑjtʰtɛʁ
ձայն	t͡sʰɑjn
երկկենցաղ	jɛɾɡːɛnt͡sʰɑʁ
երախտամոռ	jɛɾɑχtɑmɔɾ
բյուրեղ	pʰʏɾɛʁ
ճոպան	d͡ʒɔbɑn
նայրոբի	nɑjɾɔpʰi
վերջափակում	vɛɾt͡ʃʰɑpʰɑɡum
ռա	ɾɑ
մարդելույզ	mɑɾtʰɛlujz
օդորակիչ	ɔtʰɔɾɑɡit͡ʃʰ
ծախոտում	d͡zɑχɔdum
օրոր	ɔɾɔɾ
ինքնություն	iŋkʰnutʰʏn
ոճ	vɔd͡ʒ
սոցիալիզմ	sɔt͡sʰjɑlizm
ստվարաբուն	əstəvɑɾɑpʰun
թալիբան	tʰɑlipʰɑn
ստեղն	əstɛʁən
հանգ	hɑŋkʰ
հետեւել	hɛdɛvɛl
աբեղայակերպ	ɑpʰɛʁɑjɑɡɛɾb
սրտաբան	səɾdɑpʰɑn
բառնաուլ	pʰɑɾnɑul
վճռական	vəd͡ʒɾɑɡɑn
կրպակ	ɡəɾbɑɡ
կոպեկ	ɡɔbɛɡ
պորտապար	bɔɾdɑbɑɾ
բեդոկ	pʰɛtʰɔɡ
հոգվոց	hɔkʰvɔt͡sʰ
քանդել	kʰɑntʰɛl
տակավին	dɑɡɑvin
քեշիշյան	kʰɛʃiʃjɑn
հաչաղկոտ	hɑt͡ʃʰɑʁɡɔd
ապա	ɑbɑ
մատնել	mɑdnɛl
նրանց	nəɾɑnt͡sʰ
լիազորվել	ljɑzɔɾvɛl
աստեղաբանություն	ɑstɛʁɑpʰɑnutʰʏn
հանճարեղ	hɑnd͡ʒɑɾɛʁ
սկումբրիա	əskumpʰɾjɑ
հեթանոս	hɛtʰɑnɔs
ատամ	ɑdɑm
լուծել	lud͡zɛl
սալմաստ	sɑlmɑst
աստղագուշակություն	ɑstʁɑkʰuʃɑɡutʰʏn
լուսան	lusɑn
կոմպոզիտոր	ɡɔmbɔzidɔɾ
որմնախորշ	vɔɾmnɑχɔɾʃ
տ	də
խորդ	χɔɾtʰ
այլասիրական	ɑjlɑsiɾɑɡɑn
մեղրամիս	mɛʁɾɑmis
մկրտում	məɡəɾdum
վախճանականություն	vɑχt͡ʃɑnɑɡɑnutʰʏn
եգիպտացի	jɛkʰibdɑt͡sʰi
աբխազիա	ɑpʰχɑzjɑ
շահաբաժին	ʃɑhɑpʰɑʒin
հարս	hɑɾs
բիզնես	pʰiznɛs
աղունիկ	ɑʁuniɡ
զանգակ	zɑŋkʰɑɡ
գիտակցականություն	kʰidɑkʰt͡sʰɑɡɑnutʰʏn
խավիար	χɑvjɑɾ
կեղել	ɡɛʁɛl
թաթավուչ	tʰɑtʰɑvut͡ʃʰ
տարեկան	dɑɾɛɡɑn
վերլուծական	vɛɾlud͡zɑɡɑn
իջեւանավոր	it͡ʃʰɛvɑnɑvɔɾ
կարմրախայտ	ɡɑɾmɾɑχɑjd
առատություն	ɑɾɑdutʰʏn
շքանշան	ʃəkʰɑnəʃɑn
գրականություն	kʰəɾɑɡɑnutʰʏn
սրվել	səɾvɛl
ծափահարում	d͡zɑpʰɑhɑɾum
կադրային	ɡɑtʰɾɑjin
վենետիկյան	vɛnɛdiɡjɑn
դասախոս	tʰɑsɑχɔs
աբիջան	ɑpʰit͡ʃʰɑn
շիթ	ʃitʰ
նինվե	ninvɛ
առկախել	ɑɾɡɑχɛl
խոհարարական	χɔhɑɾɑɾɑɡɑn
էթիկա	ɛtʰiɡɑ
պինդարոս	bintʰɑɾɔs
նեպտուն	nɛbdun
իրենք	iɾɛŋkʰ
վերջադիր	vɛɾt͡ʃʰɑtʰiɾ
շիվան	ʃivɑn
հայրիկյան	hɑjɾiɡjɑn
նիկարագուա	niɡɑɾɑkʰuɑ
մամոնտ	mɑmɔnd
ավանդույթ	ɑvɑntʰujtʰ
ջոկ	t͡ʃʰɔɡ
ճկույթ	d͡ʒəɡujtʰ
թվիթեր	tʰvitʰɛɾ
քրեական	kʰəɾjɑɡɑn
կտցել	ɡətʰt͡sʰɛl
մաճար	mɑd͡ʒɑɾ
գագիկ	kʰɑkʰiɡ
առեւանգում	ɑɾɛvɑŋkʰum
խոպոպանման	χɔbɔbɑnəmɑn
փեչ	pʰɛt͡ʃʰ
գայլենի	kʰɑjlɛni
ճայ	d͡ʒɑj
բորժոմի	pʰɔɾʒɔmi
ձիթայուղ	t͡sʰitʰɑjuʁ
գեղարքունիք	kʰɛʁɑɾkʰunikʰ
բնակտոր	pʰənɑɡədɔɾ
բայղուշ	pʰɑjʁuʃ
շրջել	ʃəɾt͡ʃʰɛl
սվին	səvin
փաշինյան	pʰɑʃinjɑn
խոպոպեցնել	χɔbɔbɛt͡sʰənɛl
սննկանալ	sənəŋɡɑnɑl
անձինք	ɑnt͡sʰiŋkʰ
մշակութային	məʃɑɡutʰɑjin
երկնչոտ	jɛɾɡənt͡ʃʰɔd
գոգնոց	kʰɔkʰnɔt͡sʰ
չոր	t͡ʃʰɔɾ
անհամ	ɑnhɑm
ստալինգրադ	əstɑlinkʰɾɑtʰ
կալանավորել	ɡɑlɑnɑvɔɾɛl
անօթեւան	ɑnɔtʰɛvɑn
խեթական	χɛtʰɑɡɑn
աբսոլյուտիզմ	ɑpʰsɔlʏdizm
վոլեյբոլ	vɔlɛjpʰɔl
գաղտնաբառ	kʰɑχtnɑpʰɑɾ
եղերդակ	jɛʁɛɾtʰɑɡ
շիրինյան	ʃiɾinjɑn
հույր	hujɾ
թայֆուն	tʰɑjfun
հռոմեացի	həɾɔmɛjɑt͡sʰi
միտանի	midɑni
որոտան	vɔɾɔdɑn
ժնեւ	ʒənɛv
ենիսեյ	jɛnisɛj
թոնիր	tʰɔniɾ
մտորել	mədɔɾɛl
ջհուդամասոն	t͡ʃʰəhutʰɑmɑsɔn
աֆղաներեն	ɑfʁɑnɛɾɛn
խոց	χɔt͡sʰ
երեկ	jɛɾɛɡ
նիդերլանդներ	nitʰɛɾlɑntʰnɛɾ
խելոք	χɛlɔkʰ
անզգայացուցիչ	ɑnəskʰɑjɑt͡sʰut͡sʰit͡ʃʰ
զավեշտ	zɑvɛʃt
տավրոս	dɑvɾɔs
բժշկում	pʰəʒəʃkum
պտեր	bədɛɾ
վերջերս	vɛɾt͡ʃʰɛɾəs
վառոդ	vɑɾɔtʰ
այժմու	ɑjʒəmu
փետ	pʰɛd
շարժվել	ʃɑɾʒəvɛl
բարի	pʰɑɾi
էական	ɛjɑɡɑn
ասիա	ɑsjɑ
մեղրի	mɛʁɾi
ռուսաստան	ɾusɑstɑn
մելիքյան	mɛlikʰjɑn
ջուղաբ	t͡ʃʰuʁɑpʰ
գնահատել	kʰənɑhɑdɛl
տորտ	dɔɾd
կրծկալ	ɡəɾd͡zɡɑl
ծիտ	d͡zid
օգտանուն	ɔkʰtɑnun
բողոքարկում	pʰɔʁɔkʰɑɾɡum
գաղափարախոսություն	kʰɑʁɑpʰɑɾɑχɔsutʰʏn
տիրտեոս	diɾdɛɔs
հալոց	hɑlɔt͡sʰ
ֆեյսբուքյան	fɛjspʰukʰjɑn
լեգիտիմ	lɛkʰidim
տուալետ	duɑlɛd
հ	hə
ամայի	ɑmɑji
շաքարախտ	ʃɑkʰɑɾɑχt
կենդանաբան	ɡɛntʰɑnɑpʰɑn
զառ	zɑɾ
համարակար	hɑmɑɾɑɡɑɾ
հովհաննիսյան	hɔvɑnisjɑn
էղնել	ɛʁnɛl
սիեստա	sijɛstɑ
հոլոքոստ	hɔlɔkʰɔst
արհեստ	ɑɾhɛst
այրել	ɑjɾɛl
մալի	mɑli
վալս	vɑls
երաժշտական	jɛɾɑʃtɑɡɑn
բրնձապուր	pʰəɾənt͡sʰɑbuɾ
ժահր	ʒɑhəɾ
կոլաժ	ɡɔlɑʒ
դրացի	tʰəɾɑt͡sʰi
մանկասար	mɑŋɡɑsɑɾ
թվահմայություն	tʰəvɑhəmɑjutʰʏn
գազա	kʰɑzɑ
ընթերցանություն	əntʰɛɾt͡sʰɑnutʰʏn
ճաճանչ	d͡ʒɑd͡ʒɑnt͡ʃʰ
սիմոն	simɔn
կարագանդա	ɡɑɾɑkʰɑntʰɑ
ճակատային	d͡ʒɑɡɑdɑjin
գեղեցիկ	kʰɛʁɛt͡sʰiɡ
նուբար	nupʰɑɾ
ֆրիդրիխ	fɾitʰɾiχ
գերմանուհի	kʰɛɾmɑnuhi
նախարարություն	nɑχɑɾɑɾutʰʏn
գթալ	kʰətʰɑl
հոսնական	hɔsnɑɡɑn
խանձող	χɑnt͡sʰɔʁ
հուդիթ	hutʰitʰ
զարհուր	zɑɾhuɾ
կողով	ɡɔʁɔv
պաշտպանության	bɑʃpɑnutʰjɑn
բազրիք	pʰɑzɾikʰ
շրջիկ	ʃəɾt͡ʃʰiɡ
ոլորտ	vɔlɔɾd
սողալ	sɔʁɑl
համաձայնել	hɑmɑt͡sʰɑjnɛl
էդգար	ɛtʰkʰɑɾ
վիճակ	vid͡ʒɑɡ
պատասխան	bɑdɑsχɑn
դեղձան	tʰɛχt͡sʰɑn
սան	sɑn
դանդանավանդ	tʰɑntʰɑnɑvɑntʰ
ձվարան	t͡sʰəvɑɾɑn
ծոց	d͡zɔt͡sʰ
մեդվեդեւ	mɛtʰvɛtʰɛv
գովեստ	kʰɔvɛst
տոկիո	dɔɡiɔ
մահանա	mɑhɑnɑ
կիվ	ɡiv
վտանգվել	vədɑŋkʰvɛl
շ	ʃə
արդյունաբերական	ɑɾtʰʏnɑpʰɛɾɑɡɑn
էրե	ɛɾɛ
կրծող	ɡəɾd͡zɔʁ
անաստաս	ɑnɑstɑs
դար	tʰɑɾ
ամբարիշտ	ɑmpʰɑɾiʃt
խելացի	χɛlɑt͡sʰi
հիշողություն	hiʃɔʁutʰʏn
ցերեկ	t͡sʰɛɾɛɡ
ուկրաինացի	uɡɾɑinɑt͡sʰi
գրատուն	kʰəɾɑdun
նավատորմ	nɑvɑdɔɾm
վարկ	vɑɾɡ
ակունք	ɑɡuŋkʰ
հայել	hɑjɛl
տարվել	dɑɾvɛl
հաղորդակցություն	hɑʁɔɾtʰɑkʰt͡sʰutʰʏn
ագն	ɑkʰənə
ծովախոզ	d͡zɔvɑχɔz
դիտողություն	tʰidɔʁutʰʏn
չափել	t͡ʃʰɑpʰɛl
համասեռահակություն	hɑmɑsɛɾɑhɑɡutʰʏn
արքայամորի	ɑɾkʰɑjɑmɔɾi
կոշկաքուղ	ɡɔʃkɑkʰuʁ
ուսադիր	usɑtʰiɾ
կելտական	ɡɛldɑɡɑn
քանդակագործ	kʰɑntʰɑɡɑkʰɔɾd͡z
ինքնավար	iŋkʰnɑvɑɾ
սրճարան	səɾd͡ʒɑɾɑn
գեռլա	kʰɛɾlɑ
այցելել	ɑjt͡sʰɛlɛl
ռիոնի	ɾijɔni
պարետ	bɑɾɛd
ժողովուրդ	ʒɔʁɔvuɾtʰ
նախատեսում	nɑχɑdɛsum
մուսուլման	musulmɑn
հեթիթերեն	hɛtʰitʰɛɾɛn
գարնանային	kʰɑɾnɑnɑjin
աղոթկեր	ɑʁɔtʰkɛɾ
թավրիզ	tʰɑvɾiz
կնքել	ɡəŋkʰɛl
բառապատճեն	pʰɑɾɑbɑdd͡ʒɛn
հրապարակայնություն	həɾɑbɑɾɑɡɑjnutʰʏn
բացառել	pʰɑt͡sʰɑɾɛl
վերջնապես	vɛɾt͡ʃʰnɑbɛs
կնդրուկ	ɡəntʰɾuɡ
ոլորապտույտ	vɔlɔɾɑbədujd
անխելք	ɑnχɛlkʰ
ծամել	d͡zɑmɛl
երկայնաբանություն	jɛɾɡɑjnɑpʰɑnutʰʏn
մտավոր	mədɑvɔɾ
գետակինճ	kʰɛdɑɡind͡ʒ
մանուլ	mɑnul
գալիում	kʰɑliʏm
բառակապակցություն	pʰɑɾɑɡɑbɑkʰt͡sʰutʰʏn
բիրտ	pʰiɾd
ավիշ	ɑviʃ
նազար	nɑzɑɾ
պոռնկանոց	bɔɾnəɡɑnɔt͡sʰ
ուկրաինական	uɡɾɑinɑɡɑn
ընտրող	əndɾɔʁ
արմունկ	ɑɾmuŋɡ
մադադյան	mɑtʰɑtʰjɑn
լխպոր	ləχpɔɾ
իժ	iʒ
գերճշտում	kʰɛɾd͡ʒəʃtum
համբավավոր	hɑmpʰɑvɑvɔɾ
