زرتشتی	zæɾtoʃtiː
شیر کوهی	ʃiːɾekuːhiː
زیردریایی	ziːɾdæɾjɒːjiː
زیر پوشی زن	ziːɾpuːʃiːzæn
خواسته‌اند	xɒːsteænd
انباز شدن	ænbɒːzʃodæn
تمیز	tæmiːz
سلما	sælmɒː
شلغم	ʃælɢæm
رقصیدن	ɾæɢsiːdæn
آسفالت شدن	ɒːsfɒːltʃodæn
اصرار	esɾɒːɾ
باران	bɒːɾɒːn
از بر	æzbæɾ
آناناس	ɒːnɒːnɒːs
پنجاه	pænd͡ʒɒːh
خودمختاری	xodmoxtɒːɾiː
شرم	ʃæɾm
خمیازه کشیدن	xæmjɒːzekeʃiːdæn
هراس	hæɾɒːs
ثمر	sæmæɾ
آپارتمان	ɒːpɒːɾtemɒːn
شکم دریدن	ʃekæmdæɾiːdæn
سیاه‌زخم	siːjɒːhzæxm
سنجاقک	sænd͡ʒɒːɢæk
واروژان	vɒːɾuːʒɒːn
بسط یافتن	bæstjɒːftæn
اسپست	æspest,espest
صحنه	sæhne
ارت کردن	eɾtkæɾdæn
کوالالامپور	kvɒːlɒːlɒːmpuːɾ
نمکین	næmækiːn
خراشیدن	xæɾɒːʃiːdæn
جاری	d͡ʒɒːɾiː
ببر	bæbɾ
خدمت	xedmæt
نخیر	næxejɾ
نوازش	nævɒːzeʃ
سر رفتن	sæɾɾæftæn
جزء	d͡ʒoz
اعلام کردن	eʔlɒːmkæɾdæn
مدفوع	mædfuːʔ
ابراهیم	iːbɾɒːhiːm,ebɾɒːhiːm
بیماری	biːmɒːɾiː
فروختن	foɾuːxtæn
اردنگی  زدن	oɾdænɡiːzædæn
استنطاق کشیدن	estentɒːɢkeʃiːdæn
ختنه	xætne
ماسه	mɒːse
جزیره	d͡ʒæziːɾe
سوهان	soʊhɒːn
حسد	hæsæd
پیرارسال	piːɾɒːɾsɒːl
شاتل فضایی	ʃɒːtelefæzɒːjiː
بیرون کردن	biːɾuːnkæɾdæn
لتونی	letuːniː
ندا	nedɒː
باج	bɒːd͡ʒ
پیل	piːl
مغرب	mæɢɾeb
ممنوع	memnuː
کوری زدن	kuːɾiːzædæn
منزل داشتن	mænzeldɒːʃtæn
هردو	hæɾdo
ملاقات	molɒːɢɒːt
جزجز	d͡ʒezd͡ʒez
یاخته	jæxte
است	æst
خوروران	xuːɾvæɾɒːn
گناه	ɡonɒːh
قار	ɢɒːɾ
موسیقی	muːsiːɢiː
تبلیغات	tæbliːɢɒːt
بریلیوم	beɾiːliːjom
مغ	moɢ
بسکتبالیست	bæsketbɒːliːst
توت‌فرنگی	tuːtfæɾænɡiː
حاشیه	hɒːʃiːje
تخته	tæxte
اوکراین	uːkɾɒːjn
ضمیر	zæmiːɾ
کنجد	kond͡ʒed,kond͡ʒod
فرمانروایی	fæɾmɒːnɾævɒːjiː
پيش بايست	piːʃbɒːjæst
برازندگی	bæɾɒːzændæɡiː
ارسال	eɾsɒːl
سامانه	sɒːmɒːne
مسکو	moskuː
بلشویک	bolʃeviːk
بری	bɾiː
سقط کردن	seɢtkæɾdæn
شکرک	ʃekæɾæk
چینی ساده‌شده	t͡ʃiːniːjesɒːdeʃode
مهاجرت	mohɒːd͡ʒeɾæt
قول	ɢol,ɢoʊl
شهمات کردن	ʃæhmɒːtkæɾdæn
چای سبز	t͡ʃɒːjesæbz
فساد	fæsɒːd,fesɒːd
حماقت	hemɒːɢæt
دستبند زدن	dæstbændzædæn
بال زدن	bɒːlzædæn
مهر ورزیدن	mehɾvæɾziːdæn
زبان لاتین	zæbɒːnelɒːtiːn
آباژور	ɒːbɒːʒuːɾ
اکسیژن	oksiːʒen
قهوه‌ای	ɢæhveiː,ɢæhveʔiː,ɢæhvejiː
آرانی	ɒːɾɒːniː
گاینده	ɡɒːjænde
زبان فارسی	zæbɒːnefɒːɾsiː
توافق رسیدن	tævɒːfoɢɾesiːdæn
آزمایش	ɒːzmɒːjeʃ
خنجر خوردن	xænd͡ʒæɾxoɾdæn
زن‌دایی	zændɒːjiː
ناامید	næomiːd
نویسنده	neviːsænde
اوستیای جنوبی	osetiːjɒːjed͡ʒænuːbiː
افشردن	æfʃoɾdæn
بازنده	bɒːzænde
پارسی	pɒːɾsiː
پلک	pælk,pelk
سرفه افتادن	soɾfeoftɒːdæn
امیب	æmiːb
سرویس	seɾviːs
گیلاس	ɡiːlɒːs
اعدام	eʔdɒːm
کوتاه	kuːtɒːh
ذات	zɒːt
ارگ	oɾɡ
کنسرت	konseɾt
حساب	hesɒːb
کبک	kebek
تلفظ	tælæffoz
روز	ɾuːz
یونی‌کد	juːniːkod
گنگ	ɡænɡ,ɡonɡ
کپنهاگ	kopenhɒːɡ
زینت	ziːnæt
حاد	hɒːd
حوزه	houːze
آب	ɒːb
قورت	ɢuːɾt
وین	viːn
مجار	mæd͡ʒɒːɾ
سفر	sæfæɾ
وق زدن	væɢzædæn
اجاره	ed͡ʒɒːɾe
یونان	juːnɒːn
باد زدن	bɒːdzædæn
کمربند	kæmæɾbænd,kæmæɾbænd
شیمیل	ʃiːmejl
نیز	niːz
گفتار	ɡoftɒːɾ
دانش	dɒːneʃ
توزیع	toziːæ
موم عسل	muːmæsæl
شاهزاده	ʃɒːhzɒːde
پارس کردن	pɒːɾskæɾdæn
مست	mæst
گوشمالی دادن	ɡuːŝmɒːliːdɒːdæn
اروپای مرکزی	oɾuːpɒːjemeɾkæziː
هلندی‌ها	holændiːhɒː
خاکی	xɒːkiː
زمین‌شناسی	zæmiːnʃiːnɒːsiː,zæmiːnʃenɒːsiː
ایوان	ejvɒːn,iːvɒːn
تخمین زدن	tæxmiːnzædæn
کومیس	kuːmiːs
گراز دریایی	ɡoɾɒːzedæɾjɒːjiː
چارمیخ کشیدن	t͡ʃæhæɒːɾmiːxkeʃiːdæn
بدبختی	bædbæxtiː
تقریب	tæɢɾiːb
ققنس	ɢæɢnos
شلیک	ʃeliːk
دستگاه تناسلی	dæstɡɒːhetænɒːsoliː
اسلام‌گرا	eslɒːmɡæɾɒː
درد کردن	dæɾdkæɾdæn
فوتوکپی	fotokopiː
پرسه زدن	pæɾsezædæn
چانه زدن	t͡ʃɒːnezædæn
آکوردئون	ɒːkoɾdeʔon
پمپ	pomp
ماچ	mɒːt͡ʃ
مدخل	mædxæl
سیب‌زمینی	siːbzæmiːniː
نجات	ned͡ʒɒːt
تشنه	teʃne
گستردن	ɡostæɾdæn
بخواهید	bexɒːhiːd
هیجان آوردن	hæjæd͡ʒɒːnɒːvæɾdæn
کندن	kændæn
کرد	koɾd
بوزینه	buːziːne
برای من	bɾɒːjemæn
تلفن هوشمند	telefonehuːʃmænd
تیغ اوکام	tiːɢokɒːm
نهیب زدن	næhiːbzædæn
رواج دادن	ɾævɒːd͡ʒdɒːdæn
درویدن	dɾæviːdæn
پیشباز  پیشواز	piːʃbɒːzpiːʃvɒːz
انجیر	ænd͡ʒiːɾ
اطو	otuː
نیس	niːs
باد ستاره‌ای	bɒːdesetɒːɾeʔiː
تشدید کردن	tæʃdiːdkæɾdæn
کشتی فضایی	kæʃtiːefæzɒːje
تیپا زدن	tiːpɒːzædæn
تازه‌ها	tɒːzehɒː
دوست‌دختر	duːstdoxtæɾ
اباختر	æbɒːxtæɾ
لج کردن	læd͡ʒkæɾdæn
گیر آوردن	ɡiːɾɒːvæɾdæn
رواج	ɾævɒːd͡ʒ
رآکتور هسته‌ای	ɾeɒːktoɾehæsteʔiː
فروغ	fɾuːĝ
رنگ	ɾænɡ
بو دادن	buːdɒːdæn
بدن	bædæn
شالیزار	ʃɒːliːzɒːɾ
نازنین	nɒːzæniːn
درخت نارنج	deɾæxtenɒːɾend͡ʒ
ممنونم	mæmnúnæm
ویکتوریا	viːktuːɾiːjɒː
چرک گرفتن	t͡ʃeɾkɡeɾeftæn
قزاقستان	ɢæzzɒːɢestɒːn
ارس	æɾæs
آغاز شدن	ɒːɢɒːzʃodæn
پاییز	pɒːjiːz
افسوس	æfsuːs
معاشرت کردن	moʔɒːʃeɾætkæɾdæn
قاچ خوردن	ɢɒːt͡ʃxoɾdæn
دوست	duːst
هرگز	hæɾɡez
فیروزه‌ای	fiːɾuːzejiː
دیدبانی دادن	diːdebɒːniːdɒːdæn
کناره	kenɒːɾe
رحم آوردن	ɾæhmɒːvæɾdæn
ونکوور	vænkuːveɾ
تمبر پستی	tæmbɾepostiː
آمیزه	ɒːmiːze,ɒːmiːzæ
خواهی	xɒːhiː
اسپرماتوزئید	espeɾmɒːtozoʔiːd
سیخ	siːx
پوزه زدن	puːzezædæn
ولاپوک	volɒːpuːk
اقیانوس هند	oɢjɒːnuːsehend
تاج‌محل	tɒːd͡ʒmæhæl
محاصره کردن	mohɒːseɾekæɾdæn
فضازمان	fæzɒːzæmɒːn
سفر خوش	sæfæɾxoʃ
تصادفی	tæsɒːdofiː
هم زدن	hæmzædæn
رستگاری	ɾæstɡɒːɾiː
قید	ɢejd
امروزه	emɾuːze
کمند	kæmænd
مفصل	mæfsæl
فک	fæk
وصله کردن	væslekæɾdæn
تراموای	tɾɒːmvɒːj
سلام علیکم	sælɒːmoælejkom
نابکار	nɒːbekɒːɾ
پندار	pendɒːɾ
معرفی کردن	moʔæɾɾefiːkæɾdæn
نفرت داشتن	nefɾætdɒːʃtæn
لک‌لک	læklæk
مادّه	mɒːdde
گزاره	ɡozɒːɾe
بر خوردن	boɾxoɾdæn
اسم جمع	esmed͡ʒæmʔ
سه‌چهارم‌خط	set͡ʃæhɒːɾomxæt
چنبر	t͡ʃænbæɾ
غصه خوردن	ɢossexoɾdæn
ضخیم	zæxiːm
دنگ	donɡ
ضجه کردن	zæd͡ʒd͡ʒekæɾdæn
آسیا	ɒːsiːjɒː
یخ‌زده	jæxzæde
همسنجی	hæmsænd͡ʒiː
دوش	duːʃ
دوران طلایی	doɾɒːntælæʔeiː
سوزن منگنه	suːzænemænɡæne
غيرانتفاعي	ɢeiːɾeentefæʔiː
سال	sɒːl
صفحه کلید	sæfhekeliːd
غیبت	ɢejbæt
واشنگتن	vɒːʃenɡton
تحمیل کردن	tæhmiːlkæɾdæn
کل	kol
خجالت کشیدن	xed͡ʒɒːlætkeʃiːdæn
تلفن موبایل	telefonemobɒːjl
کشیده زدن	keʃiːdezædæn
دیوانگی	diːvɒːneɡiː
شهادت دادن	ʃæhɒːdætdɒːdæn
ننگ	nænɡ
داد زدن	dɒːdzædæn,dɒːdzædæn
جذام	d͡ʒozɒːm
جبریل	d͡ʒebɾiːl
ولی	vɒːliː
حرف زدن	hæɾfzædæn,hæɾfzædæn
بهانه	bæhɒːne
گیومه	ɡiːjuːme
ماگادان	mɒːɡɒːdɒːn
ویولن	viːjolon
کسی	kæsiː,ksiː
ایژوسک	iːʒevsk
تخم مرغ	toxmemoɾɢ,toxmemoɾɢ
کافر	kɒːfæɾ,kɒːfeɾ
تارنما	tɒːɾnæmɒː
کیمیاگری	kiːmiːjɒːɡæɾiː
زجر	zæd͡ʒɾ
آزاد	ɒːzɒːd
محک کردن	mæhækkæɾdæn
دانش‌آموز	dɒːneʃɒːmuːz
تره	tæɾe
مک	mek
دانشجو	dɒːneʃd͡ʒuː
پاریس	pɒːɾiːs
تانک	tɒːnk
تبدیل کردن	tæbdiːlkæɾdæn
شمشیرزن	ʃæmʃiːɾzæn
معشوق	mæʔʃuːɢ
لب	læb
اسکوپیا	iːskopiːjɒː
اداره پست	edɒːɾejepost
سرآشپز	sæɾɒːʃpæz
ارنبورگ	oɾenbuːɾɡ
خمیدن	xæmiːdæn
موتورولا	motoɾolɒː
پرستیژ	peɾestiːd͡ʒ
پلاسما	plɒːsmɒː
مغولستان	moɢolestɒːn
تسکین دادن	tæskiːndɒːdæn
جنگ جهانی دوّم	d͡ʒænɡed͡ʒæhɒːniːedovvom
لاجوردی	lɒːd͡ʒevæɾdiː
نه هزار	nohhæzɒːɾ
چتر دریایی	t͡ʃætɾdæɾjɒːjiː
شامه	ʃɒːmme
جغد	d͡ʒoɢd
تصویب کردن	tæsviːbkæɾdæn
دید زدن	diːdzædæn
گرمی	ɡæɾmiː
پس از این	pæsæziːn
آه کشیدن	ɒːhkeʃiːdæn
زیرصفحه	ziːɾsæfhe
تقریبا	tæɢɾiːbæn
ابلاغ کردن	eblɒːɢkæɾdæn
کف زمین	kæfezæmiːn
جمع کردن	d͡ʒæmʔkæɾdæn
چشم افتادن	t͡ʃeʃmoftɒːdæn
دفترچه	dæftæɾt͡ʃe
دایی	dɒːjiː
نیجر	niːd͡ʒeɾ
باختن	bɒːxtæn
مینو	miːnuː
مچ پا	mot͡ʃepɒː
چمباتمه	t͡ʃombɒːtme
نون	nuːn
ایروان	eɾævɒːn
راهرو	ɾɒːhɾo
ماده‌خوک	mɒːdexuːk
مهار زدن	mæhɒːɾzædæn
ولوو	volvo
تحویل	tæhviːl
بنفش روشن	bænæfʃeɾoʃæn
فهرست	fehɾest
دوجنسه	dod͡ʒense
آزادی مطبوعات	ɒːzɒːdiːjemætbuːʔɒːt
تن‌فروشی	tænfoɾuːʃiː
قلم زدن	ɢælæmzædæn
توجیه	tod͡ʒiːh
رد	ɾæd
فراخواندن	fæɾɒːxvɒːndæn
مسابقه دادن	mosɒːbeɢedɒːdæn
کابل	kɒːbol
شیون کشیدن	ʃiːvænkeʃiːdæn
خاتمه دادن	xɒːtemedɒːdæn
سیب‌زمینی سرخ‌کرده	siːbzæmiːniːjesoɾxkæɾde
ریشه زدن	ɾiːʃezædæn
آندورا	ɒːndoɾɒː
گا	ɡɒː
قبرستان	ɢæbɾestɒːn
اختلاف	extelɒːf
آمریکایی‌سازی	ɒːmɾiːkɒːjiːsɒːziː
گامبی	ɡɒːmbiː
يشم	jæʃm
گلوله زدن	ɡoluːlezædæn
ایمان آوردن	iːmɒːnɒːvæɾdæn
جارو	d͡ʒɒːɾuː
عزم	ʔæsm,æzm
ایتالیایی	iːtæliːjɒːjiː
ثانیه	sɒːniːje
لیز	liːz
بیزار بودن	biːzɒːɾbuːdæn
تلویزیون	televiːziːon
دهن  دهان خوردن	dæhænxoɾdæn
پارس	pɒːɾs
آلفا	ɒːlfɒː
هرات	heɾɒːt
ژوکوف	ʒuːkov
ایرکوتسک	iːɾkuːtsk
دوستی کردن	duːstiːkæɾdæn
بهتان	bohtɒːn
تنگی نفس	tænɡiːenæfæs
طالبی	tɒːlebiː
روندن	ɾuːndæn
رد و بدل کردن	ɾædobædælkæɾdæn
سرما	sæɾmɒː
شالوم	ʃɒːlom,ʃɒːluːm
تلویزیون کابلی	televiːziːonkɒːbliː
چرخاندن	t͡ʃæɾxɒːndæn
پدیدآورنده	pædiːdɒːvæɾænde
علم	ʔælæm,ʔelm
درستکار	doɾostkɒːɾ
تنندگان	tænændeɡɒːn
داد رسیدن	dɒːdɾesiːdæn
قلم	ɢælæm
منزل	mænzel
اختصاص داشتن	extesɒːsdɒːʃtæn
کول کردن	kuːlkæɾdæn
اسهال زدن	eshɒːlzædæn
خنده کردن	xændekæɾdæn
شکوفه زدن	ʃokuːfezædæn
بند آمدن	bændɒːmædæn
استانبول	estɒːmbuːl
مصادره	mosɒːdeɾe
قصد داشتن	ɢæsddɒːʃtæn
خار	xɒːɾ
مبارزه	mobɒːɾeze
پینه	piːne
تغییرعقیده دادن	tæɢʔiːɾeæɢiːdedɒːdæn
خمپاره خوردن	xompɒːɾexoɾdæn
سرکوفت	sæɾkuːft
ایالات متحدۀ آمریکا	ejɒːlɒːtemottæhedejeɒːmɾiːkɒː
فحش	fohʃ
تایپه	tɒːjpe
دختر خانم	doxtæɾxɒːnom
پتاسيم	potɒːsiːm
بیسموت	biːsmuːt
نامبردن	nɒːmboɾdæn
لندن بزرگ	lændænebozoɾɡ
پدربزرگ	pedæɾbozoɾɡ
آراستن	ɒːɾɒːstæn
بلوف خوردن	bolofxoɾdæn
شوم	ʃuːm
دلدرد	deldæɾd
آبشار	ɒːbʃɒːɾʔ,ɒːbʃɒːɾ
دعوا کردن	dæʔvɒːkæɾdæn
پایان یافتن	pɒːjɒːnjɒːftæn
شال	ʃɒːl
کار	kɒːɾ
هر چیز	hæmet͡ʃiːz
شروع	ʃoɾuːʔ
میخی	miːxiː
معده	meʔde
عقد شدن	æɢdʃodæn
دختردایی	doxtæɾdɒːjiː
گنبد	ɡonbæd
تحسین	tæhsiːn
شمال	ʃomɒːl,ʃæmɒːl,ʃemɒːl
رمان	ɾomɒːn
زعفرانی	zæʔfeɾɒːniː
مسلمون	mosælmuːn
مقدونیه	mæɢduːniːje
کارت پستال	kɒːɾtpostɒːl
بیابان	biːjɒːbɒːn
ژاپن	ʒɒːpon
به هنگام	behænɡɒːme
قدم زدن	ɢædæmzædæn,ɢædæmzædæn
معرفت	mæʔɾefæt
بیل زدن	biːlzædæn
دیدن	diːdæn
خرابکار	xæɾɒːbkɒːɾ
عفو	æf
سفر به خير	sæfæɾbexeiːɾ
کتاب الکترونیکی	ketɒːbeelektɾoniːkiː
باز کردن	bɒːzkæɾdæn
چرت	t͡ʃoɾt
عروسی کردن	æɾuːsiːkæɾdæn
تازیانه‌ها	tɒːziːjɒːnehɒː
نوش جان	nuːʃed͡ʒɒːn
گونه	ɡuːnæ,ɡuːne
لبخند زدن	læbxændzædæn
تبسم کردن	tæbæssomkæɾdæn
اتو زدن	otuːzædæn
شبانه	ʃæbɒːne
خشاب	xeʃɒːb
خریدن	xæɾiːdæn
آرگون	ɒːɾɡon
ترفند	tæɾfænd
نینوا	nejnævɒː
خرج دادن	xæɾd͡ʒdɒːdæn
کامپیوتر	kɒːmpjuːteɾ
مجازات شدن	mod͡ʒɒːzɒːtʃodæn
هوا دادن	hævɒːdɒːdæn
حشیش کشیدن	hæʃiːʃkeʃiːdæn
چورک	t͡ʃuːɾæk
مقدس	moɢæddæs
استثمار شدن	estesmɒːɾʃodæn
یاد آوردن	jɒːdɒːvæɾdæn
معادله	moʔɒːdele
مایا	mɒːjɒː
مردانگی	mæɾdɒːneɡiː
خاتم کاری	xɒːtæmkɒːɾiː
پناه بردن	pænɒːhboɾdæn
تبیلیسی	tiːbiːliːsiː
پامچال	pɒːmt͡ʃɒːl
فاحشه	fɒːheʃe
یاروسلاول	jæɾuːslɒːvl
شاخ	ʃɒːx
پل زدن	polzædæn
ترسیدن	tæɾsiːdæn
ریختن	ɾiːxtæn
برش خوردن	boɾeʃxoɾdæn
سرمایه‌گذاری	sæɾmɒːjeɡozɒːɾiː
گفتگو	ɡoftoɡuː,ɡofteɡuːɡoftoɡuː,ɡoftɡuː,ɡofteɡuː
شیون زدن	ʃiːvænzædæn
بهی	behiː
بیشتر	biːʃtæɾ
عینک	eiːnæk,ejnæk
الهیات	elæhiːjɒːt
پیشنهاد	peʃnæhɒːd,piːʃnæhɒːd
گلزار	ɡolzɒːɾ
سوت	suːt
اعتراف	eʔteɾɒːf
کار گرفتن	kɒːɾɡeɾeftæn
سلطان	soltɒːn
درنگ	deɾænɡ,dɾænɡ
گر گرفتن	ɡoɾɡeɾeftæn
شلاق زدن	ʃællɒːɢzædæn
رحم	ɾæhem,ɾæhm
فرمیون	feɾmiːjon
البروس	elbɾuːs
گیره	ɡiːɾe
دره	dæɾe,dæɾɾe
چهل و پنج	t͡ʃehelopænd͡ʒ
رحمت	ɾæhmæt
نعره زدن	næ’ɾezædæn
گاز اعصاب	ɡɒːzeæʔsɒːb
تولد	tævællod,tævælod
مزمور	mæzmuːɾ
نفس کشیدن	næfæskeʃiːdæn
قبل	ɢæbl
بلژیک	belʒiːk
آبکش کردن	ɒːbkeʃkæɾdæn
استارت	estɒːɾt
مطمئن	motmæʔenn,motmæʔen
عفو خوردن	æfxoɾdæn
بی خوابی	biːxɒːbiː
چیزبرگر	t͡ʃiːzbeɾɡeɾ
سنگر	sænɡæɾ
هله‌هوله	hælehuːle
گنجه	ɡænd͡ʒe
چهارم	t͡ʃæhɒːɾom
مظلومیت زدن	mæzluːmiːætzædæn
شهباز	ʃæhbɒːz
رومانیکا	ɾuːmɒːniːkɒː
بد انجامیدن	bædænd͡ʒɒːmiːdæn
غش غش کردن	ɢæʃɢæʃkæɾdæn
اتهام زدن	ettehɒːmzædæn
پارکینگ	pɒːɾkiːnɡ
اعلام	eʔlɒːm
فرشته	feɾeʃte
محله	mæhælle
استنباط شدن	estembɒːtʃodæn
زوال عقل	zævɒːleʔæɢl
بامبول زدن	bɒːmbuːlzædæn
برابر	bæɾɒːbæɾ
شهید	ʃæhiːd
خردل	xæɾdæl
گردش کار	ɡæɾdeʃekɒːɾ
زینت دادن	ziːnætdɒːdæn
غلیان	ɢæljɒːn
هات داگ	hɒːtdɒːɡ
حالا	hɒːlɒː
نقره‌ای	noɢɾeʔiː,noɢɾejiː
لق	læɢ
فرا	fæɾɒː
نمونه	nemuːne,nomuːne
اقیانوس منجمد جنوبی	oɢjɒːnuːsemond͡ʒæmeded͡ʒænuːbiː
چلاقی زدن	t͡ʃolɒːɢiːzædæn
حیرت کردن	hejɾætkæɾdæn
استراحت	esteɾɒːhæt
درک	dæɾk
برخیزیدن	bæɾxiːziːdæn
سرچشمه	sæɾt͡ʃæʃmæ
بت‌کده	botkæde
ترجمه کردن	tæɾd͡ʒomekæɾdæn,tæɾd͡ʒomekæɾdæn
مرداد	moɾdɒːd
جمع زدن	d͡ʒæmʔzædæn
حمله آوردن	hæmleɒːvæɾdæn
آفریقای جنوبی	ɒːfɾiːɢɒːjed͡ʒonuːbiː
بیا بریم	biːjɒːbeɾiːm
ایران	iːɾɒːn
جرأت کردن	d͡ʒoɾʔætkæɾdæn
عمو	æmuː,ʔæmuː
فن الکتریکی	fænelektɾiːkiː
روسری	ɾuːsæɾiː
تندرست	tændoɾost,tændæɾæst
کبد	kæbed
دی	dej
روسیه سفید	ɾuːsiːjejesefiːd
قورت دادن	ɢuːɾtdɒːdæn
زنبور	zænbuːɾ
اروس	eɾuːs
شخم خوردن	ʃoxmxoɾdæn
اتحاد	ettehɒːd
در راه	dæɾɾɒːh
بوستان	buːstɒːn
نشانه	neʃɒːneneʃɒːn
فرنشین	fæɾneʃiːn
داروخانه	dɒːɾuːxɒːne
پف فیل	pofefiːl
شوفان	ʃuːfɒːn
فیزیک	fiːziːk
همکاری کردن	hæmkɒːɾiːkæɾdæn
گناهکار	ɡonɒːhkɒːɾ
وجود داشتن	vod͡ʒuːddɒːʃtæn
خودکار	xodkɒːɾ
سیر کوب	sîɾkob
تاميل	tɒːmiːl
سرفه انداختن	soɾfeændɒːxtæn
حظ	hæz
استفاده شدن	estefɒːdeʃodæn
گزارشی	ɡozɒːɾeʃiː
میانمار	mjɒːnmɒːɾ
بخار شدن	boxɒːɾʃodæn
درآمدن	dæɾɒːmædæn
آفتابگیر زدن	ɒːftɒːbɡiːɾzædæn
باکرگی	bɒːkeɾeɡiː
خوش‌شانس	xoʃʃɒːns
زن کردن	zænkæɾdæn
گرسنگی	ɡɾosnæɡiː,ɡoɾosneɡiː,ɡɾosneɡiː
اخم کردن	æxmkæɾdæn
کیر مکیدن	kiːɾmekiːdæn
کباب کردن	kæbɒːbkæɾdæn
استرونسیم	æstɾuːnsiːm
نگهداری کردن	neɡæhdɒːɾiːkæɾdæn
گمان  کردن	ɡomɒːnkæɾdæn
اسباب کشیدن	æsbɒːbkeʃiːdæn
راجا	ɾɒːd͡ʒɒː
کبوتر چاهی	kæbuːtæɾt͡ʃɒːhiː
تصرف کردن	tæsæɾɾofkæɾdæn
پاییدن	pɒːeiːdæn,pɒːjiːdæn
زیرک	ziːɾæk
خر و پف کردن	xoɾopofkæɾdæn
شاش	ʃɒːʃ
شهرآورد	ʃæhɾɒːvæɾd
حافظه	hɒːfeze
قدیمی	ɢædiːmiː
گر	ɡoɾ
ترک زدن	tæɾækzædæn
بیزاری	biːzɒːɾiː
پیرامون	piːɾɒːmuːn
سردرد	sæɾdæɾd
جا به جا کردن	d͡ʒɒːbed͡ʒɒːkæɾdæn
هیدروکلریک اسید	hiːdɾokoloɾiːkæsiːd
ساق	sɒːɢ
نادختری	nɒːdoxtæɾiː
ضجه زدن	zæd͡ʒd͡ʒezædæn
ناله زدن	nɒːlezædæn
استنطاق کردن	estentɒːɢkæɾdæn
معنی کردن	mæʔniːkæɾdæn
کهنه	kohne
کاغذدیواری	kɒːɢæzdiːvɒːɾiː
ادا آمدن	ædɒːɒːmædæn
پونه	puːne
ترسا	tæɾsɒː
پس	pæs,pos
درودگر	doɾuːdɡæɾ
اصرار کردن	esɾɒːɾkæɾdæn
نالیدن	nɒːliːdæn
آبخازستان	ɒːbxɒːzestɒːn
بزدل	bozdel
منزلت	mænzelæt
کتک زدن	kotækzædæn
آینده	ɒːjænde
کی	kej,kiː
یک کم	jekkæm
ممکن	momken
آرنج	ɒːɾænd͡ʒ,ɒːɾend͡ʒ
عجله کردن	æd͡ʒælekæɾdæn
شغل	ʃoɢl
پاگودا	pɒːɡodɒː
بشقاب	boʃɢɒːb
کمک گرفتن	komækɡeɾeftæn
چوبین	t͡ʃuːbiːn
شاهدخت	ʃɒːhdoxt
آزار	ɒːzɒːɾ
عقیق سلیمانی	æɢiːɢesolejmɒːniː
دقیقه	dæɢiːɢe
مذی	mæziː
شکست دادن	ʃekæstdɒːdæn
هنرمند	honæɾmænd
علاقه	ælɒːɢe
جانور	d͡ʒɒːnvæɾ
لبنان	lobnɒːn
سنگ آهک	sænɡɒːhæk
بیت‌المقدس	bejtolmoɢæddæs
احترام	ehteɾɒːm
ترکیه‏ای	toɾkiːjeʔiː
تذکر	tæzækkoɾ
هاکی	hɒːkiː
رجم	ɾæd͡ʒm
درجا	dæɾd͡ʒɒː
بسته بندی	bestebændiː
معمولا	mæʔmuːlæn
بعد از ظهر	bæʔdæzzohɾ
رئیس جمهور	ɾæʔiːsed͡ʒomhuːɾ
دوست داشتن	duːstdɒːʃtæn,duːstdɒːʃtæn
اخترمار	æxtæɾmɒːɾ
دندان‌پزشک	dændɒːnpezeʃk
موشک زدن	muːʃækzædæn
فاصله نشکن	fɒːselejenæʃkæn
صحیح	sæhiːh
آلبانی	ɒːlbɒːniː
غریزه	ɢæɾiːze
مشت	moʃt
حیوان	hejvɒːn
نقاد	næɢɒːd
خرداد	xoɾdɒːd
پاسخ	pɒːsox
جاز	d͡ʒɒːz
عزا گرفتن	æzɒːɡeɾeftæn
یکمین	jekomiːn
علم معانی	ʔelmmæʔɒːniː
برگه	bæɾɡæ
فکر رفتن	fekɾɾæftæn
هر	hæɾ
درازا	deɾɒːzɒː
یاهو	jɒːhuː
یکسان	jeksɒːn
مهبل	mæhbæl
گشت	ɡæʃt
زل	zol
تجدید نظر کردن	tæd͡ʒdiːdenæzæɾkæɾdæn
بهبود	behbuːd
آبغوره گرفتن	ɒːbɢuːɾeɡeɾeftæn
کره شمالی	koɾejeʃemɒːliː
ناخن	nɒːxon
همیشه	hæmiːʃe
ماموت	mɒːmuːt
چوچوله	t͡ʃuːt͡ʃuːle,t͡ʃuːt͡ʃuːlæ
کلمه	kælæme
مناره	menɒːɾe
شناویدن	ʃenɒːviːdæn
چشم‌پزشک	t͡ʃeʃmpezeʃk
تایتانیک	tejtɒːniːk
‌قطع شدن	ɢætʔʃodæn
سیمان	siːmɒːn
حک شدن	hækʃodæn
فاکس کردن	fækskæɾdæn
لیورپول	liːvæɾpuːl
تجویز کردن	tæd͡ʒviːzkæɾdæn
ذره‌بین	zæɾɾebiːn
عربده زدن	æɾbædezædæn
گلایه کردن	ɡelɒːjekæɾdæn
سایگون	sɒːjɡon
خوک نر	xuːkenæɾ
سياه	siːɒːh,siːjɒːh
آب‌پنیر	ɒːbpæniːɾ
موشکافی کردن	muːŝekɒːfiːkæɾdæn
برقي	bæɾɢiː
بیم	biːm
جز	d͡ʒoz
مشاهده	moʃɒːhede
دربارۀ	dæɾbɒːɾeje
