memberitahukan	məmbˌɛritahˈukan
keteteran	kətətˈɛran
worm	wˈɔrm
Vanda	vˈanda
Sword	swˈɔrd
Semangatnya	səmaŋˈatɲa
pelimpahan	pəlimpˈahan
paskah	pˈaskah
pengangkatan	pəŋaŋkˈatan
Yesuit	jəsˈuit
AKTIF	ˈaktif
hamzah	hˈamzah
rana	rˈana
Resources	rˌɛsoˈurt͡ʃəs
Sutari	sutˈari
Disel	dˈisəl
kemacetannya	kəmˌat͡ʃətˈanɲa
kambuhnya	kambˈuhɲa
Fransiska	fransˈiska
geranium	ɡˌɛranˈium
Lhokseumawe	lhˌoksəumˈawə
lenyaplah	ləɲˈaplah
Booming	boˈomiŋ
Suryawati	sˌurjawˈati
ambiguitas	ˌambiɡuˈitas
penanggulan	pənaŋɡˈulan
RTH	ˌɛrtˌehˈa
Laboraturium	lˌabɔrˌaturˈium
Kompor	kˈompɔr
Pemakan	pəmˈakan
issues	isˈuəs
Under	ˈundər
greet	ɡrˈɛət
Piyungan	pijˈuŋan
berhasrat	bərhˈasrat
ETAP	ˈɛtap
Yasser	jˈasər
Robinson	robˈinson
paradigm	parˈadiɡm
Rudhy	rˈudhj
hikayat	hikˈajat
Prasekolah	prˌasəkˈolah
Nek	nˈɛk
bebuyutannya	bəbˌujutˈanɲa
Kemenko	kəmˈɛnko
memaksa	məmˈaksa
pamungkas	pamˈuŋkas
Anathapindika	ˌanathˌapindˈika
Hologram	holˈoɡram
Fadl	fˈadl
Logistics	loɡˈistit͡ʃs
selulit	səlˈulit
keterjangkauan	kətˌɛrd͡ʒaŋkˈa͡ʊan
menimpamu	mənimpˈamu
KELAS	kˈɛlas
ortunya	ɔrtˈuɲa
Sumberpucung	sˌumbərpˈut͡ʃuŋ
termakan	tərmˈakan
spasial	spasˈial
manfaat	manfˈaat
Dzikir	dzˈikir
Landlift	lˈandlift
Angket	ˈaŋkət
kemampuanku	kəmˌampuˈanku
STBM	ˌɛstˌebˌeəm
Pembunuh	pəmbˈunuh
Indek	ˈindək
sandbox	sˈandboks
Sosialisai	sˌosialˈisa͡ɪ
WHAT	whˈat
entry	ˈɛntrj
memprotes	məmprˈotəs
Persipura	pərsipˈura
seperjalanan	səpˌɛrd͡ʒalˈanan
massage	masˈaɡə
Parasamya	pˌarasˈamja
Deltomed	dəltˈoməd
Fredi	frˈɛdi
Langi	lˈaŋi
pricing	prˈit͡ʃiŋ
telingamu	təliŋˈamu
Ampuni	ampˈuni
KEPRI	kˈɛpri
sekelilingnya	səkˌɛlilˈiŋɲa
Vermont	vˈɛrmont
Dapur	dˈapur
Corning	t͡ʃˈɔrniŋ
silikon	silˈikon
SUMBER	sˈumbər
Delima	dəlˈima
kupat	kˈupat
Lasi	lˈasi
tabarruj	tabˈarud͡ʒ
Hariyanto	hˌarijˈanto
Bruinessen	brˌuinˈɛsən
BUMDes	bˈumdˈɛs
fabulous	fˌabulˈous
cekatan	t͡ʃəkˈatan
Penyamaan	pəɲamˈaan
seekor	səˈɛkɔr
incenerator	ˌint͡ʃənərˈatɔr
bernopol	bərnˈopol
Waeapo	wˌaəˈapo
Ion	ˈion
Kusumayakti	kˌusumajˈakti
aerator	ˌaərˈatɔr
Something	somˈɛthiŋ
pengapalan	pəŋapˈalan
Ison	ˈison
Silas	sˈilas
kematangannya	kəmˌataŋˈanɲa
Rumpun	rˈumpun
mencoblos	mənt͡ʃˈoblos
Tausyiah	ta͡ʊçˈiah
bujukan	bud͡ʒˈukan
Girder	ɡˈirdər
serial	sərˈial
KAHMI	kˈahmi
disesuikan	dˌisəsuˈikan
Pengumuman	pəŋumˈuman
Samsung	sˈamsuŋ
berwirausaha	bərwˌira͡ʊsˈaha
keberadaan	kəbˌɛradˈaan
robotika	rˌobotˈika
Pamulihan	pˌamulˈihan
Dimaksudkan	dˌimaksˈudkan
refraktori	rˌɛfraktˈɔri
Teaching	təˈaχiŋ
Ialah	iˌalah
celotehan	t͡ʃˌɛlotˈɛhan
Jumsadi	d͡ʒumsˈadi
com	t͡ʃˈom
centil	t͡ʃˈɛntil
Benggala	bəŋɡˈala
tausiahnya	tˌa͡ʊsiˈahɲa
android	andrˈoid
PF	pˌeəf
FMCG	ˌɛfˌɛmt͡ʃˌeɡˈe
perdesaan	pərdəsˈaan
BRIC	brˈit͡ʃ
Pack	pˈat͡ʃk
PPKn	pˌepˌekˌaˈɛn
dpd	dˌepˌedˈe
Phonska	fˈonska
Purboyo	purbˈojo
TuSuda	tˈusˈuda
mimpimu	mimpˈimu
Chosun	χˈosun
VVIP	vvˈip
Rolly	rˈolj
pungkas	pˈuŋkas
Sukarnoputri	sˌukarnopˈutri
Zuck	zˈut͡ʃk
himne	hˈimnə
melangit	məlˈaŋit
liquid	lˈikwid
Mangir	mˈaŋir
tiu	tˈiu
Risalah	risˈalah
kelompoknya	kəlompˈokɲa
janabah	d͡ʒanˈabah
walikota	wˌalikˈota
selingkuhannya	səlˌiŋkuhˈanɲa
Adelina	ˌadəlˈina
Pengenaan	pəŋənˈaan
sumur	sˈumur
Poch	pˈoχ
Pasir	pˈasir
Wantimpres	wantˈimprəs
DCA	dt͡ʃˈa
mentri	mˈɛntri
feet	fˈɛət
Mikhail	mˈixa͡ɪl
macan	mˈat͡ʃan
Kejakgung	kəd͡ʒˈakɡuŋ
Advisor	advˈisɔr
Sadewa	sadˈɛwa
Dispensasi	dˌispənsˈasi
ITanya	ˈitˈaɲa
Rutin	rˈutin
DRPD	dˌeərpˌedˈe
diniatkan	dˌiniˈatkan
napi	nˈapi
rancu	rˈant͡ʃu
berkuah	bərkˈuah
berkerah	bərkˈɛrah
khitmad	xˈitmad
Dover	dˈovər
menerbitkannya	mənˌɛrbitkˈanɲa
magnesium	mˌaɡnəsˈium
dia	dˈia
pakem	pˈakəm
kepincangan	kəpint͡ʃˈaŋan
radiyallahu	rˌadijalˈahu
Layang	lˈajaŋ
SMB	ˌɛsˌɛmbˈe
Juicer	d͡ʒuˈit͡ʃər
SMP	ˌɛsˌɛmpˈe
Graves	ɡrˈavəs
Mengungsi	məŋˈuŋsi
Seseorang	səsəˈɔraŋ
Opportunities	ˌopɔrtunˈitis
Marapu	marˈapu
Meutya	məˈutja
tpi	tpˈi
hisapan	hisˈapan
Bombay	bˈombaj
Tugas	tˈuɡas
memanjangkan	məmand͡ʒˈaŋkan
Widyaloka	wˌidjalˈoka
tram	trˈam
Hadianto	hˌadiˈanto
emaknya	əmˈakɲa
berantakan	bərantˈakan
daam	dˈaam
mengangkut	məŋˈaŋkut
interpretasi	ˌintərprətˈasi
Walker	wˈalkər
Awaludin	ˌawalˈudin
menceritakan	mənt͡ʃˌɛritˈakan
Rawasari	rˌawasˈari
baiat	bˈa͡ɪat
berhimpun	bərhˈimpun
memliki	məmlˈiki
seleranya	sələrˈaɲa
Plengkung	plˈɛŋkuŋ
Pembaptisan	pəmbaptˈisan
Rahang	rˈahaŋ
Serunya	sərˈuɲa
persiapkan	pərsiˈapkan
Oklahoma	ˌoklahˈoma
Alvi	ˈalvi
beraksi	bərˈaksi
merekapun	mərəkˈapun
Encore	ənt͡ʃˈɔrə
turbine	turbˈinə
Singgamata	sˌiŋɡamˈata
katalisator	kˌatalisˈatɔr
donlot	dˈonlot
membantahnya	məmbantˈahɲa
skg	ˌɛskˌaɡˈe
balapan	balˈapan
berikhtiar	bərixtˈiar
vera	vˈɛra
Tabuk	tˈabuk
Guliang	ɡulˈiaŋ
bara	bˈara
sura	sˈura
MAg	mˈaɡ
Counseling	t͡ʃˌounsˈɛliŋ
DR	dˌeər
disuka	disˈuka
arah	ˈarah
Gemerlap	ɡəmˈɛrlap
menggunung	məŋɡˈunuŋ
put	pˈut
Relaxan	rəlˈaksan
Berkomunikasi	bərkˌomunikˈasi
mempersembahkan	məmpərsəmbˈahkan
paypal	pˈajpal
membuatku	məmbuˈatku
mayit	mˈajit
diimplementasikan	dˌiimplˌɛməntasˈikan
Kak	kˈak
desa	dˈɛsa
Makedonia	mˌakədonˈia
kadal	kˈadal
sediakan	sədiˈakan
dikompetisikan	dˌikompˌɛtisˈikan
Telu	təlˈu
pejabat	pəd͡ʒˈabat
Seririt	sərˈirit
Amplas	ˈamplas
Carmen	t͡ʃˈarmən
Wolverine	wˌolvərˈinə
Expression	ˌɛksprəsˈion
namakan	namˈakan
mbalelo	mbalˈɛlo
King	kˈiŋ
Layaknya	lajˈakɲa
nuansa	nuˈansa
Saturnus	satˈurnus
Kemkes	kˈɛmkəs
janggut	d͡ʒˈaŋɡut
Putranto	putrˈanto
tuntaskan	tuntˈaskan
tolong	tˈoloŋ
scam	st͡ʃˈam
PGRI	pɡrˈi
dikoordinasikan	dˌikoɔrdinasˈikan
nahas	nˈahas
Satlantas	satlˈantas
Wabub	wˈabub
Basarnas	basˈarnas
terbantu	tərbˈantu
Berpadu	bərpˈadu
Pamsimas	pamsˈimas
quiz	kwˈiz
Imamat	imˈamat
Menurut	mənˈurut
holtikultura	hˌoltikultˈura
masif	mˈasif
SC	ˌɛst͡ʃˈe
LKP	ˌɛlkˌapˈe
elite	əlˈitə
gondii	ɡondˈii
menggratiskan	məŋɡratˈiskan
mengeratkan	məŋərˈatkan
Sepiring	səpˈiriŋ
Wildan	wˈildan
jiwa	d͡ʒˈiwa
Road	rˈoad
PSDM	pˌeəsdˌeəm
Enemy	ˈɛnəmj
miselium	mˌisəlˈium
Grad	ɡrˈad
Reposisi	rˌɛposˈisi
Penkum	pˈɛnkum
Ratno	rˈatno
Pub	pˈub
Bertempat	bərtˈɛmpat
Edit	ˈɛdit
orba	ˈɔrba
Lake	lˈakə
Biogas	biˈoɡas
Imbal	ˈimbal
garuk	ɡˈaruk
dx	dˌeəks
unggulannya	ˌuŋɡulˈanɲa
SNI	snˈi
Atraktif	atrˈaktif
semiconductor	səmˌit͡ʃondˈut͡ʃtɔr
Subhanallah	sˌubhanˈalah
serat	sˈɛrat
arc	ˈart͡ʃ
Oryza	ˈɔrjza
badutbandung	bˌadutbˈanduŋ
menular	mənˈular
alamiahnya	ˌalamiˈahɲa
ditinggalkannya	dˌitiŋɡalkˈanɲa
Mustaghfirin	mˌustaɡhfˈirin
Johann	d͡ʒˈohann
LKAAM	lkˈaam
janjikan	d͡ʒand͡ʒˈikan
Digester	diɡˈɛstər
dibawah	dibˈawah
mengerjakan	məŋərd͡ʒˈakan
mengalirkan	məŋalˈirkan
KOICA	koˈit͡ʃa
deket	dˈɛkət
Hollywoodlife	hˌoljwoodlˈifə
Mustamin	mustˈamin
tnpa	tnpˈa
precision	prˌɛt͡ʃisˈion
jeroannya	d͡ʒˌɛroˈanɲa
Pengeboran	pəŋəbˈɔran
Usaha	usˈaha
Klirong	klˈiroŋ
Popular	popˈular
Repotnya	rəpˈotɲa
NVIDIA	nvidˈia
Kejagung	kəd͡ʒˈaɡuŋ
ganjal	ɡˈand͡ʒal
tanggung	tˈaŋɡuŋ
fail	fˈa͡ɪl
Pound	pˈound
merebahkan	mərəbˈahkan
Wellcomm	wˈɛlt͡ʃomm
suatau	suˈata͡ʊ
Berwajah	bərwˈad͡ʒah
Judo	d͡ʒˈudo
Santuni	santˈuni
setara	sətˈara
bundling	bˈundliŋ
menepisnya	mənəpˈisɲa
AMG	ˈamɡ
Pangalila	pˌaŋalˈila
HBA	hbˈa
terpancar	tərpˈant͡ʃar
LAM	lˈam
Tamlikha	tamlˈixa
malakukan	mˌalakˈukan
Kom	kˈom
Ujungnya	ud͡ʒˈuŋɲa
Kadep	kˈadəp
ATAU	ˌata͡ʊ
partner	pˈartnər
Site	sˈitə
Auditory	a͡ʊdˈitɔrj
Sisingaan	sˌisiŋˈaan
Renggo	rˈɛŋɡo
lepasan	ləpˈasan
Bross	brˈos
Anwar	ˈanwar
Khairul	xˈa͡ɪrul
Ekaristi	ˌɛkarˈisti
koagulasi	kˌoaɡulˈasi
Projects	prˈod͡ʒət͡ʃts
ditinggalinya	dˌitiŋɡalˈiɲa
indekos	indˈɛkos
Bakosurtanal	bˌakosurtˈanal
sholatnya	sholˈatɲa
retention	rˌɛtəntˈion
penyematan	pəɲəmˈatan
Admisi	admˈisi
Citos	t͡ʃˈitos
Bimbang	bˈimbaŋ
Keberkahan	kəbərkˈahan
Wijen	wˈid͡ʒən
yayasan	jajˈasan
Ida	ˈida
Australian	ˌa͡ʊstralˈian
Lotus	lˈotus
Okayama	ˌokajˈama
Pengakuannya	pəŋˌakuˈanɲa
Simantri	simˈantri
Riddah	rˈiddah
Diriwayatkan	dˌiriwajˈatkan
Blaster	blˈastər
naturalisasi	nˌaturˌalisˈasi
berundak	bərˈundak
seindah	səˈindah
Jawatan	d͡ʒawˈatan
berguru	bərɡˈuru
Sawangan	sawˈaŋan
maret	mˈarət
keguguran	kəɡuɡˈuran
Kumpul	kˈumpul
Semantic	səmˈantit͡ʃ
affiliasi	ˌafiliˈasi
Pop	pˈop
aorta	aˈɔrta
termometer	tərmomˈɛtər
flashcard	flˈasht͡ʃard
Hardianto	hˌardiˈanto
induction	ˌindut͡ʃtˈion
menjaminkan	mənd͡ʒamˈinkan
piutang	piˈutaŋ
tertib	tˈɛrtib
Lahad	lˈahad
Pede	pˈɛdə
demersal	dəmˈɛrsal
WALUBI	walˈubi
Berjemur	bərd͡ʒˈɛmur
digempur	diɡˈɛmpur
associate	ˌasot͡ʃiˈatə
WT	wˌetˈe
kesungguhannya	kəsˌuŋɡuhˈanɲa
pinang	pˈinaŋ
intinya	intˈiɲa
Keselamatan	kəsˌɛlamˈatan
knalpot	knˈalpot
kebahagiannya	kəbˌahaɡiˈanɲa
tumpu	tˈumpu
Zealyte	zəˈaljtə
perkedel	pərkˈɛdəl
Prapat	prˈapat
siber	sˈibər
pala	pˈala
Gradasi	ɡradˈasi
Mother	mˈothər
Jantje	d͡ʒˈant͡ʃə
ABN	ˈabn
SPR	ˌɛspˌeər
Grogol	ɡrˈoɡol
Zubizarreta	zˌubizarˈɛta
Casing	t͡ʃˈasiŋ
antargolongan	ˌantarɡolˈoŋan
FKI	fkˈi
Keindahan	kəindˈahan
gelembung	ɡəlˈɛmbuŋ
kelolosan	kəlolˈosan
Miryam	mˈirjam
Oetama	utˈama
Panji	pˈand͡ʒi
graha	ɡrˈaha
Pidato	pidˈato
Ribuan	ribˈuan
begal	bˈɛɡal
Selanjutnya	səland͡ʒˈutɲa
attacker	attˈat͡ʃkər
Sandra	sˈandra
Elda	ˈɛlda
dugunakan	dˌuɡunˈakan
Peradi	pərˈadi
Hidden	hˈiddən
Mentoring	məntˈɔriŋ
Guesthouse	ɡˌuəsthoˈusə
PHBS	pˌehˌabˌeəs
bersidang	bərsˈidaŋ
imanmu	imˈanmu
disibukkan	dˌisibˈukkan
dicoba	dit͡ʃˈoba
anda	ˈanda
Karotenoid	kˌarotənˈoid
Pearson	pəˈarson
magnetic	maɡnˈɛtit͡ʃ
Mery	mˈɛrj
Victory	vˈit͡ʃtɔrj
Buyar	bˈujar
dicukupi	dˌit͡ʃukˈupi
Supporter	supˈɔrtər
wustha	wˈustha
Ijarah	id͡ʒˈarah
dipidanakan	dˌipidanˈakan
Kunjang	kˈund͡ʒaŋ
Suplementasi	sˌupləməntˈasi
cryogenic	t͡ʃrjoɡˈɛnit͡ʃ
Birawa	birˈawa
Soeharso	suhˈarso
Informatics	ˌinfɔrmˈatit͡ʃs
Robben	rˈobbən
Menanyakan	mənaɲˈakan
postfix	pˈostfiks
harfiahnya	hˌarfiˈahɲa
Sumber	sˈumbər
mempersekutukan	məmpərsˌɛkutˈukan
menyelami	məɲəlˈami
jerohan	d͡ʒərˈohan
Taff	tˈaf
office	ofˈit͡ʃə
IRRI	ˈiri
akibatkan	ˌakibˈatkan
kekaguman	kəkaɡˈuman
teliti	təlˈiti
patung	pˈatuŋ
Riga	rˈiɡa
Pemerintah	pəmərˈintah
Perlintasan	pərlintˈasan
Duke	dˈukə
Presence	prəsˈɛnt͡ʃə
tajdid	tˈad͡ʒdid
cvt	t͡ʃˌefˌetˈe
regulasinya	rˌɛɡulasˈiɲa
secarik	sət͡ʃˈarik
uslub	ˈuslub
keserupaan	kəsˌɛrupˈaan
digigit	diɡˈiɡit
All	ˈal
Kop	kˈop
liver	lˈivər
bumbu	bˈumbu
Tsonga	tsˈoŋa
Banyan	bˈaɲan
varitas	varˈitas
Eurogroup	ˌɛuroɡrˈoup
Padukan	padˈukan
haters	hˈatərs
penggugah	pəŋɡˈuɡah
Mentawai	məntˈawa͡ɪ
Realitas	rˌɛalˈitas
savana	savˈana
Sayangnya	sajˈaŋɲa
ISAT	ˈisat
Primatama	prˌimatˈama
pacunya	pat͡ʃˈuɲa
memedulikan	məmˌɛdulˈikan
medali	mədˈali
Vivienne	vivˈinnə
Hayyan	hˈajjan
batuannya	bˌatuˈanɲa
purba	pˈurba
analytical	ˌanaljtˈit͡ʃal
Menak	mˈɛnak
sistematik	sˌistəmˈatik
termarginalkan	tərmˌarɡinˈalkan
Campuran	t͡ʃampˈuran
flooring	floɔriŋ
Dive	dˈivə
kehampaan	kəhampˈaan
absorption	ˌabsɔrptˈion
Radius	radˈius
Trimedya	trimˈɛdja
Jaman	d͡ʒˈaman
keprotokolan	kəprˌotokˈolan
Nugrahani	nˌuɡrahˈani
Sejagat	səd͡ʒˈaɡat
Roundtable	rˌoundtˈablə
Eyeshadow	ˌɛjəshˈadow
Pasis	pˈasis
Obligasi	ˌobliɡˈasi
Paul	pˈa͡ʊl
hospitalisasi	hˌospitˌalisˈasi
Trilogy	trˈiloɡj
Soepandji	supˈand͡ʒi
diprogram	diprˈoɡram
zinanya	zinˈaɲa
mercury	mərt͡ʃˈurj
berdagang	bərdˈaɡaŋ
pemimpi	pəmˈimpi
diapit	diˈapit
makasih	makˈasih
bungan	bˈuŋan
perkosaan	pərkosˈaan
Semendawai	səməndˈawa͡ɪ
gadingnya	ɡadˈiŋɲa
berkemungkinan	bərkˌɛmuŋkˈinan
Marjanis	mard͡ʒˈanis
fotomu	fotˈomu
bekerjsama	bəkərd͡ʒsˈama
membakarnya	məmbakˈarɲa
keraguannya	kərˌaɡuˈanɲa
invoice	ˌinvoˈit͡ʃə
Wholesale	whˌoləsˈalə
Kumbang	kˈumbaŋ
ICT	ˈit͡ʃt
Wamendikbud	wˌaməndˈikbud
dikerek	dikˈɛrək
Memukul	məmˈukul
Bersertifikasi	bərsˌɛrtifikˈasi
subforum	subfˈɔrum
Pemodelan	pəmodˈɛlan
Sario	sarˈio
mengunggulkan	məŋuŋɡˈulkan
ECU	ˈɛt͡ʃu
Mengakui	məŋakˈui
terhisap	tərhˈisap
Djamin	d͡ʒˈamin
Recreation	rˌɛt͡ʃrəatˈion
pembuatannya	pəmbˌuatˈanɲa
Merujuk	mərˈud͡ʒuk
penigkatan	pəniɡkˈatan
geografis	ɡˌɛoɡrˈafis
Baji	bˈad͡ʒi
dzikir	dzˈikir
Suyamto	sujˈamto
okelah	okˈɛlah
nyarinya	ɲarˈiɲa
temporal	təmpˈɔral
Yayuk	jˈajuk
pudarnya	pudˈarɲa
Limburg	lˈimburɡ
Penggunaan	pəŋɡunˈaan
Electric	əlˈɛt͡ʃtrit͡ʃ
kepakarannya	kəpˌakarˈanɲa
pengeroposan	pəŋˌɛropˈosan
biourine	bˌiourˈinə
GGRM	ɡˌeɡˌeərˈɛm
sorbet	sˈɔrbət
Stokis	stˈokis
Knalpot	knˈalpot
Madras	mˈadras
Oculus	ot͡ʃˈulus
Yulianis	jˌuliˈanis
jangka	d͡ʒˈaŋka
Sumiyati	sˌumijˈati
berirama	bərirˈama
pameo	pamˈɛo
Chopper	χˈopər
BUDAYA	budˈaja
BLKI	blkˈi
penyeduhan	pəɲədˈuhan
sangatlah	saŋˈatlah
albino	albˈino
SYDNEY	çdnˈɛj
Politik	polˈitik
Sudiarto	sˌudiˈarto
menjauhkannya	mənd͡ʒa͡ʊhkˈanɲa
covering	t͡ʃovˈɛriŋ
Yèn	jˈɛn
Rekrutan	rəkrˈutan
Jatibarang	d͡ʒˌatibˈaraŋ
KompasTekno	kˈompastˈɛkno
Kecemburuan	kət͡ʃˌɛmburˈuan
Helaran	həlˈaran
Maureen	ma͡ʊrˈɛən
Sidodadi	sˌidodˈadi
harmonika	hˌarmonˈika
nasip	nˈasip
Deh	dˈɛh
persuasive	pərsˌuasˈivə
Fiqh	fˈikh
Paten	pˈatən
belukar	bəlˈukar
Dnipro	dnˈipro
Meksi	mˈɛksi
Cillessen	t͡ʃilˈɛsən
hampa	hˈampa
Terdaftar	tərdˈaftar
didalami	dˌidalˈami
cerai	t͡ʃˈɛra͡ɪ
aparatur	ˌaparˈatur
bandara	bandˈara
Pandaan	pandˈaan
Bordir	bˈɔrdir
RIM	rˈim
BBRSBD	bˌebˌeərˌɛsbˌedˈe
spectrum	spˈɛt͡ʃtrum
judo	d͡ʒˈudo
Ground	ɡrˈound
Political	pˌolitˈit͡ʃal
menghadangnya	məŋhadˈaŋɲa
Concert	t͡ʃˈont͡ʃərt
resolusinya	rˌɛsolusˈiɲa
Alisha	alˈisha
SPPA	spˈa
kepenulisan	kəpˌɛnulˈisan
Dine	dˈinə
kloter	klˈotər
toxoplasma	tˌoksoplˈasma
Casey	t͡ʃˈasəj
Bertahap	bərtˈahap
menujukan	mənud͡ʒˈukan
sushi	sˈushi
kulit	kˈulit
Rekomendasikan	rˌɛkomˌɛndasˈikan
Linier	lˈinir
wanted	wˈantəd
Tjendra	t͡ʃˈɛndra
Vahey	vˈahəj
literatur	lˌitərˈatur
bertabarruj	bərtabˈarud͡ʒ
sambungnya	sambˈuŋɲa
Infeksi	infˈɛksi
camat	t͡ʃˈamat
dikontrol	dikˈontrol
RPA	rpˈa
modified	modˈifid
Penari	pənˈari
Samma	sˈamma
terdiri	tərdˈiri
sparring	spˈariŋ
Membiarkan	məmbiˈarkan
Corrie	t͡ʃˈɔri
tryptophan	trjptˈofan
del	dˈɛl
Alat	ˈalat
dukuh	dˈukuh
Sumi	sˈumi
disidak	disˈidak
woo	wˈoo
zhalim	zhˈalim
JPRS	d͡ʒˌepˌeərˈɛs
Arta	ˈarta
pembelajarannya	pəmbˌɛlad͡ʒarˈanɲa
Tome	tˈomə
berdemokrasi	bərdˌɛmokrˈasi
Kandungannya	kˌanduŋˈanɲa
Silakan	silˈakan
Begitulah	bəɡitˈulah
keperluan	kəpərlˈuan
rehap	rˈɛhap
Emha	ˈɛmha
berangin	bərˈaŋin
Tumbuhan	tumbˈuhan
ril	rˈil
Flamboyan	flambˈojan
konfirmasi	kˌonfirmˈasi
Libia	libˈia
HP	hˌapˈe
Ayahbunda	ˌajahbˈunda
Setprov	sˈɛtprov
konggres	kˈoŋɡrəs
trah	trˈah
petanda	pətˈanda
hegemon	həɡˈɛmon
Khairuna	xa͡ɪrˈuna
terdahsyat	tərdˈahçat
berketinggian	bərkˌɛtiŋɡˈian
Connection	t͡ʃˌonnət͡ʃtˈion
satelitnya	sˌatəlˈitɲa
Susanta	susˈanta
cai	t͡ʃˈa͡ɪ
Drone	drˈonə
BPN	bˌepˌeən
Beratnya	bərˈatɲa
Yoseph	jˈosəf
Donita	donˈita
PKK	pˌekˌakˈa
sewu	sˈɛwu
tanamnya	tanˈamɲa
Defisit	dəfˈisit
pembobotan	pəmbobˈotan
petrus	pˈɛtrus
Lemsaneg	ləmsˈanəɡ
Tegal	tˈɛɡal
mag	mˈaɡ
Triyanto	trijˈanto
Dominikus	dˌominˈikus
tepati	təpˈati
kekencangan	kəkənt͡ʃˈaŋan
penyelesaiannya	pəɲˌɛləsa͡ɪˈanɲa
pejalan	pəd͡ʒˈalan
prospeknya	prospˈɛkɲa
shirt	shˈirt
andong	ˈandoŋ
SCAM	st͡ʃˈam
itsbat	ˈitsbat
Space	spˈat͡ʃə
Misalkan	misˈalkan
sesuaidengan	səsˌua͡ɪdˈɛŋan
Pengeluaran	pəŋˌɛluˈaran
LIKE	lˈikə
bunda	bˈunda
Jenar	d͡ʒˈɛnar
Syekhfani	çəxfˈani
Ns	ˌɛnˈɛs
menghalangiku	məŋhˌalaŋˈiku
biloba	bilˈoba
Validasi	vˌalidˈasi
Progresif	proɡrˈɛsif
ugm	ˈuɡm
POI	pˈoi
Jiwan	d͡ʒˈiwan
Belopa	bəlˈopa
PTO	ptˈo
Yupiter	jupˈitər
snorkel	snˈɔrkəl
tayangan	tajˈaŋan
KALI	kˈali
lenan	lˈɛnan
Etik	ˈɛtik
mulusnya	mulˈusɲa
Kinanti	kinˈanti
pakannya	pakˈanɲa
Merosot	mərˈosot
kalkulasi	kˌalkulˈasi
Draxler	drˈakslər
Nescafe	nəst͡ʃˈafə
atpm	ˈatpm
Depay	dˈɛpaj
Noe	nˈu
Mataraman	mˌatarˈaman
Van	vˈan
menajiskan	mənad͡ʒˈiskan
overtime	ˌovərtˈimə
mengunduhnya	məŋundˈuhɲa
Goal	ɡˈoal
keteladanan	kətˌɛladˈanan
peking	pˈɛkiŋ
Uwais	ˈuwa͡ɪs
barca	bˈart͡ʃa
auratmu	a͡ʊrˈatmu
Dhuafa	dhuˈafa
Muratara	mˌuratˈara
takar	tˈakar
urinenya	ˌurinˈɛɲa
okra	ˈokra
Abian	abˈian
KNRP	kˌaˌɛnˌɛrpˈe
pencetusnya	pənt͡ʃətˈusɲa
Ngudi	ŋˈudi
sa	sˈa
PNFI	pnfˈi
dengna	dˈɛŋna
Syafi	çˈafi
memungkiri	məmuŋkˈiri
Hanover	hanˈovər
pengusutan	pəŋusˈutan
YLI	jlˈi
Pengecatan	pəŋət͡ʃˈatan
Quotient	kwˈotint
kemajemukan	kəmˌad͡ʒəmˈukan
golongan	ɡolˈoŋan
Arsene	arsˈɛnə
Mamaku	mamˈaku
rekan	rˈɛkan
narkotik	narkˈotik
Andaikata	ˌanda͡ɪkˈata
Sinhat	sˈinhat
Sergey	sˈɛrɡəj
Dibunuh	dibˈunuh
Sudarmo	sudˈarmo
Cikole	t͡ʃikˈolə
Tandon	tˈandon
Satyo	sˈatjo
Pari	pˈari
Individual	ˌindividˈual
kupas	kˈupas
Muawiyah	mˌuawˈijah
Terdakwa	tərdˈakwa
Aid	ˈa͡ɪd
lumut	lˈumut
BBKP	bˌebˌekˌapˈe
Prinsip	prˈinsip
substansial	sˌubstansˈial
implementasikan	ˌimpləmˌɛntasˈikan
pemaknaannya	pəmˌaknaˈanɲa
segunung	səɡˈunuŋ
Heard	hˈɛard
sifon	sˈifon
Hangtuah	haŋtˈuah
detector	dətˈɛt͡ʃtɔr
GNI	ɡnˈi
Lovato	lovˈato
Laplace	laplˈat͡ʃə
Prodi	prˈodi
Dorman	dˈɔrman
Kentungan	kəntˈuŋan
pengemasannya	pəŋˌɛmasˈanɲa
Lamalera	lˌamalˈɛra
soon	sˈoon
pratama	pratˈama
estillo	əstˈilo
ngadat	ŋˈadat
jombang	d͡ʒˈombaŋ
OMK	ˈomk
lumpur	lˈumpur
hanif	hˈanif
KIRIM	kˈirim
Lajang	lˈad͡ʒaŋ
pesepak	pəsˈɛpak
Luck	lˈut͡ʃk
Kanvas	kˈanvas
dijalankannya	dˌid͡ʒalankˈanɲa
beriring	bərˈiriŋ
pent	pˈɛnt
pembagi	pəmbˈaɡi
Baciro	bat͡ʃˈiro
Mugello	muɡˈɛlo
Pojoksatu	pˌod͡ʒoksˈatu
Rino	rˈino
diinputkan	dˌiinpˈutkan
sentilan	səntˈilan
Wadi	wˈadi
DLH	dˌeəlhˈa
defoliasi	dˌɛfoliˈasi
siarannya	sˌiarˈanɲa
carut	t͡ʃˈarut
Lawson	lˈawson
Prihantono	prˌihantˈono
keluarnya	kəluˈarɲa
tenologi	tˌɛnolˈoɡi
Margana	marɡˈana
merampingkan	mərampˈiŋkan
Jurnal	d͡ʒˈurnal
Grosjean	ɡroçˈɛan
