ସହଯୋଗୀ	sɔhɔd͡ʒogi
ନାପସନ୍ଦ	naːpɔsɔnd̪ɔ
ମହାରାଜ	mɔhaːraːd͡ʒɔ
କରାମତି	kɔraːmɔt̪i
ଯବକାଚଟିଏ	d͡ʒɔbɔkaːt͡ʃɔʈie
ଇଟା	iʈaː
ସହଜକାମ	sɔhɔd͡ʒɔkaːmɔ
ଥାକର	t̪ʰaːkɔɾɔ
ହି	hi
କରିପାରିବେ	kɔripaːribe
ହଳଦିଆ	hɔl̪ɔd̪iaː
ଲୋକମାନଙ୍କୁ	lokɔmaːnɔŋku
ପିଲାକୁ	pilaːku
ବଧ	bɔd̪ʱɔ
ଭଦ୍ରକ	bʰɔd̪ɾɔkɔ
କାଟିବି	kaːʈibi
ବିରାଡ଼ି	biraːɽi
ହୋମ୍-ୱର୍କ	hom-uɔrkɔ
ଶବ୍ଦକୁ	sɔbd̪ɔku
ସେଇୟା	seijaː
ନାନା	naːnaː
ଅସିମୀୟା	ɔsimijaː
ତାରାମାନେ	t̪aːraːmaːne
ଢିଲା	ɖʱilaː
ପୃଷ୍ଠାର	prusʈʰaːɾɔ
ସ୍କୁଲଟିଏ	skulɔʈie
ତଳର	t̪ɔl̪ɔɾɔ
ଯୋରରେ	d͡ʒoɾɔre
କିଣିଲେ	kiɳile
ଡରୁଥିଲା	ɖɔrut̪ʰilaː
ପଢନ୍ତୁ	pɔɖʱɔnt̪u
ନିଶ୍ଚିତ	nist͡ʃit̪ɔ
ଧାରଣ	d̪ʱaːɾɔɳɔ
ଆଣୁଥିଲେ	aːɳut̪ʰile
ଶ୍ରୀନିବାସ	srinibaːsɔ
ସ୍କୁଲରୁ	skulɔru
ଆକାଶରେ	aːkaːsɔre
ଶୋଷିବା	sosibaː
ଗାଲିଚା	gaːlit͡ʃaː
କରିଦିଅନ୍ତି	kɔrid̪iɔnt̪i
ଡବାଟି	ɖɔbaːʈi
ମୂଷା	musaː
ପକୁଡ଼ି	pɔkuɽi
ଘଣ୍ଟିଟିଏ	ɡʱɔɳʈiʈie
ରାନ୍ଧୁଥିବା	raːnd̪ʱut̪ʰibaː
ନାକକିଛି	naːkɔkit͡ʃʰi
ମାଛଟିଏ	maːt͡ʃʰɔʈie
ମନୋଜ	mɔnod͡ʒɔ
ବେହେରା	beheraː
ଭରା	bʰɔraː
ପାରିବନି	paːribɔni
ଶାଢ଼ୀ	saːɽʱi
ନଚେଇବାରେ	nɔt͡ʃeibaːre
ଆଈ	aːi
ଗ୍ରନ୍ଥ	gɾɔnt̪ʰɔ
ବସେଇ	bɔsei
ଚଢ଼େଇଟିଏ	t͡ʃɔɽʱeiʈie
ମୋଗଲାଇ	moɡɔlaːi
ଆମେରିକୀୟ	aːmerikijɔ
ଗଣ୍ଠି	ɡɔɳʈʰi
ତାଂକ	t̪aːŋkɔ
କହିଛନ୍ତି	kɔhit͡ʃʰɔnt̪i
କେତେଗୁଡ଼ିଏ	ket̪eguɽie
ଡିଗ୍ରୀ	ɖigri
ଯୁକ୍ତରାଷ୍ଟ୍ର	d͡ʒukt̪ɔraːsʈɾɔ
ଭିତରକୁ	bʱit̪ɔɾɔku
ପଡିଲା	pɔɖilaː
ଭିତର	bʱit̪ɔɾɔ
କାନ୍ଦି	kaːnd̪i
ଫୁଟୁଥିବା	pʰuʈut̪ʰibaː
ଶିଡ଼ିରେ	siɽire
ତେବେବି	t̪ebebi
ଫିଟାଇ	pʰiʈaːi
ଆସ	aːsɔ
ପଚାରିଲି	pɔt͡ʃaːrili
ଚଷମାଟି	t͡ʃɔsɔmaːʈi
ପଚାରୁନଥିଲେ	pɔt͡ʃaːrunɔt̪ʰile
ଦେଖ୍	d̪ekʰ
ଜାରରେ	d͡ʒaːɾɔre
କାଉ	kaːu
ଚାଲାକ୍‌	t͡ʃaːlaːk
ଅଂକା	ɔŋkaː
ପ୍ରଣାଳୀ	pɾɔɳaːl̪i
ନୂଆଁ	nuaː̃
ସାଂଗେ	saːŋge
କିସ	kisɔ
କାୱଁ	kaːuɔ̃
ଡାକ୍ଟରଙ୍କର	ɖaːkʈɔɾɔŋkɔɾɔ
ଜଣାଯାଏ	d͡ʒɔɳaːd͡ʒaːe
ତହସିଲ	t̪ɔhɔsilɔ
ପୋର୍ଟାଲ	porʈaːlɔ
ପିନ୍ଧନ୍ତି	pind̪ʱɔnt̪i
ପାଞ୍ଚ	paːɲt͡ʃɔ
ଗଛମାନଙ୍କ	ɡɔt͡ʃʰɔmaːnɔŋkɔ
ଦାନ୍ତବିନ୍ଧା	d̪aːnt̪ɔbind̪ʱaː
ବସାଇ	bɔsaːi
ଚୁଡ଼ି	t͡ʃuɽi
ନୀଳରର	nil̪ɔɾɔɾɔ
ଚାଲୁ	t͡ʃaːlu
ବାନ୍ଧିବା	baːnd̪ʱibaː
ଜାଗାକୁ	d͡ʒaːgaːku
ଯାତ୍ରାରେ	d͡ʒaːt̪raːre
ଓହଳି	ohɔl̪i
ସଙ୍ଗଠନ	sɔŋɡɔʈʰɔnɔ
ବେଗ	beɡɔ
ଦ୍ୱିତୀୟ	d̪uit̪ijɔ
ପ୍ରାର୍ଥୀ	praːrt̪ʰi
ପଳାଅ	pɔl̪aːɔ
କାଟୁଥିବାବେଳେ	kaːʈut̪ʰibaːbel̪e
କିଶୋର	kisoɾɔ
ଲିଙ୍ଗରାଜ	liŋɡɔraːd͡ʒɔ
ମା-ବିଲେଇ	maː-bilei
ସପ୍ତାହ	sɔpt̪aːhɔ
ମାଆକୁ	maːaːku
ଗୋଲାପଜାମୁ	golaːpɔd͡ʒaːmu
ମୂର୍ତ୍ତି	murt̪t̪i
ମୋ	mo
ପକେଟରୁ	pɔkeʈɔru
ଅନିଲ	ɔnilɔ
କରାଯାଇଥିବା	kɔraːd͡ʒaːit̪ʰibaː
ବର୍ଷା	bɔrsaː
ଥିଲୁ	t̪ʰilu
ଆଣିବାଡୁ	aːɳibaːɖu
ଭୋଓଓ	bʱooo
ପଶ୍ଚିମ	pɔst͡ʃimɔ
ହଁ	hɔ̃
ନିଆଁରେ	niaː̃re
ଖୁଆଇ	kʰuaːi
ବର୍ଷର	bɔrsɔɾɔ
ସବୁତକ	sɔbut̪ɔkɔ
ଧାତୁ	d̪ʱaːt̪u
ରାନ୍ଧ	raːnd̪ʱɔ
ବିଚରା	bit͡ʃɔraː
ରହିଗଲା	ɾɔhiɡɔlaː
ଉପସ୍ଥିତି	upɔst̪ʰit̪i
ଉନ୍ନି	unni
ପାର୍ବତୀ	paːrbɔt̪i
ଅଟେ	ɔʈe
ତରୁଲତା	t̪ɔrulɔt̪aː
ହେଇଥାଏ	heit̪ʰaːe
ସାରଳା	saːɾɔl̪aː
ମୁସଲମାନ	musɔlɔmaːnɔ
ଖରାପ୍	kʰɔraːp
ଶିଥିଳ	sit̪ʰil̪ɔ
ବସ୍ତା	bɔst̪aː
ପାଦଶବ୍ଦ	paːd̪ɔsɔbd̪ɔ
ରକ୍ଷା	ɾɔkʰjaː
କଷିବାକୁ	kɔsibaːku
ଅବନ୍ତୀକୁ	ɔbɔnt̪iku
ପାଉନି	paːuni
ଆସୁଥିବା	aːsut̪ʰibaː
ସ୍ନିଫଲ୍ସର	snipʰɔlsɔɾɔ
ଟାପରା	ʈaːpɔraː
ଯାନ୍ତି	d͡ʒaːnt̪i
ଆସିବ	aːsibɔ
ସଂଖ୍ୟା-ଗଣତି	sɔŋkʰjaː-ɡɔɳɔt̪i
ପଚାରି	pɔt͡ʃaːri
ପଚାରିଲା	pɔt͡ʃaːrilaː
ଜଣାଶୁଣା	d͡ʒɔɳaːsuɳaː
ଆଗରୁ	aːɡɔru
ରୁପେ	rupe
ଲୋକଙ୍କୁ	lokɔŋku
ଫଳରେ	pʰɔl̪ɔre
ସିଏ	sie
ତୋ	t̪o
ଜାଲରେ	d͡ʒaːlɔre
ପିନ୍ଧି	pind̪ʱi
ଆଣିବାକୁ	aːɳibaːku
ପରଶିବା	pɔɾɔsibaː
ପଶ୍ଚିମରେ	pɔst͡ʃimɔre
ପାର୍ଶି	paːrsi
ପିଅନ୍ତି	piɔnt̪i
ଶତାବ୍ଦୀରେ	sɔt̪aːbd̪ire
ଯେତେ	d͡ʒet̪e
ଘୋଡାରେ	gʰoɖaːre
ନିର୍ଦ୍ଦେଶନା	nird̪d̪esɔnaː
କାଢ଼ି	kaːɽʱi
ଲା	laː
ସୁଜାତା	sud͡ʒaːt̪aː
ଉଞ୍ଚା	uɲt͡ʃaː
ବିନ୍	bin
ଫେରିବା	pʰeribaː
ଗୋଡ	goɖɔ
ନାନ	naːnɔ
ଛତିଶଗଡ଼	t͡ʃʰɔt̪isɔɡɔɖɔ
ଲିଖନ	likʰɔnɔ
ବଡ	bɔɖɔ
ଏକମାତ୍ର	ekɔmaːt̪ɾɔ
ଦୁଃଖି	d̪uhkʰi
ଖେଳନ୍ତି	kʰel̪ɔnt̪i
ଭୋଜନ	bʱod͡ʒɔnɔ
ପ୍ରସିଦ୍ଧ	pɾɔsid̪d̪ʱɔ
ମେଘାଲୟ	megʰaːlɔjɔ
କୁଣ୍ଡାଇ	kuɳɖaːi
ଇଂଲଣ୍ଡ	iŋlɔɳɖɔ
ସନ୍ତାନକୁ	sɔnt̪aːnɔku
ଚଢ଼ିବାକୁ	t͡ʃɔɽʱibaːku
ବଂଶ	bɔŋsɔ
ପ୍ରଦେଶ	pɾɔd̪esɔ
ଉଡୁଥିବା	uɖut̪ʰibaː
ପଡ଼ିଯାଏ	pɔɽid͡ʒaːe
ପଢ଼ା	pɔɽʱaː
ଫନିକୁ	pʰɔniku
ନିଜକଥା	nid͡ʒɔkɔt̪ʰaː
ମ୍ୟାଜିକ	mjaːd͡ʒikɔ
ଉଡ଼େଇଲା	uɽeilaː
ଦୟାରେ	d̪ɔjaːre
କାନ୍ଥ	kaːnt̪ʰɔ
ଅଭ୍ୟସ୍ତ	ɔbʱjɔst̪ɔ
ବର୍ଷେ	bɔrse
ଯୁଗର	d͡ʒuɡɔɾɔ
ବେଳ	bel̪ɔ
ବୁଲିପଡ଼ି	bulipɔɽi
ଖାଇଲେ	kʰaːile
ଗଲାବେଳକୁ	ɡɔlaːbel̪ɔku
କଥାଟା	kɔt̪ʰaːʈaː
ଇଉରୋପ	iuropɔ
ସରବତ	sɔɾɔbɔt̪ɔ
କାଟିବାକୁ	kaːʈibaːku
ରାଜନୈତିକ	raːd͡ʒɔnɔit̪ikɔ
ସାର	saːɾɔ
ହଜିଗଲା	hɔd͡ʒiɡɔlaː
ଦିଆଯାଏ	d̪iaːd͡ʒaːe
ରନ୍ଧାଘର	ɾɔnd̪ʱaːɡʱɔɾɔ
ସାହିଲ୍	saːhil
ଗାଧୋଇ	gaːd̪ʱoi
ଏକୁଟିଆ	ekuʈiaː
ଏକଦମ୍‌	ekɔd̪ɔm
ନିରସ	niɾɔsɔ
ଓସ୍ତଗଛରେ	ost̪ɔɡɔt͡ʃʰɔre
ଧରନ୍ତି	d̪ʱɔɾɔnt̪i
ରୋଗୀ	rogi
ଦେଖାଗଲା	d̪ekʰaːɡɔlaː
ଗାନ୍ଧୀଜୀଙ୍କ	gaːnd̪ʱid͡ʒiŋkɔ
ଭାରତୀୟ	bʱaːɾɔt̪ijɔ
ଧନ୍ଦା	d̪ʱɔnd̪aː
ରୁଟିଟି	ruʈiʈi
ମୁଚକକୁ	mut͡ʃɔkɔku
ସକାଳୁ	sɔkaːl̪u
ଦଉଡ଼ି	d̪ɔuɽi
ଟପିଗଲା	ʈɔpiɡɔlaː
କେରଳ	keɾɔl̪ɔ
ଙ୍କୁ	ŋku
ଉଭାନ୍	ubʱaːn
କିଣୁଥିଲେ	kiɳut̪ʰile
ଶିଖିବୁ	sikʰibu
ବଦଳୁ	bɔd̪ɔl̪u
ଜଳି	d͡ʒɔl̪i
ରହିଛି	ɾɔhit͡ʃʰi
ସୂର୍ଯ୍ୟ	surd͡ʒjɔ
ରହମତ୍	ɾɔhɔmɔt̪
କମ୍ପ୍ୟୁଟର	kɔmpjuʈɔɾɔ
ଆୟୋଜନ	aːjod͡ʒɔnɔ
ଗୁଜରାଟୀ	gud͡ʒɔraːʈi
ବେଶୀ	besi
ଚିନାବାଦାମ-ଯାତ୍ରା	t͡ʃinaːbaːd̪aːmɔ-d͡ʒaːt̪raː
ପୁରି	puri
ଲକ୍ଷଣ	lɔkʰjɔɳɔ
ଖାଉଖାଉ	kʰaːukʰaːu
ବଞ୍ଚେଇବା	bɔɲt͡ʃeibaː
ପରସ୍ପର	pɔɾɔspɔɾɔ
ଲାଲା	laːlaː
ଆଖୁ	aːkʰu
ଛୁଅଁନା	t͡ʃʰuɔ̃naː
ବିଶେଷତଃ	bisesɔt̪ɔh
ପାଢ଼ୀ	paːɽʱi
ସତରେ	sɔt̪ɔre
ବୟସ୍କ	bɔjɔskɔ
ପ୍ରାଣେ	praːɳe
ରାଶିଗୁଡ଼	raːsiguɽɔ
ପ୍ରାଣ	praːɳɔ
ନାମକରଣ	naːmɔkɔɾɔɳɔ
କ୍ଲିକ	klikɔ
ଦେଖାଯାଏ	d̪ekʰaːd͡ʒaːe
ସମ୍ପୂର୍ଣ୍ଣ	sɔmpurɳɳɔ
ଛାଞ୍ଚ	t͡ʃʰaːɲt͡ʃɔ
ଶୁଂଘିଦେଲା	suŋgʰid̪elaː
ଦାଲଚିନି	d̪aːlɔt͡ʃini
ଅନ୍ଧକାରରେ	ɔnd̪ʱɔkaːɾɔre
ହୋଇସାରିଛି	hoisaːrit͡ʃʰi
ଜଲାଲୁଦ୍ଦିନ	d͡ʒɔlaːlud̪d̪inɔ
ନେଇଛନ୍ତି	neit͡ʃʰɔnt̪i
ପୃଷ୍ଠାଟିଏ	prusʈʰaːʈie
ହେଇଯାଇଛି	heid͡ʒaːit͡ʃʰi
ଚାଲନ୍ତି	t͡ʃaːlɔnt̪i
ଯାହାର	d͡ʒaːhaːɾɔ
ଉପକାର	upɔkaːɾɔ
ଦର୍ଶନୀୟ	d̪ɔrsɔnijɔ
ଗଧିଆର	ɡɔd̪ʱiaːɾɔ
କେବେ	kebe
ମାଗିଲେ	maːgile
ଖୋଳୁଛି	kʰol̪ut͡ʃʰi
ବାନାର୍ଜୀ	baːnaːrd͡ʒi
ବଂଶାନୁଗତ	bɔŋsaːnuɡɔt̪ɔ
ପିଇବାରେ	piibaːre
ଯୋଗସୂତ୍ର	d͡ʒoɡɔsut̪ɾɔ
ଏଇଟା	eiʈaː
ଶବ୍ଦ	sɔbd̪ɔ
ମହାନ	mɔhaːnɔ
ଗଭୀରକୁ	ɡɔbʱiɾɔku
ଭୋକ	bʱokɔ
କାନ୍ଦେ	kaːnd̪e
ଆଣ୍ଡ	aːɳɖɔ
ସୁଦର୍ଶନ	sud̪ɔrsɔnɔ
ଅଦ୍ଭୁତ	ɔd̪bʱut̪ɔ
ଭ୍ରମର	bʱɾɔmɔɾɔ
ଆସ୍ତେକରି	aːst̪ekɔri
କୋଳେଇ	kol̪ei
କହିଦେଇ	kɔhid̪ei
ସର୍ବତ	sɔrbɔt̪ɔ
ଜିଲ୍ଲାର	d͡ʒillaːɾɔ
ଦେଇଦେଲେ	d̪eid̪ele
ନେଇଯିବାକୁ	neid͡ʒibaːku
ଜୁଲାଇ	d͡ʒulaːi
ବୋଷ	bosɔ
ସାଙ୍ଗ	saːŋɡɔ
ମରାମତି	mɔraːmɔt̪i
ଆଡ଼େ	aːɽe
ତଥ୍ୟ	t̪ɔt̪ʰjɔ
ଛବି	t͡ʃʰɔbi
ସିମେଣ୍ଟ	simeɳʈɔ
ଖେଳଣା	kʰel̪ɔɳaː
କରି	kɔri
ଏଠୁ	eʈʰu
କ୍ଷଣକ	kʰjɔɳɔkɔ
ପଦ	pɔd̪ɔ
କରିଥାଏ	kɔrit̪ʰaːe
କୂଳର	kul̪ɔɾɔ
ପିନ୍ଧିଥିଲା	pind̪ʱit̪ʰilaː
ତାନସେନ	t̪aːnɔsenɔ
ଖୋଇସାରି	kʰoisaːri
ଲିପି	lipi
ମୟୁୁର	mɔjuɾɔ
ଜାଣିପାରୁଛି	d͡ʒaːɳipaːrut͡ʃʰi
ବସିଥାନ୍ତି	bɔsit̪ʰaːnt̪i
ରୂପ	rupɔ
ଓଲ୍ହାଇ	olhaːi
ଫନିର	pʰɔniɾɔ
ପରଟା	pɔɾɔʈaː
ତରାଟି	t̪ɔraːʈi
ମାସିକ	maːsikɔ
ବିରାଟ	biraːʈɔ
ଦିୱାନ୍	d̪iuaːn
ଜନ୍ମତିଥି	d͡ʒɔnmɔt̪it̪ʰi
ଦୋକାନସବୁ	d̪okaːnɔsɔbu
ନିଶଥିବା	nisɔt̪ʰibaː
ଉପେନ୍ଦ୍ର	upend̪ɾɔ
ପିନ୍ଧିଥିବା	pind̪ʱit̪ʰibaː
ସଜାଇ	sɔd͡ʒaːi
ଭାବୁଛ	bʱaːbut͡ʃʰɔ
ଦେଖିସାରିଥିଲା	d̪ekʰisaːrit̪ʰilaː
ଓଦା	od̪aː
ଖଣ୍ଡେ	kʰɔɳɖe
ସମସାମୟିକ	sɔmɔsaːmɔjikɔ
କେଡେ	keɖe
ଦୋକାନଟିକୁ	d̪okaːnɔʈiku
ମଞ୍ଚସ୍ଥ	mɔɲt͡ʃɔst̪ʰɔ
ଉତ୍ପନ୍ନର	ut̪pɔnnɔɾɔ
ଅଧାଖିଆ	ɔd̪ʱaːkʰiaː
ପାରୁନାଁହ	paːrunaː̃hɔ
କହିବୁ	kɔhibu
ସ୍କୁଟର	skuʈɔɾɔ
ଲମ୍ୱାବାଳ	lɔmuaːbaːl̪ɔ
ଉଡ଼ିଗଲା	uɽiɡɔlaː
ଶାନ୍ତି	saːnt̪i
ରାଜଦରବାରକୁ	raːd͡ʒɔd̪ɔɾɔbaːɾɔku
ଲାଗୁଛି	laːgut͡ʃʰi
ହେବାପରେ	hebaːpɔre
ବଦଳେଇବା	bɔd̪ɔl̪eibaː
ରୋଗର	roɡɔɾɔ
ଠିକଣା	ʈʰikɔɳaː
ବ୍ରହ୍ମପୁର	bɾɔhmɔpuɾɔ
ଅଧିକାଂଶ	ɔd̪ʱikaːŋsɔ
ନିରନ୍ତର	niɾɔnt̪ɔɾɔ
ହିରନ୍	hiɾɔn
ଏସ୍	es
ଯିବି	d͡ʒibi
ଚିଡ଼ିଆଖାନା	t͡ʃiɽiaːkʰaːnaː
ସାଥୀରେ	saːt̪ʰire
ସେବକ	sebɔkɔ
ଟିକେ	ʈike
ଉଙ୍କି	uŋki
ଗୋଲୁର	goluɾɔ
ପଡିଲେ	pɔɖile
ଆଖିରୁ	aːkʰiru
ଖରା	kʰɔraː
ଉଠାଇଲେ	uʈʰaːile
ମହାଭାରତ	mɔhaːbʱaːɾɔt̪ɔ
ଶଂକରର	sɔŋkɔɾɔɾɔ
କିସମିସ୍	kisɔmis
ହିନ୍ଦୀ	hind̪i
ଘରକୁ	ɡʱɔɾɔku
ପ୍ରାଚୀନ	praːt͡ʃinɔ
ନିର୍ମାତା	nirmaːt̪aː
ସମୂହ	sɔmuhɔ
ଗଣତିର	ɡɔɳɔt̪iɾɔ
ସେପଟ	sepɔʈɔ
ପଡ଼ୁଛି	pɔɽut͡ʃʰi
ଖାଇବ	kʰaːibɔ
ଜୀବାଶ୍ମ	d͡ʒibaːsmɔ
ମଧୁର	mɔd̪ʱuɾɔ
ଗ୍ରୀଷ୍ମ	grismɔ
ପଦଯାତ୍ରୀର	pɔd̪ɔd͡ʒaːt̪riɾɔ
ରାଜ୍ୟପାଳ	raːd͡ʒjɔpaːl̪ɔ
ଜନ୍ମଗ୍ରହଣ	d͡ʒɔnmɔgɾɔhɔɳɔ
ଖୋଲିଲେ	kʰolile
ଆଖିଥିଲା	aːkʰit̪ʰilaː
ରଖୁ	ɾɔkʰu
ପରିବାର	pɔribaːɾɔ
ଅବସ୍ଥାନ	ɔbɔst̪ʰaːnɔ
ବୋର୍ଡ଼	borɖɔ
ଅସୁସ୍ଥ	ɔsust̪ʰɔ
ଦି	d̪i
ବାକି	baːki
ଲଡ୍ଡୁ	lɔɖɖu
ଖାବରା	kʰaːbɔraː
ଛାଡିଦେଲେ	t͡ʃʰaːɖid̪ele
ପାନୀୟ	paːnijɔ
ଲୋକକଳା	lokɔkɔl̪aː
ଖାଉନୁ	kʰaːunu
ମଣ୍ଡଳି	mɔɳɖɔl̪i
ମୋଡ଼ିଦେଲା	moɽid̪elaː
ଆଖିବୁଜି	aːkʰibud͡ʒi
ଆସିନାହିଁ	aːsinaːhĩ
ମନୋନୟନ	mɔnonɔjɔnɔ
ଚତୁର୍ଥ	t͡ʃɔt̪urt̪ʰɔ
ପଖାଳ	pɔkʰaːl̪ɔ
ଲାଲରଙ୍ଗର	laːlɔɾɔŋɡɔɾɔ
ବନ୍ଦ	bɔnd̪ɔ
ଚାପି	t͡ʃaːpi
ମାଙ୍କଡ଼ଟିଏ	maːŋkɔɽɔʈie
ଅଧା	ɔd̪ʱaː
ଉପରକୁ	upɔɾɔku
ଅବଶ୍ୟ	ɔbɔsjɔ
ଭୂମି	bʱumi
ଠେକୁଆଠୁ	ʈʰekuaːʈʰu
ଗୋଳା	gol̪aː
ଫୁଂକାରେ	pʰuŋkaːre
ଏଠି	eʈʰi
ସମ୍ବନ୍ଧୀୟ	sɔmbɔnd̪ʱijɔ
ଜାତିର	d͡ʒaːt̪iɾɔ
ଦେଉ	d̪eu
ଜୋର୍‌ରେ	d͡ʒorre
ରଖ	ɾɔkʰɔ
ନୁହଁ	nuhɔ̃
ବିଜଦ	bid͡ʒɔd̪ɔ
ଗାନ୍ଧିଜୀଙ୍କୁ	gaːnd̪ʱid͡ʒiŋku
ତା	t̪aː
ଅଫିସ	ɔpʰisɔ
ପଢୁଥିଲା	pɔɖʱut̪ʰilaː
ପଡ଼ିଯାଇଥିଲା	pɔɽid͡ʒaːit̪ʰilaː
ଆସିଲା	aːsilaː
ପାଣିଗାହି	paːɳigaːhi
ଆଗେ	aːge
ଅଳଙ୍କାର	ɔl̪ɔŋkaːɾɔ
ଟ୍ରେନରେ	ʈrenɔre
ମଷ୍ତିସ୍କ	mɔst̪iskɔ
ପୂର୍ତ୍ତି	purt̪t̪i
ମାନେ	maːne
ଗୋପାଳ	gopaːl̪ɔ
ଲୁହଦାଗ	luhɔd̪aːɡɔ
ଜେଜେବାପାଙ୍କର	d͡ʒed͡ʒebaːpaːŋkɔɾɔ
ସେଗୁଡିକର	seguɖikɔɾɔ
ହୋଇଛନ୍ତି	hoit͡ʃʰɔnt̪i
ବଣ	bɔɳɔ
ସେଥି	set̪ʰi
ଶ୍ରୀଙ୍ଗେରୀ	sriŋgeri
ମୁ	mu
ଗାଳ୍ପିକ	gaːl̪pikɔ
ତୋତେ	t̪ot̪e
ରାତି	raːt̪i
ସେମିତି	semit̪i
ଚଢ଼େଇମାନେ	t͡ʃɔɽʱeimaːne
ଶୁଭଂକର	subʰɔŋkɔɾɔ
କାଶୁ	kaːsu
ଦେଖିଥିବ	d̪ekʰit̪ʰibɔ
ବିହନ	bihɔnɔ
ଚାହାନ୍ତି	t͡ʃaːhaːnt̪i
ବୋତଲଟିର	bot̪ɔlɔʈiɾɔ
ଦିଆ	d̪iaː
ବୁଝାଇ	bud͡ʒʱaːi
ବାକୁ	baːku
ସମର୍ଥନ	sɔmɔrt̪ʰɔnɔ
କାଲିଆ	kaːliaː
ଏହିଦିନ	ehid̪inɔ
ଅଟକିଗଲେ	ɔʈɔkiɡɔle
ଆବର୍ଦ୍ଧକ	aːbɔrd̪d̪ʱɔkɔ
ପୁସ୍ତକ	pust̪ɔkɔ
ଚରିତ୍ର	t͡ʃɔrit̪ɾɔ
ହେବାରୁ	hebaːru
ବୁଲୁ	bulu
ମେଲେଇ	melei
ଶ୍ୱାସ	suaːsɔ
ପରିବାବାଲା	pɔribaːbaːlaː
ଚାଲୁଥିଲା	t͡ʃaːlut̪ʰilaː
ଦାୟିତ୍ଵ	d̪aːjit̪uɔ
ପ୍ରଶ୍ନର	pɾɔsnɔɾɔ
ବାରଣ୍ତାରେ	baːɾɔɳt̪aːre
କଟକରେ	kɔʈɔkɔre
କୁକୁରକୁ	kukuɾɔku
ବି	bi
ଘୋଷାରି	gʰosaːri
ନୌକାଠୁ	nɔukaːʈʰu
ନେଉଥିଲା	neut̪ʰilaː
ଶତକଡ଼ା	sɔt̪ɔkɔɽaː
ସୋନପୁର	sonɔpuɾɔ
ଚାଲିକି	t͡ʃaːliki
ଟ୍ରେନ୍	ʈren
ହୋଇଗଲିଣି	hoiɡɔliɳi
ଅଟଳ	ɔʈɔl̪ɔ
ନର୍ସୀ	nɔrsi
ମୁଖ୍ୟମନ୍ତ୍ରୀ	mukʰjɔmɔnt̪ri
ଜେଜେଙ୍କର	d͡ʒed͡ʒeŋkɔɾɔ
ବାକ୍ସରୁ	baːksɔru
ତାପରେ	t̪aːpɔre
ଅଫ	ɔpʰɔ
ଦ୍ଵୀପପୁଞ୍ଜ	d̪uipɔpuɲd͡ʒɔ
କ୍ରୀକ୍	krik
ଜଙ୍ଗଲରେ	d͡ʒɔŋɡɔlɔre
ବୁଝିବା	bud͡ʒʱibaː
କରିଥିଲା	kɔrit̪ʰilaː
ଛାଡୁଥିଲା	t͡ʃʰaːɖut̪ʰilaː
ହୃଦୟ	hɔrud̪ɔjɔ
ଗଣ	ɡɔɳɔ
ଗଣ୍ଠିର	ɡɔɳʈʰiɾɔ
ଗୋଧୁଳୀ	god̪ʱul̪i
ରେଶମ	resɔmɔ
ଚନ୍ଦ୍ରହୀନ	t͡ʃɔnd̪ɾɔhinɔ
କରୁଥିଲି	kɔrut̪ʰili
ଛୁଆକୁ	t͡ʃʰuaːku
ଅନୁଭବ	ɔnubʰɔbɔ
ପାରିବେ	paːribe
କକା	kɔkaː
ହେଉଥିଲେ	heut̪ʰile
ରାକ୍ଷସ	raːkʰjɔsɔ
ସୁସ୍ଥ	sust̪ʰɔ
ଡିସେମ୍ବର	ɖisembɔɾɔ
କରିବାର	kɔribaːɾɔ
ଖରଣାଟି	kʰɔɾɔɳaːʈi
ଡାହାଣକୁ	ɖaːhaːɳɔku
କଥାକୁ	kɔt̪ʰaːku
ଟିପ୍ପଣୀ	ʈippɔɳi
ଅନୁଗାମୀ	ɔnugaːmi
ସେହି	sehi
ଆନନ୍ଦଦାୟକ	aːnɔnd̪ɔd̪aːjɔkɔ
ଚାରିବର୍ଷର	t͡ʃaːribɔrsɔɾɔ
ନିଶୁଆ	nisuaː
ଲାଗିଲେ	laːgile
ମାଛିଙ୍କ	maːt͡ʃʰiŋkɔ
ଲଡୁଟିଏ	lɔɖuʈie
ଟେବୁଲ୍	ʈebul
ରାଜି	raːd͡ʒi
ତୃତୀୟ	t̪rut̪ijɔ
ଉଡ଼ିବୁଲନ୍ତି	uɽibulɔnt̪i
ଭର୍ତ୍ତି	bʰɔrt̪t̪i
ଫନି	pʰɔni
ସେଠିବି	seʈʰibi
ତେଣୁ	t̪eɳu
ଫିକା	pʰikaː
ପେଣ୍ଡୁରେ	peɳɖure
ଲେଖା	lekʰaː
ଆସୁଛି	aːsut͡ʃʰi
ହୋଇଯାଉଛି	hoid͡ʒaːut͡ʃʰi
ବାୟ	baːjɔ
ଗାଉଛି	gaːut͡ʃʰi
କାନ୍ଧଥିଲା	kaːnd̪ʱɔt̪ʰilaː
ଉତ୍ପନ୍ନ	ut̪pɔnnɔ
ଅବାଗିଆ	ɔbaːgiaː
ନାକର	naːkɔɾɔ
ସରକାରୀ	sɔɾɔkaːri
ଆକାଶ	aːkaːsɔ
ଭାବିଲେ	bʱaːbile
ଭାଙ୍ଗିକି	bʱaːŋgiki
ସହର	sɔhɔɾɔ
ତାଟିଆରେ	t̪aːʈiaːre
