leeschtungsstaark	leːʃtˈuɳstaːʀk
Rulinge	ʀuːlˈiɳə
Autorisatioun	ˌɑ͡ʊtoːʀizˈɑʦjə͡ʊn
viir	vˈiːʀ
Muechtwiessel	mu͡əkhtvˈi͡əseːl
gedronk	gˈədʀoɳk
Rechtfäerdegung	ʀˌæɕtfɛːɐtˈeːguɳ
waaren	vˈaːʀeːn
Werveke	veːʀvˈeːkə
Krämpes	kʀˈæmpəs
erweidert	ʁvˈɑ͡ɪdʁt
reklasséiert	ʀˌeːklɑsˈɜ͡ɪɐt
Firwaat	fiˈɐvaːt
Fëschbech	fˈəʃbæɕ
exigent	æksˈiʒænt
iwwernuecht	ivˈeːʀnu͡əkht
sengerzäit	zˈeɳʁʦæː͡ɪt
Katharina	kˌɑthaːʀˈiːnɑ
verbidden	fʁbˈidən
bloo	blˈoː
Medien	mədˈiːən
Karikatur	kˌɑʀikˈɑtuːʀ
Deportatioun	dˌəpoʀtˈɑʦjə͡ʊn
reel	ʀˈeːl
Boyband	bˈo͡ɪbɑnt
Méiglechkeeten	mˌɜ͡ɪʑləɕkˈeːtən
Réckstand	ʀˈekʃtɑnt
Chamberkommissioune	khˌɑmbeːʀkˌomisiˈə͡ʊnə
erausklammen	ˌəʀæː͡ʊsklˈɑmən
oppene	opˈeːnə
reizen	ʀˈɑ͡ɪʦən
Coopératioun	kˌoːpæʀaːtˈiə͡ʊn
Patronat	pɑtʀˈonaːt
dierf	dˈiɐf
empfanne	əmpfˈɑnə
stänneg	ʃtˈænəɕ
ailleurs	ˈɑ͡ɪlo͡ɪʀz
Stol	ʃtˈoːl
bayresche	bˌɑiʀˈeːʃə
Silvia	zilvˈiɑ
Sorry	zˈoʀiː
zesummegebaut	ʦˌəzuməgˈəbæː͡ʊt
Unfank	ˈunfɑɳ
Alt	ˈɑlt
evaluéiere	ˌəvaːlˌuɜ͡ɪˈɐə
gebiet	gˈəbi͡ət
POST	pˈost
frëen	fʀˈəən
Aarmutsbekämpfung	ˌaːʀmutzbeːkˈempfuɳ
erklär	ɐklˈɛːɐ
Enquêteuren	ˌɑ̃ːkɛːtˈœːʀən
Kräische	kʀˈæː͡ɪʃə
Wis	vˈiːz
opzebesseren	ˌopʦəbeːsˈeːʀeːn
Grondprinzipie	gʀˌontpʀinʦˈiːpi͡ə
Upcycling	upkˈikliɳ
Kachkéis	kˈɑXkɜ͡ɪs
Nelly	nˈeːliː
geschit	gˈəʃiːt
Hochzeit	hokhʦˈəit
Atomkraaftwierker	ˌɑtoːmkʀˈaːftviːʁkʁ
Wiener	vˈi͡əneːʀ
Privathaus	pʀiːvˈɑthɑ͡ʊz
Vermummungsverbuet	vˌeːʀmumuɳzvˈeːʀbu͡ət
IOC	ˈioːk
gefroten	gəfʀˈoːteːn
Logik	lˈogik
Nuklearofkommes	nˌukləˌaːʀofkˈomeːz
Zwilling	ʦwˈiliɳ
Smartphonen	zmɑʀtphˈoːnən
kloere	kloˈɐə
spill	ʃpˈil
Infraktioune	ˌinfʀɑktiˈə͡ʊnə
Eelsten	ˈeːlzteːn
Lëntgen	lˈəntʑən
Pointe	pwˈɛ̃ːə
geplot	gˈəploːt
genéieren	ʒˌənɜ͡ɪˈəʀən
verschoss	fʁʃˈos
Sozialversécherungen	zˌoːʦiˌɑlveːʀzˌækheːʀˈuɳeːn
secteur	zˈæktœːʀ
SMART	zmˈɑʀt
Rechtsstaatlechkeet	ʀˌæɕtstaːtlˈæɕkeːt
Aarbechtskollegen	ˌaːʁbəɕtskolˈeːʑən
bessen	bˈeːseːn
Sportslycée	zpoʀtzlˈikeː
Schutzmasken	ʃutʦmˈɑzkeːn
Chicken	khˈikeːn
Stellplazen	ʃeːlplˈaːʦən
besiichen	beːzˈiːɕeːn
Cézanne	kæʦˈɑnə
amusant	ɑmˈuzɑnt
ärch	ˈeʀkh
Kette	kˈeːtə
ausräichend	ɑ͡ʊzʀˈæː͡ɪʃeːnt
Haett	hˈɑət
Weyer	vəˈiɐ
Avengers	aːvˈeːɳeːʀz
ausfale	ɑ͡ʊzfˈaːlə
Puppelchen	pupˈəlɕən
geschützten	gəʃˈyːtʦteːn
reliéisen	ʀˌeːliˈɜ͡ɪsən
opgepecht	opgˈəpæɕt
Aarbechtsalldag	ˌaːʀbæɕtzˈɑltaːX
kriminelle	kʀˌiːmiːnˈeːlə
geliest	gˈəli͡əzt
Overshoot	oːvˈeːʀzhoːt
gedo	gˈədoː
opgefaangen	ˌopgəfˈaːɳən
erneiere	ˌɐnɑ͡ɪˈɐə
AFORM	ˈaːfoʀm
Buedzëmmer	bˈu͡ətʦəmʁ
Beieveräin	bˌɑ͡ɪəvˈeːʀæː͡ɪn
Bord	bˈoːʀ
Gesellegkeet	gˌəzælˈəɕkeːt
geland	gˈəlɑnt
métiers	mætˈiɐz
verkënnegt	fʁkˈənəɕt
Fussballfederatioun	fˌusbɑlfˌeːdəʀˈɑʦjə͡ʊn
Beissel	bˈɑ͡ɪseːl
Maizena	mɑ͡ɪʦˈənɑ
gecroped	gəkʀˈoːpeːd
Klimafong	kliːmˈaːfoɳ
laancht	lˈaːnkht
profitabel	pʀˌofitˈaːbəl
Ozon	ˈoʦoːn
Ofhängegkeet	ˌoːfhæɳˈəɕkeːt
Befroten	beːfʀˈoːteːn
ausstrahlt	ˈɑ͡ʊstʀɑhlt
Réunis	ʀæˈuːniːz
liewt	lˈi͡əvt
Touriste	tə͡ʊʀˈiztə
Fichen	fˈiɕən
Titelsäit	tiːtˈəlzæː͡ɪt
Mammographie	mˌɑmogʀˈɑphi͡ə
Grupp	gʀˈup
liewe	lˈi͡əvə
leie	lˈɑ͡ɪə
chiffréiert	ʃˈifʀɜ͡ɪʁt
Missioune	mˌisiˈə͡ʊnə
evasiv	əvˈaːziːv
Mannerjäreger	mˌɑneːʀjˌɛːɐˈeːgəʀ
erfuerene	ˌɐfu͡əʀˈeːnə
Accounts	ˈɑkkə͡ʊntz
israelesch	ˌisʀɑˈeləʃ
Lombardei	lombˈɑʀtɑ͡ɪ
solidarescher	zˌoːliːdaːʀˈeːʃeːʀ
hien	hˈi͡ən
Individualitéit	ˌintiːvˌiːduaːlˈiːtɜ͡ɪt
scrollen	zkʀˈoleːn
erhält	ˈɐhelt
Langers	lˈɑɳeːʀz
Ekippe	əkˈipə
Ryvage	ʀivˈɑʁə
Foul	fˈə͡ʊl
Gefaangene	gˌəfaːɳˈeːnə
Cooperation	kˌoːpeːʀaːtˈioːn
Tableaue	tˌɑbləˈɑ͡ʊə
Neiséilänner	nˌɑ͡ɪzɜ͡ɪlˈeneːʀ
emphytéotique	ˌəmphitˌæoːtˈiːku͡ə
Befreiung	bəfʀˈɑ͡ɪuɳ
fortgelaf	foʀtgˈəlaːf
Jungs	jˈuɳz
Acteur	ˈɑktœːʀ
Autorail	ɑ͡ʊtˈoːʀɑ͡ɪl
Vote	vˈoːtə
Selfie	zˈeːlfi͡ə
entzerren	əntʦˈəʀeːn
Kläpperei	klæpˈəʀɑ͡ɪ
Steiersystem	ʃtɑ͡ɪʁsˈiːstəm
Kulturberäich	kˌultuʀbˈeːʀæː͡ɪʃ
Glous	glˈə͡ʊs
Proposition	pʀˌoːpoːziːtˈioːn
Postkaarten	postkˈaːʀtən
packt	pˈɑkt
diesbezüglech	dˌi͡əzbeːʦˈyːglæɕ
zäitgläich	ʦˈæː͡ɪtglæː͡ɪʃ
konstruktiver	kˌonʃʀuktˈiːveːʀ
terroristeschen	tˌeːʀoːʀiztˈeːʃeːn
Beton	bˈeːtoːn
Equipment	ˌəkuˈipmeːnt
ugebaut	ugˈəbæː͡ʊt
Loterie	loːtˈeːʀi͡ə
tip	tˈiːp
Anstatt	ˈɑnztɑt
Punkte	pˈuɳtə
ëmfrot	ˈəmfʀoːt
asymptomatesch	ˌɑzimptoːmˈɑteːʃ
Héichpunkt	hˈɜ͡ɪɕpuɳkt
grotesk	gʀˈoːteːzk
Internationale	ˌinteːʀnˌaːtioːnˈaːlə
unzevertrauen	ˌunʦəveːʀtʀˈɑ͡ʊən
Sinfonie	sinfˈoniː
ersetze	ɐzˈæʦə
Eegenen	eːgˈənən
Dierfer	dˈiːʁfʁ
FLPA	flpˈɑ
geriet	gˈəʀi͡ət
Erklärung	ʁklˈɛːʀuɳ
Lénke	lˈæɳə
iwerweisen	ˌiveːʀvˈɑ͡ɪsən
Schalter	ʃˈɑltʁ
Beispiller	bˈɑ͡ɪʃpilʁ
Dorop	dˈoːʀop
Aascht	ˈaːʃt
Face	fˈɑs
Dages	dˈɑʁəz
Golfkrich	gˈolfkʀiʃ
donkelt	dˈoɳeːlt
Fitnessstudio	fˌitnəsʃtˈudjoː
maache	mˈaːXə
Logelin	loːʁˈəliːn
Gedenken	gədˈæɳkən
Bivange	biːvˈɑɳə
Finances	fˈiːnɑnsz
Sportart	zpˈoʀtɑʀt
niwwelege	nivˈeːleːʃ
diffus	dˈifuːz
Beruffsbiller	bˌeːʀufzbˈileːʀ
Wecker	vˈækʁ
Impaktstudie	ˌimpɑktztˈuːdi͡ə
Démarche	dæmˈɑʀkhə
Wormeldange	vˌoʀmeːltˈɑɳə
SW	zv
Schwieregkeeten	ʃwˌiːʀəɕkˈeːtən
Weydert	vəˈidɐt
Virdrun	fˈiːʁdʀun
Tanz	tˈɑnʦ
Geneviève	gˌəneːviˈeːvə
applaudéiert	ɑplˈɑ͡ʊdɜ͡ɪʁt
Stäip	ʃtˈæː͡ɪp
Portraits	pˈoʀtʀɑ͡ɪtz
Donnéen	dˈoneːn
excellent	ægzsˈælənt
souveräne	zˌə͡ʊveːʀˈɛːnə
doduerch	dˈoːduːʁɕ
Dead	dˈəɑd
Cube	kˈybə
Seminär	zemˈinɛːʀ
Kannergeld	kˈɑnʁgælt
Kommunioun	komˈynjə͡ʊn
Jugendriichter	juːʁˈəntʀiːɕtʁ
Héichleeschtungssportler	hˌɜ͡ɪɕleːʃtˈuɳsʃpoʀtlʁ
Gouvernement	gə͡ʊfʁnˈəmænt
intressanten	ˌintʀeːsˈɑnteːn
Orwell	ˈoʀveːl
Plexiglas	pleːksˈiglaːz
besteiert	bˈəʃtɑ͡ɪʁt
soten	zˈoːteːn
Daniela	daːnˈi͡əlɑ
Contador	kontˈaːdoːʀ
Joren	jˈoːʀeːn
Recensement	ʀeːsnzˈeːmeːnt
dru	dʀˈu
Walté	vˈɑltæ
sénger	zˈæɳeːʀ
fuarwen	fuˈɑʀveːn
Gestalt	gˈəʃtɑlt
Accueil	ˈɑkœːj
Plainte	plˈɑɛ̃ːt
eenheetleche	ˌeːnheːtlˈæɕə
ugrenzende	ˌugʀeːnʦˈəntə
favorabel	fˌɑvoːʀˈaːbəl
iwwerraschende	ˌiveːʀɑʃˈeːntə
leiden	lˈɑ͡ɪdən
annoncéierter	ˌɑnonkɜ͡ɪˈɐteːʀ
vëlleg	vˈəleːk
Menster	mˈænstʁ
Spekulanten	ʃpˌekulˈɑntən
virgeheien	fˌiːʁgəhˈɑ͡ɪən
Fräiheetsbréif	fʀæː͡ɪhˈeːtzbʀɜ͡ɪf
Weil	vˈɑ͡ɪl
festgehaalen	fˌeːztgəhˈaːleːn
Polaroid	pˌoːlaːʀˈoid
méint	mˈɜ͡ɪnt
Aarbechtskonditiounen	ˌaːʁbəɕtskˌondiʦjˈə͡ʊnən
vollkommen	folkˈomən
bekämpfen	bəkˈæmpfən
mam	mˈɑm
neg	nˈeːk
Daachdecker	dˈaːXdækʁ
Pensiounsreform	pˌænziə͡ʊnzʀˈeːfoʀm
Auszeechnung	æː͡ʊsʦˈeːɕnuɳ
Sacrifice	zɑkʀˈiːfiːs
erméiglecht	ʁmˈɜ͡ɪʑləɕt
féx	fˈeks
Vokabelen	vˌokaːbˈələn
Wow	vˈoːv
grëndlech	gʀˈəndləɕ
Jidfereen	jidfˈeːʀeːn
Gesetzesentworf	gˌəzæʦeːsˈəntvoʀf
Luxembourgeoises	lˌuːkseːmbˌə͡ʊʀʒəoˈizeːz
easy	əˈɑziː
Cadre	kˈɑdʀə
Mönchen	mˈœːnkheːn
Brëck	bʀˈək
prise	pʀˈiːzə
emouvant	əmˈə͡ʊvɑnt
Traffic	tʀˈɑfiːk
verweigert	fʁvˈɑ͡ɪʑʁt
wieklech	vˈi͡əklæɕ
Weder	vˈeːdʁ
Karriären	kˌɑʀiˈɛːʀən
Yasmine	ʒɑzmˈiːnə
duebel	dˈu͡əbəl
Aarbechtsdag	aːʁbˈəɕtsdaːX
ënnerbesat	ənʁbˈəsaːt
agezu	ɑʁˈəʦu
Kartrong	kˈɑXtʀoɳ
Minimum	minˈimum
hongereg	hoɳˈəʀəɕ
geschminkt	gˈəʃmiɳkt
léger	lˈægəʀ
Tripp	tʀˈip
Ecker	ˈəkeːʀ
siwenten	ziːvˈeːnteːn
hinhuelen	hinhˈu͡əleːn
éen	ˈeːn
Beliichtungszeit	bˌeːliːɕtuɳzʦˈəit
gréisseren	gʀɜ͡ɪsˈeːʀeːn
Ewen	ˈəveːn
würdegen	vyːʀdˈəʑən
Warwick	vˈɑʀvik
Trésorier	tʀˌæzoːʀˈiɐ
écrite	ækʀˈiːtə
Reis	ʀˈɑ͡ɪz
ofstellen	oːfʃtˈælən
Erzielsträng	ɐʦˈi͡əlʃʀeɳ
gloda	glˈoːdɑ
Senateuren	sˌənaːtˈo͡ɪʀeːn
zejoert	ʦˈəjoːʁt
institutionell	ˌɛ̃ːstityːʦjˈonæl
Batman	bˈɑtmaːn
schafft	ʃˈɑft
Doping	dˈoːpiɳ
Konferenze	kˌonfeːʀˈeːnʦə
hippen	hˈipən
Sonia	zoːnˈiɑ
Enseignement	ˌɑ̃ːsæɳˈəmænt
Verbesserungen	fʁbæsʁˈuɳən
Traditionell	tʀˌɑdiʦjˈonæl
Schlagzeile	ʃlˌaːXʦəˈilə
Bommstoussen	bomztˈə͡ʊseːn
Steierreformen	ʃtˌɑ͡ɪʁʀəfˈoʀmən
Veto	vˈətoː
Eselborn	əzˈeːlboʀn
Member	mˈɑ̃ːmbʁ
verdrängt	fʁdʀˈæɳt
Runn	ʀˈun
Ska	zkˈɑ
Pièce	pˈiɛːs
Kierperlech	kˈiːʁpʁləɕ
Emiraten	ˌəmiʀˈaːteːn
Donnéeë	donˈeːə
Guirsch	guˈiːɐʃ
Melcher	mˈeːlkheːʀ
Grégory	gʀægˈoːʀiː
super	zˈupʁ
Bundeskanzlerin	bˌunteːzkɑnʦlˈeːʀiːn
bretze	bʀˈeːtʦə
gelount	gˈələ͡ʊnt
auszedrécken	ˌɑ͡ʊzʦədʀˈækeːn
Evangelium	ˌəvɑɳəlˈium
Gefohr	gˈəfohʀ
ofschéissen	oːfʃˈɜ͡ɪsən
Buzz	bˈuʦʦ
souzesoen	zˌə͡ʊʦəzˈoːən
Virlag	fˈiːʁlaːX
Nathalie	nɑthˈaːli͡ə
Eemeren	eːmˈəʀən
Jugendorganisatioun	jˌuːʁəntˌoʀgaːnˌiːzaːtˈiə͡ʊn
Fräizäitbeschäftegung	fʀˌæː͡ɪʦæː͡ɪtbˌeːʃeftˈeːguɳ
buedemstänneg	bˌu͡ədeːmztˈeneːk
wollekegen	vˌoleːkˈeːgən
kuerzweileg	ku͡əʀʦvˈɑ͡ɪleːk
geschweesst	gˈəʃweːst
Ingrediente	ˌiɳʀeːdˈi͡əntə
Ereegnis	əʀˈeːʑnis
Web	vˈeːb
Hëllefsorganisatiounen	hˌələfsˌoʀgaːnˌizɑʦjˈə͡ʊnən
Supreme	zupʀˈeːmə
Känguru	kæɳgˈuʀuː
auskléngen	ɑ͡ʊzklˈæɳeːn
Bin	bˈiːn
Editeuren	ˌeːditˈœːʀən
Atlantic	ɑtlˈɑntiːk
beweist	bˈeːvɑ͡ɪzt
opgetruede	ˌopgətʀˈu͡ədə
eenzegen	eːnʦˈəgən
AB	ˈɑp
Héichtouren	hɜ͡ɪʃtˈə͡ʊʀeːn
Opgewuess	opgˈəvu͡əs
Kevin	kˈeːviːn
konzeptuell	konʦˈəptu͡əl
prioritäre	pʀˌioːʀˌiːtɛːˈɐə
berüümt	beːʀˈyːyːmt
Praiser	pʀˈɑ͡ɪzeːʀ
wäitgehend	væː͡ɪtgˈəheːnt
Weirich	vˈɑ͡ɪʀiʃ
Ännerung	ænˈəʀuɳ
Schlag	ʃlˈaːX
Intentioun	intˈɑ̃ːtjə͡ʊn
Tennessee	teːnˈeːseː
Tankstell	tˈɑɳkʃtæl
UK	ˈuːk
Sportive	zpoʀtˈiːvə
Campbell	kˈɑmpbeːl
Gamme	gˈɑmə
Taylor	tɑˈiloːʀ
Plang	plˈɑɳ
Préavis	pʀæˈaːviːz
Iergendwou	iʁʑˈəntvə͡ʊ
beléiftsten	beːlˈɜ͡ɪftzteːn
Mystery	miztˈeːʀiː
Strukturreforme	ʃʀˌuktuʀeːfˈoʀmə
Mëttellinn	mətˈeːlin
lenkst	lˈeːɳzt
Trompett	tʀˈompæt
Crow	kʀˈoːv
zumols	ʦˈumolz
wossten	vˈosteːn
einen	ˈɑ͡ɪnən
Bibel	bˈibəl
Ofdreiwunge	ˌoftʀɑ͡ɪvˈuɳə
intuitiv	ˌintyːˈitiːf
Multinationalen	mˌultiːnˌaːtioːnˈaːleːn
Melina	meːlˈiːnɑ
demontéiert	demˈontɜ͡ɪʁt
Hexagon	heːksˈaːgoːn
Parteifrënd	pɑʀtˈɑ͡ɪfʀənt
weint	vˈɑ͡ɪnt
oniwwerluecht	onˈivʁlu͡əɕt
Skills	zkˈilz
decisiven	dˌeːkiːzˈiːveːn
gefouert	gˈəfə͡ʊʁt
begéins	bˈeːgɜ͡ɪnz
Strenz	ʃtʀˈænʦ
wëssend	vˈəseːnt
Dirk	dˈiʀk
geglänzt	gˈəglænʦt
LW	lv
Théo	thˈæoː
Unhaltspunkten	ˌunhɑltspˈuɳktən
Ëmweltministère	ˌəmwæltminˈistɛːʀ
Ecologie	ˌəkoːlˈoːXi͡ə
Handicap	hɑndˈikɑp
Noriicht	nˈoʀiːɕt
Stéit	ʃtˈɜ͡ɪt
Kelten	kˈeːlteːn
Gebailechkeete	gˌəbɑ͡ɪlæɕkˈeːtə
ofgebrach	oːfgˈəbʀɑX
trellen	tʀˈeːleːn
energetesche	ˌəneːʀgətˈeːʃə
Gewessen	gəvˈeːseːn
Gangsteren	gɑɳztˈeːʀeːn
Liewensënnerhalt	lˌi͡əvenzˈənʁhɑlt
erroden	ɐʀˈoːdən
Sträitkultur	ʃʀæː͡ɪtkˈultuːʀ
Schierbelen	ʃiːʁbˈələn
entschiedegt	ˌənt͡ʃiˈədəɕt
Jungblut	jˈuɳbluːt
Wueren	vˈuːʁʀən
Fra	fʀˈaː
Australierin	ˌæː͡ʊstʀɑliˈəʀin
Muséker	muːzˈækeːʀ
Wërf	vʁf
Eric	ˈɐiːk
Spëtzematch	zpətʦˈəmɑtkh
contrairement	kˌontʀɑ͡ɪʀˈeːmeːnt
ausgebucht	æː͡ʊsgˈəbuXt
Manipulatioun	mˌɑnipulˈaːʦjə͡ʊn
gëeenegt	gəˈeːnəɕt
Annexe	ɑnˈæksə
Eldoradio	ˌəltoːʀaːdˈioː
nolafen	noːlˈaːfən
Südtirol	zyːdtˈiːʀoːl
kéiers	kˈɜ͡ɪɐz
Ofgrenzung	ofgʀˈeːnʦuɳ
Pensiounskeess	pænsjˈə͡ʊnskeːs
geographescher	ʒˌəogʀɑphˈeːʃeːʀ
gleewege	glˈeːveːʃ
eranzekommen	ˌɐɑnʦəkˈomeːn
Jardin	jˈɑʀtiːn
Péiténg	pˈɜ͡ɪtæɳ
Réckzéier	ʀækʦˈɜ͡ɪɐ
verschriwwe	veːʀʃʀˈivə
Zesummespill	ʦˌəzumˈəʃpil
être	ˈeːtʀə
HG	hg
Daniele	daːnˈi͡ələ
Petz	pˈeːtʦ
Skulpture	zkulptˈuːʀə
fundamentale	fˌuntaːmeːntˈaːlə
strukturéiert	ʃtʀuktˈyːʀɜ͡ɪʁt
Stëchwuert	ʃˈəkhvu͡əʀt
sooten	zˈoːteːn
besserem	beːsˈeːʀeːm
Gonscht	gˈonʃt
Familljemember	fˌaːmiljeːmˈeːmbeːʀ
Agreement	ɑgʀˈeːmeːnt
bedreeten	beːdʀˈeːteːn
beklot	bˈəkloːt
CONVIS	kˈonviːz
krank	kʀˈɑɳk
Sportsfotoen	zpˌoʀtzfoːtˈoən
Freide	fʀˈɑ͡ɪdə
Mentalitéiten	mˌæntaːlitˈɜ͡ɪtən
Mikrogramm	mikʀˈogʀɑm
Editeure	ˌədiːtˈo͡ɪʀə
material	mɑtˈeʀjaːl
rekordverdächteg	ʀˌeːkoʀtveːʀtˈekhteːk
geopolitesch	ʒˌəoːpoːlˈiːteːʃ
Mëttesstonne	mˌəteːstˈonə
Lazio	laːʦˈioː
Waasserlaf	vaːsˈeːʀlaːf
Informatiounsaustausch	ˌinfoʀmˌɑtiə͡ʊnzˈɑ͡ʊztɑ͡ʊʃ
danzt	dˈɑnʦt
immense	imˈeːnzə
enseignéiert	ɑ̃ːsˈæɳɜ͡ɪʁt
Bauen	bˈɑ͡ʊən
beliwwert	bˈəlivʁt
Belfast	bˈeːlfɑzt
pompelen	pompˈələn
Clara	klˈaːʀɑ
zréckbehalen	ʦʀˌækbeːhˈaːleːn
Vleit	vlˈɑ͡ɪt
familiäre	fˌaːmiːlˌiɛːˈɐə
Gedrénks	gˈədʀeɳks
Silicon	ziːlˈiːkoːn
Position	pˌoːziːtˈioːn
Arbeschten	ɑʀbˈeːʃteːn
Flantermais	flɑntʁmˈaːiː
neien	nˈɑ͡ɪən
keier	kˈɑ͡ɪɐ
Liewensmëttelproduktioun	lˌi͡əveːnzmˌəteːlpʀˌoːduktˈiə͡ʊn
Frëndlechkeet	fʀəndlˈəɕkeːt
bestrooft	bˈəʃtʀoːft
Nodrock	nˈoːdʀok
Farage	faːʀˈɑʁə
néiergeluecht	nɜ͡ɪʁgˈəlu͡əɕt
Wouhi	vˈə͡ʊhi
Receptioun	ʀeːsˈæpsjə͡ʊn
stëmme	ʃˈəmə
Belge	bˈeːlʃ
x	ˈikz
Ukrainer	ˈukʀɛːnʁ
fusionnéiert	fˌuːzionˈɜ͡ɪɐt
Spuerkees	zpˈu͡əʀkeːz
minier	miːnˈiɐ
Mouk	mˈə͡ʊk
Sëtzungssall	zəʦˈuɳssɑl
Dummeldenger	dˌumeːldˈəngəʀ
Rouh	ʀˈə͡ʊh
Märel	mˈɛːʀəl
Corinne	koːʀˈinə
Century	sntˈuːʀiː
ce	s
deposéiert	dˌeːpoːzˈɜ͡ɪɐt
Girsterklaus	ʒiʀztˈeːʀklɑ͡ʊz
Techno	tˈæɕnoː
ausschaffen	æː͡ʊsʃˈɑfən
Droits	dʀˈoitz
Warren	vˈɑʀeːn
Rohani	ʀoːhˈaːni
coolen	kˈoːleːn
Points	pˈointz
Josy	jˈoːziː
geng	gˈəɳ
zréckkréien	ʦʀækkʀˈɜ͡ɪən
Tourisme	tə͡ʊʀˈizmə
Lord	lˈoʀt
Nospillzäit	nozpˈilʦæː͡ɪt
hin	hˈiːn
zréckbruecht	ʦʀˈækbʀu͡əkht
MemoShoah	mˈeːmoːzhˈoɑh
Wilmès	vˈilmeːz
Story	ʃˈoːʀiː
Energus	ənˈeːʀguːz
Sendungen	zændˈuɳən
Wäschmëttel	veʃmˈəteːl
schalte	ʃˈɑltə
iwwerdroene	ˌiveːʀtʀoˈənə
Chouer	ʃˈə͡ʊʁ
Wellenstein	veːlˈeːnztɑ͡ɪn
Héngerstall	hæɳˈeːʀztɑl
Roulement	ʀulˈəmænt
verkläert	veːʀklˈɛːɐt
Buedem	bˈu͡ədəm
Opsiicht	ˈopziːɕt
Wuelbefanne	vˌu͡əlbeːfˈɑnə
Insekte	inzˈeːktə
Maquette	mˈɑkæt
Steierfroe	ʃˌɑ͡ɪɐfʀˈoə
Henn	hˈeːn
Sibirien	ziːbˈiːʀi͡ən
Opgeschlësselt	ˌopgəʃlˈəseːlt
Bunnen	bˈunən
Lanz	lˈɑnʦ
offizialiséiert	ˌofiːʦˌiaːliːzˈɜ͡ɪɐt
ugewise	ˌuːʁəvˈiːzə
bemierken	bəmˈiːʁkən
FEDIL	fˈeːdiːl
Arbitteren	ˌɑʀbitˈəʀən
wandere	vɑndˈɐə
lok	lˈoːk
Ariel	ˈaːʀi͡əl
Musikanten	mˌuzikˈɑntən
schouleschen	ʃə͡ʊlˈeːʃeːn
Handlungsbedarf	hˌɑntluɳzbˈeːdɑʀf
Bläistëft	blˈæː͡ɪʃtəft
Sauer	zˈɑ͡ʊʁ
Verglasung	fʁglˈaːsuɳ
Hunger	hˈuɳeːʀ
Gemeinsamkeete	gˌəmɑ͡ɪnzɑmkˈeːtə
Maximin	maːksˈiːmiːn
Meedche	mˈeːdkhə
Rise	ʀˈiːzə
onverännert	ˈonfʁænʁt
touristescher	tˌə͡ʊʀiztˈeːʃeːʀ
ufrënnen	ufʀˈənən
zurzäit	ʦˈuːʁʦæː͡ɪt
lëtzebuergeschen	lˌətʦəbu͡əʀgˈəʃeːn
Registre	ʀeːʒˈiʃʀə
Dictionnaire	diksjˈoːnɛːʀ
Gemengewale	gˌəmeːɳeːvˈaːlə
Grénge	gʀˈæɳə
Wakelter	vˈaːkəltʁ
Vaccine	vɑkkˈiːnə
Betruechter	beːtʀˈu͡əkhteːʀ
verzichte	veːʀʦˈiʃtə
populärer	pˌoːpuːlɛːˈɐeːʀ
iergendeen	iʁʑˈəndeːn
jideree	jiːdˈɐeː
Geiistin	gɑ͡ɪˈistin
doru	dˈoːʀu
gentechnesch	gəntˈæɕneːʃ
straff	ʃʀˈɑf
Patronne	pɑtʀˈonə
Kreativitéit	kʀˌeaːtivˈitɜ͡ɪt
fonkelnei	foɳkˈəlnɑ͡ɪ
matzegoen	mˌɑtʦəgˈoən
Indien	ˈindi͡ən
Remembrement	ʀˌeːmeːmbʀˈeːmeːnt
vol	vˈol
dorops	dˈoːʀops
militäreschen	mˌiːliːtˌɛːɐˈeːʃeːn
PIB	pˈiːb
schmaacht	ʃmˈaːXt
Welthandel	veːlthˈɑnteːl
Kënnegungsschutz	kˌəneːgˈuɳskhutʦ
Mouvement	mə͡ʊvˈeːmeːnt
Bistrot	bˈiʃʀoːt
Motorad	moːtˈoːʀaːd
Pronom	pʀˈonɑ̃ː
baim	bˈɑ͡ɪm
kreativer	kʀˌəaːtˈiːveːʀ
Deckelen	dækˈələn
Ugeklote	ˌuːʁəklˈoːtə
genauen	gənˈɑ͡ʊən
Dommheeten	domhˈeːtən
Verpackunge	vˌeːʀpɑkˈuɳə
Zar	ʦˈaːʀ
Helsinki	heːlzˈiɳi
aflossräichste	ˌɑflosʀˈæː͡ɪʃztə
Geschlechtsorganer	gˌəʃlæɕtsˈoʀgaːnʁ
Grenzregiounen	gʀˌænʦʀəgjˈə͡ʊnən
Alpen	ˈɑlpæn
Mënschenhändler	mˌənʃeːnhˈentleːʀ
Armenien	ˌɑʀmeːnˈiːən
Stierffäll	ʃtˈiːʁffæl
beaflosst	bəˈɑflost
Femmes	fˈeːmeːz
vunenaner	funˈənaːnʁ
Extrem	ˈækstʀəm
Stanley	ʃɑnlˈəiː
Erfindungen	ʁfindˈuɳən
Gretsch	gʀˈeːtʃ
Mindestakommes	mˌinteːztaːkˈomeːz
sexistesch	zæksˈistəʃ
Nordsee	nˈoʀtzeː
Theaterauteur	thˌəaːteːʀˈɑ͡ʊto͡ɪʀ
Doudesfäll	də͡ʊdˈəsfæl
Voituren	vˌoitˈuːʀeːn
passabel	pɑsˈaːbəl
TVA	tvˈɑ
Welleschten	vælˈæʃtən
Atout	ˈɑtuː
Kuerzem	kˈu͡əʀʦəm
Spillverdierwer	zpˌilveːʀtiˈɐveːʀ
