caixilho	kajʃiʎu
artigo	aɹtʃiɡʊ
ênclise	ẽklizi
perto	pɛɾto
logística	loʒiʃt͡ʃikɐ
cratera	kɾatɛɾɐ
continuamente	kõt͡ʃinuamẽt͡ʃi
estranho	istɾɐɲu
castigado	kast͡ʃiɡadu
rodovia	ʁodovia
senectude	sinekitud͡ʒi
hoje	oʒi
paquerar	pakeɾaɾ
cativo	kat͡ʃivu
obrigatoriedade	obɾiɡatoɾiedad͡ʒi
financiar	finɐ̃siaʁ
yunnan	junɐ̃
comunismo	komunizmu
material	mateɾjaw
roem	ʁɔẽj̃
subir	subiʁ
dera	dɛɾɐ
lobista	lobista
porta	pɔɹtɐ
aguar	aɡwaʁ
sardão	saʁdɐ̃w̃
encantação	ẽkɐ̃tasɐ̃w̃
tesoura	t͡ʃizowɾa
andrajoso	ɐ̃dɾaʒozo
opção	opisɐ̃w̃
estoma	istoma
devolver	devowveʁ
exibição	ezibisɐ̃w̃
preparar	pɾepaɾaʁ
voltar	vowtaʁ
sílfide	siwfid͡ʒi
xadrez	ʃadɾejs
coletar	koletaʁ
e	e
contagem	kõtaʒẽj̃
catanduvas	katɐ̃duvɐs
deitar	dejtaɻ
partida	paɹt͡ʃidɐ
inacabado	inakabadu
promessa	pɾomɛsa
lobisomem	lobizɔmẽj̃
carregar	kaʁeɡah
escumalha	iʃkumaʎa
naturalidade	natuɾalidad͡ʒi
mezinha	mɛziɲɐ
pagode	paɡɔd͡ʒi
tribunal	tɾibunaw
acessar	asesaʁ
afigurar	ɐfiɡuɾaɾ
subterfúgio	subterfuʒju
homens	õmẽj̃ʃ
enviar	ẽviaʁ
almanjarra	awmɐ̃ʒaʁɐ
ferve	fɛʁvi
manter	mɐ̃teʁ
naipe	najpi
satanás	satanajs
ebó	ebɔ
rodo	ʁodu
divindade	d͡ʒivĩdad͡ʒi
seriação	seɾiasɐ̃w̃
esquimó	eskimɔ
sete	sɛt͡ʃi
libéria	libɛɾiɐ
traquejar	tɾakeʒaɹ
vencer	vẽsex
naquelas	nakɛlɐs
goa	ɡoɐ
migratório	miɡɾatɔɾiu
futum	futũ
secrete	sekɾɛtʃi
reles	χɛlis
marga	maʁɡɐ
brasileiro	bɾazilejɾu
barco	baʁku
maravilha	maɾɐviʎɐ
dentro	dẽtɾu
desaforo	dʒizafɔɾu
galícia	ɡalisjɐ
advogado	ad͡ʒivoɡadu
abafação	abafasɐ̃w̃
mandarim	mɐ̃daɾĩ
fapar	fapaɾ
cozer	kozeʁ
ruína	ʁwinɐ
quieto	kɛto
tâmara	tɐmaɾa
jato	ʒatu
luanda	luɐ̃dɐ
hidroelétrico	idɾoelɛtɾiku
prever	pɾeveʁ
diamante	d͡ʒjamɐ̃t͡ʃi
humilhação	umiʎasɐ̃w̃
aromatizar	aɾomat͡ʃizaʁ
volume	vɔlumɪ
bug	buɡi
estresse	estɾɛsi
ternura	teɾnuɾa
olhar	oʎaʁ
hebrom	ebɾõ
dominó	dominɔ
gnomo	ɡinomu
amigar	amiɡaʁ
areal	aɾeaw
travessa	tɾavɛsɐ
ong	õɡi
desgraçar	d͡ʒizɡrasaχ
grenha	ɡɾeɲɐ
estratégia	estɾatɛʒja
conceito	kõsejtu
centeio	sẽteju
cavaleiro	kavalejɾu
pijama	piʒɐma
deadlock	dɛd͡ʒilɔki
óptico	ɔpt͡ʃiku
nabucodonosor	nabukodonozoʁ
teus	tews
áudio	awd͡ʒju
compreender	kõpɾiẽdeʁ
trás	tɾajs
quilha	kiʎɐ
costas	kɔstɐs
não	nɐ̃w̃
carícia	kaɾisjɐ
particípio	paʁt͡ʃisipiu
arábico	aɾabiku
meã	meɐ̃
enredo	ĩʁɛdu
berlinês	bɛʁlines
carroça	kaʁɔsa
grelo	ɡɾelu
daniel	dɐnjɛw
roupeiro	ʁowpejɾu
sargento	saʁʒẽtu
ataque	ataki
encravar	ẽkɾavaʁ
cuspe	kuspi
escumalha	iskumaʎa
unha	uɲɐ
sônia	sonjɐ
honestidade	onestidad͡ʒi
inguchétia	ĩɡuʃɛt͡ʃjɐ
costume	kostumi
clarificar	klaɾifikaʁ
tranquilíssimo	tɾɐ̃kwilisimu
propriedade	pɾopɾjedade
sobrinha	sobɾiɲɐ
cega	sɛɡɐ
étnico	ɛt͡ʃniku
riqueza	ʁikezɐ
corcunda	koʁkũdɐ
desprezo	despɾezu
peguete	peɡɛtʃi
debaixo	d͡ʒibaiʃu
sapo	sapu
brochura	bɾoʃuɾa
arrepiado	aʁepjadu
libérrimo	libɛʁimu
fórum	fɔɾũ
pátria	patɾiɐ
mocho	moʃu
término	tɛʁminu
calça	kawsɐ
alambique	alɐ̃biki
como	komu
lanchou	lɐ̃ʃow
folegar	foleɡaʁ
chave	ʃave
los	lus
post	powst͡ʃ
compositor	kõpuzitoɾ
editor	ed͡ʒitoʁ
gugla	ɡuɡlɐ
nas	nas
delaware	delawɛʁ
podre	podɾi
caiam	kajɐ̃w̃
casamento	kazamẽto
secretário	sekɾetaɾjo
porém	poɾẽj̃
substância	substɐ̃sja
gate	ɡejt͡ʃ
fofo	fofu
parte	pahti
classe	klasi
porcaria	poxkaɾiɐ
exsurgir	esuχʒiχ
procura	pɾokuɾa
bocha	bɔʃɐ
genitiva	ʒenit͡ʃiva
iolanda	jolɐ̃dɐ
descobrir	deskobɾiʁ
clítoris	klitoɾis
chibo	ʃibu
dedal	dedaw
untar	ũtaɻ
engenheiro	ẽʒeɲejɾu
miranda	miɾɐ̃dɐ
cana	kɐna
venda	vẽdɐ
consular	kõsulaʁ
padaria	padaɾia
brigar	bɾiɡaʁ
tupi	tupi
instituto	ĩstʃitutu
coma	komɐ
difícil	difisiw
autarca	awtaʁkɐ
crepes	kɾɛpiʃ
bazar	bazaʁ
marretinha	maʁet͡ʃiɲɐ
inconstante	ĩkõstɐ̃t͡ʃi
retrógrado	ʁitɾɔɡɾadu
qüiproquó	kwipɾokwɔ
antropofagia	ãtɾopofaʒia
zigoto	ziɡotu
mundo	mũdu
fogaréu	foɡaɾɛw
sociedade	sosiedad͡ʒi
zumbido	zũbidu
cômpito	kõpitu
sundanesa	sũdɐnezɐ
odor	odoɾ
canção	kɐ̃sɐ̃w̃
vigoroso	viɡoɾozu
occitano	oksitɐnu
arriscar	aʁiskaʁ
caronte	kaɾõt͡ʃi
térmica	tɛʁmikɐ
baioneta	bajonetɐ
março	maɹsu
prescritível	pɾeskritʃivew
pantomima	pɐ̃tumimɐ
traqueia	tɾakeja
metade	metad͡ʒi
miasma	miazmɐ
sentenciarei	sẽtẽsjaɾej
japonesa	ʒaponezɐ
olá	ɔla
escrever	iskɾeveʁ
intromete	ĩtɾomɛtʃi
ornitorrinco	oʁnitoʁĩku
governo	ɡovɛʁnu
norueguês	noɾueɡejʃ
noiva	nojvɐ
criação	kɾiasɐ̃w̃
atum	atũ
custo	kustu
prevaricador	pɾevaɾikadoʁ
ranqueada	ʁɐ̃kiadɐ
discente	disẽtʃi
muamba	muãba
italiano	italiɐnu
renúncia	ʁenũsja
alvacento	awvasẽtu
sexto	sestu
mar	maχ
curtir	kuʁt͡ʃiʁ
amêndoa	amẽdwɐ
gigote	ʒiɡɔtʃi
machadiano	maʃad͡ʒjɐnu
chocar	ʃokaʁ
trisavó	tɾizavɔ
estrutura	istɾutuɾɐ
escutar	iskutaʁ
cipoama	sipoɐmɐ
nim	nĩ
default	defo
peitinho	pejt͡ʃiɲu
tristeza	tɾiʃtezɐ
ofensa	ofẽsa
trololó	tɾololɔ
roldão	ʁowdɐ̃w̃
condensação	kõdẽsasɐ̃w̃
hiv	aɡaive
nega	neɡɐ
darwin	daʁvĩ
unido	unidu
facão	fakɐ̃w̃
livre	livɾi
estás	estajs
vesícula	vizikula
patológico	patolɔʒiku
cedilha	sed͡ʒiʎɐ
nheengatu	ɲẽɡatu
âmago	ɐmɐɡu
bolapé	bɔlapɛ
leigo	lejɡu
pelo	pelu
forro	foʁu
tremura	tɾemuɾa
mosca	moska
acontecendo	akõtesẽdu
ü	i
cascavel	kaskavɛw
perecibilidade	peresibilidadʒi
definição	definisɐ̃w̃
devorar	devoɾaɻ
moleza	molezɐ
faustoso	fawstozu
podrão	podɾɐ̃w̃
vem	vẽj̃
bretão	bɾetɐ̃w̃
aberto	abɛɹtu
lampião	lɐ̃pjɐ̃w̃
tricô	tɾiko
pá	pa
residência	ʁezidẽsia
moldávia	mɔwdavja
robô	hobo
deque	dɛki
maleficiar	malefisiaɾ
londres	lõdɾiʃ
então	ĩtɐ̃w̃
doenças	doẽsɐs
lítio	litiu
àqueles	akelis
porco	poʁku
universidade	univeʁsidad͡ʒi
vá	va
criptorquia	kɾiptoʁkia
unilateralismo	unilateɾalismu
cristandade	kɾistɐ̃dad͡ʒi
latíamos	lat͡ʃiɐmus
creu	kɾew
girândola	ʒiɾɐ̃dolɐ
diretiva	d͡ʒiɾɛt͡ʃivɐ
uai	uaj
frívolo	fɾivolu
trouxe	tɾowsi
neblina	neblinɐ
peninsular	penĩsulaɾ
arame	aɾɐmi
cadeado	kadʒiadu
diplomática	d͡ʒiplomat͡ʃikɐ
metido	metʃidu
criança	kɾiɐ̃sɐ
invencível	ĩvẽsivew
internação	ĩteɾnasɐ̃w̃
post	post͡ʃ
desrespeitoso	dezʁespejtozu
usar	uzaʁ
vil	viw
descanso	d͡ʒiskɐ̃su
matilda	mat͡ʃiwdɐ
obsequiar	obzekiaχ
escatológica	eskatolɔʒikɐ
permitir	peʁmit͡ʃiʁ
iterar	iteɾaχ
lentilha	lẽt͡ʃiʎa
caso	kazu
tessália	tesaliɐ
primata	pɾimata
efeito	efejto
ano	ɐnu
xamã	ʃamɐ̃
voz	vɔjs
vencilho	vẽsiʎu
tiver	t͡ʃivɛʁ
alemanha	alemɐɲɐ
canhão	kɐɲɐ̃w̃
jardim	ʒaɦdĩj̃
baile	bajli
insalubre	ĩsalubɾi
bioquímica	biokimikɐ
amolar	amolaɾ
desafiar	dezafiaʁ
psicanálise	pisikɐnalizi
remédio	ʁemɛd͡ʒju
blica	blika
por	puɹ
oclusão	okluzɐ̃w̃
juiz	ʒwiʃ
textura	testuɾa
adentrar	adẽtɾaʁ
fodões	fɔdõj̃ʃ
conseguinte	kõseɡĩti
despedir	desped͡ʒiɻ
cleptomania	klɛptomɐnia
mixuruca	miʃuɾuka
tocam	tɔkɐ̃w̃
ansim	ɐ̃sĩ
eterno	etɛɾnu
ordenhar	oɾdẽɲaɾ
leu	lew
anjo	ɐ̃ʒu
massa	masɐ
enquanto	ĩkwɐ̃tu
valentim	valẽt͡ʃĩ
arejado	aɾeʒadu
espártaco	espaʁtaku
açúcar	asukɐʁ
receber	ʁesebeɹ
transversais	trɐ̃zveʁsajs
ú	u
vigo	viɡu
prémio	pɾemju
vaivéns	vajvẽj̃s
tarefa	taɾɛfɐ
ímprobo	ĩpɾobu
pleonástico	pleonast͡ʃiku
janotar	ʒanotaχ
administrar	ɐdminiʃtrar
segurar	seɡuɾaʁ
antonieta	ɐ̃tonjetɐ
ângela	ɐ̃ʒelɐ
porco	poɹku
tangerineira	tɐ̃ʒiɾinejɾa
arno	aʁnu
esplêndido	isplẽd͡ʒidu
assimilação	asimilasɐ̃w̃
giovana	ʒiovɐna
litigar	litʃiɡaχ
magistério	maʒistɛɾju
moderar	modeɾaʁ
nascer	naseɻ
aluado	alwadu
contingenciamento	kõtĩʒẽsjamẽtu
fundamentais	fũdamẽtajs
megabit	mɛɡabiti
súdito	sud͡ʒitu
pessoa	pesowɐ
chat	ʃatʃi
alpestre	aɫpɛʃtɾi
abacaxizeiro	abakaʃizejɾu
espinho	espiɲu
título	t͡ʃitulu
guapo	ɡwapu
vaca	vakɐ
bege	bɛʒi
trágico	traʒiku
pedro	pedɾu
tolete	tolet͡ʃi
protestante	pɾotestɐ̃t͡ʃi
jardim	ʒaxd͡ʒĩj̃
lexicologia	lɛksikoloʒia
desuso	dezuzu
crispim	kɾispĩ
ronrons	ʁõʁõjʃ
delgado	dewɡadu
tecla	tɛkla
jesus	ʒezujs
opala	opala
cúrcuma	kuʁkumɐ
joelho	ʒueʎu
greva	ɡɾɛva
estilo	est͡ʃilo
pizza	pitʃisɐ
eloá	eloa
quadrado	kwadɾadu
lombardia	lõbaʁd͡ʒiɐ
mau	maw
delas	dɛlɐs
pinta	pĩtɐ
milhão	miʎɐ̃w̃
trítio	tɾit͡ʃju
desenhista	dezeɲistɐ
sujeira	suʒejɾɐ
dobra	dɔbɾɐ
desequilibrou	dezekilibɾow
titã	t͡ʃitɐ̃
tufo	tufu
aterrizagem	ateʁizaʒẽj̃
jaez	ʒɐeʃ
lince	lĩsi
rogar	ʁoɡaʁ
antigamente	ɐ̃tiɡamẽtɪ
ilibado	ilibadu
influência	ĩfluẽsjɐ
derrame	deʁami
ida	idɐ
glasnost	ɡlasnɔst͡ʃ
exemplo	ezẽplu
frete	fɾɛtʃi
centauro	sẽtawɾu
potencialidade	potẽsjalidadʒi
desta	dɛstɐ
exigir	eziʒiʁ
madrasta	madɾasta
julho	ʒuʎu
flor	floɻ
akita	akitɐ
cujo	kuʒu
quedival	ked͡ʒivaw
códice	kɔd͡ʒisi
mafioso	mafiozu
níquel	nikew
kuduro	kuduru
historicamente	istɔɾikɐmẽt͡ʃi
salamandra	salɐmɐ̃dɾɐ
amostra	amɔstɾɐ
pinoia	pinɔja
ratoeira	ʁatuejɾɐ
devoto	devɔtu
pulga	puwɡɐ
juba	ʒubɐ
borboleta	boʁboletɐ
magoar	maɡwaʁ
tonfa	tõfa
endereço	ẽdeɾeso
castidade	kaʃt͡ʃidad͡ʒi
frufru	fɾufɾu
margarida	maɻɡaɾida
subsídio	subsidʒju
caixa	kaʃɐ
empedernidos	ẽpedeʁnidus
negócio	neɡɔsju
circunstância	siʁkũstɐ̃sjɐ
toxicólogo	toksikɔloɡu
ilustrar	ilustɾaʁ
coluna	kolunɐ
malandrar	malɐ̃dɾaʁ
lê	le
promover	pɾomoveʁ
tolher	toʎeʁ
aliás	aljajs
desolar	dezolaχ
chope	ʃopi
sete	sɛtɪ
dissesse	d͡ʒisɛsi
lógica	lɔʒika
matear	mat͡ʃjaʁ
seguidor	seɡidoʁ
àquilo	akilu
catequista	katekista
incêndio	ĩsẽd͡ʒio
cabe	kabi
livreto	livɾetu
está	esta
q	ke
lar	laɹ
palha	paʎɐ
ultravioleta	uwtɾɐvjoletɐ
multa	muwtɐ
corroboração	koʁoboɾasɐ̃w̃
investigação	ĩvestʃiɡasɐ̃w̃
filme	fiwme
tornar	toʁnaʁ
dança	dɐ̃sa
único	uniku
buffet	bife
equilibra	ekilibɾɐ
louquear	lokeaɾ
crescer	kɾeseɾ
ovação	ovasɐ̃w̃
atravessar	atɾavesaʁ
vossa	vɔsɐ
último	uwt͡ʃimu
trambicar	tɾãbikaχ
panqueca	pɐ̃kɛkɐ
iníquo	inikwu
positivista	pozit͡ʃiviʃtɐ
maltês	mawtejs
pipe	pajpi
vivenda	vivẽdɐ
aparelho	apaɾeʎu
rama	ʁɐmɐ
amargura	amɐʁɡuɾa
alguma	awɡũɐ
nicarágua	nikaɾaɡwɐ
confortavelmente	kõfoʁtavewmẽt͡ʃi
vozes	vɔziʃ
umas	umɐs
estar	istaɾ
dúvida	duvidɐ
gazua	ɡazua
inglês	ĩɡlejs
filé	filɛ
procuro	pɾokuɾu
partilhar	paɻt͡ʃiʎaɻ
cachecol	kaʃekɔw
atraente	atɾaẽtʃi
destes	destes
oscular	oskulaɾ
betar	betaɾ
aqui	aki
deadlock	dɛdlɔki
géis	ʒejs
zodiacal	zod͡ʒiakaw
bufo	bufu
desjejua	desʒeʒua
referir	ʁefiɾiɹ
cafoto	kafotu
tomara	tomaɾa
regato	ʁeɡatu
nessas	nɛsɐs
simulacro	simulakɾu
superficial	supeɾfisiaw
vestibular	vest͡ʃibulaʁ
febre	fɛbɾe
reclinou	ʁeklinow
cuidadoso	kujdadozu
pilo	pilu
beco	beku
objetivo	obʒetʃivu
tratado	tɾatadu
cólera	kɔleɾɐ
pinto	pĩtu
piche	piʃi
furo	fuɾu
fodões	fɔdõj̃s
parede	paɾed͡ʒi
simão	simɐ̃w̃
manobra	mɐnɔbɾa
gelo	ʒɛlu
aturo	atuɾu
doutorzinho	dowtoʁziɲu
setim	setʃĩ
tenro	tẽʁu
circunstanciar	siʁkũstɐ̃siaʁ
rua	ʁuɐ
vespeiro	veʃpejɾu
portugal	poχtuɡaw
usável	uzavew
baitar	aj
seul	seuw
evitar	evitaʁ
proposição	pɾopozisɐ̃w̃
flamingo	flɐmĩɡu
possibilidade	posibilidadʒi
pastor	pastoʁ
planejar	plɐneʒaɹ
candango	kɐ̃dɐ̃ɡu
turismo	tuɾismu
dissipar	d͡ʒisipaʁ
rescaldar	ʁɛskawdaʁ
placenta	plasẽtɐ
aquém	akej̃
ambição	ɐ̃bisɐ̃w̃
transar	tɾɐ̃zaʁ
óleo	ɔljo
contribuição	kõtɾibuisɐ̃w̃
marreco	mɐʁɛku
fera	fɛɾa
manifestante	mɐnifestɐ̃t͡ʃi
paulete	pawlɛt͡ʃi
sobremesa	sobɾimeza
conquista	kõkista
justo	ʒustu
guepardo	ɡepaʁdu
bilheteiro	biʎetejɾu
comunidade	komunidad͡ʒi
narrativa	naʁat͡ʃivɐ
maoísmo	mawizmu
acalmar	akawmaʁ
estrépito	estɾɛpitu
ultravioleta	uwtɾavjoleta
teatro	t͡ʃiatɾu
lêmure	lemuɾi
obsceno	ɔpsenu
simples	sĩplis
nordeste	nɔxdɛʃti
liberrimamente	libɛʁimɐmẽt͡ʃi
privilégio	pɾivilɛʒiu
segurança	siɡuɾɐ̃sɐ
conversa	kõvɛʁsɐ
maneira	mɐnɛɾɐ
vieira	viejɾɐ
coronel	koɾonɛw
pular	pulaʁ
portão	pohtɐ̃w̃
heloísa	eloizɐ
intenso	ĩtẽsu
autoridade	awtoɾidad͡ʒi
apesar	apezaʁ
padecer	padeseʁ
coletivamente	kolɛtivɐmẽt͡ʃi
juntos	ʒũtus
aceitabilidade	asejtabilidad͡ʒi
flatulência	flatulẽsja
leo	lɛw
começo	komɛsu
patriarca	patɾiaʁkɐ
fortificação	foʁt͡ʃifikasɐ̃w̃
cima	simɐ
amontoado	ɐmõtuadu
ensinar	ĩsinaʁ
gatinha	ɡat͡ʃiɲɐ
brusqueta	bɾusketɐ
frequência	fɾekwẽsja
foder	fodex
carioca	kaɾiɔkɐ
pietista	piet͡ʃistɐ
rolinho	ʁoliɲu
até	atɛ
gaiatar	ɡajataχ
batista	batʃistɐ
exibido	ezibidu
pec	pɛki
algo	awɡu
agosto	aɡostu
giz	ʒis
engorgitamentos	ẽɡoʁʒitamẽtus
miliciano	milisjɐnu
arrumador	aʁumadoʁ
tanzânia	tɐ̃zɐnia
apúlia	apuljɐ
ultraterreno	uwtɾateʁenu
pimentão	pimẽtɐ̃w̃
comprovar	kõpɾovaʁ
fake	fejki
afirmar	afiɹmaɹ
incumprimento	ĩkũpɾimẽtu
pardal	paɾdaw
delicado	delikadu
honrosa	õʁɔzɐ
fornecimento	foʁnesimẽtu
nachos	nat͡ʃuʃ
manancial	mɐnɐ̃sjaw
pezinho	peziɲu
portão	poɻtɐ̃w̃
disciplina	dʒisiplinɐ
finalmente	finawmẽt͡ʃi
megabit	mɛɡabit͡ʃi
indissociável	ĩdʒisosiavew
aparece	apaɾɛsi
tablete	tablɛtʃi
duríssimo	duɾisimu
gelinski	ʒelĩski
giro	ʒiru
abelardo	abelaʁdu
citadino	sitad͡ʒinu
previsto	pɾeviʃtu
cabisbaixo	kabiʒbajʃu
errar	ehaɾ
teia	tejɐ
estágio	istaʒiw
dobro	dobɾu
tênis	teniʃ
anúbis	anubis
dita	ditɐ
calço	kawsu
latissem	lat͡ʃisẽj̃
sacolé	sakolɛ
passa	pasɐ
bimbar	bĩbaɻ
célula	sɛlulɐ
distante	d͡ʒiʃtɐ̃t͡ʃi
pazes	pazis
acha	aʃa
zabaione	zabajoni
remela	ʁemɛlɐ
pontapé	põtapɛ
surpresa	suʁpɾezɐ
jean	ʒeɐ̃
dindim	dĩdĩ
afonso	afõsu
simbólico	sĩbɔliku
via	viɐ
cesareia	sɛzaɾɛjɐ
vergastada	veʁɡastadɐ
tubarão	tubaɾɐ̃w̃
margarina	maʁɡaɾinɐ
bronze	bɾõzi
geral	ʒeɾaw
náiade	najad͡ʒi
paracetamol	paɾasetamɔw
wan	wɐ̃
aterro	ateʁu
calçada	kawsada
abissal	abisaw
poliginia	poliʒinia
jogador	ʒoɡadoʁ
consegue	kõsɛɡi
washington	wɔʃĩtõ
vizinho	viziɲu
prejuízo	pɾeʒwizu
dorido	doɾidu
pelouro	pelowɾu
boston	bɔstõ
kiev	kiɛvi
sacho	saʃu
oitavo	ojtavu
quieto	kjɛtu
prostituta	pɾost͡ʃitutɐ
perdoar	peʁdoaʁ
amigar	ɐmiɡaʁ
pupila	pupilɐ
lecionar	lesjonaɾ
xana	ʃɐnɐ
mene	meni
fundo	fũdu
médium	mɛd͡ʒjũ
arrepiado	aʁepiadu
diurese	dʒiuɾɛzi
picolé	pikolɛ
comintern	komĩtɛʁni
deles	delis
ouriço	owɾisu
pânico	pɐniku
vocês	vosejʃ
gilberto	ʒiwbɛʁtu
repugnância	ʁepuɡnɐ̃siɐ
babaçuê	babɐsue
zoneamento	zoniɐmẽtu
balzaquiano	bawzakiɐnu
andré	ɐ̃dɾɛ
negus	nɛɡus
azevinho	azeviɲu
sandália	sɐ̃daliɐ
teta	tɛta
vir	viʁ
sacar	sakaʁ
viu	viw
vulgo	vuwɡu
pingolim	pĩɡulĩ
apelo	apelu
encontro	ẽkõtɾu
novinho	noviɲu
minha	miɲɐ
trema	tɾɛmɐ
namoro	namɔɾu
amós	amɔs
jerusalém	ʒeɾuzalẽj̃
tempurá	tẽpuɾa
juntas	ʒũtɐs
preço	pɾesu
comprimento	kõpɾimẽto
certamente	sɛʁtamẽt͡ʃi
príapo	pɾiapu
assobio	asobiu
qualquer	kwawkɛɹ
ariele	aɾiɛli
desse	desi
mutar	mutaɾ
traje	tɾaʒe
totalidade	tutalidad͡ʒi
placa	plakɐ
mole	mɔli
áustria	awstɾiɐ
suaíli	suaili
demonstrar	demõstɾaʁ
zé	zɛ
empecilho	ĩpesiʎu
comportamento	kõpoɻtamẽto
entediar	ẽted͡ʒiaɹ
cerveja	seʁveʒɐ
fada	fada
considerável	kõsideɾavew
pouquinho	powkiɲu
incêndio	ĩsẽd͡ʒiw
aí	ai
aro	aɾu
diretamente	d͡ʒiɾɛtɐmẽt͡ʃi
escolho	eskoʎu
acontecer	akõteseɾ
tanzânia	tɐ̃zɐnjɐ
impasse	ĩpasi
baseado	bazjadu
vietname	viɛtnɐ̃
talher	taʎɛɾ
virgindade	viɹʒĩdad͡ʒi
subvencionar	subivẽsɐ̃w̃
ariele	aɾjɛli
terminar	teʁminaʁ
quis	kis
torre	toʁi
entediar	ẽted͡ʒiaɾ
instalar	ĩstalaʁ
terra	tɛɦɐ
decolagem	dekolaʒẽ
originário	oɾiʒinaɾju
estou	estow
dentada	dẽtada
ânfora	ɐ̃foɾa
erre	ɛʁi
coreia	koɾɛjɐ
mufti	muft͡ʃi
esse	ese
sóror	sɔrɔr
noite	nojtɪ
heliocêntrico	ɛljosẽtɾiku
fêmea	femiɐ
chocado	ʃokadu
revezar	ʁevezaχ
oslo	ɔzlu
minhas	miɲɐs
update	ɐpideit͡ʃi
seiscentos	sejsẽtus
conflito	kõflitu
gerar	ʒeɾaʁ
blocagem	blokaʒẽj̃
alinhado	aliɲadu
cíclades	siklad͡ʒis
sublime	sublimɪ
enrugar	ẽj̃ʁuɡaʁ
outrem	owtɾẽj̃
todo	todo
laurêncio	lawɾẽsju
perto	pɛχtu
pessoas	pesoɐs
saiote	sajɔtʃi
réplica	ʁɛplika
governo	ɡoveʁnu
juliana	ʒuliɐnɐ
pneu	penew
equivocou	ekivokow
bispo	bispu
furem	furẽj̃
aparecer	apaɾeseʁ
largar	laɾɡaɾ
manumissão	mɐnumisɐ̃w̃
cachopo	kaʃopu
arder	aʁdeʁ
guilhermina	ɡiʎeʁminɐ
paladino	palad͡ʒinu
afinidade	afinidad͡ʒi
grave	ɡɾavi
sepultura	sepuwtuɾɐ
hediondo	ed͡ʒiõdu
educacional	edukasjonaw
gota	ɡotɐ
deitado	dejtadu
bonina	bonina
diana	d͡ʒiɐnɐ
imperiosa	ĩpeɾiɔzɐ
aulinha	awliɲɐ
cupincha	kupĩʃɐ
iria	iɾiɐ
ladram	ladɾɐ̃w̃
ragu	ʁaɡu
exótico	ezɔtʃiku
intelectual	ĩtelɛktuaw
inteiro	ĩtejɾu
sozinho	sɔziɲu
teste	tɛst͡ʃi
cito	situ
queixo	kejʃu
engavete	ẽɡavɛtʃi
frame	fɾejm
dominatrix	dominatriks
tecido	tesidu
solteiro	sowtejɾu
quaresma	kwaɾɛʒmɐ
legião	leʒjɐ̃w̃
banheiro	bɐɲejɾu
encontro	ĩkõtɾu
seriar	seɾjaʁ
porta	pɔʁtɐ
mentir	mẽt͡ʃiʁ
reclinar	ʁeklinaʁ
crer	kɾeɾ
light	lajt͡ʃ
canaque	kanaki
azinheira	aziɲejɾɐ
saudade	sawdadʒi
nelas	nɛlɐs
criar	kɾiaɦ
tráfico	tɾafiku
reter	ʁeteʁ
antigo	ɐ̃tiɡu
aveia	avejɐ
interesseiro	ĩteɾesejɾu
zilhão	ziʎɐ̃w̃
coxim	koʃĩ
chuço	ʃusu
numeroso	numeɾozu
vagabundagem	vaɡabũdaʒẽj̃
isqueiro	iskejɾu
voluntário	volũtaɾiu
corruptela	koʁuptɛlɐ
tchecoslováquia	t͡ʃɛkozlovakjɐ
desculpar	deskuwpaʁ
gerenciar	ʒeɾẽsiaʁ
perigoso	peɾiɡozu
torcida	toʁsidɐ
lima	limɐ
reagir	χeɐʒiχ
vinte	vĩt͡ʃi
lembrança	lẽbɾɐ̃sa
canja	kɐ̃ʒɐ
objetividade	obiʒet͡ʃividad͡ʒi
penico	piniku
melhor	meʎɔɾ
cafofo	kafofu
abiogênese	abioʒenezi
gunda	ɡũdɐ
aula	awla
custo	kusto
pseudociência	psewdosiẽsiɐ
almoço	awmosu
preju	pɾeʒu
xerófilo	ʃeɾɔfilu
tchau	t͡ʃaw
merchan	meʁʃã
ü	w
salomão	salomɐ̃w̃
aconteceu	akõtesew
caprichar	kapɾiʃar
naxos	naksus
escocesas	eskosezɐs
atingir	at͡ʃĩʒiʁ
ilegal	ileɡaw
tentativa	tẽtatʃivɐ
colégio	kolɛʒju
razão	ʁazɐ̃w̃
mas	mɐs
aplauso	aplawzu
lampejo	lɐ̃peʒu
adotar	adotaʁ
areia	aɾejɐ
águia	aɡiɐ
social	sosiaw
atual	atuaw
boi	boj
slide	slajd͡ʒ
missionária	misjonaɾjɐ
devon	dɛvõ
renderizar	ʁẽdeɾizaʁ
consultório	kõsuwtɔɾju
objeto	obiʒɛtu
sanção	sɐ̃sɐ̃w̃
fenício	fenisio
vago	vaɡu
chispa	ʃiʃpɐ
mingau	mĩɡaw
bácoro	bakoɾu
chicotada	ʃikotada
fase	fazi
odisseu	od͡ʒisew
confrade	kõfɾad͡ʒi
rubéola	ʁubɛwlɐ
xerox	ʃeɾɔkis
moderno	modɛɻno
figurada	fiɡuɾadɐ
brasis	bɾazis
prostituta	pɾɔʃtitutɐ
putz	puts
devorar	devoɾaχ
danço	dɐ̃su
respirar	ʁespiɾaɾ
número	numeɾu
vincilho	vĩseʎu
elisabete	elizabɛt͡ʃi
testemunho	teʃt͡ʃimuɲu
apanhar	apɐɲaɹ
brejeirice	breʒejɾisi
tapir	tapiʁ
opressor	opɾesoʁ
jair	ʒaiʁ
