հեռաձայնել	hɛrɑd͡zɑjnɛl
լեթթերեն	lɛtʰːɛɾɛn
նիդեռլանդներ	nidɛrlɑndnɛɾ
մշուշապատ	məʃuʃɑpɑt
հետախուզական	hɛtɑχuzɑkɑn
արամեացի	ɑɾɑmɛɑt͡sʰi
գլանդ	ɡəlɑnd
շուտափույթ	ʃutɑpʰujtʰ
վերջաբան	vɛɾt͡ʃʰɑbɑn
լոգարան	lɔɡɑɾɑn
տափօղակ	tɑpʰɔʁɑk
խունկ	χuŋk
է	jɛ
շարժուն	ʃɑɾʒun
ոճ	vɔt͡ʃ
ժաժ	ʒɑʒ
ահազդեցիկ	ɑhɑzdɛt͡sʰik
թեհրան	tʰɛhɾɑn
արձանագրել	ɑɾd͡zɑnɑɡɾɛl
ներբեռնել	nɛɾbɛrnɛl
զգուշանալ	əzɡuʃɑnɑl
հաստագլուխ	hɑstɑɡəluχ
ձնամարդ	d͡zənɑmɑɾtʰ
պոռոտաբանություն	pɔrɔtɑbɑnutʰjun
շփել	ʃəpʰɛl
ֆստըխ	fəstəχ
երկյուղալիր	jɛɾkjuʁɑliɾ
հոռի	hɔri
աղտոտ	ɑχtɔt
կիլիկիա	kilikjɑ
շփոթմունք	ʃəpʰɔtʰmuŋkʰ
բավարացի	bɑvɑɾɑt͡sʰi
ոտանավոր	vɔtɑnɑvɔɾ
անդրջրհեղեղյան	ɑndəɾd͡ʒəɾhɛʁɛʁjɑn
վկայագիր	vəkɑjɑɡiɾ
նման	nəmɑn
հաթ	hɑtʰ
մարդասիրական	mɑɾtʰɑsiɾɑkɑn
խաշն	χɑʃən
գոհանալ	ɡɔhɑnɑl
կինձ	kind͡z
շվեդերեն	ʃvɛdɛɾɛn
բռնություն	bərnutʰjun
պոպոկ	pɔpɔk
սկումբրիա	əskumbɾjɑ
ծախծխորել	t͡sɑχt͡səχɔɾɛl
հեշտոց	hɛʃtɔt͡sʰ
չեխիա	t͡ʃʰɛχjɑ
կարուսել	kɑɾusɛl
ագնոստիկ	ɑɡnɔstik
դի	di
բոցեղեն	bɔt͡sʰɛʁɛn
աբա	ɑbɑ
պնչատ	pənt͡ʃʰɑt
դրամատուն	dəɾɑmɑtun
դայակ	dɑjɑk
դիսերտացիա	disɛɾtɑt͡sʰjɑ
վերուվար	vɛɾuvɑɾ
թակ	tʰɑk
արբել	ɑɾpʰɛl
հո	hɔ
օձաձուկ	ɔt͡sʰɑd͡zuk
ջրպան	d͡ʒəɾpɑn
մարսել	mɑɾsɛl
հրավիրել	həɾɑviɾɛl
հորանջել	hɔɾɑnd͡ʒɛl
միացնել	mijɑt͡sʰnɛl
նատօ	nɑtɔ
հուն	hun
մարտական	mɑɾtɑkɑn
ուտեստ	utɛst
կազմակերպություն	kɑzmɑkɛɾputʰjun
թնդանոթ	tʰəndɑnɔtʰ
ստվար	əstəvɑɾ
նունե	nunɛ
լսել	ləsɛl
ընդունված	əntʰunvɑt͡s
զրադաշտ	zəɾɑdɑʃt
ճառ	t͡ʃɑr
դիպված	dipvɑt͡s
օրիորդ	ɔɾjɔɾtʰ
ընգնել	əŋɡnɛl
օտարագիր	ɔtɑɾɑɡiɾ
բուխարա	buχɑɾɑ
ձախ	d͡zɑχ
տենեդոս	tɛnɛdɔs
քութաիս	kʰutʰɑjis
շաղգամ	ʃɑχkɑm
ցավակցություն	t͡sʰɑvɑkt͡sʰutʰjun
արծարծել	ɑɾt͡sɑɾt͡sɛl
հիասթափում	hijɑstʰɑpʰum
մարզասարք	mɑɾzɑsɑɾkʰ
անդրուվար	ɑndɾuvɑɾ
մոլոր	mɔlɔɾ
անպատեհ	ɑnpɑtɛh
աշխարհ	ɑʃχɑɾ
խոխոջել	χɔχɔd͡ʒɛl
ետին	jɛtin
տեղեկություն	tɛʁɛkutʰjun
զգայարան	əzɡɑjɑɾɑn
հինդուստանի	hindustɑni
տավուշ	tɑvuʃ
յարեն	jɑɾɛn
ֆիննուհի	finːuhi
ադամ	ɑdɑm
երիքով	jɛɾikʰɔv
ջրասամույր	d͡ʒəɾɑsɑmujɾ
ապիրատ	ɑpiɾɑt
դարմշտադիում	dɑɾmʃtɑdijum
յոդ	jɔd
փռյուգիա	pʰərjuɡjɑ
հավատ	hɑvɑt
տեգր	tɛkʰəɾ
կուխնի	kuχni
պատկերացում	pɑtkɛɾɑt͡sʰum
ամբաստանք	ɑmbɑstɑŋkʰ
հելլադա	hɛlːɑdɑ
զսպաշապիկ	zəspɑʃɑpik
հեռադիտակ	hɛrɑditɑk
պող	pɔʁ
բացառապես	bɑt͡sʰɑrɑpɛs
շնորհավորական	ʃnɔɾɑvɔɾɑkɑn
ինդոնեզերեն	indɔnɛzɛɾɛn
այլատյացություն	ɑjlɑtjɑt͡sʰutʰjun
հարմար	hɑɾmɑɾ
մոլար	mɔlɑɾ
մժեղ	məʒɛʁ
պլատոն	plɑtɔn
գանգրանալ	ɡɑŋɡɾɑnɑl
համենալ	hɑmɛnɑl
մեծահանդես	mɛt͡sɑhɑndɛs
ուրանալ	uɾɑnɑl
դուստր	dustəɾ
վիճել	vit͡ʃɛl
փաթեթ	pʰɑtʰɛtʰ
արքադ	ɑɾkʰɑd
ձողիկ	d͡zɔʁik
փայլակ	pʰɑjlɑk
չիր	t͡ʃʰiɾ
վագր	vɑɡəɾ
անաքսագորաս	ɑnɑkʰsɑɡɔɾɑs
գոլֆ	ɡɔlf
կապված	kɑpvɑt͡s
ծառուկյան	t͡sɑrukjɑn
ֆիզիոլոգիա	fiziɔlɔɡjɑ
բայ	bɑj
խուսափել	χusɑpʰɛl
մինետ	minɛt
խռով	χərɔv
զգածվել	əzɡɑt͡svɛl
նախատինք	nɑχɑtiŋkʰ
մնջուկ	mənd͡ʒuk
ժանգառ	ʒɑŋɡɑr
չինական	t͡ʃʰinɑkɑn
ջիհադ	d͡ʒihɑd
ածանցել	ɑt͡sɑnt͡sʰɛl
բամբասել	bɑmbɑsɛl
սուրբ	suɾpʰ
կռիչք	kərit͡ʃʰkʰ
մեղադրանք	mɛʁɑdəɾɑŋkʰ
էրեխա	ɛɾɛχɑ
ստեփան	əstɛpʰɑn
արաբերեն	ɑɾɑbɛɾɛn
վարքականոն	vɑɾkʰɑkɑnɔn
տոթ	tɔtʰ
գաֆեսճյան	ɡɑfɛst͡ʃjɑn
վերջնեկ	vɛɾt͡ʃʰnɛk
սաբոտաժ	sɑbɔtɑʒ
դոնորություն	dɔnɔɾutʰjun
նորվեգիա	nɔɾvɛɡjɑ
գինարբու	ɡinɑɾbu
իշխանություն	iʃχɑnutʰjun
պոլաբերեն	pɔlɑbɛɾɛn
տատմայր	tɑtmɑjɾ
հորացիոս	hɔɾɑt͡sʰiɔs
դանիացի	dɑnjɑt͡sʰi
այս	ɑjs
բրիչ	bəɾit͡ʃʰ
հնարակերտ	hənɑɾɑkɛɾt
գրոզնի	ɡɾɔzni
արդ	ɑɾd
քամել	kʰɑmɛl
ստեղծագործ	əstɛχt͡sɑɡɔɾt͡s
ֆեյսբուքյան	fɛjsbukʰjɑn
խոսուն	χɔsun
գյուղապետ	ɡjuʁɑpɛt
անգլուհի	ɑŋɡluhi
չարակամություն	t͡ʃʰɑɾɑkɑmutʰjun
խորհրդական	χɔɾəɾtʰɑkɑn
պատվիրել	pɑtviɾɛl
պակասել	pɑkɑsɛl
ճավա	t͡ʃɑvɑ
դասարան	dɑsɑɾɑn
վայ	vɑj
ալյուր	ɑljuɾ
հայրանուն	hɑjɾɑnun
լիտվա	litvɑ
անորոշանալ	ɑnɔɾɔʃɑnɑl
կառուցանել	kɑrut͡sʰɑnɛl
խորան	χɔɾɑn
լրջմիտ	ləɾd͡ʒmit
զավտրիկ	zɑftɾik
նասկի	nɑski
տախտ	tɑχt
թաթման	tʰɑtʰmɑn
թալես	tʰɑlɛs
քուջուջ	kʰud͡ʒud͡ʒ
դեռ	dɛr
հավատարմագրել	hɑvɑtɑɾmɑɡɾɛl
մարատ	mɑɾɑt
պողպատ	pɔχpɑt
տ	tə
նաջար	nɑd͡ʒɑɾ
ավյուն	ɑvjun
դիտակ	ditɑk
չափարյան	t͡ʃʰɑpʰɑɾjɑn
տոհմածառ	tɔhmɑt͡sɑr
հուսահատություն	husɑhɑtutʰjun
անիոն	ɑnijɔn
չիներեն	t͡ʃʰinɛɾɛn
էդո	ɛdɔ
ցուպ	t͡sʰup
հոլշտայն	hɔlʃtɑjn
ամանակ	ɑmɑnɑk
կրճատում	kəɾt͡ʃɑtum
մառախուղ	mɑrɑχuʁ
բագրատունի	bɑɡɾɑtuni
կյանք	kjɑŋkʰ
ռանգուն	rɑŋɡun
թնդալ	tʰəndɑl
սրբուհի	səɾpʰuhi
մնալ	mənɑl
պն	pənə
շոգեշարժ	ʃɔkʰɛʃɑɾʒ
պոռոտաբանել	pɔrɔtɑbɑnɛl
պայմանավոր	pɑjmɑnɑvɔɾ
զոդ	zɔd
կառավարում	kɑrɑvɑɾum
ապահով	ɑpɑhɔv
պատմվածք	pɑtməvɑt͡skʰ
կործան	kɔɾt͡sɑn
հնախոս	hənɑχɔs
վերջնակետ	vɛɾt͡ʃʰnɑkɛt
կյուսյու	kjusju
ծաղկաման	t͡sɑχkɑmɑn
բանակ	bɑnɑk
պատշաճ	pɑtʃɑt͡ʃ
երեկո	jɛɾɛkɔ
առէջ	ɑrɛt͡ʃʰ
դիմացկուն	dimɑt͡sʰkun
գոլանալ	ɡɔlɑnɑl
կիթ	kitʰ
սվազիլենդ	svɑzilɛnd
ծնվել	t͡sənvɛl
դուշման	duʃmɑn
աստղաֆիզիկա	ɑstʁɑfizikɑ
բերիլիում	bɛɾilijum
փիրուզ	pʰiɾuz
բյուզանդիա	bjuzɑndjɑ
բազալտ	bɑzɑlt
սասիսկի	sɑsiski
փոխանակություն	pʰɔχɑnɑkutʰjun
ղզլար	ʁəzlɑɾ
փաստաթուղթ	pʰɑstɑtʰuχtʰ
համագործել	hɑmɑɡɔɾt͡sɛl
նվաղել	nəvɑʁɛl
ծերույթ	t͡sɛɾujtʰ
աստղագուշակություն	ɑstʁɑɡuʃɑkutʰjun
պաճիճ	pɑt͡ʃit͡ʃ
վտանգել	vətɑŋɡɛl
եվրախորհուրդ	jɛvɾɑχɔɾuɾtʰ
մահիկ	mɑhik
պոռոչել	pɔrɔt͡ʃʰɛl
կոնյակ	kɔnjɑk
ամբար	ɑmbɑɾ
կղբենի	kəʁbɛni
վերաքննիչ	vɛɾɑkʰənːit͡ʃʰ
ֆոն	fɔn
գուրգուրալ	ɡuɾɡuɾɑl
կուլակ	kulɑk
չնայած	t͡ʃʰənɑjɑt͡s
ուղեղ	uʁɛʁ
աճուկ	ɑt͡ʃuk
մհեր	məhɛɾ
այսուամենայնիվ	ɑjsuɑmɛnɑjniv
անեծք	ɑnɛt͡skʰ
մրցակից	məɾt͡sʰɑkit͡sʰ
փաստորեն	pʰɑstɔɾɛn
հիվանդ	hivɑnd
բարբաջել	bɑɾbɑd͡ʒɛl
բուսաբանություն	busɑbɑnutʰjun
էն	ɛn
բարձրորակ	bɑɾt͡sʰɾɔɾɑk
շիզիկ	ʃizik
մուկ	muk
գետնախնձոր	ɡɛtnɑχənd͡zɔɾ
սպասյակ	əspɑsjɑk
մակեդոնացի	mɑkɛdɔnɑt͡sʰi
ամենեւին	ɑmɛnɛvin
գնդացիր	ɡəndɑt͡sʰiɾ
խորոված	χɔɾɔvɑt͡s
ծաղրել	t͡sɑʁɾɛl
ներբան	nɛɾbɑn
դրժել	dəɾʒɛl
տասնիցս	tɑsnit͡sʰəs
վերջավանկ	vɛɾt͡ʃʰɑvɑŋk
հոգնակի	hɔkʰnɑki
թոթովել	tʰɔtʰɔvɛl
հառաչակից	hɑrɑt͡ʃʰɑkit͡sʰ
հոյաշեն	hɔjɑʃɛn
ծլարձակել	t͡səlɑɾt͡sʰɑkɛl
կողք	kɔχkʰ
գնդոլորտ	ɡəndɔlɔɾt
հոգ	hɔkʰ
հանգամանք	hɑŋɡɑmɑŋkʰ
մաքսատուրք	mɑkʰsɑtuɾkʰ
շարադրություն	ʃɑɾɑdɾutʰjun
վնասված	vənɑsvɑt͡s
գետնառյուծ	ɡɛtnɑrjut͡s
պոռնկություն	pɔrnəkutʰjun
վեվ	vɛv
տիրապետել	tiɾɑpɛtɛl
ալեւոր	ɑlɛvɔɾ
սրտաշարժել	səɾtɑʃɑɾʒɛl
գերխնդիր	ɡɛɾχəntʰiɾ
ակոս	ɑkɔs
կիտել	kitɛl
գավառ	ɡɑvɑr
հեղինակություն	hɛʁinɑkutʰjun
արտաշատ	ɑɾtɑʃɑt
գիտակարգային	ɡitɑkɑɾkʰɑjin
փարթի	pʰɑɾtʰi
վարանում	vɑɾɑnum
կախարդվածություն	kɑχɑɾdvɑt͡sutʰjun
կեղերջ	kɛʁɛɾd͡ʒ
օրոցք	ɔɾɔt͡sʰkʰ
խելք	χɛlkʰ
համբարձումյան	hɑmbɑɾt͡sʰumjɑn
ծախվող	t͡sɑχvɔʁ
լոնդոն	lɔndɔn
մաշկյա	mɑʃkjɑ
դդում	dətʰum
տորդիկ	tɔɾdik
խոհեմ	χɔhɛm
լիմուզին	limuzin
կարճառոտ	kɑɾt͡ʃɑrɔt
անհերքելի	ɑnhɛɾkʰɛli
ճրագալույց	t͡ʃəɾɑkʰɑlujt͡sʰ
լոռի	lɔri
վտանգվել	vətɑŋɡvɛl
վերացական	vɛɾɑt͡sʰɑkɑn
անդրիասյան	ɑndɾijɑsjɑn
տորմ	tɔɾm
հիրել	hiɾɛl
բաշխել	bɑʃχɛl
թուլաբերանություն	tʰulɑbɛɾɑnutʰjun
հյութեղ	hjutʰɛʁ
մաթեմատիկոս	mɑtʰɛmɑtikɔs
կրակմարիչ	kəɾɑkmɑɾit͡ʃʰ
խաշ	χɑʃ
կես	kɛs
զոդում	zɔdum
ժխտել	ʒəχtɛl
պարավանդ	pɑɾɑvɑnd
վրձին	vəɾt͡sʰin
ծակոտկեն	t͡sɑkɔtkɛn
ունկնդիր	uŋkəndiɾ
գահասրահ	ɡɑhɑsəɾɑh
չափածո	t͡ʃʰɑpʰɑt͡sɔ
պատռել	pɑtrɛl
արսեն	ɑɾsɛn
ծանրաձող	t͡sɑnɾɑd͡zɔʁ
չանա	t͡ʃʰɑnɑ
շվեյցարիա	ʃvɛt͡sʰɑɾjɑ
ցող	t͡sʰɔʁ
կերտել	kɛɾtɛl
էներգիա	ɛnɛɾɡjɑ
գետնաշարժ	ɡɛtnɑʃɑɾʒ
բուլղարիա	bulʁɑɾjɑ
մարդամեքենա	mɑɾtʰɑmɛkʰɛnɑ
արտացոլում	ɑɾtɑt͡sʰɔlum
աշխարհագրական	ɑʃχɑɾɑɡɾɑkɑn
փոփոխություն	pʰɔpʰɔχutʰjun
իրավամբ	iɾɑvɑmpʰ
որոնտես	vɔɾɔntɛs
եռանդոտ	jɛrɑndɔt
ումբրերեն	umbɾɛɾɛn
մենինգիտ	mɛniŋɡit
լոշտակ	lɔʃtɑk
հռովմեական	hrɔvmɛjɑkɑn
ահագնանալ	ɑhɑɡnɑnɑl
ահաբեկ	ɑhɑbɛk
վերջերս	vɛɾt͡ʃʰɛɾəs
բջջաբանական	bəd͡ʒəd͡ʒɑbɑnɑkɑn
գառնարած	ɡɑrnɑɾɑt͡s
դաշտերից	dɑʃtɛɾit͡sʰ
փոքրատառ	pʰɔkʰɾɑtɑr
զգաստ	əzɡɑst
ավազան	ɑvɑzɑn
բլագովեշչենսկ	blɑɡɔvɛʃt͡ʃʰɛnsk
հրավառել	həɾɑvɑrɛl
վերջերքս	vɛɾt͡ʃʰɛɾkʰəs
երեւալ	jɛɾɛvɑl
վարժ	vɑɾʒ
ճոճանակ	t͡ʃɔt͡ʃɑnɑk
սեմուշկա	sɛmuʃkɑ
ծանոթություն	t͡sɑnɔtʰutʰjun
մուրադյան	muɾɑdjɑn
համահիմնադիր	hɑmɑhimnɑdiɾ
մարզիչ	mɑɾzit͡ʃʰ
արայիկ	ɑɾɑjik
նետընկեց	nɛtəŋkɛt͡sʰ
վարդենի	vɑɾtʰɛni
ցտել	t͡sʰətɛl
շաղ	ʃɑʁ
չափակից	t͡ʃʰɑpʰɑkit͡sʰ
կայինք	kɑjiŋkʰ
վիրաբուժություն	viɾɑbuʒutʰjun
խորեզմցի	χɔɾɛzmt͡sʰi
խոնարհում	χɔnɑɾum
լադիներեն	lɑdinɛɾɛn
փյունիկ	pʰjunik
մաղադանոս	mɑʁɑdɑnɔs
մորեխ	mɔɾɛχ
բիբլոս	biblɔs
գեղեցկուհին	ɡɛʁɛt͡sʰkuhin
թուշ	tʰuʃ
որդի	vɔɾtʰi
պայուսակ	pɑjusɑk
լեռնագրական	lɛrnɑɡɾɑkɑn
կոնֆետ	kɔnfɛt
դրամարկղ	dəɾɑmɑɾkəʁ
ատաղձագործ	ɑtɑʁd͡zɑɡɔɾt͡s
եղերդակ	jɛʁɛɾdɑk
չոր	t͡ʃʰɔɾ
դրսեւորել	dəɾsɛvɔɾɛl
դոնեցկ	dɔnɛt͡sʰk
լերկ	lɛɾk
կաք	kɑkʰ
օհան	ɔhɑn
ցոլակ	t͡sʰɔlɑk
լյուկիա	ljukjɑ
անդունդք	ɑnduntkʰ
նորայր	nɔɾɑjɾ
հոգնա	hɔkʰnɑ
գրոհել	ɡəɾɔhɛl
աջարիա	ɑd͡ʒɑɾjɑ
կապարասի	kɑpɑɾɑsi
յոթերորդ	jɔtʰɛɾɔɾtʰ
սիմվոլ	simvɔl
նեյտրինո	nɛjtɾinɔ
խոպոպիլ	χɔpɔpil
մինարեթ	minɑɾɛtʰ
ագրեսիա	ɑɡɾɛsjɑ
կորեերեն	kɔɾɛːɾɛn
ջահուկցի	d͡ʒɑhukt͡sʰi
ղազարյան	ʁɑzɑɾjɑn
հղի	həʁi
ջնջել	d͡ʒənd͡ʒɛl
ճաշ	t͡ʃɑʃ
ուտիերեն	utijɛɾɛn
շագանակագեղձ	ʃɑɡɑnɑkɑɡɛʁd͡z
մտերմական	mətɛɾmɑkɑn
թանկ	tʰɑŋk
համագույն	hɑmɑɡujn
դուրգարյան	duɾɡɑɾjɑn
բուդապեշտ	budɑpɛʃt
սինլքոր	sinləkʰɔɾ
զարմանալ	zɑɾmɑnɑl
փրփուր	pʰəɾpʰuɾ
արշավանք	ɑɾʃɑvɑŋkʰ
կանք	kɑŋkʰ
հետեւակային	hɛtɛvɑkɑjin
ոլորել	vɔlɔɾɛl
մխոց	məχɔt͡sʰ
ուղեպարկ	uʁɛpɑɾk
հագագ	hɑɡɑɡ
մատնել	mɑtnɛl
փորլուծ	pʰɔɾlut͡s
գուրալ	ɡuɾɑl
ալյանս	ɑljɑns
միլանցի	milɑnt͡sʰi
չիլիական	t͡ʃʰilijɑkɑn
պարուհի	pɑɾuhi
բուսակերություն	busɑkɛɾutʰjun
պարթեւստան	pɑɾtʰɛfstɑn
պտտել	pətətɛl
օրհներգ	ɔɾhnɛɾkʰ
լվացք	ləvɑt͡sʰkʰ
բժշկական	bəʒəʃkɑkɑn
ինչպես	int͡ʃʰpɛs
վիեննա	vijɛnːɑ
գնել	ɡənɛl
փարիսեցիություն	pʰɑɾisɛt͡sʰiutʰjun
մագադան	mɑɡɑdɑn
լոկ	lɔk
բարեսեր	bɑɾɛsɛɾ
գրիպ	ɡəɾip
առագաստ	ɑrɑɡɑst
բողոքարկել	bɔʁɔkʰɑɾkɛl
հառաչաձայն	hɑrɑt͡ʃʰɑd͡zɑjn
պոչուկ	pɔt͡ʃʰuk
փայծաղ	pʰɑjt͡sɑʁ
քուրձ	kʰuɾd͡z
վարդապետ	vɑɾtʰɑpɛt
ճաքել	t͡ʃɑkʰɛl
հաս	hɑs
մենավոր	mɛnɑvɔɾ
արդյունաբերական	ɑɾtʰjunɑbɛɾɑkɑn
կղմինդր	kəʁmindəɾ
ստալինգրադ	əstɑlinɡɾɑd
արժանապատվություն	ɑɾʒɑnɑpɑtvutʰjun
կտավիք	kətɑvikʰ
ռակ	rɑk
դահիճ	dɑhit͡ʃ
աղավնի	ɑʁɑvni
զուգահեռանիստ	zuɡɑhɛrɑnist
անտուն	ɑntun
ապահովեցնել	ɑpɑhɔvɛt͡sʰnɛl
նախիջեւան	nɑχit͡ʃʰɛvɑn
խորանարդ	χɔɾɑnɑɾtʰ
գագուլ	ɡɑɡul
կահույք	kɑhujkʰ
քաղաքական	kʰɑʁɑkʰɑkɑn
ձնեմարդ	d͡zənɛmɑɾtʰ
սամսար	sɑmsɑɾ
իջեւանել	id͡ʒɛvɑnɛl
դիցուք	dit͡sʰukʰ
ես	ɛs
ղեկավարություն	ʁɛkɑvɑɾutʰjun
քրեական	kʰəɾjɑkɑn
քեոպս	kʰɛɔps
կոտլետ	kɔtlɛt
մարաջախտ	mɑɾɑd͡ʒɑχt
վաղն	vɑʁn
մոտահաս	mɔtɑhɑs
տաճիկ	tɑt͡ʃik
համբյուր	hɑmpʰjuɾ
մեղեխ	mɛʁɛχ
դուր	duɾ
ղավ	ʁɑv
կուժ	kuʒ
փքուռույց	pʰəkʰurujt͡sʰ
խալխ	χɑlχ
լոթարինգիա	lɔtʰɑɾiŋɡjɑ
շնչավոր	ʃənt͡ʃʰɑvɔɾ
ստեղծագործություն	əstɛχt͡sɑɡɔɾt͡sutʰjun
բանջարանոց	bɑnd͡ʒɑɾɑnɔt͡sʰ
հավկիթ	hɑfkitʰ
բռինչ	bərint͡ʃʰ
տարածք	tɑɾɑt͡skʰ
հնչույթ	hənt͡ʃʰujtʰ
մորքուր	mɔɾkʰuɾ
քմային	kʰəmɑjin
կռթունք	kərtʰuŋkʰ
յորուբա	jɔɾubɑ
շրջահայաց	ʃəɾd͡ʒɑhɑjɑt͡sʰ
փայտակարան	pʰɑjtɑkɑɾɑn
բացառություն	bɑt͡sʰɑrutʰjun
համար	hɑmɑɾ
խփել	χəpʰɛl
վայրկենաչափ	vɑjɾkɛnɑt͡ʃʰɑpʰ
հերոսուհի	hɛɾɔsuhi
հրատարակում	həɾɑtɑɾɑkum
ագնոստիցիզմ	ɑɡnɔstit͡sʰizm
փաստարկել	pʰɑstɑɾkɛl
կեղծիք	kɛχt͡sikʰ
փռյուգերեն	pʰərjuɡɛɾɛn
թաց	tʰɑt͡sʰ
պալար	pɑlɑɾ
հղենալ	həʁɛnɑl
թանչ	tʰɑnt͡ʃʰ
մահմեդական	mɑhmɛdɑkɑn
ամերիկուհի	ɑmɛɾikuhi
ֆիլիպինուհի	filipinuhi
բրոունյան	bɾɔunjɑn
լուսան	lusɑn
հաչաղ	hɑt͡ʃʰɑʁ
այդտեղ	ɑjdtɛʁ
դյույմ	djujm
ամուսնացած	ɑmusnɑt͡sʰɑt͡s
թող	tʰɔʁ
մարզպան	mɑɾzpɑn
իրազեկ	iɾɑzɛk
նստարան	nəstɑɾɑn
հոժարություն	hɔʒɑɾutʰjun
ուսապարկ	usɑpɑɾk
ծրագիր	t͡səɾɑɡiɾ
լոքշ	lɔkʰʃ
մարդելույզ	mɑɾtʰɛlujz
քեմոն	kʰɛmɔn
ցանկանալ	t͡sʰɑŋkɑnɑl
հումանիստ	humɑnist
գաղտակուր	ɡɑχtɑkuɾ
կասկ	kɑsk
զարեհ	zɑɾɛh
ոտք	vɔtkʰ
համատարած	hɑmɑtɑɾɑt͡s
քանանացի	kʰɑnɑnɑt͡sʰi
կարատե	kɑɾɑtɛ
կրետե	kəɾɛtɛ
բարբադոս	bɑɾbɑdɔs
հանում	hɑnum
ներգաղթյալ	nɛɾɡɑχtʰjɑl
հրատապ	həɾɑtɑp
սալահյան	sɑlɑhjɑn
ֆեյսբուք	fɛjsbukʰ
հաճարենի	hɑt͡ʃɑɾɛni
ծին	t͡sin
այր	ɑjɾ
պապանձեցնել	pɑpɑnd͡zɛt͡sʰnɛl
անձինք	ɑnd͡ziŋkʰ
փարչ	pʰɑɾt͡ʃʰ
դալարի	dɑlɑɾi
վաղր	vɑʁəɾ
խորտակվել	χɔɾtɑkvɛl
ակնածալից	ɑknɑt͡sɑlit͡sʰ
դոբրուջա	dɔbɾud͡ʒɑ
կիսապաշտպանություն	kisɑpɑʃtpɑnutʰjun
դակու	dɑku
պիեմոնտ	pjɛmɔnt
ղարս	ʁɑɾs
բորշչ	bɔɾʃt͡ʃʰ
հոմս	hɔms
ձորձ	d͡zɔɾd͡z
հորողբեր	hɔɾɔχpʰɛɾ
պիսակ	pisɑk
ճողոպրել	t͡ʃɔʁɔpɾɛl
դարդանել	dɑɾdɑnɛl
աշխարհամաս	ɑʃχɑɾɑmɑs
օմբուդսմեն	ɔmbut͡sʰmɛn
ճիվ	t͡ʃiv
սամուրայ	sɑmuɾɑj
արձակել	ɑɾt͡sʰɑkɛl
խորագին	χɔɾɑɡin
ամբարհավաճություն	ɑmbɑɾhɑvɑt͡ʃutʰjun
դատ	dɑt
լիթիում	litʰijum
զարհուրելի	zɑɾhuɾɛli
բովանդակ	bɔvɑndɑk
բագարատ	bɑɡɑɾɑt
դարձգիր	dɑɾt͡sʰɡiɾ
բեղուն	bɛʁun
ցուցանել	t͡sʰut͡sʰɑnɛl
երդվյալ	jɛɾtʰvjɑl
խտասալիկ	χətɑsɑlik
թարգման	tʰɑɾkʰmɑn
մատակարար	mɑtɑkɑɾɑɾ
նոսր	nɔsəɾ
մեքսիկ	mɛkʰsik
հեռուստաընկերություն	hɛrustɑəŋkɛɾutʰjun
ամենաբարձր	ɑmɛnɑbɑɾt͡sʰəɾ
սատկել	sɑtkɛl
ընդարմանալ	əntʰɑɾmɑnɑl
հեռուստ	hɛrust
ուռել	urɛl
այծյա	ɑjt͡sjɑ
բերման	bɛɾmɑn
ձուկ	d͡zuk
զվարճացնել	zəvɑɾt͡ʃɑt͡sʰnɛl
տնային	tənɑjin
դաշտում	dɑʃtum
երդ	jɛɾtʰ
հանդիսանալ	hɑndisɑnɑl
շեղջ	ʃɛʁd͡ʒ
գոնե	ɡɔnɛ
ոսկեքար	vɔskɛkʰɑɾ
հյուրովս	hjuɾɔvəs
կարկեհան	kɑɾkɛhɑn
բիսմութ	bismutʰ
հրետանի	həɾɛtɑni
թակոց	tʰɑkɔt͡sʰ
կարպիս	kɑɾpis
նեպալ	nɛpɑl
կարեկցորեն	kɑɾɛkt͡sʰɔɾɛn
ճարակ	t͡ʃɑɾɑk
արտոնություն	ɑɾtɔnutʰjun
իսլամացնել	islɑmɑt͡sʰnɛl
մաթեւոս	mɑtʰɛvɔs
ստինք	əstiŋkʰ
անդադար	ɑndɑtʰɑɾ
բիստրո	bistɾɔ
աղիք	ɑʁikʰ
նկուղ	nəkuʁ
կոստղոտ	kɔstʁɔt
անազատություն	ɑnɑzɑtutʰjun
ձկնորս	d͡zəknɔɾs
դիպլոմ	diplɔm
նեխուր	nɛχuɾ
զաֆրան	zɑfɾɑn
մեծանալ	mɛt͡sɑnɑl
կողքիս	kɔχkʰis
փարիզ	pʰɑɾiz
հիշողություն	hiʃɔʁutʰjun
մ	mə
կոմսուհի	kɔmsuhi
սախալին	sɑχɑlin
հերոսական	hɛɾɔsɑkɑn
անցկացնել	ɑnt͡sʰkɑt͡sʰnɛl
գանգրամազ	ɡɑŋɡɾɑmɑz
ավատ	ɑvɑt
անտոնիոս	ɑntɔnjɔs
շաքարաքլոր	ʃɑkʰɑɾɑkʰlɔɾ
թանջարա	tʰɑnd͡ʒɑɾɑ
աբսոլյուտ	ɑpʰsɔljut
ժե	ʒɛ
կրոնագետ	kəɾɔnɑɡɛt
բուլղարերեն	bulʁɑɾɛɾɛn
պաճուճ	pɑt͡ʃut͡ʃ
բարակ	bɑɾɑk
համերաշխ	hɑmɛɾɑʃχ
բուսակեր	busɑkɛɾ
ընկույզկոտրիչ	əŋkujzkɔtɾit͡ʃʰ
