של	ʃl
מנה	mnʔ
מעקב	mʔkv
רכבות	ʁχvvt
שקדמו	ʃkdmv
בתעשיית	vtʔʃjjt
זכוכית	zχvχˈit
כלכליות	χlχlˈivt
כתובת	χtvvt
לבריטניה	lvʁˈitniʔ
לגלם	lɡlm
לנקום	lnkvm
מטבע	mtvʔ
מייסד	mˈijsd
משק	mʃk
ספורטאים	sfvʁtˈim
שופטים	ʃvftˈim
שלחה	ʃlχʔ
תיירות	tˈijʁvt
אימונים	ˈimvnim
בריטים	vʁˈitim
בתורה	vtvʁʔ
התוכן	ʔtvχn
ואולי	vʔvlˈi
יין	jjn
לשינויים	lʃjnvjjm
מיידי	mˈijdi
נדירות	ndˈiʁvt
נמוכות	nmvχvt
פחד	fχd
באור	vʔvʁ
הארוכה	ʔʔʁvχʔ
הבדיקה	ʔvdˈikʔ
הדורות	ʔdvʁvt
המרכיבים	ʔmʁχˈivim
השומר	ʔʃvmʁ
התחתונה	ʔtχtvnʔ
וביקש	vvˈikʃ
וערך	vʔʁχ
חופי	χvfˈi
חשיפה	χʃjfʔ
ייצוג	jjtsvɡ
ישנים	jʃnˈim
לעם	lʔm
מזרחי	mzʁχˈi
מרכיבים	mʁχˈivim
נגזר	ŋzʁ
תוצאת	tvtsʔt
תקדים	tkdˈim
באיכות	vˈiχvt
ביערות	vˈiʔʁvt
בכדור	vχdvʁ
בעין	vˈin
בעיצוב	vˈitsvv
בקונגרס	vkvŋʁs
בקר	vkʁ
דורות	dvʁvt
דרשו	dʁʃv
ההתנהגות	ʔʔtnʔɡvt
הזדמנויות	ʔzdmnvjvt
המוסלמית	ʔmvslmˈit
העבדות	ʔʔvdvt
הצליל	ʔtslˈil
הרשימה	ʔʁʃjmʔ
חשובות	χʃvvvt
לאירופה	lˈiʁvfʔ
להפחית	lʔfχˈit
לקוחות	lkvχvt
מוזיקת	mvzˈikt
עבודותיו	ʔvvdvtˈiv
עיניו	ˈiniv
פרנץ	fʁnts
צפיפות	tsfˈifvt
אוטומטית	ʔvtvmtˈit
דוכס	dvχs
החופשי	ʔχvfʃj
החיצונית	ʔχˈitsvnit
הלגיון	ʔlɡˈivn
המודעות	ʔmvdʔvt
הפרעה	ʔfʁʔʔ
השתתפות	ʔʃttfvt
התהילה	ʔtˈilʔ
חפץ	χfts
חקלאיים	χklˈijm
חשיבה	χʃjvʔ
כמרכז	χmʁχz
לטענתו	ltʔntv
מחבלים	mχvlˈim
מחליטים	mχlˈitim
ספציפי	sftsˈifi
סרטו	sʁtv
עומק	ʔvmk
פרפר	fʁfʁ
שמספר	ʃmsfʁ
ביכולת	vˈiχvlt
בילדותו	vˈildvtv
במדיה	vmdˈiʔ
במהדורה	vmʔdvʁʔ
דעה	dʔʔ
הגבעה	ʔɡvʔʔ
היסודי	ˈisvdi
הרובע	ʔʁvvʔ
הרחבת	ʔʁχvt
הרצל	ʔʁtsl
ואלו	vʔlv
זמר	zmʁ
כניסת	χnˈist
להשגת	lʔʃɡt
לנמל	lnml
מחלקה	mχlkʔ
מכירה	mχˈiʁʔ
עברי	ʔvʁˈi
ערי	ʔʁˈi
פיקד	fˈikd
קורבנות	kvʁvnvt
שותפים	ʃvtfˈim
שנתי	ʃntˈi
שקט	ʃkt
בשווי	vʃwj
בתיקו	vtˈikv
המולד	ʔmvld
הפתרון	ʔftʁvn
זכרים	zχʁˈim
חישוב	χˈiʃvv
טיפוס	tˈifvs
כינוי	χˈinvj
מלאכה	mlʔχʔ
מנהלי	mnʔlˈi
פשוטים	fʃvtˈim
אוצר	ʔvtsʁ
בביתה	vvˈitʔ
בהשראת	vʔʃʁʔt
במחנות	vmχnvt
במשק	vmʃk
הימנית	ˈimnit
הלשכה	ʔlʃχʔ
המצטיין	ʔmtstˈijn
המקצועי	ʔmktsvˈi
הנוגע	ʔnvɡʔ
הנמוכה	ʔnmvχʔ
התחילו	ʔtχˈilv
טכנולוגיה	tχnvlvɡˈiʔ
להקליט	lʔklˈit
מדריך	mdʁˈiχ
מסמך	msmχ
מפרץ	mfʁts
מתוארת	mtvʔʁt
סימני	sˈimni
רצופים	ʁtsvfˈim
שהגיעה	ʃʔɡˈiʔʔ
שירתו	ʃjʁtv
אוסקר	ʔvskʁ
איזה	ejzˈe
ברובם	vʁvvm
ברובע	vʁvvʔ
דיוק	dˈivk
דמי	dmˈi
הופץ	ʔvfts
הושלמה	ʔvʃlmʔ
המהיר	ʔmˈiʁ
המוצא	ʔmvtsʔ
הסולטאן	ʔsvltʔn
הקיר	ʔkˈiʁ
טל	tl
לבסיס	lvsˈis
מנהג	mnʔɡ
מספרי	msfʁˈi
פופולרית	fvfvlʁˈit
אליהן	ʔlˈiʔn
בחקר	vχkʁ
דירות	dˈiʁvt
הבכיר	ʔvχˈiʁ
הפסקה	ʔfskʔ
הפרדה	ʔfʁdʔ
הקורא	ʔkvʁʔ
ואינה	vˈinʔ
ירדן	jʁdn
לשיתוף	lʃjtvf
לשפה	lʃfʔ
מבוגר	mvvɡʁ
מחולקת	mχvlkt
מצבה	mtsvʔ
מקורו	mkvʁv
סגירת	sɡˈiʁt
רון	ʁvn
שחורה	ʃχvʁʔ
שרת	ʃʁt
תרמו	tʁmv
My	(͡e͡n)ˈɛm wˈa͡ɪ(͡h͡e)
בטור	vtvʁ
בכנסת	vχnst
בשיטות	vʃjtvt
גודלו	ɡvdlv
ההערכה	ʔʔʔʁχʔ
החזה	ʔχzʔ
היחידי	iχˈidi
הכהן	ʔχʔn
המאוחרות	ʔmʔvχʁvt
המוסדות	ʔmvsdvt
הציוד	ʔtsˈivd
השוטרים	ʔʃvtʁˈim
וולטר	wltʁ
ונשים	vnʃjm
כנסיית	χnsˈijt
מוערך	mvʔʁχ
ממשלתי	mmʃltˈi
משתמשת	mʃtmʃt
פונקציות	fvnktsˈivt
צומת	tsvmt
רוז	ʁvz
שהפכה	ʃʔfχʔ
תרמה	tʁmʔ
בעמק	vʔmk
בתפקידי	vtfkˈidi
האיום	ʔˈivm
האיסור	ʔˈisvʁ
המדבר	ʔmdvʁ
הסוג	ʔsvɡ
חוג	χvɡ
כמקום	χmkvm
לבדה	lvdʔ
לפרלמנט	lfʁlmnt
מכונית	mχvnˈit
מכנה	mχnʔ
מסוכן	msvχn
משפטים	mʃftˈim
עמדת	ʔmdt
צדקה	tsdkʔ
צלזיוס	tslzˈivs
רחוקות	ʁχvkvt
שיחה	ʃjχʔ
תלויים	tlvjjm
תקנות	tknvt
אחות	ʔχvt
בעריכת	vʔʁˈiχt
החג	ʔχɡ
הכלכליים	ʔχlχlˈijm
המוקדם	ʔmvkdm
חזקות	χzkvt
יוהאן	jvʔʔn
כמלך	χmlχ
לצידו	ltsˈidv
מאוחרים	mʔvχʁˈim
מביאה	mvˈiʔʔ
מבקרי	mvkʁˈi
מספרם	msfʁm
נעה	nʔʔ
נפלה	nflʔ
רצופות	ʁtsvfvt
שעון	ʃʔvn
המועמד	ʔmvʔmd
המלכות	ʔmlχvt
המסחרי	ʔmsχʁˈi
המצליח	ʔmtslˈiχ
התיישבות	ʔtˈijʃvvt
והצליח	vʔtslˈiχ
ומה	vmʔ
יעד	jʔd
לסדרת	lsdʁt
לשר	lʃʁ
מנהיגים	mnˈiɡim
מתקן	mtkn
צבאיות	tsvˈivt
אלברט	ʔlvʁt
אפשרה	ʔfʃʁʔ
במקורות	vmkvʁvt
גברת	ɡvʁt
האולימפי	ʔʔvlˈimfi
הדרכה	ʔdʁχʔ
הוכרזה	ʔvχʁzʔ
הטבעית	ʔtvˈit
הקפה	ʔkfʔ
חלקן	χlkn
כנסייה	χnsˈijʔ
לכלא	lχlʔ
סף	sf
עשורים	ʔʃvʁˈim
for	(͡e͡n)ˈɛf ˈə͡ʊ ˈɑː(͡h͡e)
אוכלוסיות	ʔvχlvsˈivt
אתיופיה	ʔtˈivfiʔ
בעונות	vʔvnvt
הודחה	ʔvdχʔ
הנחל	ʔnχl
הקריאה	ʔkʁˈiʔʔ
כעורך	χʔvʁχ
מוצאת	mvtsʔt
נאום	nʔvm
ניצלו	nˈitslv
נפרדות	nfʁdvt
ספינה	sfˈinʔ
קומיקס	kvmˈiks
שממנו	ʃmmnv
בכתיבה	vχtˈivʔ
בניינים	vnˈijnim
בקוטר	vkvtʁ
בתערוכה	vtʔʁvχʔ
דיור	dˈivʁ
האנדרטה	ʔʔndʁtʔ
הדדית	ʔddˈit
הימית	ˈimit
הלקוח	ʔlkvχ
הציוני	ʔtsˈivni
הרחק	ʔʁχk
התקיפה	ʔtkˈifʔ
התקציב	ʔtktsˈiv
ופחות	vfχvt
לממש	lmmʃ
לצלם	ltslm
לרעה	lʁʔʔ
משלושה	mʃlvʃʔ
נס	ns
פגשה	fɡʃʔ
ציבוריות	tsˈivvʁivt
צפונית	tsfvnˈit
ריבוי	ʁˈivvj
רפואית	ʁfvˈit
רפורמות	ʁfvʁmvt
תיירים	tˈijʁim
C	(͡e͡n)sˈiː(͡h͡e)
אוהבת	ʔvʔvt
אימץ	ˈimts
בגודלו	vɡvdlv
בלגיה	vlɡˈiʔ
במידת	vmˈidt
בסכנה	vsχnʔ
דרומית	dʁvmˈit
האופנה	ʔʔvfnʔ
הדיפלומטיים	ʔdˈiflvmtijm
הזמין	ʔzmˈin
היינו	ˈijnv
הצביעו	ʔtsvˈiʔv
למערב	lmʔʁv
מזהה	mzʔʔ
מחד	mχd
נאמנות	nʔmnvt
נוצרת	nvtsʁt
עבודתם	ʔvvdtm
II	(͡e͡n)ˈa͡ɪ ˈa͡ɪ(͡h͡e)
בארבעה	vʔʁvʔʔ
בילי	vˈili
במאמר	vmʔmʁ
האלופות	ʔʔlvfvt
החשובות	ʔχʃvvvt
המוסלמי	ʔmvslmˈi
המכללה	ʔmχllʔ
הסורי	ʔsvʁˈi
העצם	ʔʔtsm
השמות	ʔʃmvt
השפיע	ʔʃfˈiʔ
השר	ʔʃʁ
והוביל	vʔvvˈil
ולמרות	vlmʁvt
טבעית	tvˈit
ייחודיים	jjχvdˈijm
להשתנות	lʔʃtnvt
מדרגות	mdʁɡvt
מהצבא	mʔtsvʔ
מילות	mˈilvt
מלמד	mlmd
עשירה	ʔʃjʁʔ
קצה	ktsʔ
קרים	kʁˈim
שאול	ʃʔvl
אהרן	ʔʔʁn
בחלקים	vχlkˈim
בינוני	vˈinvni
במופע	vmvfʔ
דמוי	dmvj
הגב	ʔɡv
החיה	ʔχˈiʔ
החשש	ʔχʃʃ
הציעה	ʔtsˈiʔʔ
הקיימת	ʔkˈijmt
השיניים	ʔʃjnˈijm
השירותים	ʔʃjʁvtˈim
ורוב	vʁvv
זרה	zʁʔ
מציעה	mtsˈiʔʔ
נגרם	ŋʁm
בתמונה	vtmvnʔ
האולימפיים	ʔʔvlˈimfijm
הדלת	ʔdlt
ההונגרית	ʔʔvŋʁˈit
ההכרה	ʔʔχʁʔ
החזקה	ʔχzkʔ
הנס	ʔns
הערכות	ʔʔʁχvt
הפסידו	ʔfsˈidv
הפתוחה	ʔftvχʔ
הקיסרית	ʔkˈisʁit
והופק	vʔvfk
כללים	χllˈim
לאבד	lʔvd
לחסל	lχsl
למדעי	lmdˈi
מקדש	mkdʃ
עמוקה	ʔmvkʔ
תגובות	tɡvvvt
איפשר	ˈifʃʁ
אנוש	ʔnvʃ
בכניסה	vχnˈisʔ
בלט	vlt
בתוקף	vtvkf
הושלם	ʔvʃlm
החייל	ʔχˈijl
היציאה	ˈitsiʔʔ
המחזמר	ʔmχzmʁ
השתמשה	ʔʃtmʃʔ
יוסי	jvsˈi
יקבל	jkvl
לתושבי	ltvʃvˈi
מוגבלות	mvɡvlvt
מוצגת	mvtsɡt
מצווה	mtswʔ
עימה	ˈimʔ
עצמות	ʔtsmvt
עתיקה	ʔtˈikʔ
פברואר	fvʁvʔʁ
קריאת	kʁˈiʔt
שיוכלו	ʃjvχlv
אדי	ʔdˈi
אמרו	ʔmʁv
בוועדה	vwʔdʔ
במערכה	vmʔʁχʔ
הבריטיים	ʔvʁˈitijm
הוותיק	ʔwtˈik
הסולו	ʔsvlv
הצבאיים	ʔtsvˈijm
ידועות	jdvʔvt
להאמין	lʔʔmˈin
לכתר	lχtʁ
לשער	lʃʔʁ
מוכנה	mvχnʔ
מסוף	msvf
מציאות	mtsˈiʔvt
נרשם	nʁʃm
סיפק	sˈifk
ענפי	ʔnfˈi
עצומה	ʔtsvmʔ
שחקנית	ʃχknˈit
World	(͡e͡n)dˈʌbə͡ljˌuː ˈə͡ʊ ˈɑː ˈɛl dˈiː(͡h͡e)
בחודשים	vχvdʃjm
בכוונה	vχwnʔ
דורגה	dvʁɡʔ
הגג	ʔɡɡ
המגרש	ʔmɡʁʃ
המוני	ʔmvnˈi
הפונקציה	ʔfvnktsˈiʔ
השלושים	ʔʃlvʃjm
וגרם	vɡʁm
וסייע	vsˈijʔ
חלש	χlʃ
יאנג	jʔŋ
יודעת	jvdʔt
יציאתו	jtsˈiʔtv
יציבה	jtsˈivʔ
כלב	χlv
כרב	χʁv
לגדול	lɡdvl
לדאוג	ldʔvɡ
להתרחש	lʔtʁχʃ
מעניק	mʔnˈik
מתקני	mtknˈi
נותנת	nvtnt
אשת	ʔʃt
במוסד	vmvsd
הבר	ʔvʁ
ההנהגה	ʔʔnʔɡʔ
הטנק	ʔtnk
היריב	ˈiʁiv
הלאומיים	ʔlʔvmˈijm
הפולני	ʔfvlnˈi
הקואליציה	ʔkvʔlˈitsiʔ
השאיר	ʔʃˈiʁ
השמאלית	ʔʃmʔlˈit
להקה	lʔkʔ
לעין	lˈin
לעיצוב	lˈitsvv
מנהלים	mnʔlˈim
משרה	mʃʁʔ
ניהלה	nˈiʔlʔ
סלעים	slˈim
סרטן	sʁtn
פועלות	fvʔlvt
קולג	kvlɡ
שהחלה	ʃʔχlʔ
שכתבה	ʃχtvʔ
בטבלה	vtvlʔ
במבצע	vmvtsʔ
בתוכה	vtvχʔ
דלת	dlt
האדריכל	ʔʔdʁˈiχl
הקליט	ʔklˈit
ועבד	vʔvd
חובת	χvvt
חמים	χmˈim
לברית	lvʁˈit
לממן	lmmn
מובילים	mvvˈilim
מחזיקה	mχzˈikʔ
נורווגיה	nvʁwɡˈiʔ
נכללו	nχllv
פוקס	fvks
רגליו	ʁɡlˈiv
שבכל	ʃvχl
שי	ʃj
תרבותי	tʁvvtˈi
באורח	vʔvʁχ
במונח	vmvnχ
בסיכון	vsˈiχvn
הגרמניים	ʔɡʁmnˈijm
המערכות	ʔmʔʁχvt
המפיק	ʔmfˈik
הסכימה	ʔsχˈimʔ
הציונות	ʔtsˈivnvt
לאשר	lʔʃʁ
לוחם	lvχm
לתחנת	ltχnt
מדרגה	mdʁɡʔ
מונע	mvnʔ
מניות	mnˈivt
נסיעה	nsˈiʔʔ
סוחרים	svχʁˈim
סוכן	svχn
עודד	ʔvdd
דיווחו	dˈiwχv
האלימות	ʔʔlˈimvt
היבשת	ˈivʃt
העדיף	ʔʔdˈif
התלמוד	ʔtlmvd
חוזרות	χvzʁvt
חקלאי	χklˈi
לחדור	lχdvʁ
למאבק	lmʔvk
לענות	lʔnvt
מצביע	mtsvˈiʔ
נכבשה	nχvʃʔ
נתנו	ntnv
פירושו	fˈiʁvʃv
קציני	ktsˈini
שבויים	ʃvvjjm
שלמים	ʃlmˈim
בהונגריה	vʔvŋʁˈiʔ
ביטל	vˈitl
במחלה	vmχlʔ
במתכונת	vmtχvnt
בתוספת	vtvsft
גאגא	ɡʔɡʔ
האיכרים	ʔˈiχʁim
הדוק	ʔdvk
המכירות	ʔmχˈiʁvt
הרמה	ʔʁmʔ
חריפה	χʁˈifʔ
כלבים	χlvˈim
להתערב	lʔtʔʁv
לורד	lvʁd
נדרשו	ndʁʃv
רצועות	ʁtsvʔvt
שארית	ʃʔʁˈit
שובו	ʃvvv
שטחה	ʃtχʔ
תופעת	tvfʔt
ביטוח	vˈitvχ
במחלקת	vmχlkt
דרגת	dʁɡt
המטבע	ʔmtvʔ
המערך	ʔmʔʁχ
העמיד	ʔʔmˈid
השלמת	ʔʃlmt
התמונות	ʔtmvnvt
לאיש	lˈiʃ
לביטחון	lvˈitχvn
לדיון	ldˈivn
להביס	lʔvˈis
לעת	lʔt
לתפקידו	ltfkˈidv
מדעית	mdˈit
מכיר	mχˈiʁ
נישואין	nˈiʃvin
עבירות	ʔvˈiʁvt
פרידמן	fʁˈidmn
קץ	kts
בחברות	vχvʁvt
ברצף	vʁtsf
ההגירה	ʔʔɡˈiʁʔ
הודח	ʔvdχ
הזקן	ʔzkn
המפרץ	ʔmfʁts
העדה	ʔʔdʔ
הקיסרי	ʔkˈisʁi
הרפורמה	ʔʁfvʁmʔ
השרים	ʔʃʁˈim
השתיים	ʔʃtˈijm
התרחשו	ʔtʁχʃv
יסודי	jsvdˈi
כתביו	χtvˈiv
לביתה	lvˈitʔ
להיפגש	lˈifɡʃ
לחדש	lχdʃ
לידה	lˈidʔ
מקביל	mkvˈil
עבה	ʔvʔ
רוסי	ʁvsˈi
ארצי	ʔʁtsˈi
גורשו	ɡvʁʃv
הנכון	ʔnχvn
התגרשו	ʔtɡʁʃv
ומחוצה	vmχvtsʔ
זכאי	zχˈi
כדורים	χdvʁˈim
לאביו	lʔvˈiv
להסיק	lʔsˈik
לנוכח	lnvχχ
לנקוט	lnkvt
לסמל	lsml
לקשר	lkʃʁ
מכשירים	mχʃjʁˈim
סניף	snˈif
עצמאותה	ʔtsmʔvtʔ
שחר	ʃχʁ
שליליות	ʃlˈilivt
La	(͡e͡n)ˈɛl ˈe͡ɪ(͡h͡e)
אלבומי	ʔlvvmˈi
בהופעות	vʔvfʔvt
דהיינו	dˈijnv
ההולנדי	ʔʔvlndˈi
החתונה	ʔχtvnʔ
המיוחדים	ʔmˈivχdim
המצעד	ʔmtsʔd
וכיהן	vχˈiʔn
חייליו	χˈijliv
חיצונית	χˈitsvnit
חקלאית	χklˈit
לנקודת	lnkvdt
לסגור	lsɡvʁ
מעץ	mʔts
מפנה	mfnʔ
מפעלים	mfʔlˈim
מפקדי	mfkdˈi
קר	kʁ
שאותם	ʃʔvtm
שהפכו	ʃʔfχv
שייכים	ʃjjχˈim
אבות	ʔvvt
אחיות	ʔχˈivt
בפי	vfˈi
הגליל	ʔɡlˈil
היעדר	ˈiʔdʁ
הכפרים	ʔχfʁˈim
הלייבור	ʔlˈijvvʁ
המחוזות	ʔmχvzvt
הנהגת	ʔnʔɡt
הניתן	ʔnˈitn
הציעו	ʔtsˈiʔv
ומונה	vmvnʔ
חלקיקים	χlkˈikim
ידידות	jdˈidvt
כהונה	χʔvnʔ
כיכב	χˈiχv
מכוון	mχwn
עיתונים	ˈitvnim
שהביאו	ʃʔvˈiʔv
שהתקיימה	ʃʔtkˈijmʔ
תורגם	tvʁɡm
תזמורת	tzmvʁt
אריאל	ʔʁˈiʔl
בדירוג	vdˈiʁvɡ
ביחסים	vˈiχsim
ברובו	vʁvvv
הובאו	ʔvvʔv
הוכיח	ʔvχˈiχ
היל	ˈil
הרוזן	ʔʁvzn
לבעיות	lvˈivt
להסתיר	lʔstˈiʁ
לחודש	lχvdʃ
לטעון	ltʔvn
ליטא	lˈitʔ
לשנייה	lʃnˈijʔ
נושאת	nvʃʔt
נפרדו	nfʁdv
סם	sm
עדן	ʔdn
פרו	fʁv
רציף	ʁtsˈif
תש	tʃ
אוטומטי	ʔvtvmtˈi
אליעזר	ʔlˈiʔzʁ
במלון	vmlvn
בקשת	vkʃt
דיונים	dˈivnim
המניות	ʔmnˈivt
השליחים	ʔʃlˈiχim
לידיו	lˈidiv
משתתף	mʃttf
שווי	ʃwj
שמועות	ʃmvʔvt
תרומתו	tʁvmtv
אסתר	ʔstʁ
אצולה	ʔtsvlʔ
בחסות	vχsvt
בצעירותו	vtsˈiʁvtv
בתשלום	vtʃlvm
החבר	ʔχvʁ
הידיעה	ˈidiʔʔ
הכיל	ʔχˈil
המינית	ʔmˈinit
הפרש	ʔfʁʃ
חקלאות	χklʔvt
כלכלת	χlχlt
לאל	lʔl
לחלל	lχll
למסלול	lmslvl
לתוקף	ltvkf
מדברים	mdvʁˈim
מעיד	mˈid
משפיע	mʃfˈiʔ
נדחה	ndχʔ
סביבו	svˈivv
פורסמה	fvʁsmʔ
תמונת	tmvnt
אזרחית	ʔzʁχˈit
בצוות	vtswt
בשום	vʃvm
דיין	dˈijn
הזרים	ʔzʁˈim
הטייס	ʔtˈijs
הכירו	ʔχˈiʁv
המותג	ʔmvtɡ
הנוגעים	ʔnvɡˈim
הסלע	ʔslʔ
הרוחות	ʔʁvχvt
ישן	jʃn
לחברי	lχvʁˈi
לתהליך	ltʔlˈiχ
ממושכת	mmvʃχt
נסוגו	nsvɡv
סחורות	sχvʁvt
עצי	ʔtsˈi
פיקודו	fˈikvdv
קבורה	kvvʁʔ
קיבוץ	kibˈuts
שמא	ʃmʔ
שנגרם	ʃŋʁm
אנדרסון	ʔndʁsvn
באף	vʔf
במגזין	vmɡzˈin
במצבים	vmtsvˈim
גוון	ɡwn
דורשת	dvʁʃt
הדרוש	ʔdʁvʃ
הלוח	ʔlvχ
הנביא	ʔnvˈiʔ
הערות	ʔʔʁvt
ולפי	vlfˈi
לשדר	lʃdʁ
לתיאטרון	ltˈiʔtʁvn
מהמקרים	mʔmkʁˈim
מופיעות	mvfˈiʔvt
מחשבה	mχʃvʔ
מפעלי	mfʔlˈi
פולחן	fvlχn
בברזיל	vvʁzˈil
בהתבסס	vʔtvss
בליווי	vlˈiwj
במדבר	vmdvʁ
בשידור	vʃjdvʁ
המכתב	ʔmχtv
וכבר	vχvʁ
כבסיס	χvsˈis
לחיל	lχˈil
לינקולן	lˈinkvln
לצרכים	ltsʁχˈim
ממשלתית	mmʃltˈit
מראים	mʁˈim
סייעה	sˈijʔʔ
ענייני	ʔnˈijni
רפואיים	ʁfvˈijm
שלך	ʃlχ
אנטוניו	ʔntvnˈiv
בטיחות	vtˈiχvt
במהלכו	vmʔlχv
במעט	vmʔt
במפורש	vmfvʁʃ
בפתח	vftχ
ההונגרי	ʔʔvŋʁˈi
המחבלים	ʔmχvlˈim
הרחוק	ʔʁχvk
השושלת	ʔʃvʃlt
ועליו	vʔlˈiv
זרימת	zʁˈimt
חמצן	χmtsn
לחיי	lχˈij
לחלופין	lχlvfˈin
ליל	lˈil
מדריד	mdʁˈid
מובהק	mvvʔk
מנחה	mnχʔ
עתיקים	ʔtˈikim
שיעורים	ʃjʔvʁˈim
שכונות	ʃχvnvt
תוכניתו	tvχnˈitv
אוניית	ʔvnˈijt
באדם	vʔdm
באים	vˈim
בהפקת	vʔfkt
בצי	vtsˈi
הגדרת	ʔɡdʁt
ההתקדמות	ʔʔtkdmvt
הועלו	ʔvʔlv
היסודות	ˈisvdvt
הכיכר	ʔχˈiχʁ
הקדושים	ʔkdvʃjm
ונראה	vnʁʔʔ
חופשיים	χvfʃjjm
כבן	χvn
כזאת	χzʔt
כריסטיאן	χʁˈistiʔn
להעברת	lʔʔvʁt
מאוחרת	mʔvχʁt
מבתי	mvtˈi
מספקים	msfkˈim
מפה	mfʔ
נפילת	nfˈilt
צינור	tsˈinvʁ
קלי	klˈi
קרני	kʁnˈi
ריקוד	ʁˈikvd
שותפה	ʃvtfʔ
אישרה	ˈiʃʁʔ
אצלו	ʔtslv
בוב	vvv
בול	vvl
גילתה	ɡˈiltʔ
הדמיון	ʔdmˈivn
המיקום	ʔmˈikvm
המלכים	ʔmlχˈim
הפקות	ʔfkvt
הקבר	ʔkvʁ
הרגילה	ʔʁɡˈilʔ
השורה	ʔʃvʁʔ
והפכו	vʔfχv
חסות	χsvt
ידם	jdm
ככלל	χχll
לאמץ	lʔmts
לוס	lvs
לנהוג	lnʔvɡ
לפופולריות	lfvfvlʁˈivt
לשליטה	lʃlˈitʔ
מינוי	mˈinvj
נלקחו	nlkχv
נקבר	nkvʁ
פונקציית	fvnktsˈijt
רגלים	ʁɡlˈim
שלבי	ʃlvˈi
שלג	ʃlɡ
תביעה	tvˈiʔʔ
תצפית	ttsfˈit
X	(͡e͡n)ˈɛks(͡h͡e)
בכדורגל	vχdvʁɡl
בנשק	vnʃk
גוש	ɡvʃ
הגבולות	ʔɡvvlvt
ההקלטות	ʔʔkltvt
הוספת	ʔvsft
המוצרים	ʔmvtsʁˈim
המשפטית	ʔmʃftˈit
וארבעה	vʔʁvʔʔ
חזרתו	χzʁtv
ידה	jdʔ
להיכנע	lˈiχnʔ
להשתלב	lʔʃtlv
לפגוש	lfɡvʃ
לשימור	lʃjmvʁ
מותם	mvtm
מחייב	mχˈijv
מרגיש	mʁɡˈiʃ
נופל	nvfl
עופות	ʔvfvt
עסקי	ʔskˈi
פורט	fvʁt
קולו	kvlv
שופט	ʃvft
שמטרתו	ʃmtʁtv
שתיהן	ʃtˈiʔn
תלות	tlvt
תערוכה	tʔʁvχʔ
אושרה	ʔvʃʁʔ
אחריהם	ʔχʁˈiʔm
בגדר	vɡdʁ
בלבנון	vlvnvn
במכללה	vmχllʔ
גדלים	ɡdlˈim
המחיר	ʔmχˈiʁ
וביניהם	vvˈiniʔm
ויכוח	vjχvχ
חואן	χvʔn
טיס	tˈis
לדחות	ldχvt
להפיץ	lʔfˈits
לכיבוש	lχˈivvʃ
ללהיט	llˈit
לשירים	lʃjʁˈim
מייצגת	mˈijtsɡt
מתוכן	mtvχn
סבלה	svlʔ
סינגלים	sˈiŋlim
פשע	fʃʔ
קלפים	klfˈim
שנודע	ʃnvdʔ
תאוריות	tʔvʁˈivt
תינוקות	tˈinvkvt
באומרו	vʔvmʁv
בכלכלה	vχlχlʔ
בספרים	vsfʁˈim
בקהילות	vkˈilvt
גופה	ɡvfʔ
גור	ɡvʁ
הביטוח	ʔvˈitvχ
הדוקטורט	ʔdvktvʁt
המרכזיות	ʔmʁχzˈivt
ובכלל	vvχll
וילדים	vjldˈim
וכולל	vχvll
זעם	zʔm
להביע	lʔvˈiʔ
להחליט	lʔχlˈit
מאגר	mʔɡʁ
מזרחית	mzʁχˈit
מסדרת	msdʁt
עשרת	ʔʃʁt
פישר	fˈiʃʁ
באגף	vʔɡf
בילה	vˈilʔ
במקצת	vmktst
בסוריה	vsvʁˈiʔ
בשטחי	vʃtχˈi
האספקה	ʔʔsfkʔ
המהלך	ʔmʔlχ
המנהיג	ʔmnˈiɡ
המתקן	ʔmtkn
הסיכוי	ʔsˈiχvj
השמאל	ʔʃmʔl
ושמו	vʃmv
ימיים	jmˈijm
לעקוב	lʔkvv
לשחקנית	lʃχknˈit
מכהן	mχʔn
נפשות	nfʃvt
שטרם	ʃtʁm
תשתיות	tʃtˈivt
אהרון	ʔʔʁvn
אומנם	ʔvmnm
בהתנגדות	vʔtŋdvt
הבינו	ʔvˈinv
הגיל	ʔɡˈil
הוטל	ʔvtl
החקלאי	ʔχklˈi
הלכו	ʔlχv
המהירה	ʔmˈiʁʔ
הפוך	ʔfvχ
וייטנאם	vjjtnʔm
וניסה	vnˈisʔ
חולק	χvlk
חומה	χvmʔ
טקסטים	tkstˈim
ייעוץ	jjʔvts
ילדיה	jldˈiʔ
יציאה	jtsˈiʔʔ
לבו	lvv
למשטרה	lmʃtʁʔ
לסיוע	lsˈivʔ
מהותי	mʔvtˈi
נרשמו	nʁʃmv
סכסוך	sχsvχ
סנטה	sntʔ
עלייתו	ʔlˈijtv
פיתחה	fˈitχʔ
פיתחו	fˈitχv
קבעו	kvʔv
אקדמיים	ʔkdmˈijm
ביצירה	vˈitsiʁʔ
במטוס	vmtvs
בקומה	vkvmʔ
בראשותו	vʁʔʃvtv
הפער	ʔfʔʁ
הפקה	ʔfkʔ
הקדום	ʔkdvm
הקלעים	ʔklˈim
והדבר	vʔdvʁ
ומנהל	vmnʔl
ומת	vmt
זמין	zmˈin
כאדם	χʔdm
