да	dˈɑ
мәжiлiсшiлер	mˈæʒ(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)səʃə(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾ
мәтiнi	mˈæt(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)
несиенің	nˈesəjenɪŋ
нысанға	nəsɑnʀɑ
нәпақасын	næpɑqˈɑsən
нәтиженi	nˈætəjʒen(͡e͡n)ˈa͡ɪ(͡k͡k)
нөмір	nɵmˈɪɾ
ойлайтындар	ojɫˈɑjtəndɑɾ
олжалап	oɫʒɑɫˈɑp
омбудсмен	ombwdsmˈen
ондайды	ondˈɑjdə
ондайлар	ondɑjɫˈɑɾ
ор	ˈoɾ
оралғысы	oɾˈɑɫʀəsə
орындамаса	ˈoɾəndɑmɑsɑ
отбасыны	otbˈɑsənə
отряды	otɾjˈadə
отырсыңдар	ˈotəɾsəŋdɑɾ
отыруына	ˈotəɾwənɑ
отырыстарына	ˈotəɾəstɑɾənɑ
оқулықты	ˈoqwɫəqtə
оңтүстікте	oŋtustɪktˈe
пiкiрлерi	pə(͡e͡n)ˈa͡ɪ(͡k͡k)kə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾlˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)
пайдаланбақ	pɑjdɑɫɑnbˈɑq
пайыздың	pˈɑjəzdəŋ
парамен	pɑɾɑmˈen
паркі	pɑɾkˈɪ
педагогика	pedɑɡˈoɡəjkɑ
пионер	pəjoneɾ
полигонындағы	pˈoɫəjɡonəndɑʀə
полицейлермен	pˈoɫəjtsejleɾmen
проблемаларына	pɾoblemɑɫˈɑɾənɑ
процесiнiң	pɾotsˈes(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
пәк	pˈæk
растау	ɾɑstˈɑw
ролін	ɾolˈɪn
сайтан	sɑjtˈɑn
салма	sɑɫmˈɑ
санағына	sɑnˈɑʀənɑ
санаққа	sɑnɑqqˈɑ
сараптай	sɑɾɑptˈɑj
сарт	sˈɑɾt
сауат	sɑwˈɑt
саудалап	sɑwdɑɫˈɑp
саудамен	sɑwdɑmˈen
саяхатшы	sɑjaxˈɑtʃə
сезiледi	sˈez(͡e͡n)ˈa͡ɪ(͡k͡k)lˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
сезеді	sezedˈɪ
сенатта	senɑttˈɑ
сенімсіз	senɪmsˈɪz
серуенге	seɾwenɡˈe
солтүстікке	soɫtustɪkkˈe
сотталғандарға	sottɑɫʀɑndɑɾʀˈɑ
суып	swəp
съезін	sʔezˈɪn
сыбанып	səbɑnəp
сым	səm
сыныптарда	sənəptɑɾdɑ
сүзгiден	sˈuzɡ(͡e͡n)ˈa͡ɪ(͡k͡k)dˈen
сүйетін	sujetˈɪn
сұрағанымда	sʊɾɑʀˈɑnəmdɑ
сәнi	sˈæn(͡e͡n)ˈa͡ɪ(͡k͡k)
сәрсенбіде	sæɾsenbɪdˈe
сөзім	sɵzˈɪm
сөйлеседі	sɵjlesedˈɪ
сөйлестік	sɵjlestˈɪk
сөйлеуi	sɵjlˈew(͡e͡n)ˈa͡ɪ(͡k͡k)
табатынын	tɑbˈɑtənən
талабымызды	tɑɫˈɑbəməzdə
талайы	tɑɫˈɑjə
тануы	tˈɑnwə
тапаншаны	tɑpɑnʃˈɑnə
тапсырылады	tˈɑpsəɾəɫɑdə
тармақ	tɑɾmˈɑq
таға	tɑʀˈɑ
тексеруі	tekseɾwˈɪ
телеарнада	teleɑɾnɑdˈɑ
терiн	tˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nə
терактілер	teɾɑktɪlˈeɾ
терезесi	teɾezˈes(͡e͡n)ˈa͡ɪ(͡k͡k)
терезесінен	teɾezesɪnˈen
территориясынан	tˈeɾɾəjtoɾəjjasənɑn
тескен	teskˈen
теңiздiң	tˈeŋ(͡e͡n)ˈa͡ɪ(͡k͡k)zədə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
тиімдірек	təjɪmdɪɾek
туғызуы	twʀəzwə
тыңдалды	təŋdɑɫdə
тірек	tɪɾˈek
тұнып	tˈʊnəp
тұяғы	tʊjˈaʀə
тәжiрибесiн	tˈæʒ(͡e͡n)ˈa͡ɪ(͡k͡k)ɾəjbes(͡e͡n)ˈa͡ɪ(͡k͡k)nə
төрелігі	tɵɾelɪɡˈɪ
төрінде	tɵɾɪndˈe
уақытына	wˈɑqətənɑ
университеттерде	wnəjveɾsəjtetteɾde
учаскелері	wt͡ʃɑskeleɾˈɪ
факторларды	fɑktoɾɫˈɑɾdə
фильмдегі	fəjɫʔmdeɡɪ
форматтағы	foɾmɑttˈɑʀə
форумдар	foɾwmdˈɑɾ
футболы	fwtbˈoɫə
хабарламалар	xɑbɑɾɫɑmɑɫˈɑɾ
хабарының	xɑbˈɑɾənəŋ
хикая	xəjkɑja
чемпионаттарында	t͡ʃˈempəjonɑttɑɾəndɑ
шайқалып	ʃɑjqˈɑɫəp
шаршадым	ʃɑɾʃˈɑdəm
шақыртты	ʃˈɑqəɾttə
шаңырағын	ʃˈɑŋəɾɑʀən
шаңыраққа	ʃˈɑŋəɾɑqqɑ
шаһар	ʃɑhˈɑɾ
шенеунікті	ʃenewnɪktˈɪ
шеруші	ʃeɾwʃˈɪ
шеттеп	ʃettˈep
шикізатты	ʃəjkɪzɑttə
шырылдаған	ʃəɾəɫdɑʀɑn
шықпақшы	ʃəqpɑqʃə
ыстығы	əstəʀə
экономикасында	ekonˈoməjkɑsəndɑ
этнос	etnˈos
індет	ɪndˈet
істеуді	ɪstewdˈɪ
ғарышты	ʀˈɑɾəʃtə
ғимараттарға	ʀəjmɑɾɑttɑɾʀɑ
Қазірде	qɑzɪɾdˈe
Қаппаров	qɑppɑɾˈov
қабатына	qɑbˈɑtənɑ
қабатынан	qɑbˈɑtənɑn
қабылданбады	qˈɑbəɫdɑnbɑdə
қабылданбай	qˈɑbəɫdɑnbɑj
қазақшасы	qɑzɑqʃˈɑsə
қайтқанын	qɑjtqˈɑnən
қалаулылары	qɑɫˈɑwɫəɫɑɾə
қалыппын	qˈɑɫəppən
қалғандығын	qɑɫʀˈɑndəʀən
қамтылады	qˈɑmtəɫɑdə
қапталған	qɑptɑɫʀˈɑn
қарамады	qɑɾɑmˈɑdə
қарашасы	qɑɾɑʃˈɑsə
қарақты	qɑɾˈɑqtə
қаржыландырды	qˈɑɾʒəɫɑndəɾdə
қаржыландырған	qˈɑɾʒəɫɑndəɾʀɑn
қарыздары	qˈɑɾəzdɑɾə
қойылса	qˈojəɫsɑ
қолхатпен	qoɫxɑtpˈen
қорлады	qoɾɫˈɑdə
қорықпайды	qˈoɾəqpɑjdə
қорғауымдағы	qoɾʀˈɑwəmdɑʀə
қызметкерді	qəzmetkeɾdɪ
қызынан	qəzənɑn
қызғыштай	qəzʀəʃtɑj
қыла	qəɫɑ
қыршын	qəɾʃən
қырылуы	qəɾəɫwə
қырыққа	qəɾəqqɑ
құралдармен	qʊɾɑɫdɑɾmˈen
құраса	qʊɾɑsˈɑ
құрылысында	qˈʊɾəɫəsəndɑ
құстардың	qʊstˈɑɾdəŋ
құттықтаған	qˈʊttəqtɑʀɑn
Үмiт	ˈum(͡e͡n)ˈa͡ɪ(͡k͡k)tə
үдерісі	udeɾɪsˈɪ
үйiме	ˈuj(͡e͡n)ˈa͡ɪ(͡k͡k)mˈe
үйренедi	ujɾenˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
үштiлдiлiк	ˈuʃt(͡e͡n)ˈa͡ɪ(͡k͡k)ɫədə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)kə
Ұлпан	ʊɫpˈɑn
ұнай	ʊnˈɑj
ұпайды	ʊpˈɑjdə
ұрланып	ʊɾɫˈɑnəp
ұрыста	ˈʊɾəstɑ
ұстануы	ʊstˈɑnwə
ұстануға	ʊstɑnwʀˈɑ
ұсынысым	ˈʊsənəsəm
ұсынғанын	ˈʊsənʀɑnən
ұшыратқан	ˈʊʃəɾɑtqɑn
ұшырды	ˈʊʃəɾdə
Әдiлдiк	ˈæd(͡e͡n)ˈa͡ɪ(͡k͡k)ɫədə(͡e͡n)ˈa͡ɪ(͡k͡k)kə
әбігерге	æbɪɡeɾɡˈe
әйелдерін	æjeɫdeɾˈɪn
әкелер	ækelˈeɾ
әкімдіктер	ækɪmdɪktˈeɾ
әкімшіліктен	ækɪmʃɪlɪktˈen
әпкесi	æpkˈes(͡e͡n)ˈa͡ɪ(͡k͡k)
әшекей	æʃekˈej
Өлiм	ˈɵɫ(͡e͡n)ˈa͡ɪ(͡k͡k)mə
өзегі	ɵzeɡˈɪ
өлеңiнде	ɵlˈeŋ(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
өлеңді	ɵleŋdˈɪ
өндірісінде	ɵndɪɾɪsɪndˈe
өртеуге	ɵɾtewɡˈe
өртті	ɵɾttˈɪ
өтiнiп	ˈɵt(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)pə
өтейтін	ɵtejtˈɪn
өтініштер	ɵtɪnɪʃtˈeɾ
өңшең	ɵŋʃˈeŋ
Independent	(͡e͡n)ˌɪndɪpˈɛndənt(͡k͡k)
Iрiктеу	(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə(͡e͡n)ˈa͡ɪ(͡k͡k)ktˈew
iстеуiне	(͡e͡n)ˈa͡ɪ(͡k͡k)stˈew(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
iстеуде	(͡e͡n)ˈa͡ɪ(͡k͡k)stewdˈe
Абайдан	ɑbɑjdˈɑn
Абхазияның	ɑbxˈɑzəjjanəŋ
Австрияға	ˈɑvstɾəjjaʀɑ
Аралды	ɑɾˈɑɫdə
АрселорМиттал	ɑɾseɫˈoɾ məjttɑɫ
Асадқа	ɑsɑdqˈɑ
Афанасенко	ɑfɑnɑsenkˈo
Ағаш	ɑʀˈɑʃ
Ақыл	ˈɑqəɫ
Бадахшан	bɑdɑxʃˈɑn
Байжанов	bɑjʒɑnˈov
Баласының	bɑɫˈɑsənəŋ
Барысы	bˈɑɾəsə
Бақберген	bɑqbeɾɡˈen
Бейсекеевтің	bejsekeevtˈɪŋ
Бельгияның	bˈeɫʔɡəjjanəŋ
Бигелді	bəjɡeɫdɪ
Будапешт	bwdɑpˈeʃt
Біләловтің	bɪlæɫovtˈɪŋ
Бүркітбаевтың	buɾkɪtbɑˈevtəŋ
Бәрiбiр	bˈæɾ(͡e͡n)ˈa͡ɪ(͡k͡k)bə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə
Вероника	veɾˈonəjkɑ
Вильнюсте	vəjɫʔnjuste
Гитлерге	ɡəjtleɾɡe
Гүлия	ɡˈuɫəjja
Доссор	dossˈoɾ
Дуня	dwnjˈa
Екпін	ekpˈɪn
Ералы	eɾˈɑɫə
Ережеп	eɾeʒˈep
Жайықтың	ʒˈɑjəqtəŋ
Жандосова	ʒɑndosovˈɑ
Жасылдар	ʒˈɑsəɫdɑɾ
Желтоқсанда	ʒeɫtoqsɑndˈɑ
Жерден	ʒeɾdˈen
Жетiбай	ʒˈet(͡e͡n)ˈa͡ɪ(͡k͡k)bˈɑj
Жұманбай	ʒʊmɑnbˈɑj
Жә	ʒˈæ
Исмаилованың	əjsmɑəjɫovɑnəŋ
Кiсi	kə(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)
Кенжеғали	kenʒeʀˈɑɫəj
Кереку	keɾˈekw
Кучманың	kwt͡ʃmˈɑnəŋ
Күрд	kˈuɾd
Кәрімовтың	kæɾɪmˈovtəŋ
Көрермен	kɵɾeɾmˈen
Көш	kˈɵʃ
Лукашенконы	ɫwkɑʃenkˈonə
Ләйлә	læjlˈæ
Мажец	mɑʒˈets
Мансұров	mɑnsʊɾˈov
Мексиканың	mˈeksəjkɑnəŋ
Мирзияевтің	məjɾzəjjaevtɪŋ
Молдағалиев	moɫdɑʀˈɑɫəjev
Мүгедектер	muɡedektˈeɾ
Нығматуллин	nəʀmɑtwɫɫəjn
Нығмет	nəʀmet
Омардың	omˈɑɾdəŋ
Орман	oɾmˈɑn
Орталықтың	oɾtˈɑɫəqtəŋ
Отбасын	otbˈɑsən
Рахмонов	ɾɑxmonˈov
Роскосмос	ɾoskosmˈos
Самарқанда	sɑmɑɾqɑndˈɑ
Сарбөпеевтің	sɑɾbɵpeevtˈɪŋ
Сахнаға	sɑxnɑʀˈɑ
Сағындықова	sˈɑʀəndəqovɑ
Содырлар	sˈodəɾɫɑɾ
Соколованы	sokoɫovˈɑnə
Соншама	sonʃɑmˈɑ
Сорос	soɾˈos
Сүт	sˈut
Сұлтановтың	sʊɫtɑnˈovtəŋ
Сәрсенбаевтың	sæɾsenbɑˈevtəŋ
Тарихқа	tˈɑɾəjxqɑ
Тасқыннан	tˈɑsqənnɑn
Турчинов	twɾt͡ʃəjnov
Тэтчер	tett͡ʃˈeɾ
Түркменстанның	tuɾkmenstˈɑnnəŋ
Түскі	tuskˈɪ
Тұран	tʊɾˈɑn
Төлегенова	tɵleɡenovˈɑ
Төлегеновтің	tɵleɡenovtˈɪŋ
Хосе	xosˈe
Шолпанның	ʃoɫpˈɑnnəŋ
Экологтар	ekoɫoɡtˈɑɾ
азаптаудың	ɑzɑptˈɑwdəŋ
айдауда	ɑjdɑwdˈɑ
айналдыруды	ɑjnˈɑɫdəɾwdə
айналғанына	ɑjnɑɫʀˈɑnənɑ
айтпас	ɑjtpˈɑs
айтқандарының	ɑjtqɑndˈɑɾənəŋ
айыптаулардың	ˈɑjəptɑwɫɑɾdəŋ
айырбастап	ˈɑjəɾbɑstɑp
академияның	ɑkɑdˈeməjjanəŋ
алдыңнан	ˈɑɫdəŋnɑn
алмасаң	ɑɫmɑsˈɑŋ
алғандарға	ɑɫʀɑndɑɾʀˈɑ
арабтар	ɑɾɑbtˈɑɾ
араласқаны	ɑɾɑɫɑsqˈɑnə
арамыздан	ɑɾˈɑməzdɑn
арбаны	ɑɾbˈɑnə
армандайтын	ɑɾmɑndˈɑjtən
арттыратын	ˈɑɾttəɾɑtən
арызымды	ˈɑɾəzəmdə
аспаз	ɑspˈɑz
асуға	ɑswʀˈɑ
аталмайды	ɑtɑɫmˈɑjdə
аталса	ɑtɑɫsˈɑ
атамай	ɑtɑmˈɑj
атар	ɑtˈɑɾ
аударылатын	ɑwdˈɑɾəɫɑtən
аударыңыз	ɑwdˈɑɾəŋəz
ағаны	ɑʀˈɑnə
ағылшындардың	ˈɑʀəɫʃəndɑɾdəŋ
ағымын	ˈɑʀəmən
ақпаратын	ɑqpɑɾˈɑtən
ақтөбелiк	ɑqtɵbˈeɫ(͡e͡n)ˈa͡ɪ(͡k͡k)kə
базарларда	bɑzɑɾɫɑɾdˈɑ
баратыны	bɑɾˈɑtənə
бастарынан	bɑstˈɑɾənɑn
басылымдарында	bˈɑsəɫəmdɑɾəndɑ
батылдық	bˈɑtəɫdəq
батыстағы	bˈɑtəstɑʀə
баулу	bˈɑwɫw
бағдарламаларының	bɑʀdɑɾɫɑmɑɫˈɑɾənəŋ
бекiтiлдi	bˈek(͡e͡n)ˈa͡ɪ(͡k͡k)tə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫədə(͡e͡n)ˈa͡ɪ(͡k͡k)
белорус	beɫˈoɾws
бельгиялық	bˈeɫʔɡəjjaɫəq
бермесiн	beɾmˈes(͡e͡n)ˈa͡ɪ(͡k͡k)nə
блогының	bɫˈoɡənəŋ
бортында	bˈoɾtəndɑ
бума	bwmˈɑ
буынға	bwənʀɑ
білмеді	bɪɫmedˈɪ
білімге	bɪlɪmɡˈe
бірлігін	bɪɾlɪɡˈɪn
бірнешеуі	bɪɾneʃewˈɪ
бұзуды	bˈʊzwdə
бұйрықтың	bˈʊjɾəqtəŋ
бұйымдарды	bˈʊjəmdɑɾdə
бұрышта	bˈʊɾəʃtɑ
вирусын	vəjɾwsən
гвардияның	ɡvˈɑɾdəjjanəŋ
дамытатын	dˈɑmətɑtən
даудан	dɑwdˈɑn
даулар	dɑwɫˈɑɾ
даяшы	dɑjˈaʃə
дағдарыста	dɑʀdˈɑɾəstɑ
делініп	delɪnˈɪp
денесінде	denesɪndˈe
деуші	dewʃˈɪ
допқа	dopqˈɑ
достарына	dostˈɑɾənɑ
дыбысы	dəbəsə
дінтанушы	dɪntˈɑnwʃə
дәріні	dæɾɪnˈɪ
дәуірінің	dæwɪɾɪnˈɪŋ
елеңдеп	eleŋdˈep
емдету	emdˈetw
ережелерге	eɾeʒeleɾɡˈe
еркіндігінің	eɾkɪndɪɡɪnˈɪŋ
ерінің	eɾɪnˈɪŋ
естiсе	ˈest(͡e͡n)ˈa͡ɪ(͡k͡k)sˈe
етсiн	ˈets(͡e͡n)ˈa͡ɪ(͡k͡k)nə
ешкi	ˈeʃk(͡e͡n)ˈa͡ɪ(͡k͡k)
еңбектерiн	eŋbektˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nə
жалау	ʒɑɫˈɑw
жалақыдан	ʒɑɫˈɑqədɑn
жалмап	ʒɑɫmˈɑp
жануардың	ʒɑnwˈɑɾdəŋ
жарату	ʒɑɾˈɑtw
жарақаттап	ʒɑɾɑqɑttˈɑp
жарақатынан	ʒɑɾɑqˈɑtənɑn
жасайтыны	ʒɑsˈɑjtənə
жасалмақ	ʒɑsɑɫmˈɑq
жатталып	ʒɑttˈɑɫəp
жақтаушылардың	ʒɑqtˈɑwʃəɫɑɾdəŋ
жақтаушылары	ʒɑqtˈɑwʃəɫɑɾə
жерiмiздi	ʒˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zədə(͡e͡n)ˈa͡ɪ(͡k͡k)
жеткiзiптi	ʒˈetk(͡e͡n)ˈa͡ɪ(͡k͡k)zə(͡e͡n)ˈa͡ɪ(͡k͡k)pətə(͡e͡n)ˈa͡ɪ(͡k͡k)
жеткізілетін	ʒetkɪzɪletˈɪn
жеңiсiн	ʒˈeŋ(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)nə
жинақталып	ʒəjnɑqtɑɫəp
жолдамасына	ʒoɫdɑmˈɑsənɑ
жоқты	ʒˈoqtə
жылдамдықты	ʒəɫdɑmdəqtə
жырлады	ʒəɾɫɑdə
жібермек	ʒɪbeɾmˈek
жігіттерге	ʒɪɡɪtteɾɡˈe
жүздей	ʒuzdˈej
жүреміз	ʒuɾemˈɪz
жұбайлардың	ʒʊbɑjɫˈɑɾdəŋ
жәрдемақыны	ʒæɾdemˈɑqənə
заңдарының	zɑŋdˈɑɾənəŋ
зерттеушiлер	zeɾttˈewʃ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾ
зымыраннан	zəməɾɑnnɑn
иiлiп	əj(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)pə
идеялардың	əjdejaɫɑɾdəŋ
илеп	əjlep
интернат	əjnteɾnɑt
ипотекаға	əjpotekɑʀɑ
ислами	əjsɫɑməj
кiрпiш	kə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾəpə(͡e͡n)ˈa͡ɪ(͡k͡k)ʃə
кiрсе	kə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾsˈe
кампания	kɑmpˈɑnəjja
канализация	kɑnˈɑɫəjzɑtsəjja
кедейшiлiк	kedˈejʃ(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)kə
кезеңдер	kezeŋdˈeɾ
келмейтіні	keɫmejtɪnˈɪ
келушілерге	keɫwʃɪleɾɡˈe
кемiген	kˈem(͡e͡n)ˈa͡ɪ(͡k͡k)ɡˈen
кестесін	kestesˈɪn
кетірген	ketɪɾɡˈen
кеңістікке	keŋɪstɪkkˈe
клубты	kɫwbtə
командасынан	komɑndˈɑsənɑn
комиссияларының	kˈoməjssəjjaɫɑɾənəŋ
комментаторы	kommentɑtˈoɾə
компанияларымен	kompˈɑnəjjaɫɑɾəmen
консорциум	konsˈoɾtsəjwm
концерттер	kontseɾttˈeɾ
кранның	kɾˈɑnnəŋ
курсынан	kwɾsənɑn
куәландыратын	kwæɫˈɑndəɾɑtən
күдігі	kudɪɡˈɪ
күнелтiп	kunˈeɫt(͡e͡n)ˈa͡ɪ(͡k͡k)pə
күреспек	kuɾespˈek
күтуші	kutwʃˈɪ
күштің	kuʃtˈɪŋ
көбеймесе	kɵbejmesˈe
көзқарастар	kɵzqɑɾɑstˈɑɾ
көлiктен	kˈɵɫ(͡e͡n)ˈa͡ɪ(͡k͡k)ktˈen
көліктеріне	kɵlɪkteɾɪnˈe
көліктерінің	kɵlɪkteɾɪnˈɪŋ
көргенiм	kɵɾɡˈen(͡e͡n)ˈa͡ɪ(͡k͡k)mə
көрейік	kɵɾejˈɪk
көрменің	kɵɾmenˈɪŋ
көрі	kɵɾˈɪ
леп	lˈep
лидер	ɫəjdeɾ
логикалық	ɫˈoɡəjkɑɫəq
мадақтап	mɑdɑqtˈɑp
маскүнем	mɑskunˈem
махаббатты	mɑxɑbbˈɑttə
мақаласына	mɑqɑɫˈɑsənɑ
мақсаттарын	mɑqsɑttˈɑɾən
мақұлданды	mɑqʊɫdˈɑndə
мектебіндегі	mektebɪndeɡˈɪ
менікі	menɪkˈɪ
миссия	məjssəjja
міндеттемелері	mɪndettemeleɾˈɪ
мәдениетiнiң	mædˈenəjet(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
нормаларға	noɾmɑɫɑɾʀˈɑ
норманы	noɾmˈɑnə
нәсілді	næsɪɫdˈɪ
нөмiрлi	nˈɵm(͡e͡n)ˈa͡ɪ(͡k͡k)ɾəɫə(͡e͡n)ˈa͡ɪ(͡k͡k)
одағымен	odˈɑʀəmen
ойлану	ojɫˈɑnw
ойласам	ojɫɑsˈɑm
ойнауды	ojnˈɑwdə
ойымнан	ˈojəmnɑn
оралғанын	oɾɑɫʀˈɑnən
орақ	oɾˈɑq
органдармен	oɾɡɑndɑɾmˈen
органдарымен	oɾɡɑndˈɑɾəmen
орталықты	oɾtˈɑɫəqtə
орыстандыру	ˈoɾəstɑndəɾw
отарлық	otˈɑɾɫəq
отыратыны	ˈotəɾɑtənə
паркінің	pɑɾkɪnˈɪŋ
пенальтиден	penˈɑɫʔtəjden
пленарлық	plenˈɑɾɫəq
порты	pˈoɾtə
принциптері	pɾəjntsəjpteɾɪ
прокурорлары	pɾokwɾoɾɫˈɑɾə
проректоры	pɾoɾektˈoɾə
профессорлар	pɾofessoɾɫˈɑɾ
пәрменді	pæɾmendˈɪ
пәтерлі	pæteɾlˈɪ
ресурсы	ɾˈeswɾsə
сазайын	sɑzˈɑjən
салыныпты	sˈɑɫənəptə
санамалап	sɑnɑmɑɫˈɑp
санасып	sɑnˈɑsəp
сапалық	sɑpˈɑɫəq
сатудың	sˈɑtwdəŋ
сатылмасын	sˈɑtəɫmɑsən
саудагерлердің	sɑwdɑɡeɾleɾdˈɪŋ
саясаткерлерінің	sɑjasɑtkeɾleɾɪnˈɪŋ
себебiмiз	sebˈeb(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zə
себептерінің	sebepteɾɪnˈɪŋ
сенбейтін	senbejtˈɪn
сендердi	sendˈeɾd(͡e͡n)ˈa͡ɪ(͡k͡k)
сенімге	senɪmɡˈe
см	səmə
сортты	sˈoɾttə
соғыстар	sˈoʀəstɑɾ
соққысы	sˈoqqəsə
спикер	spəjkeɾ
спортшыларын	spˈoɾtʃəɫɑɾən
суықта	swəqtɑ
сыпырушы	səpəɾwʃə
сүрді	suɾdˈɪ
сүрсе	suɾsˈe
сүюге	sujuɡˈe
сұралып	sʊɾˈɑɫəp
сұратып	sʊɾˈɑtəp
сұрқия	sˈʊɾqəjja
сәуiрдiң	sˈæw(͡e͡n)ˈa͡ɪ(͡k͡k)ɾədə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
сөздiк	sˈɵzd(͡e͡n)ˈa͡ɪ(͡k͡k)kə
тiзесiн	tə(͡e͡n)ˈa͡ɪ(͡k͡k)zˈes(͡e͡n)ˈa͡ɪ(͡k͡k)nə
тiкұшақ	tə(͡e͡n)ˈa͡ɪ(͡k͡k)kʊʃˈɑq
тiстеп	tə(͡e͡n)ˈa͡ɪ(͡k͡k)stˈep
табыстады	tˈɑbəstɑdə
тайм	tˈɑjm
таласты	tɑɫˈɑstə
талқылана	tˈɑɫqəɫɑnɑ
тамақтың	tɑmˈɑqtəŋ
тамырлары	tˈɑməɾɫɑɾə
тапқа	tɑpqˈɑ
тартамын	tɑɾtˈɑmən
тартыстың	tˈɑɾtəstəŋ
тасталады	tɑstɑɫˈɑdə
таудағы	tɑwdˈɑʀə
таңылып	tˈɑŋəɫəp
тезек	tezˈek
тексередi	tekseɾˈed(͡e͡n)ˈa͡ɪ(͡k͡k)
телеарнасындағы	teleɑɾnˈɑsəndɑʀə
тепсе	tepsˈe
тергеушілері	teɾɡewʃɪleɾˈɪ
тереңдей	teɾeŋdˈej
техникаға	tˈexnəjkɑʀɑ
теңсіздік	teŋsɪzdˈɪk
толағай	toɫɑʀˈɑj
топырағына	tˈopəɾɑʀənɑ
тоқтатпақ	toqtɑtpˈɑq
тоқтатса	toqtɑtsˈɑ
троллейбус	tɾoɫlˈejbws
туғаннан	twʀɑnnˈɑn
тыйып	təjəp
тыныштығы	tənəʃtəʀə
тізімдегі	tɪzɪmdeɡˈɪ
тірегі	tɪɾeɡˈɪ
тіршілігі	tɪɾʃɪlɪɡˈɪ
түгендеу	tuɡendˈew
түнге	tunɡˈe
түрменiң	tuɾmˈen(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
түскенше	tuskenʃˈe
түстес	tustˈes
түсінбедім	tusɪnbedˈɪm
тәрбиенiң	tˈæɾbəjen(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
тәу	tˈæw
фестивальге	fˈestəjvɑɫʔɡe
фракция	fɾˈɑktsəjja
футболын	fwtbˈoɫən
хабарласқанымен	xɑbɑɾɫɑsqˈɑnəmen
шiлдесiнде	ʃə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫdˈes(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
шалдар	ʃɑɫdˈɑɾ
шақырдым	ʃˈɑqəɾdəm
шаңы	ʃˈɑŋə
шеберлiгi	ʃebˈeɾɫ(͡e͡n)ˈa͡ɪ(͡k͡k)ɡə(͡e͡n)ˈa͡ɪ(͡k͡k)
шегу	ʃˈeɡw
шегінде	ʃeɡɪndˈe
шетелдiктердiң	ʃetˈeɫd(͡e͡n)ˈa͡ɪ(͡k͡k)ktˈeɾd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
шешiлетiн	ʃˈeʃ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈet(͡e͡n)ˈa͡ɪ(͡k͡k)nə
шештік	ʃeʃtˈɪk
шешілмейді	ʃeʃɪɫmejdˈɪ
шешімдерінің	ʃeʃɪmdeɾɪnˈɪŋ
шомылып	ʃˈoməɫəp
шоғын	ʃˈoʀən
штаттан	ʃtɑttˈɑn
шырқады	ʃəɾqɑdə
шықпағанын	ʃəqpɑʀɑnən
шүберекке	ʃubeɾekkˈe
шұлғып	ʃˈʊɫʀəp
ызғарлы	əzʀɑɾɫə
